mmsi,hour,date,hour_of_day,region,a_region,hour_str,representative_region,alignment,n_regions,quality
000000190,2018-01-12 01:00:00,2018-01-12,1,outer,outer,2018-01-12 01:00:00,,no_representative_state,1,reduced
000000190,2018-01-12 02:00:00,2018-01-12,2,core,core,2018-01-12 02:00:00,,multi_a_region,2,reduced
000000190,2018-01-12 02:00:00,2018-01-12,2,near,near,2018-01-12 02:00:00,,multi_a_region,2,reduced
000000190,2018-01-12 03:00:00,2018-01-12,3,core,core,2018-01-12 03:00:00,,multi_a_region,2,reduced
000000190,2018-01-12 03:00:00,2018-01-12,3,near,near,2018-01-12 03:00:00,,multi_a_region,2,reduced
000000190,2018-01-12 04:00:00,2018-01-12,4,near,near,2018-01-12 04:00:00,,no_representative_state,1,reduced
000000886,2018-01-20 05:00:00,2018-01-20,5,outer,outer,2018-01-20 05:00:00,,no_representative_state,1,normal
000000886,2018-01-20 06:00:00,2018-01-20,6,outer,outer,2018-01-20 06:00:00,,no_representative_state,1,normal
000000886,2018-01-20 07:00:00,2018-01-20,7,outer,outer,2018-01-20 07:00:00,,no_representative_state,1,normal
000000966,2018-01-16 08:00:00,2018-01-16,8,near,near,2018-01-16 08:00:00,,no_representative_state,1,outage
000001004,2018-01-07 12:00:00,2018-01-07,12,core,core,2018-01-07 12:00:00,,multi_a_region,2,normal
000001004,2018-01-07 12:00:00,2018-01-07,12,near,near,2018-01-07 12:00:00,,multi_a_region,2,normal
000001004,2018-01-07 13:00:00,2018-01-07,13,near,near,2018-01-07 13:00:00,,multi_a_region,2,normal
000001004,2018-01-07 13:00:00,2018-01-07,13,outer,outer,2018-01-07 13:00:00,,multi_a_region,2,normal
000001004,2018-01-07 14:00:00,2018-01-07,14,outer,outer,2018-01-07 14:00:00,,no_representative_state,1,normal
000001004,2018-01-15 08:00:00,2018-01-15,8,outer,outer,2018-01-15 08:00:00,,no_representative_state,1,outage
000001004,2018-01-15 09:00:00,2018-01-15,9,outer,outer,2018-01-15 09:00:00,,no_representative_state,1,outage
000001004,2018-01-15 10:00:00,2018-01-15,10,outer,outer,2018-01-15 10:00:00,,no_representative_state,1,outage
000001004,2018-01-15 11:00:00,2018-01-15,11,outer,outer,2018-01-15 11:00:00,,no_representative_state,1,outage
000001004,2018-01-15 13:00:00,2018-01-15,13,near,near,2018-01-15 13:00:00,,no_representative_state,1,outage
000001004,2018-01-15 14:00:00,2018-01-15,14,core,core,2018-01-15 14:00:00,,no_representative_state,1,outage
000001008,2018-01-07 08:00:00,2018-01-07,8,core,core,2018-01-07 08:00:00,,multi_a_region,2,normal
000001008,2018-01-07 08:00:00,2018-01-07,8,near,near,2018-01-07 08:00:00,,multi_a_region,2,normal
000001008,2018-01-07 09:00:00,2018-01-07,9,near,near,2018-01-07 09:00:00,,no_representative_state,1,normal
000001008,2018-01-07 10:00:00,2018-01-07,10,outer,outer,2018-01-07 10:00:00,,no_representative_state,1,normal
000001008,2018-01-07 11:00:00,2018-01-07,11,outer,outer,2018-01-07 11:00:00,,no_representative_state,1,normal
000001008,2018-01-07 12:00:00,2018-01-07,12,outer,outer,2018-01-07 12:00:00,,no_representative_state,1,normal
000001008,2018-01-07 13:00:00,2018-01-07,13,core,core,2018-01-07 13:00:00,,multi_a_region,2,normal
000001008,2018-01-07 13:00:00,2018-01-07,13,near,near,2018-01-07 13:00:00,,multi_a_region,2,normal
000001008,2018-01-07 14:00:00,2018-01-07,14,near,near,2018-01-07 14:00:00,,no_representative_state,1,normal
000001008,2018-01-12 10:00:00,2018-01-12,10,near,near,2018-01-12 10:00:00,,no_representative_state,1,reduced
000001008,2018-01-12 11:00:00,2018-01-12,11,core,core,2018-01-12 11:00:00,,no_representative_state,1,reduced
000001008,2018-01-12 12:00:00,2018-01-12,12,near,near,2018-01-12 12:00:00,,multi_a_region,2,reduced
000001008,2018-01-12 12:00:00,2018-01-12,12,outer,outer,2018-01-12 12:00:00,,multi_a_region,2,reduced
000001008,2018-01-12 14:00:00,2018-01-12,14,outer,outer,2018-01-12 14:00:00,,no_representative_state,1,reduced
000001008,2018-01-12 15:00:00,2018-01-12,15,outer,outer,2018-01-12 15:00:00,,no_representative_state,1,reduced
000001045,2018-01-01 04:00:00,2018-01-01,4,outer,outer,2018-01-01 04:00:00,,no_representative_state,1,normal
000001045,2018-01-01 05:00:00,2018-01-01,5,outer,outer,2018-01-01 05:00:00,,no_representative_state,1,normal
000001045,2018-01-01 06:00:00,2018-01-01,6,core,core,2018-01-01 06:00:00,,no_representative_state,1,normal
000001045,2018-01-01 11:00:00,2018-01-01,11,core,core,2018-01-01 11:00:00,,no_representative_state,1,normal
000001045,2018-01-01 12:00:00,2018-01-01,12,outer,outer,2018-01-01 12:00:00,,no_representative_state,1,normal
000001045,2018-01-01 13:00:00,2018-01-01,13,outer,outer,2018-01-01 13:00:00,,no_representative_state,1,normal
000001045,2018-01-01 14:00:00,2018-01-01,14,outer,outer,2018-01-01 14:00:00,,no_representative_state,1,normal
000001045,2018-01-01 15:00:00,2018-01-01,15,outer,outer,2018-01-01 15:00:00,,no_representative_state,1,normal
000001045,2018-01-01 16:00:00,2018-01-01,16,outer,outer,2018-01-01 16:00:00,,no_representative_state,1,normal
000001045,2018-01-01 18:00:00,2018-01-01,18,core,core,2018-01-01 18:00:00,,no_representative_state,1,normal
000001045,2018-01-02 03:00:00,2018-01-02,3,core,core,2018-01-02 03:00:00,,no_representative_state,1,normal
000001045,2018-01-02 04:00:00,2018-01-02,4,outer,outer,2018-01-02 04:00:00,,no_representative_state,1,normal
000001045,2018-01-02 05:00:00,2018-01-02,5,outer,outer,2018-01-02 05:00:00,,no_representative_state,1,normal
000001045,2018-01-02 06:00:00,2018-01-02,6,outer,outer,2018-01-02 06:00:00,,no_representative_state,1,normal
000001045,2018-01-02 07:00:00,2018-01-02,7,core,core,2018-01-02 07:00:00,,no_representative_state,1,normal
000001045,2018-01-02 08:00:00,2018-01-02,8,outer,outer,2018-01-02 08:00:00,,no_representative_state,1,normal
000001045,2018-01-02 09:00:00,2018-01-02,9,outer,outer,2018-01-02 09:00:00,,no_representative_state,1,normal
000001045,2018-01-02 10:00:00,2018-01-02,10,outer,outer,2018-01-02 10:00:00,,no_representative_state,1,normal
000001045,2018-01-02 12:00:00,2018-01-02,12,outer,outer,2018-01-02 12:00:00,,no_representative_state,1,normal
000001045,2018-01-02 13:00:00,2018-01-02,13,outer,outer,2018-01-02 13:00:00,,no_representative_state,1,normal
000001045,2018-01-02 14:00:00,2018-01-02,14,outer,outer,2018-01-02 14:00:00,,no_representative_state,1,normal
000001045,2018-01-02 17:00:00,2018-01-02,17,outer,outer,2018-01-02 17:00:00,,no_representative_state,1,normal
000001045,2018-01-02 18:00:00,2018-01-02,18,outer,outer,2018-01-02 18:00:00,,no_representative_state,1,normal
000001045,2018-01-02 19:00:00,2018-01-02,19,core,core,2018-01-02 19:00:00,,no_representative_state,1,normal
000001045,2018-01-03 03:00:00,2018-01-03,3,core,core,2018-01-03 03:00:00,,multi_a_region,3,normal
000001045,2018-01-03 03:00:00,2018-01-03,3,near,near,2018-01-03 03:00:00,,multi_a_region,3,normal
000001045,2018-01-03 03:00:00,2018-01-03,3,outer,outer,2018-01-03 03:00:00,,multi_a_region,3,normal
000001045,2018-01-03 04:00:00,2018-01-03,4,outer,outer,2018-01-03 04:00:00,,no_representative_state,1,normal
000001045,2018-01-03 05:00:00,2018-01-03,5,outer,outer,2018-01-03 05:00:00,,no_representative_state,1,normal
000001045,2018-01-03 06:00:00,2018-01-03,6,core,core,2018-01-03 06:00:00,,no_representative_state,1,normal
000001045,2018-01-03 07:00:00,2018-01-03,7,core,core,2018-01-03 07:00:00,,no_representative_state,1,normal
000001045,2018-01-03 08:00:00,2018-01-03,8,outer,outer,2018-01-03 08:00:00,,no_representative_state,1,normal
000001045,2018-01-03 09:00:00,2018-01-03,9,outer,outer,2018-01-03 09:00:00,,no_representative_state,1,normal
000001045,2018-01-03 11:00:00,2018-01-03,11,core,core,2018-01-03 11:00:00,,multi_a_region,2,normal
000001045,2018-01-03 11:00:00,2018-01-03,11,near,near,2018-01-03 11:00:00,,multi_a_region,2,normal
000001045,2018-01-03 12:00:00,2018-01-03,12,core,core,2018-01-03 12:00:00,,no_representative_state,1,normal
000001045,2018-01-03 17:00:00,2018-01-03,17,core,core,2018-01-03 17:00:00,,multi_a_region,2,normal
000001045,2018-01-03 17:00:00,2018-01-03,17,near,near,2018-01-03 17:00:00,,multi_a_region,2,normal
000001045,2018-01-03 18:00:00,2018-01-03,18,near,near,2018-01-03 18:00:00,,multi_a_region,2,normal
000001045,2018-01-03 18:00:00,2018-01-03,18,outer,outer,2018-01-03 18:00:00,,multi_a_region,2,normal
000001045,2018-01-03 19:00:00,2018-01-03,19,outer,outer,2018-01-03 19:00:00,,no_representative_state,1,normal
000001045,2018-01-03 20:00:00,2018-01-03,20,outer,outer,2018-01-03 20:00:00,,no_representative_state,1,normal
000001045,2018-01-03 21:00:00,2018-01-03,21,outer,outer,2018-01-03 21:00:00,,no_representative_state,1,normal
000001045,2018-01-03 22:00:00,2018-01-03,22,outer,outer,2018-01-03 22:00:00,,no_representative_state,1,normal
000001045,2018-01-03 23:00:00,2018-01-03,23,outer,outer,2018-01-03 23:00:00,,no_representative_state,1,normal
000001045,2018-01-04 00:00:00,2018-01-04,0,outer,outer,2018-01-04 00:00:00,,no_representative_state,1,normal
000001045,2018-01-04 01:00:00,2018-01-04,1,outer,outer,2018-01-04 01:00:00,,no_representative_state,1,normal
000001045,2018-01-04 02:00:00,2018-01-04,2,core,core,2018-01-04 02:00:00,,no_representative_state,1,normal
000001045,2018-01-04 19:00:00,2018-01-04,19,core,core,2018-01-04 19:00:00,,no_representative_state,1,normal
000001045,2018-01-04 20:00:00,2018-01-04,20,outer,outer,2018-01-04 20:00:00,,no_representative_state,1,normal
000001045,2018-01-05 00:00:00,2018-01-05,0,outer,outer,2018-01-05 00:00:00,,no_representative_state,1,normal
000001045,2018-01-05 01:00:00,2018-01-05,1,outer,outer,2018-01-05 01:00:00,,no_representative_state,1,normal
000001045,2018-01-05 02:00:00,2018-01-05,2,core,core,2018-01-05 02:00:00,,no_representative_state,1,normal
000001045,2018-01-05 17:00:00,2018-01-05,17,core,core,2018-01-05 17:00:00,,no_representative_state,1,normal
000001045,2018-01-05 18:00:00,2018-01-05,18,core,core,2018-01-05 18:00:00,,multi_a_region,3,normal
000001045,2018-01-05 18:00:00,2018-01-05,18,near,near,2018-01-05 18:00:00,,multi_a_region,3,normal
000001045,2018-01-05 18:00:00,2018-01-05,18,outer,outer,2018-01-05 18:00:00,,multi_a_region,3,normal
000001045,2018-01-05 19:00:00,2018-01-05,19,outer,outer,2018-01-05 19:00:00,,no_representative_state,1,normal
000001045,2018-01-05 20:00:00,2018-01-05,20,outer,outer,2018-01-05 20:00:00,,no_representative_state,1,normal
000001045,2018-01-05 21:00:00,2018-01-05,21,outer,outer,2018-01-05 21:00:00,,no_representative_state,1,normal
000001045,2018-01-06 00:00:00,2018-01-06,0,outer,outer,2018-01-06 00:00:00,,no_representative_state,1,normal
000001045,2018-01-06 01:00:00,2018-01-06,1,outer,outer,2018-01-06 01:00:00,,no_representative_state,1,normal
000001045,2018-01-06 02:00:00,2018-01-06,2,core,core,2018-01-06 02:00:00,,no_representative_state,1,normal
000001045,2018-01-07 14:00:00,2018-01-07,14,core,core,2018-01-07 14:00:00,,multi_a_region,2,normal
000001045,2018-01-07 14:00:00,2018-01-07,14,near,near,2018-01-07 14:00:00,,multi_a_region,2,normal
000001045,2018-01-07 15:00:00,2018-01-07,15,outer,outer,2018-01-07 15:00:00,,no_representative_state,1,normal
000001045,2018-01-07 16:00:00,2018-01-07,16,outer,outer,2018-01-07 16:00:00,,no_representative_state,1,normal
000001045,2018-01-07 19:00:00,2018-01-07,19,outer,outer,2018-01-07 19:00:00,,no_representative_state,1,normal
000001045,2018-01-07 20:00:00,2018-01-07,20,outer,outer,2018-01-07 20:00:00,,no_representative_state,1,normal
000001045,2018-01-08 01:00:00,2018-01-08,1,outer,outer,2018-01-08 01:00:00,,no_representative_state,1,normal
000001045,2018-01-08 02:00:00,2018-01-08,2,core,core,2018-01-08 02:00:00,,no_representative_state,1,normal
000001045,2018-01-08 07:00:00,2018-01-08,7,core,core,2018-01-08 07:00:00,,no_representative_state,1,normal
000001045,2018-01-08 08:00:00,2018-01-08,8,outer,outer,2018-01-08 08:00:00,,no_representative_state,1,normal
000001045,2018-01-08 09:00:00,2018-01-08,9,outer,outer,2018-01-08 09:00:00,,no_representative_state,1,normal
000001045,2018-01-08 11:00:00,2018-01-08,11,core,core,2018-01-08 11:00:00,,no_representative_state,1,normal
000001045,2018-01-08 12:00:00,2018-01-08,12,outer,outer,2018-01-08 12:00:00,,no_representative_state,1,normal
000001045,2018-01-08 13:00:00,2018-01-08,13,outer,outer,2018-01-08 13:00:00,,no_representative_state,1,normal
000001045,2018-01-08 14:00:00,2018-01-08,14,near,near,2018-01-08 14:00:00,,no_representative_state,1,normal
000001045,2018-01-08 16:00:00,2018-01-08,16,near,near,2018-01-08 16:00:00,,no_representative_state,1,normal
000001045,2018-01-08 17:00:00,2018-01-08,17,outer,outer,2018-01-08 17:00:00,,no_representative_state,1,normal
000001045,2018-01-08 18:00:00,2018-01-08,18,outer,outer,2018-01-08 18:00:00,,no_representative_state,1,normal
000001045,2018-01-08 19:00:00,2018-01-08,19,core,core,2018-01-08 19:00:00,,no_representative_state,1,normal
000001045,2018-01-09 05:00:00,2018-01-09,5,outer,outer,2018-01-09 05:00:00,,no_representative_state,1,normal
000001045,2018-01-09 06:00:00,2018-01-09,6,outer,outer,2018-01-09 06:00:00,,no_representative_state,1,normal
000001045,2018-01-09 11:00:00,2018-01-09,11,core,core,2018-01-09 11:00:00,,no_representative_state,1,normal
000001045,2018-01-09 12:00:00,2018-01-09,12,outer,outer,2018-01-09 12:00:00,,no_representative_state,1,normal
000001045,2018-01-09 13:00:00,2018-01-09,13,outer,outer,2018-01-09 13:00:00,,no_representative_state,1,normal
000001045,2018-01-09 14:00:00,2018-01-09,14,outer,outer,2018-01-09 14:00:00,,no_representative_state,1,normal
000001045,2018-01-09 15:00:00,2018-01-09,15,core,core,2018-01-09 15:00:00,,no_representative_state,1,normal
000001045,2018-01-09 16:00:00,2018-01-09,16,outer,outer,2018-01-09 16:00:00,,no_representative_state,1,normal
000001045,2018-01-09 17:00:00,2018-01-09,17,outer,outer,2018-01-09 17:00:00,,no_representative_state,1,normal
000001045,2018-01-09 21:00:00,2018-01-09,21,outer,outer,2018-01-09 21:00:00,,no_representative_state,1,normal
000001045,2018-01-09 22:00:00,2018-01-09,22,core,core,2018-01-09 22:00:00,,no_representative_state,1,normal
000001045,2018-01-10 09:00:00,2018-01-10,9,outer,outer,2018-01-10 09:00:00,,no_representative_state,1,normal
000001045,2018-01-10 10:00:00,2018-01-10,10,outer,outer,2018-01-10 10:00:00,,no_representative_state,1,normal
000001045,2018-01-10 11:00:00,2018-01-10,11,outer,outer,2018-01-10 11:00:00,,no_representative_state,1,normal
000001045,2018-01-10 12:00:00,2018-01-10,12,core,core,2018-01-10 12:00:00,,multi_a_region,2,normal
000001045,2018-01-10 12:00:00,2018-01-10,12,near,near,2018-01-10 12:00:00,,multi_a_region,2,normal
000001045,2018-01-10 16:00:00,2018-01-10,16,core,core,2018-01-10 16:00:00,,no_representative_state,1,normal
000001045,2018-01-10 17:00:00,2018-01-10,17,outer,outer,2018-01-10 17:00:00,,no_representative_state,1,normal
000001045,2018-01-10 18:00:00,2018-01-10,18,outer,outer,2018-01-10 18:00:00,,no_representative_state,1,normal
000001045,2018-01-10 21:00:00,2018-01-10,21,outer,outer,2018-01-10 21:00:00,,no_representative_state,1,normal
000001045,2018-01-10 22:00:00,2018-01-10,22,core,core,2018-01-10 22:00:00,,no_representative_state,1,normal
000001045,2018-01-10 23:00:00,2018-01-10,23,core,core,2018-01-10 23:00:00,,no_representative_state,1,normal
000001045,2018-01-11 08:00:00,2018-01-11,8,outer,outer,2018-01-11 08:00:00,,no_representative_state,1,normal
000001045,2018-01-11 09:00:00,2018-01-11,9,outer,outer,2018-01-11 09:00:00,,no_representative_state,1,normal
000001045,2018-01-11 11:00:00,2018-01-11,11,outer,outer,2018-01-11 11:00:00,,no_representative_state,1,normal
000001045,2018-01-11 12:00:00,2018-01-11,12,outer,outer,2018-01-11 12:00:00,,no_representative_state,1,normal
000001045,2018-01-11 13:00:00,2018-01-11,13,outer,outer,2018-01-11 13:00:00,,no_representative_state,1,normal
000001045,2018-01-11 14:00:00,2018-01-11,14,outer,outer,2018-01-11 14:00:00,,no_representative_state,1,normal
000001045,2018-01-11 15:00:00,2018-01-11,15,near,near,2018-01-11 15:00:00,,multi_a_region,2,normal
000001045,2018-01-11 15:00:00,2018-01-11,15,outer,outer,2018-01-11 15:00:00,,multi_a_region,2,normal
000001045,2018-01-11 16:00:00,2018-01-11,16,core,core,2018-01-11 16:00:00,,no_representative_state,1,normal
000001045,2018-01-12 03:00:00,2018-01-12,3,core,core,2018-01-12 03:00:00,,no_representative_state,1,reduced
000001045,2018-01-12 04:00:00,2018-01-12,4,outer,outer,2018-01-12 04:00:00,,no_representative_state,1,reduced
000001045,2018-01-12 05:00:00,2018-01-12,5,outer,outer,2018-01-12 05:00:00,,no_representative_state,1,reduced
000001045,2018-01-12 06:00:00,2018-01-12,6,core,core,2018-01-12 06:00:00,,no_representative_state,1,reduced
000001045,2018-01-12 21:00:00,2018-01-12,21,outer,outer,2018-01-12 21:00:00,,no_representative_state,1,reduced
000001045,2018-01-13 00:00:00,2018-01-13,0,outer,outer,2018-01-13 00:00:00,,no_representative_state,1,outage
000001045,2018-01-13 02:00:00,2018-01-13,2,core,core,2018-01-13 02:00:00,,no_representative_state,1,outage
000001045,2018-01-13 17:00:00,2018-01-13,17,core,core,2018-01-13 17:00:00,,no_representative_state,1,outage
000001045,2018-01-13 18:00:00,2018-01-13,18,outer,outer,2018-01-13 18:00:00,,no_representative_state,1,outage
000001045,2018-01-13 19:00:00,2018-01-13,19,outer,outer,2018-01-13 19:00:00,,no_representative_state,1,outage
000001045,2018-01-13 21:00:00,2018-01-13,21,outer,outer,2018-01-13 21:00:00,,no_representative_state,1,outage
000001045,2018-01-14 00:00:00,2018-01-14,0,outer,outer,2018-01-14 00:00:00,,no_representative_state,1,outage
000001045,2018-01-14 11:00:00,2018-01-14,11,core,core,2018-01-14 11:00:00,,no_representative_state,1,outage
000001045,2018-01-15 17:00:00,2018-01-15,17,outer,outer,2018-01-15 17:00:00,,no_representative_state,1,outage
000001045,2018-01-15 20:00:00,2018-01-15,20,outer,outer,2018-01-15 20:00:00,,no_representative_state,1,outage
000001045,2018-01-15 21:00:00,2018-01-15,21,outer,outer,2018-01-15 21:00:00,,no_representative_state,1,outage
000001045,2018-01-17 05:00:00,2018-01-17,5,outer,outer,2018-01-17 05:00:00,,no_representative_state,1,severe
000001045,2018-01-17 13:00:00,2018-01-17,13,outer,outer,2018-01-17 13:00:00,,no_representative_state,1,severe
000001045,2018-01-17 14:00:00,2018-01-17,14,outer,outer,2018-01-17 14:00:00,,no_representative_state,1,severe
000001045,2018-01-17 15:00:00,2018-01-17,15,near,near,2018-01-17 15:00:00,,no_representative_state,1,severe
000001045,2018-01-17 20:00:00,2018-01-17,20,core,core,2018-01-17 20:00:00,,no_representative_state,1,severe
000001045,2018-01-17 21:00:00,2018-01-17,21,outer,outer,2018-01-17 21:00:00,,no_representative_state,1,severe
000001045,2018-01-17 22:00:00,2018-01-17,22,outer,outer,2018-01-17 22:00:00,,no_representative_state,1,severe
000001045,2018-01-18 19:00:00,2018-01-18,19,core,core,2018-01-18 19:00:00,,multi_a_region,2,severe
000001045,2018-01-18 19:00:00,2018-01-18,19,near,near,2018-01-18 19:00:00,,multi_a_region,2,severe
000001045,2018-01-18 20:00:00,2018-01-18,20,outer,outer,2018-01-18 20:00:00,,no_representative_state,1,severe
000001045,2018-01-18 21:00:00,2018-01-18,21,outer,outer,2018-01-18 21:00:00,,no_representative_state,1,severe
000001045,2018-01-19 01:00:00,2018-01-19,1,outer,outer,2018-01-19 01:00:00,,no_representative_state,1,normal
000001045,2018-01-19 20:00:00,2018-01-19,20,core,core,2018-01-19 20:00:00,,multi_a_region,3,normal
000001045,2018-01-19 20:00:00,2018-01-19,20,near,near,2018-01-19 20:00:00,,multi_a_region,3,normal
000001045,2018-01-19 20:00:00,2018-01-19,20,outer,outer,2018-01-19 20:00:00,,multi_a_region,3,normal
000001045,2018-01-19 21:00:00,2018-01-19,21,outer,outer,2018-01-19 21:00:00,,no_representative_state,1,normal
000001045,2018-01-20 00:00:00,2018-01-20,0,outer,outer,2018-01-20 00:00:00,,no_representative_state,1,normal
000001045,2018-01-20 01:00:00,2018-01-20,1,outer,outer,2018-01-20 01:00:00,,no_representative_state,1,normal
000001045,2018-01-20 02:00:00,2018-01-20,2,core,core,2018-01-20 02:00:00,,no_representative_state,1,normal
000001045,2018-01-20 11:00:00,2018-01-20,11,core,core,2018-01-20 11:00:00,,multi_a_region,2,normal
000001045,2018-01-20 11:00:00,2018-01-20,11,outer,outer,2018-01-20 11:00:00,,multi_a_region,2,normal
000001045,2018-01-20 12:00:00,2018-01-20,12,outer,outer,2018-01-20 12:00:00,,no_representative_state,1,normal
000001045,2018-01-20 14:00:00,2018-01-20,14,outer,outer,2018-01-20 14:00:00,,no_representative_state,1,normal
000001045,2018-01-20 16:00:00,2018-01-20,16,outer,outer,2018-01-20 16:00:00,,no_representative_state,1,normal
000001045,2018-01-20 17:00:00,2018-01-20,17,outer,outer,2018-01-20 17:00:00,,no_representative_state,1,normal
000001045,2018-01-20 18:00:00,2018-01-20,18,outer,outer,2018-01-20 18:00:00,,no_representative_state,1,normal
000001045,2018-01-20 19:00:00,2018-01-20,19,core,core,2018-01-20 19:00:00,,no_representative_state,1,normal
000001045,2018-01-21 03:00:00,2018-01-21,3,core,core,2018-01-21 03:00:00,,no_representative_state,1,normal
000001045,2018-01-21 04:00:00,2018-01-21,4,core,core,2018-01-21 04:00:00,,multi_a_region,2,normal
000001045,2018-01-21 04:00:00,2018-01-21,4,outer,outer,2018-01-21 04:00:00,,multi_a_region,2,normal
000001045,2018-01-21 05:00:00,2018-01-21,5,outer,outer,2018-01-21 05:00:00,,no_representative_state,1,normal
000001045,2018-01-21 06:00:00,2018-01-21,6,core,core,2018-01-21 06:00:00,,no_representative_state,1,normal
000001045,2018-01-21 10:00:00,2018-01-21,10,core,core,2018-01-21 10:00:00,,no_representative_state,1,normal
000001045,2018-01-21 11:00:00,2018-01-21,11,core,core,2018-01-21 11:00:00,,no_representative_state,1,normal
000001045,2018-01-21 12:00:00,2018-01-21,12,outer,outer,2018-01-21 12:00:00,,no_representative_state,1,normal
000001045,2018-01-21 13:00:00,2018-01-21,13,outer,outer,2018-01-21 13:00:00,,no_representative_state,1,normal
000001045,2018-01-21 14:00:00,2018-01-21,14,outer,outer,2018-01-21 14:00:00,,no_representative_state,1,normal
000001045,2018-01-21 15:00:00,2018-01-21,15,outer,outer,2018-01-21 15:00:00,,no_representative_state,1,normal
000001045,2018-01-21 16:00:00,2018-01-21,16,outer,outer,2018-01-21 16:00:00,,no_representative_state,1,normal
000001045,2018-01-21 20:00:00,2018-01-21,20,outer,outer,2018-01-21 20:00:00,,no_representative_state,1,normal
000001045,2018-01-21 21:00:00,2018-01-21,21,outer,outer,2018-01-21 21:00:00,,no_representative_state,1,normal
000001045,2018-01-21 22:00:00,2018-01-21,22,outer,outer,2018-01-21 22:00:00,,no_representative_state,1,normal
000001045,2018-01-21 23:00:00,2018-01-21,23,core,core,2018-01-21 23:00:00,,no_representative_state,1,normal
000001045,2018-01-22 08:00:00,2018-01-22,8,core,core,2018-01-22 08:00:00,,multi_a_region,3,normal
000001045,2018-01-22 08:00:00,2018-01-22,8,near,near,2018-01-22 08:00:00,,multi_a_region,3,normal
000001045,2018-01-22 08:00:00,2018-01-22,8,outer,outer,2018-01-22 08:00:00,,multi_a_region,3,normal
000001045,2018-01-22 09:00:00,2018-01-22,9,outer,outer,2018-01-22 09:00:00,,no_representative_state,1,normal
000001045,2018-01-22 10:00:00,2018-01-22,10,outer,outer,2018-01-22 10:00:00,,no_representative_state,1,normal
000001045,2018-01-22 11:00:00,2018-01-22,11,outer,outer,2018-01-22 11:00:00,,no_representative_state,1,normal
000001045,2018-01-22 12:00:00,2018-01-22,12,outer,outer,2018-01-22 12:00:00,,no_representative_state,1,normal
000001045,2018-01-22 14:00:00,2018-01-22,14,outer,outer,2018-01-22 14:00:00,,no_representative_state,1,normal
000001045,2018-01-22 15:00:00,2018-01-22,15,outer,outer,2018-01-22 15:00:00,,no_representative_state,1,normal
000001045,2018-01-22 16:00:00,2018-01-22,16,outer,outer,2018-01-22 16:00:00,,no_representative_state,1,normal
000001045,2018-01-22 17:00:00,2018-01-22,17,core,core,2018-01-22 17:00:00,,no_representative_state,1,normal
000001045,2018-01-23 03:00:00,2018-01-23,3,core,core,2018-01-23 03:00:00,,multi_a_region,2,normal
000001045,2018-01-23 03:00:00,2018-01-23,3,near,near,2018-01-23 03:00:00,,multi_a_region,2,normal
000001045,2018-01-23 04:00:00,2018-01-23,4,near,near,2018-01-23 04:00:00,,multi_a_region,2,normal
000001045,2018-01-23 04:00:00,2018-01-23,4,outer,outer,2018-01-23 04:00:00,,multi_a_region,2,normal
000001045,2018-01-23 05:00:00,2018-01-23,5,outer,outer,2018-01-23 05:00:00,,no_representative_state,1,normal
000001045,2018-01-23 06:00:00,2018-01-23,6,outer,outer,2018-01-23 06:00:00,,no_representative_state,1,normal
000001045,2018-01-23 07:00:00,2018-01-23,7,core,core,2018-01-23 07:00:00,,no_representative_state,1,normal
000001045,2018-01-23 08:00:00,2018-01-23,8,core,core,2018-01-23 08:00:00,,multi_a_region,2,normal
000001045,2018-01-23 08:00:00,2018-01-23,8,outer,outer,2018-01-23 08:00:00,,multi_a_region,2,normal
000001045,2018-01-23 09:00:00,2018-01-23,9,outer,outer,2018-01-23 09:00:00,,no_representative_state,1,normal
000001045,2018-01-23 10:00:00,2018-01-23,10,core,core,2018-01-23 10:00:00,,multi_a_region,2,normal
000001045,2018-01-23 10:00:00,2018-01-23,10,near,near,2018-01-23 10:00:00,,multi_a_region,2,normal
000001045,2018-01-23 15:00:00,2018-01-23,15,core,core,2018-01-23 15:00:00,,multi_a_region,2,normal
000001045,2018-01-23 15:00:00,2018-01-23,15,near,near,2018-01-23 15:00:00,,multi_a_region,2,normal
000001045,2018-01-23 16:00:00,2018-01-23,16,near,near,2018-01-23 16:00:00,,multi_a_region,2,normal
000001045,2018-01-23 16:00:00,2018-01-23,16,outer,outer,2018-01-23 16:00:00,,multi_a_region,2,normal
000001045,2018-01-23 17:00:00,2018-01-23,17,outer,outer,2018-01-23 17:00:00,,no_representative_state,1,normal
000001045,2018-01-23 21:00:00,2018-01-23,21,outer,outer,2018-01-23 21:00:00,,no_representative_state,1,normal
000001045,2018-01-23 22:00:00,2018-01-23,22,outer,outer,2018-01-23 22:00:00,,no_representative_state,1,normal
000001045,2018-01-23 23:00:00,2018-01-23,23,outer,outer,2018-01-23 23:00:00,,no_representative_state,1,normal
000001045,2018-01-24 00:00:00,2018-01-24,0,core,core,2018-01-24 00:00:00,,no_representative_state,1,normal
000001045,2018-01-24 13:00:00,2018-01-24,13,core,core,2018-01-24 13:00:00,,multi_a_region,2,normal
000001045,2018-01-24 13:00:00,2018-01-24,13,near,near,2018-01-24 13:00:00,,multi_a_region,2,normal
000001045,2018-01-24 15:00:00,2018-01-24,15,core,core,2018-01-24 15:00:00,,multi_a_region,2,normal
