date,hour,region,stock_now,stock_next,stay,inflow,outflow,exit,entry,reconstructed_next,difference,passed
2018-01-02,18,outer,6,4,4,0,2,0,0,4,0,True
2018-01-02,19,core,14,17,14,3,0,0,0,17,0,True
2018-01-02,19,near,29,24,24,0,5,0,0,24,0,True
2018-01-02,19,outer,4,6,4,2,0,0,0,6,0,True
2018-01-02,20,core,17,16,16,0,0,1,0,16,0,True
2018-01-02,20,near,24,24,24,0,0,0,0,24,0,True
2018-01-02,20,outer,6,6,6,0,0,0,0,6,0,True
2018-01-02,21,core,16,19,16,2,0,0,1,19,0,True
2018-01-02,21,near,24,23,21,2,2,1,0,23,0,True
2018-01-02,21,outer,6,3,3,0,2,1,0,3,0,True
2018-01-02,22,core,19,18,18,0,1,0,0,18,0,True
2018-01-02,22,near,23,24,23,1,0,0,0,24,0,True
2018-01-02,22,outer,3,3,3,0,0,0,0,3,0,True
2018-01-02,23,core,18,18,18,0,0,0,0,18,0,True
2018-01-02,23,near,24,23,22,0,2,0,1,23,0,True
2018-01-02,23,outer,3,5,3,2,0,0,0,5,0,True
2018-01-03,0,core,18,18,18,0,0,0,0,18,0,True
2018-01-03,0,near,23,23,22,0,0,1,1,23,0,True
2018-01-03,0,outer,5,5,5,0,0,0,0,5,0,True
2018-01-03,1,core,18,16,16,0,2,0,0,16,0,True
2018-01-03,1,near,23,24,22,2,0,1,0,24,0,True
2018-01-03,1,outer,5,3,3,0,0,2,0,3,0,True
2018-01-03,2,core,16,15,13,2,3,0,0,15,0,True
2018-01-03,2,near,24,26,22,3,2,0,1,26,0,True
2018-01-03,2,outer,3,4,3,0,0,0,1,4,0,True
2018-01-03,3,core,15,16,14,2,1,0,0,16,0,True
2018-01-03,3,near,26,22,22,0,3,1,0,22,0,True
2018-01-03,3,outer,4,6,4,2,0,0,0,6,0,True
2018-01-03,4,core,16,16,16,0,0,0,0,16,0,True
2018-01-03,4,near,22,23,22,1,0,0,0,23,0,True
2018-01-03,4,outer,6,5,5,0,1,0,0,5,0,True
2018-01-03,5,core,16,17,16,1,0,0,0,17,0,True
2018-01-03,5,near,23,24,23,1,0,0,0,24,0,True
2018-01-03,5,outer,5,3,3,0,2,0,0,3,0,True
2018-01-03,6,core,17,13,12,1,5,0,0,13,0,True
