evaluation_id,region,hour_of_day,n_days,mean_residual,median_residual,residual_std,positive_count,negative_count,zero_count,baseline_sse,plus_one_sse,minus_one_sse,plus_one_delta_sse,minus_one_delta_sse
fold_02,near,19,7,-4.428571428571429,-4.0,3.04724700110022,0,7,0,193.0,262.0,138.0,69.0,-55.0
fold_02,near,20,7,-3.4285714285714284,-3.0,1.3972762620115438,0,7,0,94.0,149.0,53.0,55.0,-41.0
fold_02,near,21,7,-1.7142857142857142,-2.0,0.48795003647426666,0,7,0,22.0,53.0,5.0,31.0,-17.0
fold_02,near,22,7,-0.5714285714285714,-1.0,1.3972762620115438,1,4,2,14.0,29.0,13.0,15.0,-1.0
fold_02,near,23,7,-3.7142857142857144,-4.0,1.1126972805283737,0,7,0,104.0,163.0,59.0,59.0,-45.0
fold_02,outer,0,7,-0.2857142857142857,-1.0,1.4960264830861911,1,5,1,14.0,25.0,17.0,11.0,3.0
fold_02,outer,1,7,-0.5714285714285714,-1.0,0.9759000729485332,1,4,2,8.0,23.0,7.0,15.0,-1.0
fold_02,outer,2,7,-0.2857142857142857,0.0,0.7559289460184544,1,3,3,4.0,15.0,7.0,11.0,3.0
fold_02,outer,3,7,-0.5714285714285714,-1.0,0.5345224838248488,0,4,3,4.0,19.0,3.0,15.0,-1.0
fold_02,outer,4,7,-0.5714285714285714,-1.0,0.9759000729485332,1,4,2,8.0,23.0,7.0,15.0,-1.0
fold_02,outer,5,7,-0.2857142857142857,0.0,1.1126972805283737,2,3,2,8.0,19.0,11.0,11.0,3.0
fold_02,outer,6,7,-0.14285714285714285,-1.0,1.2149857925879117,2,4,1,9.0,18.0,14.0,9.0,5.0
fold_02,outer,7,7,-0.42857142857142855,-1.0,1.7182493859684491,3,4,0,19.0,32.0,20.0,13.0,1.0
fold_02,outer,8,7,0.42857142857142855,0.0,1.618347187425374,3,3,1,17.0,18.0,30.0,1.0,13.0
fold_02,outer,9,7,1.0,2.0,1.5275252316519468,5,1,1,21.0,14.0,42.0,-7.0,21.0
fold_02,outer,10,7,0.14285714285714285,0.0,1.2149857925879117,2,1,4,9.0,14.0,18.0,5.0,9.0
fold_02,outer,11,7,0.2857142857142857,0.0,1.1126972805283737,3,2,2,8.0,11.0,19.0,3.0,11.0
fold_02,outer,12,7,-2.7142857142857144,-3.0,1.1126972805283737,0,7,0,59.0,104.0,28.0,45.0,-31.0
fold_02,outer,13,7,-2.5714285714285716,-3.0,1.5118578920369088,0,6,1,60.0,103.0,31.0,43.0,-29.0
fold_02,outer,14,7,-1.2857142857142858,-1.0,0.9511897312113419,0,6,1,17.0,42.0,6.0,25.0,-11.0
fold_02,outer,15,7,-1.0,-1.0,0.816496580927726,0,5,2,11.0,32.0,4.0,21.0,-7.0
fold_02,outer,16,7,-1.4285714285714286,-2.0,0.7867957924694432,0,6,1,18.0,45.0,5.0,27.0,-13.0
fold_02,outer,17,7,-1.5714285714285714,-2.0,0.7867957924694431,0,6,1,21.0,50.0,6.0,29.0,-15.0
fold_02,outer,18,7,-1.2857142857142858,-1.0,0.7559289460184545,0,6,1,15.0,40.0,4.0,25.0,-11.0
fold_02,outer,19,7,-0.5714285714285714,-1.0,0.5345224838248488,0,4,3,4.0,19.0,3.0,15.0,-1.0
fold_02,outer,20,7,-0.8571428571428571,-1.0,0.8997354108424372,0,4,3,10.0,29.0,5.0,19.0,-5.0
fold_02,outer,21,7,-0.5714285714285714,-1.0,1.2724180205607036,2,4,1,12.0,27.0,11.0,15.0,-1.0
fold_02,outer,22,7,-0.7142857142857143,-1.0,0.7559289460184545,1,6,0,7.0,24.0,4.0,17.0,-3.0
fold_02,outer,23,7,-0.7142857142857143,-1.0,0.7559289460184546,1,6,0,7.0,24.0,4.0,17.0,-3.0
fold_03,core,0,7,-4.571428571428571,-5.0,1.618347187425374,0,7,0,162.0,233.0,105.0,71.0,-57.0
fold_03,core,1,7,-1.1428571428571428,-1.0,0.6900655593423541,0,6,1,12.0,35.0,3.0,23.0,-9.0
fold_03,core,2,7,-3.4285714285714284,-4.0,2.5071326821120348,1,6,0,120.0,175.0,79.0,55.0,-41.0
fold_03,core,3,7,-6.428571428571429,-8.0,3.6449573777637356,0,6,1,369.0,466.0,286.0,97.0,-83.0
fold_03,core,4,7,-5.142857142857143,-7.0,2.9680841985233184,1,6,0,238.0,317.0,173.0,79.0,-65.0
fold_03,core,5,7,-1.8571428571428572,-3.0,1.6761634196950517,1,5,1,41.0,74.0,22.0,33.0,-19.0
fold_03,core,6,7,-6.714285714285714,-6.0,1.9760470401187076,0,7,0,339.0,440.0,252.0,101.0,-87.0
fold_03,core,7,7,-3.857142857142857,-4.0,2.4784787961282104,0,7,0,141.0,202.0,94.0,61.0,-47.0
fold_03,core,8,7,-2.5714285714285716,-2.0,2.2253945610567474,1,6,0,76.0,119.0,47.0,43.0,-29.0
fold_03,core,9,7,-2.2857142857142856,-2.0,0.7559289460184545,0,7,0,40.0,79.0,15.0,39.0,-25.0
fold_03,core,10,7,-3.5714285714285716,-5.0,3.309438162646486,1,5,1,155.0,212.0,112.0,57.0,-43.0
fold_03,core,11,7,-2.2857142857142856,-2.0,3.5456210417116734,2,5,0,112.0,151.0,87.0,39.0,-25.0
fold_03,core,12,7,-3.7142857142857144,-5.0,3.352326839390103,1,6,0,164.0,223.0,119.0,59.0,-45.0
fold_03,core,13,7,-2.4285714285714284,-4.0,3.952094080237415,1,6,0,135.0,176.0,108.0,41.0,-27.0
fold_03,core,14,7,-2.142857142857143,-3.0,2.9113897843110044,1,5,1,83.0,120.0,60.0,37.0,-23.0
fold_03,core,15,7,-3.7142857142857144,-4.0,5.122313465427046,2,5,0,254.0,313.0,209.0,59.0,-45.0
fold_03,core,16,7,-4.142857142857143,-3.0,2.410295378065479,0,7,0,155.0,220.0,104.0,65.0,-51.0
fold_03,core,17,7,-2.4285714285714284,-2.0,2.760262237369417,1,6,0,87.0,128.0,60.0,41.0,-27.0
fold_03,core,18,7,-1.8571428571428572,-1.0,3.0237157840738176,1,4,2,79.0,112.0,60.0,33.0,-19.0
fold_03,core,19,7,-6.428571428571429,-7.0,4.429339411136566,0,6,1,407.0,504.0,324.0,97.0,-83.0
fold_03,core,20,7,-5.714285714285714,-7.0,3.093772546815388,1,6,0,286.0,373.0,213.0,87.0,-73.0
fold_03,core,21,7,-1.8571428571428572,-2.0,1.0690449676496976,0,6,1,31.0,64.0,12.0,33.0,-19.0
fold_03,core,22,7,-3.2857142857142856,-5.0,3.6839419880650364,2,5,0,157.0,210.0,118.0,53.0,-39.0
fold_03,core,23,7,-5.428571428571429,-7.0,4.27617987059879,1,6,0,316.0,399.0,247.0,83.0,-69.0
fold_03,near,0,7,-2.2857142857142856,-3.0,1.1126972805283737,0,6,1,44.0,83.0,19.0,39.0,-25.0
fold_03,near,1,7,-0.5714285714285714,-1.0,1.1338934190276815,1,6,0,10.0,25.0,9.0,15.0,-1.0
fold_03,near,2,7,-0.8571428571428571,-1.0,1.2149857925879117,1,4,2,14.0,33.0,9.0,19.0,-5.0
fold_03,near,3,7,-3.4285714285714284,-3.0,0.9759000729485333,0,7,0,88.0,143.0,47.0,55.0,-41.0
fold_03,near,4,7,-1.2857142857142858,-1.0,1.1126972805283737,0,5,2,19.0,44.0,8.0,25.0,-11.0
fold_03,near,5,7,-1.1428571428571428,-1.0,0.8997354108424372,0,5,2,14.0,37.0,5.0,23.0,-9.0
fold_03,near,6,7,-2.5714285714285716,-3.0,0.9759000729485333,0,7,0,52.0,95.0,23.0,43.0,-29.0
fold_03,near,7,7,-2.2857142857142856,-2.0,2.5634797778466227,1,5,1,76.0,115.0,51.0,39.0,-25.0
fold_03,near,8,7,-1.4285714285714286,-3.0,3.3094381626464866,3,4,0,80.0,107.0,67.0,27.0,-13.0
fold_03,near,9,7,-0.8571428571428571,-1.0,2.2677868380553634,1,4,2,36.0,55.0,31.0,19.0,-5.0
fold_03,near,10,7,-2.2857142857142856,-3.0,1.9760470401187076,1,5,1,60.0,99.0,35.0,39.0,-25.0
fold_03,near,11,7,-3.857142857142857,-3.0,2.0354009783964293,0,7,0,129.0,190.0,82.0,61.0,-47.0
fold_03,near,12,7,-2.142857142857143,-2.0,1.4638501094227998,0,6,1,45.0,82.0,22.0,37.0,-23.0
fold_03,near,13,7,-3.0,-3.0,1.4142135623730951,0,6,1,75.0,124.0,40.0,49.0,-35.0
fold_03,near,14,7,-1.5714285714285714,-2.0,2.760262237369417,2,5,0,63.0,92.0,48.0,29.0,-15.0
fold_03,near,15,7,-2.5714285714285716,-3.0,2.8199966227605575,1,6,0,94.0,137.0,65.0,43.0,-29.0
fold_03,near,16,7,-3.7142857142857144,-4.0,1.3801311186847083,0,7,0,108.0,167.0,63.0,59.0,-45.0
fold_03,near,17,7,-1.5714285714285714,-2.0,1.618347187425374,1,5,1,33.0,62.0,18.0,29.0,-15.0
fold_03,near,18,7,-2.2857142857142856,-2.0,1.7043362064926932,0,6,1,54.0,93.0,29.0,39.0,-25.0
fold_03,near,19,7,-3.0,-3.0,3.366501646120693,0,4,3,131.0,180.0,96.0,49.0,-35.0
fold_03,near,20,7,-2.7142857142857144,-3.0,1.799470821684875,0,6,1,71.0,116.0,40.0,45.0,-31.0
fold_03,near,21,7,-1.7142857142857142,-2.0,0.48795003647426666,0,7,0,22.0,53.0,5.0,31.0,-17.0
fold_03,near,22,7,-1.4285714285714286,-2.0,1.7182493859684491,1,6,0,32.0,59.0,19.0,27.0,-13.0
fold_03,near,23,7,-3.142857142857143,-4.0,2.410295378065479,1,6,0,104.0,155.0,67.0,51.0,-37.0
fold_03,outer,0,7,-0.14285714285714285,-1.0,1.4638501094227998,1,4,2,13.0,22.0,18.0,9.0,5.0
fold_03,outer,1,7,-0.7142857142857143,-1.0,0.7559289460184544,0,4,3,7.0,24.0,4.0,17.0,-3.0
fold_03,outer,2,7,-0.42857142857142855,-1.0,0.7867957924694431,1,4,2,5.0,18.0,6.0,13.0,1.0
fold_03,outer,3,7,-0.7142857142857143,-1.0,0.48795003647426666,0,5,2,5.0,22.0,2.0,17.0,-3.0
fold_03,outer,4,7,-1.0,-1.0,0.816496580927726,0,5,2,11.0,32.0,4.0,21.0,-7.0
fold_03,outer,5,7,-0.7142857142857143,-1.0,1.1126972805283737,1,4,2,11.0,28.0,8.0,17.0,-3.0
fold_03,outer,6,7,0.0,0.0,1.1547005383792515,2,3,2,8.0,15.0,15.0,7.0,7.0
fold_03,outer,7,7,-0.42857142857142855,-1.0,1.7182493859684491,3,4,0,19.0,32.0,20.0,13.0,1.0
fold_03,outer,8,7,0.0,-1.0,1.8257418583505538,2,4,1,20.0,27.0,27.0,7.0,7.0
fold_03,outer,9,7,0.42857142857142855,1.0,1.8126539343499313,4,2,1,21.0,22.0,34.0,1.0,13.0
fold_03,outer,10,7,-0.14285714285714285,0.0,1.4638501094227998,2,2,3,13.0,22.0,18.0,9.0,5.0
fold_03,outer,11,7,0.14285714285714285,0.0,1.2149857925879117,3,3,1,9.0,14.0,18.0,5.0,9.0
fold_03,outer,12,7,-2.5714285714285716,-3.0,1.2724180205607036,0,7,0,56.0,99.0,27.0,43.0,-29.0
fold_03,outer,13,7,-2.7142857142857144,-3.0,1.3801311186847083,0,6,1,63.0,108.0,32.0,45.0,-31.0
fold_03,outer,14,7,-1.0,-1.0,1.2909944487358056,1,5,1,17.0,38.0,10.0,21.0,-7.0
fold_03,outer,15,7,-0.8571428571428571,-1.0,1.0690449676496976,1,5,1,12.0,31.0,7.0,19.0,-5.0
fold_03,outer,16,7,-1.0,-1.0,1.1547005383792515,1,5,1,15.0,36.0,8.0,21.0,-7.0
fold_03,outer,17,7,-1.0,-2.0,1.5275252316519468,1,5,1,21.0,42.0,14.0,21.0,-7.0
fold_03,outer,18,7,0.0,0.0,1.4142135623730951,1,3,3,12.0,19.0,19.0,7.0,7.0
fold_03,outer,19,7,-0.2857142857142857,0.0,0.7559289460184544,1,3,3,4.0,15.0,7.0,11.0,3.0
fold_03,outer,20,7,-0.8571428571428571,-1.0,0.8997354108424372,0,4,3,10.0,29.0,5.0,19.0,-5.0
fold_03,outer,21,7,-1.0,-2.0,1.7320508075688772,1,4,2,25.0,46.0,18.0,21.0,-7.0
fold_03,outer,22,7,-0.42857142857142855,-1.0,0.9759000729485332,2,5,0,7.0,20.0,8.0,13.0,1.0
fold_03,outer,23,7,-0.42857142857142855,-1.0,0.9759000729485331,2,5,0,7.0,20.0,8.0,13.0,1.0
fold_04,core,0,7,-4.0,-4.0,1.7320508075688772,0,7,0,130.0,193.0,81.0,63.0,-49.0
fold_04,core,1,7,-1.2857142857142858,-1.0,0.48795003647426666,0,7,0,13.0,38.0,2.0,25.0,-11.0
fold_04,core,2,7,-1.4285714285714286,-4.0,4.720774754816659,2,5,0,148.0,175.0,135.0,27.0,-13.0
fold_04,core,3,7,-4.857142857142857,-5.0,4.980915960897534,1,5,1,314.0,389.0,253.0,75.0,-61.0
fold_04,core,4,7,-3.5714285714285716,-5.0,4.391550328268399,2,5,0,205.0,262.0,162.0,57.0,-43.0
fold_04,core,5,7,-2.0,-3.0,1.5275252316519468,1,6,0,42.0,77.0,21.0,35.0,-21.0
fold_04,core,6,7,-5.428571428571429,-6.0,4.197504927816955,1,6,0,312.0,395.0,243.0,83.0,-69.0
fold_04,core,7,7,-3.0,-3.0,3.0,1,6,0,117.0,166.0,82.0,49.0,-35.0
fold_04,core,8,7,-1.5714285714285714,-2.0,2.5071326821120348,2,5,0,55.0,84.0,40.0,29.0,-15.0
fold_04,core,9,7,-1.8571428571428572,-2.0,1.0690449676496976,0,6,1,31.0,64.0,12.0,33.0,-19.0
fold_04,core,10,7,-2.2857142857142856,-5.0,4.6084807950229365,2,4,1,164.0,203.0,139.0,39.0,-25.0
fold_04,core,11,7,-1.7142857142857142,-2.0,4.386125310350268,2,5,0,136.0,167.0,119.0,31.0,-17.0
fold_04,core,12,7,-2.857142857142857,-5.0,4.220133150686577,2,5,0,164.0,211.0,131.0,47.0,-33.0
fold_04,core,13,7,-2.142857142857143,-4.0,3.804758924845367,1,6,0,119.0,156.0,96.0,37.0,-23.0
fold_04,core,14,7,-1.5714285714285714,-3.0,3.3094381626464866,2,4,1,83.0,112.0,68.0,29.0,-15.0
fold_04,core,15,7,-2.0,-3.0,6.757711644237764,3,4,0,302.0,337.0,281.0,35.0,-21.0
fold_04,core,16,7,-3.0,-3.0,4.546060565661952,1,6,0,187.0,236.0,152.0,49.0,-35.0
fold_04,core,17,7,-3.2857142857142856,-3.0,1.3801311186847083,0,7,0,87.0,140.0,48.0,53.0,-39.0
fold_04,core,18,7,-2.142857142857143,-1.0,2.7945525240230884,0,5,2,79.0,116.0,56.0,37.0,-23.0
fold_04,core,19,7,-4.428571428571429,-6.0,5.563486402641868,1,5,1,323.0,392.0,268.0,69.0,-55.0
fold_04,core,20,7,-5.428571428571429,-7.0,3.25868802112869,1,6,0,270.0,353.0,201.0,83.0,-69.0
fold_04,core,21,7,-1.5714285714285714,-2.0,0.9759000729485332,0,6,1,23.0,52.0,8.0,29.0,-15.0
fold_04,core,22,7,-2.0,-5.0,4.47213595499958,3,4,0,148.0,183.0,127.0,35.0,-21.0
fold_04,core,23,7,-5.285714285714286,-7.0,4.386125310350268,1,6,0,311.0,392.0,244.0,81.0,-67.0
fold_04,near,0,7,-2.142857142857143,-3.0,1.2149857925879117,0,6,1,41.0,78.0,18.0,37.0,-23.0
fold_04,near,1,7,-0.42857142857142855,-1.0,1.1338934190276817,1,5,1,9.0,22.0,10.0,13.0,1.0
fold_04,near,2,7,-0.2857142857142857,-1.0,2.2146697055682827,2,4,1,30.0,41.0,33.0,11.0,3.0
fold_04,near,3,7,-2.142857142857143,-3.0,2.7945525240230875,1,6,0,79.0,116.0,56.0,37.0,-23.0
fold_04,near,4,7,-0.5714285714285714,-1.0,1.3972762620115435,1,4,2,14.0,29.0,13.0,15.0,-1.0
fold_04,near,5,7,-1.0,-1.0,1.1547005383792515,1,5,1,15.0,36.0,8.0,21.0,-7.0
fold_04,near,6,7,-1.7142857142857142,-2.0,2.2886885410853175,1,6,0,52.0,83.0,35.0,31.0,-17.0
fold_04,near,7,7,-1.7142857142857142,-2.0,3.251373336211726,2,4,1,84.0,115.0,67.0,31.0,-17.0
fold_04,near,8,7,-1.5714285714285714,-3.0,3.1547394428670255,3,4,0,77.0,106.0,62.0,29.0,-15.0
fold_04,near,9,7,0.2857142857142857,0.0,2.4299715851758235,2,3,2,36.0,39.0,47.0,3.0,11.0
fold_04,near,10,7,-1.2857142857142858,-3.0,2.627691364061218,2,4,1,53.0,78.0,42.0,25.0,-11.0
fold_04,near,11,7,-2.7142857142857144,-3.0,3.946064947695181,1,6,0,145.0,190.0,114.0,45.0,-31.0
fold_04,near,12,7,-1.4285714285714286,-2.0,2.439750182371333,1,5,1,50.0,77.0,37.0,27.0,-13.0
fold_04,near,13,7,-3.142857142857143,-4.0,1.4638501094227998,0,6,1,82.0,133.0,45.0,51.0,-37.0
fold_04,near,14,7,-1.2857142857142858,-1.0,2.690370836538197,2,5,0,55.0,80.0,44.0,25.0,-11.0
fold_04,near,15,7,-2.2857142857142856,-3.0,3.4982989063393704,1,6,0,110.0,149.0,85.0,39.0,-25.0
fold_04,near,16,7,-3.142857142857143,-4.0,2.544836041121407,1,6,0,108.0,159.0,71.0,51.0,-37.0
fold_04,near,17,7,-2.0,-2.0,1.1547005383792515,0,6,1,36.0,71.0,15.0,35.0,-21.0
fold_04,near,18,7,-2.0,-2.0,1.9148542155126762,0,5,2,50.0,85.0,29.0,35.0,-21.0
fold_04,near,19,7,-2.857142857142857,-2.0,3.38765264987284,0,4,3,126.0,173.0,93.0,47.0,-33.0
fold_04,near,20,7,-2.5714285714285716,-3.0,1.9023794624226837,0,6,1,68.0,111.0,39.0,43.0,-29.0
fold_04,near,21,7,-1.8571428571428572,-2.0,0.3779644730092273,0,7,0,25.0,58.0,6.0,33.0,-19.0
fold_04,near,22,7,-0.5714285714285714,-1.0,2.6367367999823097,2,5,0,44.0,59.0,43.0,15.0,-1.0
fold_04,near,23,7,-2.7142857142857144,-4.0,2.690370836538197,1,5,1,95.0,140.0,64.0,45.0,-31.0
fold_04,outer,0,7,0.2857142857142857,0.0,1.6035674514745462,2,3,2,16.0,19.0,27.0,3.0,11.0
fold_04,outer,1,7,0.0,0.0,1.4142135623730951,1,3,3,12.0,19.0,19.0,7.0,7.0
fold_04,outer,2,7,-0.42857142857142855,-1.0,0.7867957924694431,1,4,2,5.0,18.0,6.0,13.0,1.0
fold_04,outer,3,7,-0.5714285714285714,-1.0,0.5345224838248488,0,4,3,4.0,19.0,3.0,15.0,-1.0
fold_04,outer,4,7,-0.8571428571428571,-1.0,0.8997354108424372,0,4,3,10.0,29.0,5.0,19.0,-5.0
fold_04,outer,5,7,-0.42857142857142855,-1.0,1.5118578920369088,2,4,1,15.0,28.0,16.0,13.0,1.0
fold_04,outer,6,7,0.0,0.0,1.1547005383792515,2,3,2,8.0,15.0,15.0,7.0,7.0
fold_04,outer,7,7,-0.14285714285714285,-1.0,2.2677868380553634,3,4,0,31.0,40.0,36.0,9.0,5.0
fold_04,outer,8,7,0.42857142857142855,-1.0,2.14919697074224,3,4,0,29.0,30.0,42.0,1.0,13.0
fold_04,outer,9,7,0.5714285714285714,2.0,1.9023794624226835,4,2,1,24.0,23.0,39.0,-1.0,15.0
fold_04,outer,10,7,-0.5714285714285714,0.0,1.5118578920369088,1,3,3,16.0,31.0,15.0,15.0,-1.0
fold_04,outer,11,7,0.0,0.0,1.1547005383792515,2,3,2,8.0,15.0,15.0,7.0,7.0
fold_04,outer,12,7,-2.2857142857142856,-3.0,1.799470821684875,1,6,0,56.0,95.0,31.0,39.0,-25.0
fold_04,outer,13,7,-2.5714285714285716,-3.0,1.7182493859684491,1,6,0,64.0,107.0,35.0,43.0,-29.0
fold_04,outer,14,7,-0.8571428571428571,-1.0,1.4638501094227998,2,5,0,18.0,37.0,13.0,19.0,-5.0
fold_04,outer,15,7,-0.8571428571428571,-1.0,1.0690449676496976,1,5,1,12.0,31.0,7.0,19.0,-5.0
fold_04,outer,16,7,-0.5714285714285714,-1.0,1.2724180205607036,2,4,1,12.0,27.0,11.0,15.0,-1.0
fold_04,outer,17,7,-0.42857142857142855,-1.0,1.8126539343499313,2,4,1,21.0,34.0,22.0,13.0,1.0
fold_04,outer,18,7,0.2857142857142857,0.0,1.6035674514745462,2,3,2,16.0,19.0,27.0,3.0,11.0
fold_04,outer,19,7,-0.2857142857142857,0.0,0.7559289460184545,1,3,3,4.0,15.0,7.0,11.0,3.0
fold_04,outer,20,7,-1.0,-1.0,0.816496580927726,0,5,2,11.0,32.0,4.0,21.0,-7.0
fold_04,outer,21,7,-1.1428571428571428,-2.0,1.6761634196950517,1,5,1,26.0,49.0,17.0,23.0,-9.0
fold_04,outer,22,7,-0.2857142857142857,-1.0,0.9511897312113418,2,4,1,6.0,17.0,9.0,11.0,3.0
fold_04,outer,23,7,-0.5714285714285714,-1.0,0.7867957924694431,1,5,1,6.0,21.0,5.0,15.0,-1.0
fold_05,core,0,7,-2.142857142857143,-3.0,4.298393941484479,1,6,0,143.0,180.0,120.0,37.0,-23.0
fold_05,core,1,7,-0.7142857142857143,-1.0,1.7043362064926932,1,6,0,21.0,38.0,18.0,17.0,-3.0
fold_05,core,2,7,-1.1428571428571428,-2.0,4.59813626840888,2,5,0,136.0,159.0,127.0,23.0,-9.0
fold_05,core,3,7,-3.142857142857143,-4.0,5.727959829601096,2,4,1,266.0,317.0,229.0,51.0,-37.0
fold_05,core,4,7,-2.7142857142857144,-5.0,5.794085654478071,2,5,0,253.0,298.0,222.0,45.0,-31.0
fold_05,core,5,7,-1.8571428571428572,-3.0,1.864454471471609,1,6,0,45.0,78.0,26.0,33.0,-19.0
fold_05,core,6,7,-4.857142857142857,-5.0,3.8913824205360674,1,6,0,256.0,331.0,195.0,75.0,-61.0
fold_05,core,7,7,-3.0,-3.0,3.0,1,6,0,117.0,166.0,82.0,49.0,-35.0
fold_05,core,8,7,-0.7142857142857143,-1.0,3.251373336211726,3,4,0,67.0,84.0,64.0,17.0,-3.0
fold_05,core,9,7,-1.2857142857142858,-2.0,1.7994708216848745,1,5,1,31.0,56.0,20.0,25.0,-11.0
fold_05,core,10,7,-1.4285714285714286,-1.0,4.117326918327103,2,4,1,116.0,143.0,103.0,27.0,-13.0
fold_05,core,11,7,-1.8571428571428572,-3.0,4.413183712037204,2,5,0,141.0,174.0,122.0,33.0,-19.0
fold_05,core,12,7,-3.4285714285714284,-5.0,3.690399384761441,1,6,0,164.0,219.0,123.0,55.0,-41.0
fold_05,core,13,7,-0.14285714285714285,-3.0,5.398412465054624,2,5,0,175.0,184.0,180.0,9.0,5.0
fold_05,core,14,7,-0.2857142857142857,0.0,3.039423504234847,3,3,1,56.0,67.0,59.0,11.0,3.0
fold_05,core,15,7,-1.5714285714285714,-3.0,6.399404734221845,3,4,0,263.0,292.0,248.0,29.0,-15.0
fold_05,core,16,7,-1.7142857142857142,-2.0,4.4986770542121866,2,5,0,142.0,173.0,125.0,31.0,-17.0
fold_05,core,17,7,-1.5714285714285714,-2.0,3.952094080237415,1,6,0,111.0,140.0,96.0,29.0,-15.0
fold_05,core,18,7,-0.42857142857142855,-1.0,2.2253945610567474,1,4,2,31.0,44.0,32.0,13.0,1.0
fold_05,core,19,7,-2.2857142857142856,-1.0,5.498917642417937,2,4,1,218.0,257.0,193.0,39.0,-25.0
fold_05,core,20,7,-3.5714285714285716,-7.0,5.287001130355558,2,5,0,257.0,314.0,214.0,57.0,-43.0
fold_05,core,21,7,-1.0,-1.0,1.1547005383792515,1,5,1,15.0,36.0,8.0,21.0,-7.0
fold_05,core,22,7,-1.2857142857142858,-1.0,4.111540089159037,3,4,0,113.0,138.0,102.0,25.0,-11.0
fold_05,core,23,7,-3.2857142857142856,-3.0,5.023753102820165,2,5,0,227.0,280.0,188.0,53.0,-39.0
fold_05,near,0,7,-0.8571428571428571,-2.0,3.236694374850748,1,5,1,68.0,87.0,63.0,19.0,-5.0
fold_05,near,1,7,-0.42857142857142855,-1.0,1.1338934190276817,1,5,1,9.0,22.0,10.0,13.0,1.0
fold_05,near,2,7,-0.14285714285714285,0.0,2.193062655175134,2,3,2,29.0,38.0,34.0,9.0,5.0
fold_05,near,3,7,-1.2857142857142858,-3.0,3.3523268393901033,2,5,0,79.0,104.0,68.0,25.0,-11.0
fold_05,near,4,7,-0.14285714285714285,-1.0,1.9518001458970664,2,4,1,23.0,32.0,28.0,9.0,5.0
fold_05,near,5,7,-0.8571428571428571,-1.0,1.3451854182690985,2,5,0,16.0,35.0,11.0,19.0,-5.0
fold_05,near,6,7,-1.4285714285714286,-2.0,2.2253945610567474,1,6,0,44.0,71.0,31.0,27.0,-13.0
fold_05,near,7,7,-2.142857142857143,-2.0,3.0237157840738176,1,5,1,87.0,124.0,64.0,37.0,-23.0
fold_05,near,8,7,-1.2857142857142858,-1.0,3.093772546815388,3,4,0,69.0,94.0,58.0,25.0,-11.0
fold_05,near,9,7,0.0,-1.0,2.581988897471611,2,4,1,40.0,47.0,47.0,7.0,7.0
fold_05,near,10,7,-1.0,-1.0,2.516611478423583,2,4,1,45.0,66.0,38.0,21.0,-7.0
fold_05,near,11,7,-3.142857142857143,-4.0,4.140393356054125,1,6,0,172.0,223.0,135.0,51.0,-37.0
fold_05,near,12,7,-1.5714285714285714,-2.0,2.5071326821120348,1,5,1,55.0,84.0,40.0,29.0,-15.0
fold_05,near,13,7,-2.2857142857142856,-4.0,2.751622897751175,1,5,1,82.0,121.0,57.0,39.0,-25.0
fold_05,near,14,7,-0.14285714285714285,-1.0,2.5448360411214073,3,4,0,39.0,48.0,44.0,9.0,5.0
fold_05,near,15,7,-1.4285714285714286,-2.0,3.154739442867026,1,5,1,74.0,101.0,61.0,27.0,-13.0
fold_05,near,16,7,-1.8571428571428572,-3.0,3.532165125838609,2,5,0,99.0,132.0,80.0,33.0,-19.0
fold_05,near,17,7,-0.7142857142857143,-2.0,3.147183169877773,1,5,1,63.0,80.0,60.0,17.0,-3.0
fold_05,near,18,7,0.0,-1.0,4.203173404306164,1,4,2,106.0,113.0,113.0,7.0,7.0
fold_05,near,19,7,-1.5714285714285714,0.0,3.25868802112869,1,3,3,81.0,110.0,66.0,29.0,-15.0
fold_05,near,20,7,-1.1428571428571428,-1.0,3.625307868699863,1,5,1,88.0,111.0,79.0,23.0,-9.0
fold_05,near,21,7,-1.1428571428571428,-2.0,1.8644544714716087,1,6,0,30.0,53.0,21.0,23.0,-9.0
fold_05,near,22,7,0.0,-1.0,2.449489742783178,3,4,0,36.0,43.0,43.0,7.0,7.0
fold_05,near,23,7,-2.142857142857143,-3.0,2.544836041121407,1,5,1,71.0,108.0,48.0,37.0,-23.0
fold_05,outer,0,7,-0.2857142857142857,-1.0,1.1126972805283737,1,4,2,8.0,19.0,11.0,11.0,3.0
fold_05,outer,1,7,0.42857142857142855,0.0,1.511857892036909,2,2,3,15.0,16.0,28.0,1.0,13.0
fold_05,outer,2,7,0.0,-1.0,1.5275252316519468,2,4,1,14.0,21.0,21.0,7.0,7.0
fold_05,outer,3,7,-0.42857142857142855,-1.0,0.7867957924694431,1,4,2,5.0,18.0,6.0,13.0,1.0
fold_05,outer,4,7,-0.42857142857142855,0.0,1.3972762620115438,1,3,3,13.0,26.0,14.0,13.0,1.0
fold_05,outer,5,7,-0.14285714285714285,0.0,1.5735915849388862,3,3,1,15.0,24.0,20.0,9.0,5.0
fold_05,outer,6,7,0.0,0.0,1.1547005383792515,2,3,2,8.0,15.0,15.0,7.0,7.0
fold_05,outer,7,7,-0.5714285714285714,-2.0,2.29906813420444,2,5,0,34.0,49.0,33.0,15.0,-1.0
