evaluation_id,region,hour_of_day,n_days,mean_residual,median_residual,residual_std,positive_count,negative_count,zero_count,baseline_sse,plus_one_sse,minus_one_sse,plus_one_delta_sse,minus_one_delta_sse
fold_01,outer,19,7,-0.5714285714285714,-1.0,0.5345224838248488,0,4,3,4.0,19.0,3.0,15.0,-1.0
fold_01,outer,20,7,-0.7142857142857143,0.0,0.9511897312113418,0,3,4,9.0,26.0,6.0,17.0,-3.0
fold_01,outer,21,7,-0.2857142857142857,0.0,1.3801311186847085,3,3,1,12.0,23.0,15.0,11.0,3.0
fold_01,outer,22,7,-0.42857142857142855,-1.0,0.9759000729485331,2,5,0,7.0,20.0,8.0,13.0,1.0
fold_01,outer,23,7,-0.7142857142857143,-1.0,0.7559289460184546,1,6,0,7.0,24.0,4.0,17.0,-3.0
fold_02,core,0,7,-2.4285714285714284,-4.0,4.928053803045811,1,6,0,187.0,228.0,160.0,41.0,-27.0
fold_02,core,1,7,-1.8571428571428572,-2.0,1.0690449676496974,0,6,1,31.0,64.0,12.0,33.0,-19.0
fold_02,core,2,7,-1.8571428571428572,-3.0,3.38765264987284,2,5,0,93.0,126.0,74.0,33.0,-19.0
fold_02,core,3,7,-3.4285714285714284,-4.0,4.961758520831865,2,5,0,230.0,285.0,189.0,55.0,-41.0
fold_02,core,4,7,-3.5714285714285716,-5.0,3.952094080237415,2,5,0,183.0,240.0,140.0,57.0,-43.0
fold_02,core,5,7,-1.4285714285714286,-2.0,1.7182493859684491,1,4,2,32.0,59.0,19.0,27.0,-13.0
fold_02,core,6,7,-4.428571428571429,-5.0,4.27617987059879,1,6,0,247.0,316.0,192.0,69.0,-55.0
fold_02,core,7,7,-5.285714285714286,-5.0,2.138089935299395,0,7,0,223.0,304.0,156.0,81.0,-67.0
fold_02,core,8,7,-3.857142857142857,-5.0,2.2677868380553634,0,6,1,135.0,196.0,88.0,61.0,-47.0
fold_02,core,9,7,-3.4285714285714284,-3.0,0.5345224838248488,0,7,0,84.0,139.0,43.0,55.0,-41.0
fold_02,core,10,7,-3.0,-4.0,3.366501646120693,1,5,1,131.0,180.0,96.0,49.0,-35.0
fold_02,core,11,7,-3.142857142857143,-3.0,2.6726124191242437,1,6,0,112.0,163.0,75.0,51.0,-37.0
fold_02,core,12,7,-3.857142857142857,-5.0,3.236694374850748,1,6,0,167.0,228.0,120.0,61.0,-47.0
fold_02,core,13,7,-4.857142857142857,-5.0,1.3451854182690988,0,7,0,176.0,251.0,115.0,75.0,-61.0
fold_02,core,14,7,-2.7142857142857144,-3.0,1.9760470401187074,0,6,1,75.0,120.0,44.0,45.0,-31.0
fold_02,core,15,7,-5.0,-5.0,4.58257569495584,1,6,0,301.0,378.0,238.0,77.0,-63.0
fold_02,core,16,7,-5.571428571428571,-6.0,2.2253945610567474,0,7,0,247.0,332.0,176.0,85.0,-71.0
fold_02,core,17,7,-2.4285714285714284,-2.0,2.760262237369417,1,6,0,87.0,128.0,60.0,41.0,-27.0
fold_02,core,18,7,-2.2857142857142856,-2.0,2.9277002188455996,1,5,1,88.0,127.0,63.0,39.0,-25.0
fold_02,core,19,7,-8.428571428571429,-9.0,3.735288603626359,0,7,0,581.0,706.0,470.0,125.0,-111.0
fold_02,core,20,7,-6.571428571428571,-7.0,1.1338934190276817,0,7,0,310.0,409.0,225.0,99.0,-85.0
fold_02,core,21,7,-2.0,-2.0,0.816496580927726,0,7,0,32.0,67.0,11.0,35.0,-21.0
fold_02,core,22,7,-2.857142857142857,-5.0,4.375255094603872,2,5,0,172.0,219.0,139.0,47.0,-33.0
fold_02,core,23,7,-6.571428571428571,-7.0,2.9920529661723827,0,7,0,356.0,455.0,271.0,99.0,-85.0
fold_02,near,0,7,-1.5714285714285714,-2.0,2.14919697074224,1,6,0,45.0,74.0,30.0,29.0,-15.0
fold_02,near,1,7,-0.5714285714285714,-1.0,1.1338934190276815,1,6,0,10.0,25.0,9.0,15.0,-1.0
fold_02,near,2,7,-0.7142857142857143,-1.0,1.1126972805283737,1,4,2,11.0,28.0,8.0,17.0,-3.0
fold_02,near,3,7,-4.0,-4.0,1.2909944487358056,0,7,0,122.0,185.0,73.0,63.0,-49.0
fold_02,near,4,7,-0.7142857142857143,-1.0,1.6035674514745462,1,4,2,19.0,36.0,16.0,17.0,-3.0
fold_02,near,5,7,-1.4285714285714286,-1.0,0.5345224838248488,0,7,0,16.0,43.0,3.0,27.0,-13.0
fold_02,near,6,7,-1.7142857142857142,-2.0,1.4960264830861913,1,6,0,34.0,65.0,17.0,31.0,-17.0
fold_02,near,7,7,-3.4285714285714284,-3.0,2.63673679998231,0,6,1,124.0,179.0,83.0,55.0,-41.0
fold_02,near,8,7,-2.5714285714285716,-4.0,3.4572215654165053,2,4,1,118.0,161.0,89.0,43.0,-29.0
fold_02,near,9,7,-2.142857142857143,-2.0,2.410295378065479,1,6,0,67.0,104.0,44.0,37.0,-23.0
fold_02,near,10,7,-2.5714285714285716,-3.0,1.511857892036909,0,6,1,60.0,103.0,31.0,43.0,-29.0
fold_02,near,11,7,-4.428571428571429,-4.0,1.618347187425374,0,7,0,153.0,222.0,98.0,69.0,-55.0
fold_02,near,12,7,-2.4285714285714284,-3.0,1.5118578920369088,0,6,1,55.0,96.0,28.0,41.0,-27.0
fold_02,near,13,7,-3.4285714285714284,-3.0,0.5345224838248488,0,7,0,84.0,139.0,43.0,55.0,-41.0
fold_02,near,14,7,-1.8571428571428572,-2.0,2.410295378065479,1,5,1,59.0,92.0,40.0,33.0,-19.0
fold_02,near,15,7,-3.0,-3.0,2.886751345948129,1,6,0,113.0,162.0,78.0,49.0,-35.0
fold_02,near,16,7,-3.142857142857143,-3.0,1.9518001458970664,0,6,1,92.0,143.0,55.0,51.0,-37.0
fold_02,near,17,7,-1.5714285714285714,-2.0,1.618347187425374,1,5,1,33.0,62.0,18.0,29.0,-15.0
fold_02,near,18,7,-3.2857142857142856,-3.0,1.4960264830861911,0,7,0,89.0,142.0,50.0,53.0,-39.0
