evaluation_id,evaluation_type,method,task_key,pair,direction_role,n_scored_rows,actual_total,predicted_total,sse_float,sse_rounded,mse_rounded,mae_rounded,mean_bias_rounded,zero_true_rate,zero_prediction_rate
fold_04,rolling_7d,hybrid_core_near_default,outer->core,core_outer,reverse,168,32.0,0.0,41.58043639053255,50.0,0.2976190476190476,0.19047619047619047,-0.19047619047619047,0.8630952380952381,1.0
fold_04,rolling_7d,hybrid_core_near_globalcv,core->near,core_near,forward,168,189.0,182.0,341.57730913730165,351.0,2.0892857142857144,1.1369047619047619,-0.041666666666666664,0.5476190476190477,0.08333333333333333
fold_04,rolling_7d,hybrid_core_near_globalcv,near->core,core_near,reverse,168,170.0,196.0,244.63284840766337,258.0,1.5357142857142858,0.9761904761904762,0.15476190476190477,0.47619047619047616,0.041666666666666664
fold_04,rolling_7d,hybrid_core_near_globalcv,near->outer,near_outer,forward,168,56.0,35.0,83.99211045364892,93.0,0.5535714285714286,0.35119047619047616,-0.125,0.7857142857142857,0.7916666666666666
fold_04,rolling_7d,hybrid_core_near_globalcv,outer->near,near_outer,reverse,168,67.0,70.0,95.14742048816568,111.0,0.6607142857142857,0.47023809523809523,0.017857142857142856,0.7261904761904762,0.5833333333333334
fold_04,rolling_7d,hybrid_core_near_globalcv,core->outer,core_outer,forward,168,27.0,14.0,31.95461969921104,33.0,0.19642857142857142,0.17261904761904762,-0.07738095238095238,0.8690476190476191,0.9166666666666666
fold_04,rolling_7d,hybrid_core_near_globalcv,outer->core,core_outer,reverse,168,32.0,0.0,41.58043639053255,50.0,0.2976190476190476,0.19047619047619047,-0.19047619047619047,0.8630952380952381,1.0
fold_04,rolling_7d,hybrid_core_near_bypaircv,core->near,core_near,forward,168,189.0,175.0,346.6090881973829,354.0,2.107142857142857,1.130952380952381,-0.08333333333333333,0.5476190476190477,0.125
fold_04,rolling_7d,hybrid_core_near_bypaircv,near->core,core_near,reverse,168,170.0,203.0,246.4183237691171,261.0,1.5535714285714286,0.9940476190476191,0.19642857142857142,0.47619047619047616,0.0
fold_04,rolling_7d,hybrid_core_near_bypaircv,near->outer,near_outer,forward,168,56.0,35.0,83.99211045364892,93.0,0.5535714285714286,0.35119047619047616,-0.125,0.7857142857142857,0.7916666666666666
fold_04,rolling_7d,hybrid_core_near_bypaircv,outer->near,near_outer,reverse,168,67.0,70.0,95.14742048816568,111.0,0.6607142857142857,0.47023809523809523,0.017857142857142856,0.7261904761904762,0.5833333333333334
fold_04,rolling_7d,hybrid_core_near_bypaircv,core->outer,core_outer,forward,168,27.0,14.0,31.95461969921104,33.0,0.19642857142857142,0.17261904761904762,-0.07738095238095238,0.8690476190476191,0.9166666666666666
fold_04,rolling_7d,hybrid_core_near_bypaircv,outer->core,core_outer,reverse,168,32.0,0.0,41.58043639053255,50.0,0.2976190476190476,0.19047619047619047,-0.19047619047619047,0.8630952380952381,1.0
fold_05,rolling_7d,circular3_all,core->near,core_near,forward,168,193.0,189.0,323.5133928571429,322.0,1.9166666666666667,1.0833333333333333,-0.023809523809523808,0.5059523809523809,0.08333333333333333
fold_05,rolling_7d,circular3_all,near->core,core_near,reverse,168,189.0,189.0,252.1514687235841,262.0,1.5595238095238095,0.9523809523809523,0.0,0.4166666666666667,0.041666666666666664
fold_05,rolling_7d,circular3_all,near->outer,near_outer,forward,168,59.0,49.0,90.01331360946745,104.0,0.6190476190476191,0.4166666666666667,-0.05952380952380952,0.7738095238095238,0.7083333333333334
fold_05,rolling_7d,circular3_all,outer->near,near_outer,reverse,168,70.0,63.0,102.3905325443787,121.0,0.7202380952380952,0.49404761904761907,-0.041666666666666664,0.7261904761904762,0.625
fold_05,rolling_7d,circular3_all,core->outer,core_outer,forward,168,31.0,14.0,41.46225169061707,45.0,0.26785714285714285,0.20833333333333334,-0.10119047619047619,0.8511904761904762,0.9166666666666666
fold_05,rolling_7d,circular3_all,outer->core,core_outer,reverse,168,32.0,0.0,40.42030325443787,48.0,0.2857142857142857,0.19047619047619047,-0.19047619047619047,0.8571428571428571,1.0
fold_05,rolling_7d,hybrid_core_near_default,core->near,core_near,forward,168,193.0,175.0,318.4284104897086,322.0,1.9166666666666667,1.0595238095238095,-0.10714285714285714,0.5059523809523809,0.125
fold_05,rolling_7d,hybrid_core_near_default,near->core,core_near,reverse,168,189.0,196.0,252.86978906262948,261.0,1.5535714285714286,0.9583333333333334,0.041666666666666664,0.4166666666666667,0.041666666666666664
fold_05,rolling_7d,hybrid_core_near_default,near->outer,near_outer,forward,168,59.0,49.0,90.01331360946745,104.0,0.6190476190476191,0.4166666666666667,-0.05952380952380952,0.7738095238095238,0.7083333333333334
fold_05,rolling_7d,hybrid_core_near_default,outer->near,near_outer,reverse,168,70.0,63.0,102.3905325443787,121.0,0.7202380952380952,0.49404761904761907,-0.041666666666666664,0.7261904761904762,0.625
fold_05,rolling_7d,hybrid_core_near_default,core->outer,core_outer,forward,168,31.0,14.0,41.46225169061707,45.0,0.26785714285714285,0.20833333333333334,-0.10119047619047619,0.8511904761904762,0.9166666666666666
fold_05,rolling_7d,hybrid_core_near_default,outer->core,core_outer,reverse,168,32.0,0.0,40.42030325443787,48.0,0.2857142857142857,0.19047619047619047,-0.19047619047619047,0.8571428571428571,1.0
fold_05,rolling_7d,hybrid_core_near_globalcv,core->near,core_near,forward,168,193.0,175.0,320.091246276451,322.0,1.9166666666666667,1.0595238095238095,-0.10714285714285714,0.5059523809523809,0.125
fold_05,rolling_7d,hybrid_core_near_globalcv,near->core,core_near,reverse,168,189.0,203.0,253.08267801694709,258.0,1.5357142857142858,0.9642857142857143,0.08333333333333333,0.4166666666666667,0.041666666666666664
fold_05,rolling_7d,hybrid_core_near_globalcv,near->outer,near_outer,forward,168,59.0,49.0,90.01331360946745,104.0,0.6190476190476191,0.4166666666666667,-0.05952380952380952,0.7738095238095238,0.7083333333333334
fold_05,rolling_7d,hybrid_core_near_globalcv,outer->near,near_outer,reverse,168,70.0,63.0,102.3905325443787,121.0,0.7202380952380952,0.49404761904761907,-0.041666666666666664,0.7261904761904762,0.625
fold_05,rolling_7d,hybrid_core_near_globalcv,core->outer,core_outer,forward,168,31.0,14.0,41.46225169061707,45.0,0.26785714285714285,0.20833333333333334,-0.10119047619047619,0.8511904761904762,0.9166666666666666
fold_05,rolling_7d,hybrid_core_near_globalcv,outer->core,core_outer,reverse,168,32.0,0.0,40.42030325443787,48.0,0.2857142857142857,0.19047619047619047,-0.19047619047619047,0.8571428571428571,1.0
fold_05,rolling_7d,hybrid_core_near_bypaircv,core->near,core_near,forward,168,193.0,175.0,320.091246276451,322.0,1.9166666666666667,1.0595238095238095,-0.10714285714285714,0.5059523809523809,0.125
fold_05,rolling_7d,hybrid_core_near_bypaircv,near->core,core_near,reverse,168,189.0,203.0,253.08267801694709,258.0,1.5357142857142858,0.9642857142857143,0.08333333333333333,0.4166666666666667,0.041666666666666664
fold_05,rolling_7d,hybrid_core_near_bypaircv,near->outer,near_outer,forward,168,59.0,49.0,90.01331360946745,104.0,0.6190476190476191,0.4166666666666667,-0.05952380952380952,0.7738095238095238,0.7083333333333334
fold_05,rolling_7d,hybrid_core_near_bypaircv,outer->near,near_outer,reverse,168,70.0,63.0,102.3905325443787,121.0,0.7202380952380952,0.49404761904761907,-0.041666666666666664,0.7261904761904762,0.625
fold_05,rolling_7d,hybrid_core_near_bypaircv,core->outer,core_outer,forward,168,31.0,14.0,41.46225169061707,45.0,0.26785714285714285,0.20833333333333334,-0.10119047619047619,0.8511904761904762,0.9166666666666666
fold_05,rolling_7d,hybrid_core_near_bypaircv,outer->core,core_outer,reverse,168,32.0,0.0,40.42030325443787,48.0,0.2857142857142857,0.19047619047619047,-0.19047619047619047,0.8571428571428571,1.0
fold_06,rolling_7d,circular3_all,core->near,core_near,forward,168,183.0,189.0,281.36001984126983,292.0,1.7380952380952381,1.0476190476190477,0.03571428571428571,0.5119047619047619,0.08333333333333333
fold_06,rolling_7d,circular3_all,near->core,core_near,reverse,168,179.0,182.0,226.95920634920634,237.0,1.4107142857142858,0.9107142857142857,0.017857142857142856,0.42857142857142855,0.041666666666666664
fold_06,rolling_7d,circular3_all,near->outer,near_outer,forward,168,59.0,42.0,88.95238095238096,99.0,0.5892857142857143,0.3869047619047619,-0.10119047619047619,0.7678571428571429,0.75
