evaluation_id,evaluation_type,method,pair,n_scored_rows,actual_total,predicted_total,sse_float,sse_rounded,mse_rounded,mae_rounded,mean_bias_rounded,zero_true_rate,zero_prediction_rate
fold_06,rolling_7d,circular3_all,core_near,336,362.0,371.0,508.3192261904761,529.0,1.5744047619047619,0.9791666666666666,0.026785714285714284,0.47023809523809523,0.0625
fold_06,rolling_7d,circular3_all,near_outer,336,124.0,105.0,189.99617063492065,221.0,0.6577380952380952,0.4494047619047619,-0.05654761904761905,0.7589285714285714,0.6875
fold_06,rolling_7d,circular3_all,core_outer,336,68.0,14.0,86.70632936507937,100.0,0.2976190476190476,0.21428571428571427,-0.16071428571428573,0.8422619047619048,0.9583333333333334
fold_06,rolling_7d,hybrid_core_near_default,core_near,336,362.0,357.0,517.1592307768356,535.0,1.5922619047619047,0.9672619047619048,-0.01488095238095238,0.47023809523809523,0.08333333333333333
fold_06,rolling_7d,hybrid_core_near_default,near_outer,336,124.0,105.0,189.99617063492065,221.0,0.6577380952380952,0.4494047619047619,-0.05654761904761905,0.7589285714285714,0.6875
fold_06,rolling_7d,hybrid_core_near_default,core_outer,336,68.0,14.0,86.70632936507937,100.0,0.2976190476190476,0.21428571428571427,-0.16071428571428573,0.8422619047619048,0.9583333333333334
fold_06,rolling_7d,hybrid_core_near_globalcv,core_near,336,362.0,378.0,518.2287860744893,536.0,1.5952380952380953,0.9761904761904762,0.047619047619047616,0.47023809523809523,0.08333333333333333
fold_06,rolling_7d,hybrid_core_near_globalcv,near_outer,336,124.0,105.0,189.99617063492065,221.0,0.6577380952380952,0.4494047619047619,-0.05654761904761905,0.7589285714285714,0.6875
fold_06,rolling_7d,hybrid_core_near_globalcv,core_outer,336,68.0,14.0,86.70632936507937,100.0,0.2976190476190476,0.21428571428571427,-0.16071428571428573,0.8422619047619048,0.9583333333333334
fold_06,rolling_7d,hybrid_core_near_bypaircv,core_near,336,362.0,378.0,518.2287860744893,536.0,1.5952380952380953,0.9761904761904762,0.047619047619047616,0.47023809523809523,0.08333333333333333
fold_06,rolling_7d,hybrid_core_near_bypaircv,near_outer,336,124.0,105.0,189.99617063492065,221.0,0.6577380952380952,0.4494047619047619,-0.05654761904761905,0.7589285714285714,0.6875
fold_06,rolling_7d,hybrid_core_near_bypaircv,core_outer,336,68.0,14.0,86.70632936507937,100.0,0.2976190476190476,0.21428571428571427,-0.16071428571428573,0.8422619047619048,0.9583333333333334
fold_07,rolling_7d,circular3_all,core_near,336,376.0,371.0,521.0298893229167,539.0,1.6041666666666667,0.9851190476190477,-0.01488095238095238,0.45535714285714285,0.0625
fold_07,rolling_7d,circular3_all,near_outer,336,111.0,112.0,162.55393880208334,211.0,0.6279761904761905,0.44345238095238093,0.002976190476190476,0.7738095238095238,0.6666666666666666
fold_07,rolling_7d,circular3_all,core_outer,336,73.0,14.0,90.24671875,103.0,0.30654761904761907,0.22916666666666666,-0.17559523809523808,0.8273809523809523,0.9583333333333334
fold_07,rolling_7d,hybrid_core_near_default,core_near,336,376.0,357.0,521.1109776996716,529.0,1.5744047619047619,0.9553571428571429,-0.05654761904761905,0.45535714285714285,0.10416666666666667
fold_07,rolling_7d,hybrid_core_near_default,near_outer,336,111.0,112.0,162.55393880208334,211.0,0.6279761904761905,0.44345238095238093,0.002976190476190476,0.7738095238095238,0.6666666666666666
fold_07,rolling_7d,hybrid_core_near_default,core_outer,336,73.0,14.0,90.24671875,103.0,0.30654761904761907,0.22916666666666666,-0.17559523809523808,0.8273809523809523,0.9583333333333334
fold_07,rolling_7d,hybrid_core_near_globalcv,core_near,336,376.0,378.0,519.7641125888574,536.0,1.5952380952380953,0.9761904761904762,0.005952380952380952,0.45535714285714285,0.08333333333333333
fold_07,rolling_7d,hybrid_core_near_globalcv,near_outer,336,111.0,112.0,162.55393880208334,211.0,0.6279761904761905,0.44345238095238093,0.002976190476190476,0.7738095238095238,0.6666666666666666
fold_07,rolling_7d,hybrid_core_near_globalcv,core_outer,336,73.0,14.0,90.24671875,103.0,0.30654761904761907,0.22916666666666666,-0.17559523809523808,0.8273809523809523,0.9583333333333334
fold_07,rolling_7d,hybrid_core_near_bypaircv,core_near,336,376.0,378.0,519.1972420380037,534.0,1.5892857142857142,0.9821428571428571,0.005952380952380952,0.45535714285714285,0.0625
fold_07,rolling_7d,hybrid_core_near_bypaircv,near_outer,336,111.0,112.0,162.55393880208334,211.0,0.6279761904761905,0.44345238095238093,0.002976190476190476,0.7738095238095238,0.6666666666666666
fold_07,rolling_7d,hybrid_core_near_bypaircv,core_outer,336,73.0,14.0,90.24671875,103.0,0.30654761904761907,0.22916666666666666,-0.17559523809523808,0.8273809523809523,0.9583333333333334
fold_08,rolling_7d,circular3_all,core_near,334,372.0,369.0,584.2364953908954,613.0,1.8353293413173652,1.0029940119760479,-0.008982035928143712,0.4550898203592814,0.06287425149700598
fold_08,rolling_7d,circular3_all,near_outer,334,113.0,98.0,152.78977549199828,183.0,0.5479041916167665,0.38622754491017963,-0.04491017964071856,0.7604790419161677,0.7065868263473054
fold_08,rolling_7d,circular3_all,core_outer,334,73.0,14.0,87.22722311580881,101.0,0.3023952095808383,0.23053892215568864,-0.17664670658682635,0.8233532934131736,0.9580838323353293
fold_08,rolling_7d,hybrid_core_near_default,core_near,334,372.0,355.0,596.3318577558176,609.0,1.8233532934131738,0.9730538922155688,-0.05089820359281437,0.4550898203592814,0.10479041916167664
fold_08,rolling_7d,hybrid_core_near_default,near_outer,334,113.0,98.0,152.78977549199828,183.0,0.5479041916167665,0.38622754491017963,-0.04491017964071856,0.7604790419161677,0.7065868263473054
fold_08,rolling_7d,hybrid_core_near_default,core_outer,334,73.0,14.0,87.22722311580881,101.0,0.3023952095808383,0.23053892215568864,-0.17664670658682635,0.8233532934131736,0.9580838323353293
fold_08,rolling_7d,hybrid_core_near_globalcv,core_near,334,372.0,376.0,594.3186583762312,614.0,1.8383233532934131,0.9940119760479041,0.011976047904191617,0.4550898203592814,0.08383233532934131
fold_08,rolling_7d,hybrid_core_near_globalcv,near_outer,334,113.0,98.0,152.78977549199828,183.0,0.5479041916167665,0.38622754491017963,-0.04491017964071856,0.7604790419161677,0.7065868263473054
fold_08,rolling_7d,hybrid_core_near_globalcv,core_outer,334,73.0,14.0,87.22722311580881,101.0,0.3023952095808383,0.23053892215568864,-0.17664670658682635,0.8233532934131736,0.9580838323353293
fold_08,rolling_7d,hybrid_core_near_bypaircv,core_near,334,372.0,376.0,593.1657611724517,610.0,1.8263473053892216,1.0,0.011976047904191617,0.4550898203592814,0.06287425149700598
fold_08,rolling_7d,hybrid_core_near_bypaircv,near_outer,334,113.0,98.0,152.78977549199828,183.0,0.5479041916167665,0.38622754491017963,-0.04491017964071856,0.7604790419161677,0.7065868263473054
fold_08,rolling_7d,hybrid_core_near_bypaircv,core_outer,334,73.0,14.0,87.22722311580881,101.0,0.3023952095808383,0.23053892215568864,-0.17664670658682635,0.8233532934131736,0.9580838323353293
final_analog,final_analog,circular3_all,core_near,286,309.0,328.0,486.5770269981631,513.0,1.7937062937062938,0.9825174825174825,0.06643356643356643,0.45104895104895104,0.06293706293706294
final_analog,final_analog,circular3_all,near_outer,286,95.0,84.0,136.8831852866419,167.0,0.583916083916084,0.4090909090909091,-0.038461538461538464,0.7727272727272727,0.7062937062937062
final_analog,final_analog,circular3_all,core_outer,286,64.0,12.0,75.24177866952881,86.0,0.3006993006993007,0.23076923076923078,-0.18181818181818182,0.8181818181818182,0.958041958041958
final_analog,final_analog,hybrid_core_near_default,core_near,286,309.0,310.0,497.0892979741542,493.0,1.7237762237762237,0.9405594405594405,0.0034965034965034965,0.45104895104895104,0.1048951048951049
final_analog,final_analog,hybrid_core_near_default,near_outer,286,95.0,84.0,136.8831852866419,167.0,0.583916083916084,0.4090909090909091,-0.038461538461538464,0.7727272727272727,0.7062937062937062
final_analog,final_analog,hybrid_core_near_default,core_outer,286,64.0,12.0,75.24177866952881,86.0,0.3006993006993007,0.23076923076923078,-0.18181818181818182,0.8181818181818182,0.958041958041958
final_analog,final_analog,hybrid_core_near_globalcv,core_near,286,309.0,322.0,494.76376700976846,493.0,1.7237762237762237,0.9545454545454546,0.045454545454545456,0.45104895104895104,0.08391608391608392
final_analog,final_analog,hybrid_core_near_globalcv,near_outer,286,95.0,84.0,136.8831852866419,167.0,0.583916083916084,0.4090909090909091,-0.038461538461538464,0.7727272727272727,0.7062937062937062
final_analog,final_analog,hybrid_core_near_globalcv,core_outer,286,64.0,12.0,75.24177866952881,86.0,0.3006993006993007,0.23076923076923078,-0.18181818181818182,0.8181818181818182,0.958041958041958
final_analog,final_analog,hybrid_core_near_bypaircv,core_near,286,309.0,322.0,494.76376700976846,493.0,1.7237762237762237,0.9545454545454546,0.045454545454545456,0.45104895104895104,0.08391608391608392
final_analog,final_analog,hybrid_core_near_bypaircv,near_outer,286,95.0,84.0,136.8831852866419,167.0,0.583916083916084,0.4090909090909091,-0.038461538461538464,0.7727272727272727,0.7062937062937062
final_analog,final_analog,hybrid_core_near_bypaircv,core_outer,286,64.0,12.0,75.24177866952881,86.0,0.3006993006993007,0.23076923076923078,-0.18181818181818182,0.8181818181818182,0.958041958041958
