evaluation_id,evaluation_type,method,forecast_horizon,n_scored_rows,sse_rounded,mse_rounded,mae_rounded,mean_bias_rounded
final_analog,final_analog,hybrid_core_near_globalcv,3,144,149.0,1.0347222222222223,0.6041666666666666,-0.13194444444444445
final_analog,final_analog,hybrid_core_near_globalcv,4,144,106.0,0.7361111111111112,0.5277777777777778,0.125
final_analog,final_analog,hybrid_core_near_globalcv,5,144,91.0,0.6319444444444444,0.4791666666666667,-0.11805555555555555
final_analog,final_analog,hybrid_core_near_globalcv,6,138,168.0,1.2173913043478262,0.5217391304347826,-0.13043478260869565
final_analog,final_analog,hybrid_core_near_bypaircv,1,144,111.0,0.7708333333333334,0.5208333333333334,0.0625
final_analog,final_analog,hybrid_core_near_bypaircv,2,144,121.0,0.8402777777777778,0.5347222222222222,-0.1597222222222222
final_analog,final_analog,hybrid_core_near_bypaircv,3,144,149.0,1.0347222222222223,0.6041666666666666,-0.13194444444444445
final_analog,final_analog,hybrid_core_near_bypaircv,4,144,106.0,0.7361111111111112,0.5277777777777778,0.125
final_analog,final_analog,hybrid_core_near_bypaircv,5,144,91.0,0.6319444444444444,0.4791666666666667,-0.11805555555555555
final_analog,final_analog,hybrid_core_near_bypaircv,6,138,168.0,1.2173913043478262,0.5217391304347826,-0.13043478260869565
