group,source_region,target_region,task_key,hour,n_days,n_days_with_positive_daily_flow,mean_hourly_flow,median_hourly_flow,std_hourly_flow,zero_rate,mean_daily_profile_share,median_daily_profile_share,mean_pair_rate_among_linkable,median_pair_rate_among_linkable
normal_weekday,core,near,core->near,10,13,11,2.076923076923077,2.0,1.6052797503622467,0.15384615384615385,0.08368568002676288,0.07407407407407407,0.17797266835728376,0.15384615384615385
normal_weekday,core,near,core->near,11,13,8,1.3846153846153846,1.0,1.660244035197915,0.38461538461538464,0.05681212205980008,0.029411764705882353,0.13862500621550394,0.06666666666666667
normal_weekday,core,near,core->near,12,13,7,0.5384615384615384,1.0,0.5188745216627708,0.46153846153846156,0.020722889067209555,0.029411764705882353,0.04907955292570677,0.06666666666666667
normal_weekday,core,near,core->near,13,13,5,0.8461538461538461,0.0,1.344504484072964,0.6153846153846154,0.03533690103260239,0.0,0.06498309382924768,0.0
normal_weekday,core,near,core->near,14,13,12,2.076923076923077,1.0,1.9348358440936906,0.07692307692307693,0.07884641736138603,0.05,0.15899527822604742,0.09090909090909091
normal_weekday,core,near,core->near,15,13,9,1.6923076923076923,2.0,1.5483655567842813,0.3076923076923077,0.06626975535264454,0.058823529411764705,0.14174884944115712,0.15384615384615385
normal_weekday,core,near,core->near,16,13,6,0.7692307692307693,0.0,1.0127393670836666,0.5384615384615384,0.03050913852130891,0.0,0.06856284740900125,0.0
normal_weekday,core,near,core->near,17,13,5,0.5384615384615384,0.0,0.7762500258061849,0.6153846153846154,0.020137479413497514,0.0,0.03888419273034657,0.0
normal_weekday,core,near,core->near,18,13,12,3.076923076923077,3.0,1.5525000516123695,0.07692307692307693,0.1209245278099418,0.11764705882352941,0.24956709956709952,0.25
normal_weekday,core,near,core->near,19,13,5,1.0,0.0,1.7795130420052185,0.6153846153846154,0.03488223530993361,0.0,0.0918265495188572,0.0
normal_weekday,core,near,core->near,20,13,1,0.07692307692307693,0.0,0.2773500981126146,0.9230769230769231,0.003663003663003663,0.0,0.006993006993006993,0.0
normal_weekday,core,near,core->near,21,13,2,0.23076923076923078,0.0,0.599144689515278,0.8461538461538461,0.010096153846153847,0.0,0.016666666666666666,0.0
normal_weekday,core,near,core->near,22,13,10,1.6923076923076923,1.0,1.7021856236720767,0.23076923076923078,0.06288031812099529,0.05555555555555555,0.12334947441222743,0.07692307692307693
normal_weekday,core,near,core->near,23,13,6,1.0769230769230769,0.0,1.3821202589704018,0.5384615384615384,0.046914394782780935,0.0,0.08321678321678322,0.0
normal_weekday,core,outer,core->outer,0,13,1,0.07692307692307693,0.0,0.2773500981126146,0.9230769230769231,0.007692307692307693,0.0,0.006993006993006993,0.0
normal_weekday,core,outer,core->outer,1,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
normal_weekday,core,outer,core->outer,2,13,1,0.07692307692307693,0.0,0.2773500981126146,0.9230769230769231,0.01282051282051282,0.0,0.005128205128205128,0.0
normal_weekday,core,outer,core->outer,3,13,4,0.38461538461538464,0.0,0.650443635587991,0.6923076923076923,0.05286935286935287,0.0,0.028374189912651452,0.0
normal_weekday,core,outer,core->outer,4,13,1,0.07692307692307693,0.0,0.2773500981126146,0.9230769230769231,0.007692307692307693,0.0,0.005494505494505494,0.0
normal_weekday,core,outer,core->outer,5,13,2,0.15384615384615385,0.0,0.37553380809940534,0.8461538461538461,0.02820512820512821,0.0,0.011045364891518738,0.0
normal_weekday,core,outer,core->outer,6,13,5,0.9230769230769231,0.0,1.3204505835470495,0.6153846153846154,0.1564102564102564,0.0,0.06683572837418991,0.0
