source_region,target_region,task_key,date_i,date_j,daily_total_i,daily_total_j,period_i,period_j,period_pair,day_type_i,day_type_j,same_day_type,pearson_profile,cosine_similarity,l1_distance,rmse_profile
core,near,core->near,2018-01-04,2018-01-22,26.0,18.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.09272518221945722,0.45993310550389993,1.205128205128205,0.07032912271414352
core,near,core->near,2018-01-04,2018-01-23,26.0,29.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.3346732236433666,0.6637465183030647,0.8328912466843501,0.048765984909417075
core,near,core->near,2018-01-04,2018-01-24,26.0,34.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,-0.0415129809687047,0.4256912234842049,1.16289592760181,0.06776008656955627
core,near,core->near,2018-01-05,2018-01-06,24.0,16.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekend,False,0.3030713228278913,0.5161854012087639,1.1666666666666665,0.07414637675021744
core,near,core->near,2018-01-05,2018-01-07,24.0,30.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekend,False,-0.23983770323659567,0.2011306228191279,1.4166666666666665,0.08878031563609382
core,near,core->near,2018-01-05,2018-01-08,24.0,19.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.09250358036737064,0.3694332255668605,1.2061403508771928,0.08474016405290918
core,near,core->near,2018-01-05,2018-01-09,24.0,21.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.35796537957198876,0.5465380583044303,1.0952380952380953,0.07334563646537509
core,near,core->near,2018-01-05,2018-01-10,24.0,32.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.042132504423474305,0.4205550915959994,1.2083333333333333,0.07285463631374059
core,near,core->near,2018-01-05,2018-01-11,24.0,27.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.21027854287762665,0.4784513169075852,1.222222222222222,0.07317646740449797
core,near,core->near,2018-01-05,2018-01-19,24.0,20.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.24965635722588103,0.4839026693172086,1.1333333333333333,0.07576767609436587
core,near,core->near,2018-01-05,2018-01-20,24.0,30.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.3799416328275232,0.618421052631579,1.1333333333333333,0.05980291706003052
core,near,core->near,2018-01-05,2018-01-21,24.0,22.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,-0.289140150646359,0.18212319909644356,1.6515151515151514,0.08884709043650642
core,near,core->near,2018-01-05,2018-01-22,24.0,18.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.2259908824283216,0.46690726310960046,1.1944444444444444,0.07712190393035964
core,near,core->near,2018-01-05,2018-01-23,24.0,29.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.3639469926928703,0.6013200334584025,1.1293103448275863,0.06168407609194644
core,near,core->near,2018-01-05,2018-01-24,24.0,34.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.1226374733384286,0.4225429092074053,1.1862745098039216,0.07677348049584476
core,near,core->near,2018-01-06,2018-01-07,16.0,30.0,pre_outage,pre_outage,pre_outage__pre_outage,weekend,weekend,True,0.13215987269803312,0.42975885260783064,1.2333333333333334,0.07662211869998163
core,near,core->near,2018-01-06,2018-01-08,16.0,19.0,pre_outage,pre_outage,pre_outage__pre_outage,weekend,weekday,False,-0.055220813952623835,0.25671801540513517,1.5789473684210524,0.09343688091757345
core,near,core->near,2018-01-06,2018-01-09,16.0,21.0,pre_outage,pre_outage,pre_outage__pre_outage,weekend,weekday,False,-0.05698414280707554,0.24433888871261045,1.5,0.09598694924596779
core,near,core->near,2018-01-06,2018-01-10,16.0,32.0,pre_outage,pre_outage,pre_outage__pre_outage,weekend,weekday,False,0.02012109091463835,0.3953868350792742,1.375,0.0760131224964918
core,near,core->near,2018-01-06,2018-01-11,16.0,27.0,pre_outage,pre_outage,pre_outage__pre_outage,weekend,weekday,False,0.08216351900619846,0.3841749099639162,1.4074074074074074,0.08094683777894357
core,near,core->near,2018-01-06,2018-01-19,16.0,20.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekday,False,0.44439385938111164,0.6123724356957946,0.925,0.0667317390751957
core,near,core->near,2018-01-06,2018-01-20,16.0,30.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekend,True,0.22414110388271227,0.516185401208764,1.1583333333333332,0.06848644769966186
core,near,core->near,2018-01-06,2018-01-21,16.0,22.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekend,True,-0.13808377493425705,0.2646188733785785,1.4204545454545454,0.08595021662737105
core,near,core->near,2018-01-06,2018-01-22,16.0,18.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekday,False,-0.035975257531301805,0.27638539919628335,1.5416666666666665,0.09129589718942138
core,near,core->near,2018-01-06,2018-01-23,16.0,29.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekday,False,0.6032196408324064,0.7407437469876467,0.8793103448275862,0.051671728716516825
core,near,core->near,2018-01-06,2018-01-24,16.0,34.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekday,False,-0.058567602005857144,0.2923526731023431,1.4044117647058822,0.08649478202954847
core,near,core->near,2018-01-07,2018-01-08,30.0,19.0,pre_outage,pre_outage,pre_outage__pre_outage,weekend,weekday,False,-0.2163120010006022,0.20219900811313526,1.5228070175438595,0.09050687719128664
core,near,core->near,2018-01-07,2018-01-09,30.0,21.0,pre_outage,pre_outage,pre_outage__pre_outage,weekend,weekday,False,-0.3100268689366403,0.12600816055272462,1.6095238095238096,0.09674404597100021
core,near,core->near,2018-01-07,2018-01-10,30.0,32.0,pre_outage,pre_outage,pre_outage__pre_outage,weekend,weekday,False,0.20209926185063565,0.5561050666251612,1.1583333333333334,0.05925304238946223
core,near,core->near,2018-01-07,2018-01-11,30.0,27.0,pre_outage,pre_outage,pre_outage__pre_outage,weekend,weekday,False,-0.10545023850593477,0.31699693153307373,1.4444444444444446,0.07883612679460093
core,near,core->near,2018-01-07,2018-01-19,30.0,20.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekday,False,0.152414200439379,0.44914769123547676,1.1666666666666667,0.07438015466108826
core,near,core->near,2018-01-07,2018-01-20,30.0,30.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekend,True,0.11792560169346653,0.5087421636013236,1.0666666666666667,0.06236095644623236
core,near,core->near,2018-01-07,2018-01-21,30.0,22.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekend,True,-0.2899953312406614,0.23819653367016547,1.503030303030303,0.08039826637812851
core,near,core->near,2018-01-07,2018-01-22,30.0,18.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekday,False,0.15658105433828035,0.45092854983906405,1.2444444444444445,0.07439744232074322
core,near,core->near,2018-01-07,2018-01-23,30.0,29.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekday,False,0.11809581464873255,0.4936737111447552,1.245977011494253,0.06437209208566723
core,near,core->near,2018-01-07,2018-01-24,30.0,34.0,pre_outage,post_recovery,post_recovery__pre_outage,weekend,weekday,False,-0.18383181210142466,0.27138488259447746,1.2784313725490195,0.0811576815109338
core,near,core->near,2018-01-08,2018-01-09,19.0,21.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,-0.11060688279920412,0.20528572777068285,1.588972431077694,0.09854172126757202
core,near,core->near,2018-01-08,2018-01-10,19.0,32.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.1942208075326035,0.4982870795835374,1.1644736842105263,0.06973341548598952
core,near,core->near,2018-01-08,2018-01-11,19.0,27.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.7959649618670621,0.8607239603291612,0.6159844054580896,0.03916059180827511
core,near,core->near,2018-01-08,2018-01-19,19.0,20.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,-0.18650240879235344,0.17149858514250882,1.4947368421052631,0.09766136586322899
core,near,core->near,2018-01-08,2018-01-20,19.0,30.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.2486059914354289,0.5300563671176693,1.1333333333333333,0.06767853210440908
core,near,core->near,2018-01-08,2018-01-21,19.0,22.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.23970536749645616,0.505282552159027,1.2296650717703348,0.07095496431592258
core,near,core->near,2018-01-08,2018-01-22,19.0,18.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.2340194777573751,0.464420364012824,1.2456140350877192,0.07863993276391543
core,near,core->near,2018-01-08,2018-01-23,19.0,29.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.2585216442382133,0.5266031944165815,1.0635208711433757,0.068632382272088
core,near,core->near,2018-01-08,2018-01-24,19.0,34.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.2227521262954038,0.4789694820193478,1.1919504643962848,0.0744389995164563
core,near,core->near,2018-01-09,2018-01-10,21.0,32.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.2832060301741335,0.5401286694122056,1.181547619047619,0.0688863808255769
core,near,core->near,2018-01-09,2018-01-11,21.0,27.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,-0.03212384366787573,0.2950164503686729,1.46031746031746,0.08854862648169082
core,near,core->near,2018-01-09,2018-01-19,21.0,20.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,-0.05867617802020162,0.24937733402690823,1.4142857142857141,0.0947582156097718
core,near,core->near,2018-01-09,2018-01-20,21.0,30.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.017334091769940923,0.3783725019030671,1.3523809523809525,0.07923004385224346
core,near,core->near,2018-01-09,2018-01-21,21.0,22.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.07475156272684089,0.38794008872222907,1.354978354978355,0.08058714127230958
core,near,core->near,2018-01-09,2018-01-22,21.0,18.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.1622931876708975,0.40519020777606657,1.222222222222222,0.08449057895593287
core,near,core->near,2018-01-09,2018-01-23,21.0,29.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.03597612998658892,0.37590750822415164,1.3793103448275863,0.0803158235613082
core,near,core->near,2018-01-09,2018-01-24,21.0,34.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.4478406630522,0.6214682071444919,0.9719887955182072,0.06516619747875743
core,near,core->near,2018-01-10,2018-01-11,32.0,27.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.355993294906852,0.6273177813255112,0.9537037037037037,0.05595898243017366
core,near,core->near,2018-01-10,2018-01-19,32.0,20.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.1574609667313015,0.48424799847909306,1.2625000000000002,0.06948002560688456
core,near,core->near,2018-01-10,2018-01-20,32.0,30.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.02448265915705642,0.5071399633951759,0.9833333333333334,0.05881190099864205
core,near,core->near,2018-01-10,2018-01-21,32.0,22.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,-0.09598095926633497,0.4046723241370486,1.2045454545454546,0.0674828040921574
core,near,core->near,2018-01-10,2018-01-22,32.0,18.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.5226279506296223,0.6990252954195318,0.9027777777777777,0.054191515549117907
core,near,core->near,2018-01-10,2018-01-23,32.0,29.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,-0.06253865964989892,0.44239265983818876,1.105603448275862,0.06388656534064556
core,near,core->near,2018-01-10,2018-01-24,32.0,34.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.07836652896671165,0.472877992410959,1.0992647058823528,0.06599537789969395
core,near,core->near,2018-01-11,2018-01-19,27.0,20.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,-0.05640213844865521,0.2987404766321472,1.4037037037037037,0.08533769225406856
core,near,core->near,2018-01-11,2018-01-20,27.0,30.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.40544920165835474,0.654722854715643,0.9629629629629629,0.05396911850467752
core,near,core->near,2018-01-11,2018-01-21,27.0,22.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.1110478782970146,0.4594500816302465,1.1750841750841752,0.06933765553795049
core,near,core->near,2018-01-11,2018-01-22,27.0,18.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.39312854953815796,0.5957130530893456,0.9259259259259259,0.06503489970896752
core,near,core->near,2018-01-11,2018-01-23,27.0,29.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.2846352097369997,0.5754047237821716,0.9144316730523626,0.060523913189071646
core,near,core->near,2018-01-11,2018-01-24,27.0,34.0,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.0723823092200254,0.41395938516621633,1.261437908496732,0.0743385906762632
core,near,core->near,2018-01-19,2018-01-20,20.0,30.0,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekend,False,0.211013984535999,0.5151221963699317,1.1,0.06752914322857344
core,near,core->near,2018-01-19,2018-01-21,20.0,22.0,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekend,False,-0.35158202885119216,0.1374929852307176,1.6272727272727274,0.0918230571762948
core,near,core->near,2018-01-19,2018-01-22,20.0,18.0,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,0.05926955847701992,0.3487592244414428,1.3666666666666667,0.08572194018340103
core,near,core->near,2018-01-19,2018-01-23,20.0,29.0,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,0.09685434026839883,0.4342259648526198,1.293103448275862,0.0735996901327293
core,near,core->near,2018-01-19,2018-01-24,20.0,34.0,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,-0.07839865151767929,0.28644594961577313,1.488235294117647,0.08584591625666851
core,near,core->near,2018-01-20,2018-01-21,30.0,22.0,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekend,True,0.19856393990358234,0.5629262517526437,1.0787878787878786,0.0579467050879332
core,near,core->near,2018-01-20,2018-01-22,30.0,18.0,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.24804966296918665,0.5360787094962078,1.1333333333333333,0.06627974136360475
core,near,core->near,2018-01-20,2018-01-23,30.0,29.0,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.6157943843448139,0.7974026530644033,0.6551724137931034,0.03860711766636792
core,near,core->near,2018-01-20,2018-01-24,30.0,34.0,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.15143401606464432,0.5130878183232779,1.0705882352941174,0.06354171590685154
core,near,core->near,2018-01-21,2018-01-22,22.0,18.0,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,-0.18876877583786,0.23935677693908453,1.5454545454545454,0.08646301408195085
core,near,core->near,2018-01-21,2018-01-23,22.0,29.0,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.24629092108856704,0.5757077330897978,0.9686520376175549,0.05809953916254118
core,near,core->near,2018-01-21,2018-01-24,22.0,34.0,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.3946203358405173,0.6329621044272915,0.9251336898395721,0.05698700932071421
core,near,core->near,2018-01-22,2018-01-23,18.0,29.0,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,0.14675748794622348,0.4638654896022335,1.1839080459770115,0.07185397887233844
core,near,core->near,2018-01-22,2018-01-24,18.0,34.0,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,0.05004088342234803,0.37022011974356156,1.3006535947712417,0.08081768282343664
core,near,core->near,2018-01-23,2018-01-24,29.0,34.0,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,0.27163009524267706,0.5697152135720308,1.026369168356998,0.06068901451538933
core,outer,core->outer,2018-01-01,2018-01-02,3.0,5.0,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.09482093118615215,0.2182178902359924,1.5999999999999999,0.1414213562373095
