date,hour,source_region,source_outflow,destination_1,destination_1_count,destination_2,destination_2_count,destination_1_share,present_stock,linkable_stock,present_outflow_rate,linkable_outflow_rate,is_complete_label,is_normal_date,hour_of_day
2018-01-07,2018-01-07 00:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,0
2018-01-07,2018-01-07 00:00:00,near,0.0,core,0.0,outer,0.0,,24.0,24.0,0.0,0.0,True,True,0
2018-01-07,2018-01-07 00:00:00,outer,0.0,core,0.0,near,0.0,,9.0,8.0,0.0,0.0,True,True,0
2018-01-07,2018-01-07 01:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,1
2018-01-07,2018-01-07 01:00:00,near,0.0,core,0.0,outer,0.0,,24.0,24.0,0.0,0.0,True,True,1
2018-01-07,2018-01-07 01:00:00,outer,1.0,core,0.0,near,1.0,0.0,8.0,5.0,0.125,0.2,True,True,1
2018-01-07,2018-01-07 02:00:00,core,6.0,near,6.0,outer,0.0,1.0,14.0,14.0,0.42857142857142855,0.42857142857142855,True,True,2
2018-01-07,2018-01-07 02:00:00,near,1.0,core,1.0,outer,0.0,1.0,25.0,25.0,0.04,0.04,True,True,2
2018-01-07,2018-01-07 02:00:00,outer,1.0,core,1.0,near,0.0,1.0,5.0,5.0,0.2,0.2,True,True,2
2018-01-07,2018-01-07 03:00:00,core,1.0,near,1.0,outer,0.0,1.0,10.0,10.0,0.1,0.1,True,True,3
2018-01-07,2018-01-07 03:00:00,near,6.0,core,6.0,outer,0.0,1.0,30.0,30.0,0.2,0.2,True,True,3
2018-01-07,2018-01-07 03:00:00,outer,0.0,core,0.0,near,0.0,,5.0,4.0,0.0,0.0,True,True,3
2018-01-07,2018-01-07 04:00:00,core,0.0,near,0.0,outer,0.0,,15.0,15.0,0.0,0.0,True,True,4
2018-01-07,2018-01-07 04:00:00,near,0.0,core,0.0,outer,0.0,,25.0,25.0,0.0,0.0,True,True,4
2018-01-07,2018-01-07 04:00:00,outer,0.0,core,0.0,near,0.0,,4.0,3.0,0.0,0.0,True,True,4
2018-01-07,2018-01-07 05:00:00,core,2.0,near,2.0,outer,0.0,1.0,15.0,15.0,0.13333333333333333,0.13333333333333333,True,True,5
2018-01-07,2018-01-07 05:00:00,near,0.0,core,0.0,outer,0.0,,25.0,25.0,0.0,0.0,True,True,5
2018-01-07,2018-01-07 05:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,5
2018-01-07,2018-01-07 06:00:00,core,1.0,near,1.0,outer,0.0,1.0,13.0,13.0,0.07692307692307693,0.07692307692307693,True,True,6
2018-01-07,2018-01-07 06:00:00,near,2.0,core,2.0,outer,0.0,1.0,27.0,27.0,0.07407407407407407,0.07407407407407407,True,True,6
2018-01-07,2018-01-07 06:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,6
2018-01-07,2018-01-07 07:00:00,core,2.0,near,2.0,outer,0.0,1.0,14.0,14.0,0.14285714285714285,0.14285714285714285,True,True,7
2018-01-07,2018-01-07 07:00:00,near,2.0,core,1.0,outer,1.0,0.5,27.0,26.0,0.07407407407407407,0.07692307692307693,True,True,7
2018-01-07,2018-01-07 07:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,7
2018-01-07,2018-01-07 08:00:00,core,1.0,near,0.0,outer,1.0,0.0,13.0,13.0,0.07692307692307693,0.07692307692307693,True,True,8
2018-01-07,2018-01-07 08:00:00,near,5.0,core,4.0,outer,1.0,0.8,26.0,26.0,0.19230769230769232,0.19230769230769232,True,True,8
2018-01-07,2018-01-07 08:00:00,outer,1.0,core,0.0,near,1.0,0.0,7.0,6.0,0.14285714285714285,0.16666666666666666,True,True,8
2018-01-07,2018-01-07 09:00:00,core,2.0,near,2.0,outer,0.0,1.0,17.0,17.0,0.11764705882352941,0.11764705882352941,True,True,9
2018-01-07,2018-01-07 09:00:00,near,1.0,core,1.0,outer,0.0,1.0,22.0,22.0,0.045454545454545456,0.045454545454545456,True,True,9
2018-01-07,2018-01-07 09:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,9
2018-01-07,2018-01-07 10:00:00,core,0.0,near,0.0,outer,0.0,,16.0,16.0,0.0,0.0,True,True,10
2018-01-07,2018-01-07 10:00:00,near,0.0,core,0.0,outer,0.0,,23.0,23.0,0.0,0.0,True,True,10
2018-01-07,2018-01-07 10:00:00,outer,1.0,core,0.0,near,1.0,0.0,7.0,7.0,0.14285714285714285,0.14285714285714285,True,True,10
2018-01-07,2018-01-07 11:00:00,core,2.0,near,2.0,outer,0.0,1.0,16.0,16.0,0.125,0.125,True,True,11
2018-01-07,2018-01-07 11:00:00,near,0.0,core,0.0,outer,0.0,,24.0,24.0,0.0,0.0,True,True,11
2018-01-07,2018-01-07 11:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,11
2018-01-07,2018-01-07 12:00:00,core,4.0,near,3.0,outer,1.0,0.75,14.0,14.0,0.2857142857142857,0.2857142857142857,True,True,12
2018-01-07,2018-01-07 12:00:00,near,2.0,core,1.0,outer,1.0,0.5,26.0,25.0,0.07692307692307693,0.08,True,True,12
2018-01-07,2018-01-07 12:00:00,outer,1.0,core,0.0,near,1.0,0.0,8.0,8.0,0.125,0.125,True,True,12
2018-01-07,2018-01-07 13:00:00,core,1.0,near,0.0,outer,1.0,0.0,12.0,12.0,0.08333333333333333,0.08333333333333333,True,True,13
2018-01-07,2018-01-07 13:00:00,near,4.0,core,4.0,outer,0.0,1.0,27.0,26.0,0.14814814814814814,0.15384615384615385,True,True,13
2018-01-07,2018-01-07 13:00:00,outer,1.0,core,0.0,near,1.0,0.0,9.0,8.0,0.1111111111111111,0.125,True,True,13
2018-01-07,2018-01-07 14:00:00,core,1.0,near,0.0,outer,1.0,0.0,15.0,15.0,0.06666666666666667,0.06666666666666667,True,True,14
2018-01-07,2018-01-07 14:00:00,near,1.0,core,0.0,outer,1.0,0.0,23.0,23.0,0.043478260869565216,0.043478260869565216,True,True,14
2018-01-07,2018-01-07 14:00:00,outer,0.0,core,0.0,near,0.0,,8.0,7.0,0.0,0.0,True,True,14
2018-01-07,2018-01-07 15:00:00,core,1.0,near,1.0,outer,0.0,1.0,14.0,14.0,0.07142857142857142,0.07142857142857142,True,True,15
2018-01-07,2018-01-07 15:00:00,near,0.0,core,0.0,outer,0.0,,22.0,22.0,0.0,0.0,True,True,15
2018-01-07,2018-01-07 15:00:00,outer,1.0,core,0.0,near,1.0,0.0,9.0,8.0,0.1111111111111111,0.125,True,True,15
2018-01-07,2018-01-07 16:00:00,core,3.0,near,3.0,outer,0.0,1.0,13.0,13.0,0.23076923076923078,0.23076923076923078,True,True,16
2018-01-07,2018-01-07 16:00:00,near,1.0,core,1.0,outer,0.0,1.0,24.0,23.0,0.041666666666666664,0.043478260869565216,True,True,16
2018-01-07,2018-01-07 16:00:00,outer,0.0,core,0.0,near,0.0,,8.0,8.0,0.0,0.0,True,True,16
2018-01-07,2018-01-07 17:00:00,core,1.0,near,1.0,outer,0.0,1.0,11.0,11.0,0.09090909090909091,0.09090909090909091,True,True,17
2018-01-07,2018-01-07 17:00:00,near,1.0,core,1.0,outer,0.0,1.0,25.0,25.0,0.04,0.04,True,True,17
2018-01-07,2018-01-07 17:00:00,outer,2.0,core,0.0,near,2.0,0.0,9.0,9.0,0.2222222222222222,0.2222222222222222,True,True,17
2018-01-07,2018-01-07 18:00:00,core,0.0,near,0.0,outer,0.0,,11.0,11.0,0.0,0.0,True,True,18
2018-01-07,2018-01-07 18:00:00,near,0.0,core,0.0,outer,0.0,,27.0,27.0,0.0,0.0,True,True,18
2018-01-07,2018-01-07 18:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,18
2018-01-07,2018-01-07 19:00:00,core,0.0,near,0.0,outer,0.0,,11.0,11.0,0.0,0.0,True,True,19
2018-01-07,2018-01-07 19:00:00,near,4.0,core,2.0,outer,2.0,0.5,27.0,27.0,0.14814814814814814,0.14814814814814814,True,True,19
2018-01-07,2018-01-07 19:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,19
2018-01-07,2018-01-07 20:00:00,core,0.0,near,0.0,outer,0.0,,13.0,13.0,0.0,0.0,True,True,20
2018-01-07,2018-01-07 20:00:00,near,3.0,core,3.0,outer,0.0,1.0,23.0,23.0,0.13043478260869565,0.13043478260869565,True,True,20
2018-01-07,2018-01-07 20:00:00,outer,0.0,core,0.0,near,0.0,,9.0,8.0,0.0,0.0,True,True,20
2018-01-07,2018-01-07 21:00:00,core,2.0,near,2.0,outer,0.0,1.0,16.0,16.0,0.125,0.125,True,True,21
2018-01-07,2018-01-07 21:00:00,near,0.0,core,0.0,outer,0.0,,20.0,20.0,0.0,0.0,True,True,21
2018-01-07,2018-01-07 21:00:00,outer,1.0,core,1.0,near,0.0,1.0,8.0,7.0,0.125,0.14285714285714285,True,True,21
2018-01-07,2018-01-07 22:00:00,core,4.0,near,4.0,outer,0.0,1.0,15.0,15.0,0.26666666666666666,0.26666666666666666,True,True,22
2018-01-07,2018-01-07 22:00:00,near,0.0,core,0.0,outer,0.0,,22.0,22.0,0.0,0.0,True,True,22
2018-01-07,2018-01-07 22:00:00,outer,0.0,core,0.0,near,0.0,,6.0,6.0,0.0,0.0,True,True,22
2018-01-07,2018-01-07 23:00:00,core,0.0,near,0.0,outer,0.0,,11.0,11.0,0.0,0.0,True,True,23
2018-01-07,2018-01-07 23:00:00,near,2.0,core,2.0,outer,0.0,1.0,27.0,27.0,0.07407407407407407,0.07407407407407407,True,True,23
2018-01-07,2018-01-07 23:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,23
2018-01-08,2018-01-08 00:00:00,core,0.0,near,0.0,outer,0.0,,13.0,13.0,0.0,0.0,True,True,0
2018-01-08,2018-01-08 00:00:00,near,0.0,core,0.0,outer,0.0,,25.0,25.0,0.0,0.0,True,True,0
2018-01-08,2018-01-08 00:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,0
2018-01-08,2018-01-08 01:00:00,core,0.0,near,0.0,outer,0.0,,13.0,13.0,0.0,0.0,True,True,1
2018-01-08,2018-01-08 01:00:00,near,0.0,core,0.0,outer,0.0,,26.0,25.0,0.0,0.0,True,True,1
2018-01-08,2018-01-08 01:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,1
2018-01-08,2018-01-08 02:00:00,core,0.0,near,0.0,outer,0.0,,13.0,13.0,0.0,0.0,True,True,2
2018-01-08,2018-01-08 02:00:00,near,0.0,core,0.0,outer,0.0,,25.0,25.0,0.0,0.0,True,True,2
2018-01-08,2018-01-08 02:00:00,outer,1.0,core,1.0,near,0.0,1.0,7.0,7.0,0.14285714285714285,0.14285714285714285,True,True,2
2018-01-08,2018-01-08 03:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,3
2018-01-08,2018-01-08 03:00:00,near,0.0,core,0.0,outer,0.0,,25.0,25.0,0.0,0.0,True,True,3
2018-01-08,2018-01-08 03:00:00,outer,0.0,core,0.0,near,0.0,,8.0,8.0,0.0,0.0,True,True,3
2018-01-08,2018-01-08 04:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,4
2018-01-08,2018-01-08 04:00:00,near,1.0,core,1.0,outer,0.0,1.0,25.0,25.0,0.04,0.04,True,True,4
2018-01-08,2018-01-08 04:00:00,outer,2.0,core,0.0,near,2.0,0.0,9.0,9.0,0.2222222222222222,0.2222222222222222,True,True,4
2018-01-08,2018-01-08 05:00:00,core,1.0,near,1.0,outer,0.0,1.0,15.0,15.0,0.06666666666666667,0.06666666666666667,True,True,5
2018-01-08,2018-01-08 05:00:00,near,0.0,core,0.0,outer,0.0,,26.0,26.0,0.0,0.0,True,True,5
2018-01-08,2018-01-08 05:00:00,outer,2.0,core,0.0,near,2.0,0.0,7.0,6.0,0.2857142857142857,0.3333333333333333,True,True,5
2018-01-08,2018-01-08 06:00:00,core,2.0,near,2.0,outer,0.0,1.0,14.0,14.0,0.14285714285714285,0.14285714285714285,True,True,6
2018-01-08,2018-01-08 06:00:00,near,1.0,core,0.0,outer,1.0,0.0,29.0,29.0,0.034482758620689655,0.034482758620689655,True,True,6
2018-01-08,2018-01-08 06:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,6
2018-01-08,2018-01-08 07:00:00,core,2.0,near,0.0,outer,2.0,0.0,12.0,12.0,0.16666666666666666,0.16666666666666666,True,True,7
2018-01-08,2018-01-08 07:00:00,near,1.0,core,1.0,outer,0.0,1.0,31.0,30.0,0.03225806451612903,0.03333333333333333,True,True,7
2018-01-08,2018-01-08 07:00:00,outer,0.0,core,0.0,near,0.0,,5.0,4.0,0.0,0.0,True,True,7
2018-01-08,2018-01-08 08:00:00,core,1.0,near,0.0,outer,1.0,0.0,11.0,11.0,0.09090909090909091,0.09090909090909091,True,True,8
2018-01-08,2018-01-08 08:00:00,near,1.0,core,1.0,outer,0.0,1.0,31.0,31.0,0.03225806451612903,0.03225806451612903,True,True,8
2018-01-08,2018-01-08 08:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,8
2018-01-08,2018-01-08 09:00:00,core,1.0,near,1.0,outer,0.0,1.0,11.0,11.0,0.09090909090909091,0.09090909090909091,True,True,9
2018-01-08,2018-01-08 09:00:00,near,1.0,core,1.0,outer,0.0,1.0,31.0,30.0,0.03225806451612903,0.03333333333333333,True,True,9
2018-01-08,2018-01-08 09:00:00,outer,1.0,core,0.0,near,1.0,0.0,10.0,9.0,0.1,0.1111111111111111,True,True,9
2018-01-08,2018-01-08 10:00:00,core,0.0,near,0.0,outer,0.0,,11.0,11.0,0.0,0.0,True,True,10
2018-01-08,2018-01-08 10:00:00,near,4.0,core,4.0,outer,0.0,1.0,31.0,31.0,0.12903225806451613,0.12903225806451613,True,True,10
2018-01-08,2018-01-08 10:00:00,outer,2.0,core,2.0,near,0.0,1.0,8.0,8.0,0.25,0.25,True,True,10
2018-01-08,2018-01-08 11:00:00,core,3.0,near,2.0,outer,1.0,0.6666666666666666,17.0,17.0,0.17647058823529413,0.17647058823529413,True,True,11
2018-01-08,2018-01-08 11:00:00,near,1.0,core,1.0,outer,0.0,1.0,27.0,26.0,0.037037037037037035,0.038461538461538464,True,True,11
2018-01-08,2018-01-08 11:00:00,outer,0.0,core,0.0,near,0.0,,7.0,6.0,0.0,0.0,True,True,11
2018-01-08,2018-01-08 12:00:00,core,1.0,near,0.0,outer,1.0,0.0,15.0,15.0,0.06666666666666667,0.06666666666666667,True,True,12
2018-01-08,2018-01-08 12:00:00,near,1.0,core,1.0,outer,0.0,1.0,27.0,27.0,0.037037037037037035,0.037037037037037035,True,True,12
2018-01-08,2018-01-08 12:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,12
2018-01-08,2018-01-08 13:00:00,core,0.0,near,0.0,outer,0.0,,15.0,14.0,0.0,0.0,True,True,13
2018-01-08,2018-01-08 13:00:00,near,2.0,core,1.0,outer,1.0,0.5,26.0,26.0,0.07692307692307693,0.07692307692307693,True,True,13
2018-01-08,2018-01-08 13:00:00,outer,3.0,core,0.0,near,3.0,0.0,9.0,9.0,0.3333333333333333,0.3333333333333333,True,True,13
2018-01-08,2018-01-08 14:00:00,core,1.0,near,1.0,outer,0.0,1.0,15.0,15.0,0.06666666666666667,0.06666666666666667,True,True,14
2018-01-08,2018-01-08 14:00:00,near,1.0,core,1.0,outer,0.0,1.0,27.0,26.0,0.037037037037037035,0.038461538461538464,True,True,14
2018-01-08,2018-01-08 14:00:00,outer,1.0,core,0.0,near,1.0,0.0,7.0,6.0,0.14285714285714285,0.16666666666666666,True,True,14
2018-01-08,2018-01-08 15:00:00,core,4.0,near,4.0,outer,0.0,1.0,15.0,15.0,0.26666666666666666,0.26666666666666666,True,True,15
2018-01-08,2018-01-08 15:00:00,near,1.0,core,1.0,outer,0.0,1.0,27.0,27.0,0.037037037037037035,0.037037037037037035,True,True,15
2018-01-08,2018-01-08 15:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,15
2018-01-08,2018-01-08 16:00:00,core,0.0,near,0.0,outer,0.0,,12.0,12.0,0.0,0.0,True,True,16
2018-01-08,2018-01-08 16:00:00,near,4.0,core,2.0,outer,2.0,0.5,31.0,31.0,0.12903225806451613,0.12903225806451613,True,True,16
2018-01-08,2018-01-08 16:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,16
2018-01-08,2018-01-08 17:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,17
2018-01-08,2018-01-08 17:00:00,near,0.0,core,0.0,outer,0.0,,27.0,27.0,0.0,0.0,True,True,17
2018-01-08,2018-01-08 17:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,17
2018-01-08,2018-01-08 18:00:00,core,2.0,near,2.0,outer,0.0,1.0,14.0,14.0,0.14285714285714285,0.14285714285714285,True,True,18
2018-01-08,2018-01-08 18:00:00,near,0.0,core,0.0,outer,0.0,,28.0,26.0,0.0,0.0,True,True,18
2018-01-08,2018-01-08 18:00:00,outer,2.0,core,1.0,near,1.0,0.5,7.0,6.0,0.2857142857142857,0.3333333333333333,True,True,18
2018-01-08,2018-01-08 19:00:00,core,2.0,near,2.0,outer,0.0,1.0,13.0,13.0,0.15384615384615385,0.15384615384615385,True,True,19
2018-01-08,2018-01-08 19:00:00,near,2.0,core,2.0,outer,0.0,1.0,29.0,29.0,0.06896551724137931,0.06896551724137931,True,True,19
2018-01-08,2018-01-08 19:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,19
2018-01-08,2018-01-08 20:00:00,core,0.0,near,0.0,outer,0.0,,13.0,13.0,0.0,0.0,True,True,20
2018-01-08,2018-01-08 20:00:00,near,2.0,core,1.0,outer,1.0,0.5,31.0,30.0,0.06451612903225806,0.06666666666666667,True,True,20
2018-01-08,2018-01-08 20:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,20
2018-01-08,2018-01-08 21:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,21
2018-01-08,2018-01-08 21:00:00,near,0.0,core,0.0,outer,0.0,,28.0,28.0,0.0,0.0,True,True,21
2018-01-08,2018-01-08 21:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,21
2018-01-08,2018-01-08 22:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,22
2018-01-08,2018-01-08 22:00:00,near,0.0,core,0.0,outer,0.0,,28.0,28.0,0.0,0.0,True,True,22
2018-01-08,2018-01-08 22:00:00,outer,0.0,core,0.0,near,0.0,,6.0,5.0,0.0,0.0,True,True,22
2018-01-08,2018-01-08 23:00:00,core,4.0,near,4.0,outer,0.0,1.0,14.0,14.0,0.2857142857142857,0.2857142857142857,True,True,23
2018-01-08,2018-01-08 23:00:00,near,0.0,core,0.0,outer,0.0,,28.0,28.0,0.0,0.0,True,True,23
2018-01-08,2018-01-08 23:00:00,outer,1.0,core,1.0,near,0.0,1.0,5.0,5.0,0.2,0.2,True,True,23
2018-01-09,2018-01-09 00:00:00,core,1.0,near,0.0,outer,1.0,0.0,11.0,11.0,0.09090909090909091,0.09090909090909091,True,True,0
2018-01-09,2018-01-09 00:00:00,near,4.0,core,4.0,outer,0.0,1.0,32.0,32.0,0.125,0.125,True,True,0
2018-01-09,2018-01-09 00:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,0
2018-01-09,2018-01-09 01:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,1
2018-01-09,2018-01-09 01:00:00,near,3.0,core,0.0,outer,3.0,0.0,28.0,28.0,0.10714285714285714,0.10714285714285714,True,True,1
2018-01-09,2018-01-09 01:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,1
2018-01-09,2018-01-09 02:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,2
2018-01-09,2018-01-09 02:00:00,near,0.0,core,0.0,outer,0.0,,25.0,25.0,0.0,0.0,True,True,2
2018-01-09,2018-01-09 02:00:00,outer,0.0,core,0.0,near,0.0,,8.0,8.0,0.0,0.0,True,True,2
2018-01-09,2018-01-09 03:00:00,core,2.0,near,1.0,outer,1.0,0.5,14.0,14.0,0.14285714285714285,0.14285714285714285,True,True,3
2018-01-09,2018-01-09 03:00:00,near,1.0,core,1.0,outer,0.0,1.0,25.0,25.0,0.04,0.04,True,True,3
2018-01-09,2018-01-09 03:00:00,outer,1.0,core,1.0,near,0.0,1.0,8.0,5.0,0.125,0.2,True,True,3
2018-01-09,2018-01-09 04:00:00,core,6.0,near,5.0,outer,1.0,0.8333333333333334,14.0,14.0,0.42857142857142855,0.42857142857142855,True,True,4
2018-01-09,2018-01-09 04:00:00,near,1.0,core,1.0,outer,0.0,1.0,26.0,24.0,0.038461538461538464,0.041666666666666664,True,True,4
2018-01-09,2018-01-09 04:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,4
2018-01-09,2018-01-09 05:00:00,core,0.0,near,0.0,outer,0.0,,9.0,9.0,0.0,0.0,True,True,5
2018-01-09,2018-01-09 05:00:00,near,4.0,core,4.0,outer,0.0,1.0,28.0,28.0,0.14285714285714285,0.14285714285714285,True,True,5
2018-01-09,2018-01-09 05:00:00,outer,0.0,core,0.0,near,0.0,,6.0,5.0,0.0,0.0,True,True,5
2018-01-09,2018-01-09 06:00:00,core,3.0,near,0.0,outer,3.0,0.0,13.0,13.0,0.23076923076923078,0.23076923076923078,True,True,6
2018-01-09,2018-01-09 06:00:00,near,1.0,core,0.0,outer,1.0,0.0,25.0,23.0,0.04,0.043478260869565216,True,True,6
2018-01-09,2018-01-09 06:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,6
2018-01-09,2018-01-09 07:00:00,core,3.0,near,2.0,outer,1.0,0.6666666666666666,10.0,10.0,0.3,0.3,True,True,7
2018-01-09,2018-01-09 07:00:00,near,0.0,core,0.0,outer,0.0,,23.0,21.0,0.0,0.0,True,True,7
2018-01-09,2018-01-09 07:00:00,outer,6.0,core,1.0,near,5.0,0.16666666666666666,10.0,10.0,0.6,0.6,True,True,7
2018-01-09,2018-01-09 08:00:00,core,1.0,near,0.0,outer,1.0,0.0,8.0,8.0,0.125,0.125,True,True,8
2018-01-09,2018-01-09 08:00:00,near,8.0,core,5.0,outer,3.0,0.625,31.0,31.0,0.25806451612903225,0.25806451612903225,True,True,8
2018-01-09,2018-01-09 08:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,8
2018-01-09,2018-01-09 09:00:00,core,0.0,near,0.0,outer,0.0,,12.0,12.0,0.0,0.0,True,True,9
2018-01-09,2018-01-09 09:00:00,near,0.0,core,0.0,outer,0.0,,23.0,22.0,0.0,0.0,True,True,9
2018-01-09,2018-01-09 09:00:00,outer,2.0,core,0.0,near,2.0,0.0,10.0,9.0,0.2,0.2222222222222222,True,True,9
2018-01-09,2018-01-09 10:00:00,core,3.0,near,3.0,outer,0.0,1.0,12.0,12.0,0.25,0.25,True,True,10
2018-01-09,2018-01-09 10:00:00,near,1.0,core,1.0,outer,0.0,1.0,25.0,24.0,0.04,0.041666666666666664,True,True,10
2018-01-09,2018-01-09 10:00:00,outer,1.0,core,1.0,near,0.0,1.0,7.0,7.0,0.14285714285714285,0.14285714285714285,True,True,10
2018-01-09,2018-01-09 11:00:00,core,2.0,near,1.0,outer,1.0,0.5,11.0,10.0,0.18181818181818182,0.2,True,True,11
2018-01-09,2018-01-09 11:00:00,near,4.0,core,3.0,outer,1.0,0.75,27.0,27.0,0.14814814814814814,0.14814814814814814,True,True,11
2018-01-09,2018-01-09 11:00:00,outer,1.0,core,1.0,near,0.0,1.0,6.0,6.0,0.16666666666666666,0.16666666666666666,True,True,11
2018-01-09,2018-01-09 12:00:00,core,1.0,near,1.0,outer,0.0,1.0,12.0,12.0,0.08333333333333333,0.08333333333333333,True,True,12
2018-01-09,2018-01-09 12:00:00,near,1.0,core,1.0,outer,0.0,1.0,25.0,24.0,0.04,0.041666666666666664,True,True,12
2018-01-09,2018-01-09 12:00:00,outer,1.0,core,0.0,near,1.0,0.0,7.0,7.0,0.14285714285714285,0.14285714285714285,True,True,12
2018-01-09,2018-01-09 13:00:00,core,0.0,near,0.0,outer,0.0,,12.0,12.0,0.0,0.0,True,True,13
2018-01-09,2018-01-09 13:00:00,near,1.0,core,1.0,outer,0.0,1.0,25.0,25.0,0.04,0.04,True,True,13
2018-01-09,2018-01-09 13:00:00,outer,1.0,core,0.0,near,1.0,0.0,6.0,6.0,0.16666666666666666,0.16666666666666666,True,True,13
2018-01-09,2018-01-09 14:00:00,core,4.0,near,4.0,outer,0.0,1.0,13.0,13.0,0.3076923076923077,0.3076923076923077,True,True,14
2018-01-09,2018-01-09 14:00:00,near,0.0,core,0.0,outer,0.0,,26.0,25.0,0.0,0.0,True,True,14
2018-01-09,2018-01-09 14:00:00,outer,1.0,core,0.0,near,1.0,0.0,5.0,5.0,0.2,0.2,True,True,14
2018-01-09,2018-01-09 15:00:00,core,1.0,near,0.0,outer,1.0,0.0,9.0,9.0,0.1111111111111111,0.1111111111111111,True,True,15
2018-01-09,2018-01-09 15:00:00,near,2.0,core,0.0,outer,2.0,0.0,30.0,30.0,0.06666666666666667,0.06666666666666667,True,True,15
2018-01-09,2018-01-09 15:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,15
2018-01-09,2018-01-09 16:00:00,core,0.0,near,0.0,outer,0.0,,8.0,8.0,0.0,0.0,True,True,16
2018-01-09,2018-01-09 16:00:00,near,3.0,core,3.0,outer,0.0,1.0,28.0,28.0,0.10714285714285714,0.10714285714285714,True,True,16
2018-01-09,2018-01-09 16:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,16
2018-01-09,2018-01-09 17:00:00,core,0.0,near,0.0,outer,0.0,,11.0,11.0,0.0,0.0,True,True,17
2018-01-09,2018-01-09 17:00:00,near,0.0,core,0.0,outer,0.0,,26.0,25.0,0.0,0.0,True,True,17
2018-01-09,2018-01-09 17:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,17
2018-01-09,2018-01-09 18:00:00,core,3.0,near,3.0,outer,0.0,1.0,11.0,11.0,0.2727272727272727,0.2727272727272727,True,True,18
2018-01-09,2018-01-09 18:00:00,near,0.0,core,0.0,outer,0.0,,26.0,26.0,0.0,0.0,True,True,18
2018-01-09,2018-01-09 18:00:00,outer,2.0,core,0.0,near,2.0,0.0,7.0,7.0,0.2857142857142857,0.2857142857142857,True,True,18
2018-01-09,2018-01-09 19:00:00,core,0.0,near,0.0,outer,0.0,,8.0,8.0,0.0,0.0,True,True,19
2018-01-09,2018-01-09 19:00:00,near,3.0,core,3.0,outer,0.0,1.0,31.0,31.0,0.0967741935483871,0.0967741935483871,True,True,19
2018-01-09,2018-01-09 19:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,19
2018-01-09,2018-01-09 20:00:00,core,1.0,near,1.0,outer,0.0,1.0,11.0,11.0,0.09090909090909091,0.09090909090909091,True,True,20
