evaluation_id,evaluation_type,predictor_method,rounding_method,n_prediction_rows,n_scored_rows,sse_float,sse_rounded,mse_rounded,mae_rounded,mean_bias_rounded,actual_total_scored,predicted_total_scored,constraint_adjustment_count,max_constraint_adjustment,core_to_near_sse,core_to_outer_sse,near_to_core_sse,near_to_outer_sse,outer_to_core_sse,outer_to_near_sse
fold_02,rolling_7d,pair_hour_fixed085,paired,1008,1008,913.1858737603305,998.0,0.9900793650793651,0.5595238095238095,-0.09126984126984126,561.0,469.0,0,0.0,368.0,45.0,297.0,131.0,57.0,100.0
fold_02,rolling_7d,pair_hour_hier_tau_cv,independent,1008,1008,950.3808146150795,1047.0,1.0386904761904763,0.5625,-0.19543650793650794,561.0,364.0,0,0.0,414.0,53.0,296.0,137.0,50.0,97.0
fold_02,rolling_7d,pair_hour_hier_tau_cv,paired,1008,1008,900.7735640972066,1003.0,0.9950396825396826,0.6101190476190477,0.012896825396825396,561.0,574.0,0,0.0,352.0,46.0,302.0,139.0,51.0,113.0
fold_02,rolling_7d,pair_hour_hier_tau_scale_cv,independent,1008,1008,968.5936671788786,1048.0,1.0396825396825398,0.5595238095238095,-0.20238095238095238,561.0,357.0,0,0.0,414.0,53.0,296.0,137.0,50.0,98.0
fold_02,rolling_7d,pair_hour_hier_tau_scale_cv,paired,1008,1008,965.8805080033451,1036.0,1.0277777777777777,0.5674603174603174,-0.16071428571428573,561.0,399.0,0,0.0,414.0,46.0,296.0,130.0,50.0,100.0
fold_02,rolling_7d,pair_hour_mean,independent,1008,1008,915.5934710743801,997.0,0.9890873015873016,0.5744047619047619,-0.04265873015873016,561.0,518.0,0,0.0,362.0,50.0,323.0,111.0,51.0,100.0
fold_02,rolling_7d,pair_hour_mean,paired,1008,1008,915.5934710743801,1014.0,1.005952380952381,0.5892857142857143,0.005952380952380952,561.0,567.0,0,0.0,350.0,46.0,316.0,129.0,52.0,121.0
fold_02,rolling_7d,pair_recent14_fixed085,independent,1008,1008,913.1858737603305,1014.0,1.005952380952381,0.5416666666666666,-0.14682539682539683,561.0,413.0,0,0.0,390.0,45.0,309.0,130.0,50.0,90.0
fold_02,rolling_7d,pair_recent14_fixed085,paired,1008,1008,913.1858737603305,998.0,0.9900793650793651,0.5595238095238095,-0.09126984126984126,561.0,469.0,0,0.0,368.0,45.0,297.0,131.0,57.0,100.0
fold_02,rolling_7d,pair_recent14_hour,independent,1008,1008,915.5934710743801,997.0,0.9890873015873016,0.5744047619047619,-0.04265873015873016,561.0,518.0,0,0.0,362.0,50.0,323.0,111.0,51.0,100.0
fold_02,rolling_7d,pair_recent14_hour,paired,1008,1008,915.5934710743801,1014.0,1.005952380952381,0.5892857142857143,0.005952380952380952,561.0,567.0,0,0.0,350.0,46.0,316.0,129.0,52.0,121.0
fold_02,rolling_7d,present_shrunk20,independent,1008,1008,903.8493485471291,973.0,0.9652777777777778,0.558531746031746,-0.07043650793650794,561.0,490.0,0,0.0,363.0,45.0,304.0,111.0,50.0,100.0
