method,block,target_start,target_end,n_scored_rows,sse_rounded,mse_rounded,mae_rounded,mean_bias_rounded
current_core_near_hybrid,nonoverlap_block_1,2018-01-11,2018-01-17,1008,991.0,0.9831349206349206,0.5307539682539683,-0.16567460317460317
current_core_near_hybrid,nonoverlap_block_2,2018-01-18,2018-01-24,1002,885.0,0.8832335329341318,0.5219560878243513,-0.1187624750499002
current_core_near_hybrid,nonoverlap_combined,2018-01-11,2018-01-24,2010,1876.0,0.9333333333333333,0.5263681592039801,-0.14228855721393036
core_near_plus_near_outer_circular,nonoverlap_block_1,2018-01-11,2018-01-17,1008,976.0,0.9682539682539683,0.5376984126984127,-0.14484126984126985
core_near_plus_near_outer_circular,nonoverlap_block_2,2018-01-18,2018-01-24,1002,884.0,0.8822355289421158,0.5249500998003992,-0.09780439121756487
core_near_plus_near_outer_circular,nonoverlap_combined,2018-01-11,2018-01-24,2010,1860.0,0.9253731343283582,0.5313432835820896,-0.12139303482587065
