target_date,lag,source_date,profile_corr,profile_l2
2018-01-10,8,2018-01-02,0.48001052831364693,0.08545689917349164
2018-01-10,9,2018-01-01,0.6023259704260547,0.08781720392552066
2018-01-11,1,2018-01-10,0.49692786078962226,0.09582036210333926
2018-01-11,2,2018-01-09,0.23080531853420735,0.119691921230424
2018-01-11,3,2018-01-08,0.6046595939682232,0.0855451022356744
2018-01-11,4,2018-01-07,0.5880083040278046,0.0810368397495889
2018-01-11,5,2018-01-06,0.43362555920847107,0.1017777142756072
2018-01-11,6,2018-01-05,0.4787367116880034,0.09291142787232337
2018-01-11,7,2018-01-04,0.11807245673588003,0.12541998018031897
2018-01-11,8,2018-01-03,0.640185402383058,0.07521513847406304
2018-01-11,9,2018-01-02,0.5717757188189323,0.0814084634542051
2018-01-11,10,2018-01-01,0.5955180064959295,0.09033718566223783
2018-01-19,8,2018-01-11,0.7685259911472382,0.07427348742203488
2018-01-19,9,2018-01-10,0.32275611132733967,0.12253064361936783
2018-01-19,10,2018-01-09,-0.03056234338114399,0.15165910964582222
2018-01-19,11,2018-01-08,0.4550056155514693,0.11087810527183888
2018-01-19,12,2018-01-07,0.3295271858279112,0.11494137588963894
2018-01-19,13,2018-01-06,0.3790988695533968,0.11759747279692569
2018-01-19,14,2018-01-05,0.45850733559702556,0.10654017882103907
2018-01-20,1,2018-01-19,0.342445853163991,0.11479394733122522
2018-01-20,9,2018-01-11,0.4542166739451402,0.0932638274276201
2018-01-20,10,2018-01-10,0.37800440440415467,0.0961317383297505
2018-01-20,11,2018-01-09,0.18677911317054904,0.11109686851659847
2018-01-20,12,2018-01-08,0.6602884117155768,0.07262564690166444
2018-01-20,13,2018-01-07,0.6197805793060707,0.0667147955551142
2018-01-20,14,2018-01-06,0.672881123645309,0.07065392688437637
2018-01-21,1,2018-01-20,-0.0319934893475046,0.10868176938603678
2018-01-21,2,2018-01-19,0.07981151268330942,0.13159664561300968
2018-01-21,10,2018-01-11,0.20462227381031947,0.10963916645333611
2018-01-21,11,2018-01-10,0.2851203645986775,0.1008456374378837
2018-01-21,12,2018-01-09,0.08730795080892809,0.11508277735242495
2018-01-21,13,2018-01-08,0.0013451135606991583,0.11966097986504748
2018-01-21,14,2018-01-07,0.19756398447080617,0.0941840561166357
2018-01-22,1,2018-01-21,0.11299560613477475,0.11640026630110406
2018-01-22,2,2018-01-20,0.21674675110587838,0.1118008590149318
2018-01-22,3,2018-01-19,0.6337153898401847,0.09280311321948545
2018-01-22,11,2018-01-11,0.6012733927819447,0.08784078623232466
2018-01-22,12,2018-01-10,0.6002627851130102,0.08602155942375893
2018-01-22,13,2018-01-09,0.004355997838089809,0.13700979232980467
2018-01-22,14,2018-01-08,0.23131622479466993,0.11999305697879525
2018-01-23,1,2018-01-22,0.47571853107553763,0.09646905176487464
2018-01-23,2,2018-01-21,-0.03538526031543733,0.11716850687279243
2018-01-23,3,2018-01-20,0.23735432409914392,0.1031295337293624
2018-01-23,4,2018-01-19,0.574240991251062,0.09695405739767872
2018-01-23,12,2018-01-11,0.5402087224355745,0.08975569215265755
2018-01-23,13,2018-01-10,0.28821275357190723,0.10851281479915077
2018-01-23,14,2018-01-09,0.2568533574964921,0.11221033448056521
2018-01-24,1,2018-01-23,0.21235442810796137,0.10366840795953358
2018-01-24,2,2018-01-22,0.1866968246312862,0.11281400992137199
2018-01-24,3,2018-01-21,0.07070786226755309,0.10173410556457994
2018-01-24,4,2018-01-20,0.3705290064775623,0.08611398186730815
2018-01-24,5,2018-01-19,0.5194662085331693,0.09969630439554579
2018-01-24,13,2018-01-11,0.47490825619174626,0.09089284354863993
2018-01-24,14,2018-01-10,0.2696167803054638,0.10296841952984603
