date,hour,hour_of_day,dayofweek,day_type,audit_quality_regime,period,pair,y_ab,y_ba,X,r,F,T_daily,p
2018-01-10,2018-01-10 02:00:00,2,2,weekday,normal,pre_outage,core_near,2,0,2,1.0,2,64,0.03125
2018-01-10,2018-01-10 03:00:00,3,2,weekday,normal,pre_outage,core_near,3,4,7,0.42857142857142855,-1,64,0.109375
2018-01-10,2018-01-10 04:00:00,4,2,weekday,normal,pre_outage,core_near,2,3,5,0.4,-1,64,0.078125
2018-01-10,2018-01-10 05:00:00,5,2,weekday,normal,pre_outage,core_near,0,1,1,0.0,-1,64,0.015625
2018-01-10,2018-01-10 06:00:00,6,2,weekday,normal,pre_outage,core_near,2,0,2,1.0,2,64,0.03125
2018-01-10,2018-01-10 07:00:00,7,2,weekday,normal,pre_outage,core_near,5,0,5,1.0,5,64,0.078125
2018-01-10,2018-01-10 08:00:00,8,2,weekday,normal,pre_outage,core_near,1,1,2,0.5,0,64,0.03125
2018-01-10,2018-01-10 09:00:00,9,2,weekday,normal,pre_outage,core_near,0,2,2,0.0,-2,64,0.03125
2018-01-10,2018-01-10 10:00:00,10,2,weekday,normal,pre_outage,core_near,0,5,5,0.0,-5,64,0.078125
2018-01-10,2018-01-10 11:00:00,11,2,weekday,normal,pre_outage,core_near,4,0,4,1.0,4,64,0.0625
2018-01-10,2018-01-10 12:00:00,12,2,weekday,normal,pre_outage,core_near,1,3,4,0.25,-2,64,0.0625
2018-01-10,2018-01-10 13:00:00,13,2,weekday,normal,pre_outage,core_near,1,1,2,0.5,0,64,0.03125
2018-01-10,2018-01-10 14:00:00,14,2,weekday,normal,pre_outage,core_near,1,0,1,1.0,1,64,0.015625
2018-01-10,2018-01-10 15:00:00,15,2,weekday,normal,pre_outage,core_near,2,3,5,0.4,-1,64,0.078125
2018-01-10,2018-01-10 16:00:00,16,2,weekday,normal,pre_outage,core_near,0,2,2,0.0,-2,64,0.03125
2018-01-10,2018-01-10 17:00:00,17,2,weekday,normal,pre_outage,core_near,0,0,0,,0,64,0.0
2018-01-10,2018-01-10 18:00:00,18,2,weekday,normal,pre_outage,core_near,3,2,5,0.6,1,64,0.078125
2018-01-10,2018-01-10 19:00:00,19,2,weekday,normal,pre_outage,core_near,1,1,2,0.5,0,64,0.03125
2018-01-10,2018-01-10 20:00:00,20,2,weekday,normal,pre_outage,core_near,0,2,2,0.0,-2,64,0.03125
2018-01-10,2018-01-10 21:00:00,21,2,weekday,normal,pre_outage,core_near,1,0,1,1.0,1,64,0.015625
2018-01-10,2018-01-10 22:00:00,22,2,weekday,normal,pre_outage,core_near,2,0,2,1.0,2,64,0.03125
2018-01-10,2018-01-10 23:00:00,23,2,weekday,normal,pre_outage,core_near,1,2,3,0.3333333333333333,-1,64,0.046875
2018-01-11,2018-01-11 00:00:00,0,3,weekday,normal,pre_outage,core_near,0,2,2,0.0,-2,54,0.037037037037037035
2018-01-11,2018-01-11 01:00:00,1,3,weekday,normal,pre_outage,core_near,0,0,0,,0,54,0.0
2018-01-11,2018-01-11 02:00:00,2,3,weekday,normal,pre_outage,core_near,0,0,0,,0,54,0.0
2018-01-11,2018-01-11 03:00:00,3,3,weekday,normal,pre_outage,core_near,1,1,2,0.5,0,54,0.037037037037037035
2018-01-11,2018-01-11 04:00:00,4,3,weekday,normal,pre_outage,core_near,0,0,0,,0,54,0.0
2018-01-11,2018-01-11 05:00:00,5,3,weekday,normal,pre_outage,core_near,1,0,1,1.0,1,54,0.018518518518518517
2018-01-11,2018-01-11 06:00:00,6,3,weekday,normal,pre_outage,core_near,3,0,3,1.0,3,54,0.05555555555555555
2018-01-11,2018-01-11 07:00:00,7,3,weekday,normal,pre_outage,core_near,0,2,2,0.0,-2,54,0.037037037037037035
2018-01-11,2018-01-11 08:00:00,8,3,weekday,normal,pre_outage,core_near,1,0,1,1.0,1,54,0.018518518518518517
2018-01-11,2018-01-11 09:00:00,9,3,weekday,normal,pre_outage,core_near,0,1,1,0.0,-1,54,0.018518518518518517
2018-01-11,2018-01-11 10:00:00,10,3,weekday,normal,pre_outage,core_near,2,1,3,0.6666666666666666,1,54,0.05555555555555555
2018-01-11,2018-01-11 11:00:00,11,3,weekday,normal,pre_outage,core_near,5,2,7,0.7142857142857143,3,54,0.12962962962962962
2018-01-11,2018-01-11 12:00:00,12,3,weekday,normal,pre_outage,core_near,0,6,6,0.0,-6,54,0.1111111111111111
2018-01-11,2018-01-11 13:00:00,13,3,weekday,normal,pre_outage,core_near,0,1,1,0.0,-1,54,0.018518518518518517
2018-01-11,2018-01-11 14:00:00,14,3,weekday,normal,pre_outage,core_near,1,2,3,0.3333333333333333,-1,54,0.05555555555555555
2018-01-11,2018-01-11 15:00:00,15,3,weekday,normal,pre_outage,core_near,5,1,6,0.8333333333333334,4,54,0.1111111111111111
2018-01-11,2018-01-11 16:00:00,16,3,weekday,normal,pre_outage,core_near,1,1,2,0.5,0,54,0.037037037037037035
2018-01-11,2018-01-11 17:00:00,17,3,weekday,normal,pre_outage,core_near,0,2,2,0.0,-2,54,0.037037037037037035
2018-01-11,2018-01-11 18:00:00,18,3,weekday,normal,pre_outage,core_near,2,0,2,1.0,2,54,0.037037037037037035
2018-01-11,2018-01-11 19:00:00,19,3,weekday,normal,pre_outage,core_near,1,3,4,0.25,-2,54,0.07407407407407407
2018-01-11,2018-01-11 20:00:00,20,3,weekday,normal,pre_outage,core_near,0,1,1,0.0,-1,54,0.018518518518518517
2018-01-11,2018-01-11 21:00:00,21,3,weekday,normal,pre_outage,core_near,0,0,0,,0,54,0.0
2018-01-11,2018-01-11 22:00:00,22,3,weekday,normal,pre_outage,core_near,1,1,2,0.5,0,54,0.037037037037037035
2018-01-11,2018-01-11 23:00:00,23,3,weekday,normal,pre_outage,core_near,3,0,3,1.0,3,54,0.05555555555555555
2018-01-12,2018-01-12 00:00:00,0,4,weekday,reduced,degraded_period,core_near,0,4,4,0.0,-4,57,0.07017543859649122
2018-01-12,2018-01-12 01:00:00,1,4,weekday,reduced,degraded_period,core_near,0,0,0,,0,57,0.0
2018-01-12,2018-01-12 02:00:00,2,4,weekday,reduced,degraded_period,core_near,2,0,2,1.0,2,57,0.03508771929824561
2018-01-12,2018-01-12 03:00:00,3,4,weekday,reduced,degraded_period,core_near,1,2,3,0.3333333333333333,-1,57,0.05263157894736842
2018-01-12,2018-01-12 04:00:00,4,4,weekday,reduced,degraded_period,core_near,0,1,1,0.0,-1,57,0.017543859649122806
2018-01-12,2018-01-12 05:00:00,5,4,weekday,reduced,degraded_period,core_near,0,0,0,,0,57,0.0
2018-01-12,2018-01-12 06:00:00,6,4,weekday,reduced,degraded_period,core_near,1,1,2,0.5,0,57,0.03508771929824561
2018-01-12,2018-01-12 07:00:00,7,4,weekday,reduced,degraded_period,core_near,0,0,0,,0,57,0.0
2018-01-12,2018-01-12 08:00:00,8,4,weekday,reduced,degraded_period,core_near,0,1,1,0.0,-1,57,0.017543859649122806
2018-01-12,2018-01-12 09:00:00,9,4,weekday,reduced,degraded_period,core_near,2,0,2,1.0,2,57,0.03508771929824561
2018-01-12,2018-01-12 10:00:00,10,4,weekday,reduced,degraded_period,core_near,2,2,4,0.5,0,57,0.07017543859649122
2018-01-12,2018-01-12 11:00:00,11,4,weekday,reduced,degraded_period,core_near,0,3,3,0.0,-3,57,0.05263157894736842
2018-01-12,2018-01-12 12:00:00,12,4,weekday,reduced,degraded_period,core_near,0,0,0,,0,57,0.0
2018-01-12,2018-01-12 13:00:00,13,4,weekday,reduced,degraded_period,core_near,2,2,4,0.5,0,57,0.07017543859649122
2018-01-12,2018-01-12 14:00:00,14,4,weekday,reduced,degraded_period,core_near,6,0,6,1.0,6,57,0.10526315789473684
2018-01-12,2018-01-12 15:00:00,15,4,weekday,reduced,degraded_period,core_near,2,6,8,0.25,-4,57,0.14035087719298245
2018-01-12,2018-01-12 16:00:00,16,4,weekday,reduced,degraded_period,core_near,0,1,1,0.0,-1,57,0.017543859649122806
2018-01-12,2018-01-12 17:00:00,17,4,weekday,reduced,degraded_period,core_near,0,2,2,0.0,-2,57,0.03508771929824561
2018-01-12,2018-01-12 18:00:00,18,4,weekday,reduced,degraded_period,core_near,3,0,3,1.0,3,57,0.05263157894736842
2018-01-12,2018-01-12 19:00:00,19,4,weekday,reduced,degraded_period,core_near,0,0,0,,0,57,0.0
2018-01-12,2018-01-12 20:00:00,20,4,weekday,reduced,degraded_period,core_near,0,1,1,0.0,-1,57,0.017543859649122806
2018-01-12,2018-01-12 21:00:00,21,4,weekday,reduced,degraded_period,core_near,1,0,1,1.0,1,57,0.017543859649122806
2018-01-12,2018-01-12 22:00:00,22,4,weekday,reduced,degraded_period,core_near,1,3,4,0.25,-2,57,0.07017543859649122
2018-01-12,2018-01-12 23:00:00,23,4,weekday,reduced,degraded_period,core_near,3,2,5,0.6,1,57,0.08771929824561403
2018-01-13,2018-01-13 00:00:00,0,5,weekend,outage,degraded_period,core_near,0,2,2,0.0,-2,55,0.03636363636363636
2018-01-13,2018-01-13 01:00:00,1,5,weekend,outage,degraded_period,core_near,2,0,2,1.0,2,55,0.03636363636363636
2018-01-13,2018-01-13 02:00:00,2,5,weekend,outage,degraded_period,core_near,1,0,1,1.0,1,55,0.01818181818181818
2018-01-13,2018-01-13 03:00:00,3,5,weekend,outage,degraded_period,core_near,1,0,1,1.0,1,55,0.01818181818181818
2018-01-13,2018-01-13 04:00:00,4,5,weekend,outage,degraded_period,core_near,1,0,1,1.0,1,55,0.01818181818181818
2018-01-13,2018-01-13 05:00:00,5,5,weekend,outage,degraded_period,core_near,0,0,0,,0,55,0.0
2018-01-13,2018-01-13 06:00:00,6,5,weekend,outage,degraded_period,core_near,2,2,4,0.5,0,55,0.07272727272727272
2018-01-13,2018-01-13 07:00:00,7,5,weekend,outage,degraded_period,core_near,0,1,1,0.0,-1,55,0.01818181818181818
2018-01-13,2018-01-13 08:00:00,8,5,weekend,outage,degraded_period,core_near,1,3,4,0.25,-2,55,0.07272727272727272
2018-01-13,2018-01-13 09:00:00,9,5,weekend,outage,degraded_period,core_near,0,0,0,,0,55,0.0
2018-01-13,2018-01-13 10:00:00,10,5,weekend,outage,degraded_period,core_near,3,1,4,0.75,2,55,0.07272727272727272
2018-01-13,2018-01-13 11:00:00,11,5,weekend,outage,degraded_period,core_near,1,3,4,0.25,-2,55,0.07272727272727272
2018-01-13,2018-01-13 12:00:00,12,5,weekend,outage,degraded_period,core_near,2,1,3,0.6666666666666666,1,55,0.05454545454545454
2018-01-13,2018-01-13 13:00:00,13,5,weekend,outage,degraded_period,core_near,0,1,1,0.0,-1,55,0.01818181818181818
2018-01-13,2018-01-13 14:00:00,14,5,weekend,outage,degraded_period,core_near,6,0,6,1.0,6,55,0.10909090909090909
2018-01-13,2018-01-13 15:00:00,15,5,weekend,outage,degraded_period,core_near,0,4,4,0.0,-4,55,0.07272727272727272
2018-01-13,2018-01-13 16:00:00,16,5,weekend,outage,degraded_period,core_near,0,3,3,0.0,-3,55,0.05454545454545454
2018-01-13,2018-01-13 17:00:00,17,5,weekend,outage,degraded_period,core_near,3,1,4,0.75,2,55,0.07272727272727272
2018-01-13,2018-01-13 18:00:00,18,5,weekend,outage,degraded_period,core_near,1,3,4,0.25,-2,55,0.07272727272727272
2018-01-13,2018-01-13 19:00:00,19,5,weekend,outage,degraded_period,core_near,0,0,0,,0,55,0.0
2018-01-13,2018-01-13 20:00:00,20,5,weekend,outage,degraded_period,core_near,0,0,0,,0,55,0.0
2018-01-13,2018-01-13 21:00:00,21,5,weekend,outage,degraded_period,core_near,1,0,1,1.0,1,55,0.01818181818181818
2018-01-13,2018-01-13 22:00:00,22,5,weekend,outage,degraded_period,core_near,2,1,3,0.6666666666666666,1,55,0.05454545454545454
2018-01-13,2018-01-13 23:00:00,23,5,weekend,outage,degraded_period,core_near,0,2,2,0.0,-2,55,0.03636363636363636
2018-01-14,2018-01-14 00:00:00,0,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 01:00:00,1,6,weekend,outage,degraded_period,core_near,0,1,1,0.0,-1,31,0.03225806451612903
2018-01-14,2018-01-14 02:00:00,2,6,weekend,outage,degraded_period,core_near,2,0,2,1.0,2,31,0.06451612903225806
2018-01-14,2018-01-14 03:00:00,3,6,weekend,outage,degraded_period,core_near,0,1,1,0.0,-1,31,0.03225806451612903
2018-01-14,2018-01-14 04:00:00,4,6,weekend,outage,degraded_period,core_near,0,2,2,0.0,-2,31,0.06451612903225806
2018-01-14,2018-01-14 05:00:00,5,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 06:00:00,6,6,weekend,outage,degraded_period,core_near,1,0,1,1.0,1,31,0.03225806451612903
2018-01-14,2018-01-14 07:00:00,7,6,weekend,outage,degraded_period,core_near,6,0,6,1.0,6,31,0.1935483870967742
2018-01-14,2018-01-14 08:00:00,8,6,weekend,outage,degraded_period,core_near,0,2,2,0.0,-2,31,0.06451612903225806
2018-01-14,2018-01-14 09:00:00,9,6,weekend,outage,degraded_period,core_near,0,1,1,0.0,-1,31,0.03225806451612903
2018-01-14,2018-01-14 10:00:00,10,6,weekend,outage,degraded_period,core_near,2,4,6,0.3333333333333333,-2,31,0.1935483870967742
2018-01-14,2018-01-14 11:00:00,11,6,weekend,outage,degraded_period,core_near,4,1,5,0.8,3,31,0.16129032258064516
2018-01-14,2018-01-14 12:00:00,12,6,weekend,outage,degraded_period,core_near,3,1,4,0.75,2,31,0.12903225806451613
2018-01-14,2018-01-14 13:00:00,13,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 14:00:00,14,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 15:00:00,15,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 16:00:00,16,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 17:00:00,17,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 18:00:00,18,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 19:00:00,19,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 20:00:00,20,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 21:00:00,21,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 22:00:00,22,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-14,2018-01-14 23:00:00,23,6,weekend,outage,degraded_period,core_near,0,0,0,,0,31,0.0
2018-01-15,2018-01-15 00:00:00,0,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 01:00:00,1,0,weekday,outage,degraded_period,core_near,1,0,1,1.0,1,56,0.017857142857142856
2018-01-15,2018-01-15 02:00:00,2,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 03:00:00,3,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 04:00:00,4,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 05:00:00,5,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 06:00:00,6,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 07:00:00,7,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 08:00:00,8,0,weekday,outage,degraded_period,core_near,1,0,1,1.0,1,56,0.017857142857142856
2018-01-15,2018-01-15 09:00:00,9,0,weekday,outage,degraded_period,core_near,0,3,3,0.0,-3,56,0.05357142857142857
2018-01-15,2018-01-15 10:00:00,10,0,weekday,outage,degraded_period,core_near,3,1,4,0.75,2,56,0.07142857142857142
2018-01-15,2018-01-15 11:00:00,11,0,weekday,outage,degraded_period,core_near,2,1,3,0.6666666666666666,1,56,0.05357142857142857
2018-01-15,2018-01-15 12:00:00,12,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 13:00:00,13,0,weekday,outage,degraded_period,core_near,2,1,3,0.6666666666666666,1,56,0.05357142857142857
2018-01-15,2018-01-15 14:00:00,14,0,weekday,outage,degraded_period,core_near,4,1,5,0.8,3,56,0.08928571428571429
2018-01-15,2018-01-15 15:00:00,15,0,weekday,outage,degraded_period,core_near,0,5,5,0.0,-5,56,0.08928571428571429
2018-01-15,2018-01-15 16:00:00,16,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 17:00:00,17,0,weekday,outage,degraded_period,core_near,0,0,0,,0,56,0.0
2018-01-15,2018-01-15 18:00:00,18,0,weekday,outage,degraded_period,core_near,6,2,8,0.75,4,56,0.14285714285714285
2018-01-15,2018-01-15 19:00:00,19,0,weekday,outage,degraded_period,core_near,4,3,7,0.5714285714285714,1,56,0.125
2018-01-15,2018-01-15 20:00:00,20,0,weekday,outage,degraded_period,core_near,0,6,6,0.0,-6,56,0.10714285714285714
2018-01-15,2018-01-15 21:00:00,21,0,weekday,outage,degraded_period,core_near,1,2,3,0.3333333333333333,-1,56,0.05357142857142857
2018-01-15,2018-01-15 22:00:00,22,0,weekday,outage,degraded_period,core_near,4,1,5,0.8,3,56,0.08928571428571429
2018-01-15,2018-01-15 23:00:00,23,0,weekday,outage,degraded_period,core_near,0,2,2,0.0,-2,56,0.03571428571428571
2018-01-16,2018-01-16 00:00:00,0,1,weekday,outage,degraded_period,core_near,0,0,0,,0,43,0.0
2018-01-16,2018-01-16 01:00:00,1,1,weekday,outage,degraded_period,core_near,2,0,2,1.0,2,43,0.046511627906976744
2018-01-16,2018-01-16 02:00:00,2,1,weekday,outage,degraded_period,core_near,1,2,3,0.3333333333333333,-1,43,0.06976744186046512
2018-01-16,2018-01-16 03:00:00,3,1,weekday,outage,degraded_period,core_near,1,0,1,1.0,1,43,0.023255813953488372
2018-01-16,2018-01-16 04:00:00,4,1,weekday,outage,degraded_period,core_near,0,2,2,0.0,-2,43,0.046511627906976744
2018-01-16,2018-01-16 05:00:00,5,1,weekday,outage,degraded_period,core_near,0,0,0,,0,43,0.0
2018-01-16,2018-01-16 06:00:00,6,1,weekday,outage,degraded_period,core_near,5,0,5,1.0,5,43,0.11627906976744186
2018-01-16,2018-01-16 07:00:00,7,1,weekday,outage,degraded_period,core_near,0,1,1,0.0,-1,43,0.023255813953488372
2018-01-16,2018-01-16 08:00:00,8,1,weekday,outage,degraded_period,core_near,0,2,2,0.0,-2,43,0.046511627906976744
2018-01-16,2018-01-16 09:00:00,9,1,weekday,outage,degraded_period,core_near,1,1,2,0.5,0,43,0.046511627906976744
2018-01-16,2018-01-16 10:00:00,10,1,weekday,outage,degraded_period,core_near,0,0,0,,0,43,0.0
2018-01-16,2018-01-16 11:00:00,11,1,weekday,outage,degraded_period,core_near,1,0,1,1.0,1,43,0.023255813953488372
2018-01-16,2018-01-16 12:00:00,12,1,weekday,outage,degraded_period,core_near,0,1,1,0.0,-1,43,0.023255813953488372
2018-01-16,2018-01-16 13:00:00,13,1,weekday,outage,degraded_period,core_near,1,2,3,0.3333333333333333,-1,43,0.06976744186046512
2018-01-16,2018-01-16 14:00:00,14,1,weekday,outage,degraded_period,core_near,2,1,3,0.6666666666666666,1,43,0.06976744186046512
2018-01-16,2018-01-16 15:00:00,15,1,weekday,outage,degraded_period,core_near,3,1,4,0.75,2,43,0.09302325581395349
2018-01-16,2018-01-16 16:00:00,16,1,weekday,outage,degraded_period,core_near,1,3,4,0.25,-2,43,0.09302325581395349
2018-01-16,2018-01-16 17:00:00,17,1,weekday,outage,degraded_period,core_near,1,2,3,0.3333333333333333,-1,43,0.06976744186046512
2018-01-16,2018-01-16 18:00:00,18,1,weekday,outage,degraded_period,core_near,4,0,4,1.0,4,43,0.09302325581395349
2018-01-16,2018-01-16 19:00:00,19,1,weekday,outage,degraded_period,core_near,0,2,2,0.0,-2,43,0.046511627906976744
2018-01-16,2018-01-16 20:00:00,20,1,weekday,outage,degraded_period,core_near,0,0,0,,0,43,0.0
2018-01-16,2018-01-16 21:00:00,21,1,weekday,outage,degraded_period,core_near,0,0,0,,0,43,0.0
2018-01-16,2018-01-16 22:00:00,22,1,weekday,outage,degraded_period,core_near,0,0,0,,0,43,0.0
2018-01-16,2018-01-16 23:00:00,23,1,weekday,outage,degraded_period,core_near,0,0,0,,0,43,0.0
2018-01-17,2018-01-17 00:00:00,0,2,weekday,severe,degraded_period,core_near,0,0,0,,0,71,0.0
2018-01-17,2018-01-17 01:00:00,1,2,weekday,severe,degraded_period,core_near,2,0,2,1.0,2,71,0.028169014084507043
2018-01-17,2018-01-17 02:00:00,2,2,weekday,severe,degraded_period,core_near,0,2,2,0.0,-2,71,0.028169014084507043
2018-01-17,2018-01-17 03:00:00,3,2,weekday,severe,degraded_period,core_near,3,0,3,1.0,3,71,0.04225352112676056
2018-01-17,2018-01-17 04:00:00,4,2,weekday,severe,degraded_period,core_near,0,2,2,0.0,-2,71,0.028169014084507043
2018-01-17,2018-01-17 05:00:00,5,2,weekday,severe,degraded_period,core_near,0,0,0,,0,71,0.0
2018-01-17,2018-01-17 06:00:00,6,2,weekday,severe,degraded_period,core_near,2,1,3,0.6666666666666666,1,71,0.04225352112676056
2018-01-17,2018-01-17 07:00:00,7,2,weekday,severe,degraded_period,core_near,1,1,2,0.5,0,71,0.028169014084507043
2018-01-17,2018-01-17 08:00:00,8,2,weekday,severe,degraded_period,core_near,0,0,0,,0,71,0.0
2018-01-17,2018-01-17 09:00:00,9,2,weekday,severe,degraded_period,core_near,3,1,4,0.75,2,71,0.056338028169014086
2018-01-17,2018-01-17 10:00:00,10,2,weekday,severe,degraded_period,core_near,5,1,6,0.8333333333333334,4,71,0.08450704225352113
2018-01-17,2018-01-17 11:00:00,11,2,weekday,severe,degraded_period,core_near,1,4,5,0.2,-3,71,0.07042253521126761
2018-01-17,2018-01-17 12:00:00,12,2,weekday,severe,degraded_period,core_near,0,2,2,0.0,-2,71,0.028169014084507043
2018-01-17,2018-01-17 13:00:00,13,2,weekday,severe,degraded_period,core_near,4,2,6,0.6666666666666666,2,71,0.08450704225352113
2018-01-17,2018-01-17 14:00:00,14,2,weekday,severe,degraded_period,core_near,4,0,4,1.0,4,71,0.056338028169014086
2018-01-17,2018-01-17 15:00:00,15,2,weekday,severe,degraded_period,core_near,0,3,3,0.0,-3,71,0.04225352112676056
2018-01-17,2018-01-17 16:00:00,16,2,weekday,severe,degraded_period,core_near,0,4,4,0.0,-4,71,0.056338028169014086
2018-01-17,2018-01-17 17:00:00,17,2,weekday,severe,degraded_period,core_near,2,3,5,0.4,-1,71,0.07042253521126761
2018-01-17,2018-01-17 18:00:00,18,2,weekday,severe,degraded_period,core_near,4,2,6,0.6666666666666666,2,71,0.08450704225352113
2018-01-17,2018-01-17 19:00:00,19,2,weekday,severe,degraded_period,core_near,3,1,4,0.75,2,71,0.056338028169014086
2018-01-17,2018-01-17 20:00:00,20,2,weekday,severe,degraded_period,core_near,0,1,1,0.0,-1,71,0.014084507042253521
2018-01-17,2018-01-17 21:00:00,21,2,weekday,severe,degraded_period,core_near,0,0,0,,0,71,0.0
2018-01-17,2018-01-17 22:00:00,22,2,weekday,severe,degraded_period,core_near,4,0,4,1.0,4,71,0.056338028169014086
2018-01-17,2018-01-17 23:00:00,23,2,weekday,severe,degraded_period,core_near,0,3,3,0.0,-3,71,0.04225352112676056
2018-01-18,2018-01-18 00:00:00,0,3,weekday,severe,degraded_period,core_near,0,2,2,0.0,-2,63,0.031746031746031744
2018-01-18,2018-01-18 01:00:00,1,3,weekday,severe,degraded_period,core_near,0,0,0,,0,63,0.0
2018-01-18,2018-01-18 02:00:00,2,3,weekday,severe,degraded_period,core_near,4,0,4,1.0,4,63,0.06349206349206349
2018-01-18,2018-01-18 03:00:00,3,3,weekday,severe,degraded_period,core_near,0,3,3,0.0,-3,63,0.047619047619047616
2018-01-18,2018-01-18 04:00:00,4,3,weekday,severe,degraded_period,core_near,0,0,0,,0,63,0.0
2018-01-18,2018-01-18 05:00:00,5,3,weekday,severe,degraded_period,core_near,0,2,2,0.0,-2,63,0.031746031746031744
2018-01-18,2018-01-18 06:00:00,6,3,weekday,severe,degraded_period,core_near,3,0,3,1.0,3,63,0.047619047619047616
2018-01-18,2018-01-18 07:00:00,7,3,weekday,severe,degraded_period,core_near,4,4,8,0.5,0,63,0.12698412698412698
2018-01-18,2018-01-18 08:00:00,8,3,weekday,severe,degraded_period,core_near,2,4,6,0.3333333333333333,-2,63,0.09523809523809523
2018-01-18,2018-01-18 09:00:00,9,3,weekday,severe,degraded_period,core_near,0,2,2,0.0,-2,63,0.031746031746031744
2018-01-18,2018-01-18 10:00:00,10,3,weekday,severe,degraded_period,core_near,1,0,1,1.0,1,63,0.015873015873015872
2018-01-18,2018-01-18 11:00:00,11,3,weekday,severe,degraded_period,core_near,4,1,5,0.8,3,63,0.07936507936507936
2018-01-18,2018-01-18 12:00:00,12,3,weekday,severe,degraded_period,core_near,0,2,2,0.0,-2,63,0.031746031746031744
2018-01-18,2018-01-18 13:00:00,13,3,weekday,severe,degraded_period,core_near,0,0,0,,0,63,0.0
2018-01-18,2018-01-18 14:00:00,14,3,weekday,severe,degraded_period,core_near,3,1,4,0.75,2,63,0.06349206349206349
2018-01-18,2018-01-18 15:00:00,15,3,weekday,severe,degraded_period,core_near,1,0,1,1.0,1,63,0.015873015873015872
2018-01-18,2018-01-18 16:00:00,16,3,weekday,severe,degraded_period,core_near,0,1,1,0.0,-1,63,0.015873015873015872
2018-01-18,2018-01-18 17:00:00,17,3,weekday,severe,degraded_period,core_near,0,1,1,0.0,-1,63,0.015873015873015872
2018-01-18,2018-01-18 18:00:00,18,3,weekday,severe,degraded_period,core_near,0,3,3,0.0,-3,63,0.047619047619047616
2018-01-18,2018-01-18 19:00:00,19,3,weekday,severe,degraded_period,core_near,3,2,5,0.6,1,63,0.07936507936507936
2018-01-18,2018-01-18 20:00:00,20,3,weekday,severe,degraded_period,core_near,0,0,0,,0,63,0.0
2018-01-18,2018-01-18 21:00:00,21,3,weekday,severe,degraded_period,core_near,0,0,0,,0,63,0.0
2018-01-18,2018-01-18 22:00:00,22,3,weekday,severe,degraded_period,core_near,4,0,4,1.0,4,63,0.06349206349206349
2018-01-18,2018-01-18 23:00:00,23,3,weekday,severe,degraded_period,core_near,3,3,6,0.5,0,63,0.09523809523809523
2018-01-19,2018-01-19 00:00:00,0,4,weekday,normal,post_recovery,core_near,0,1,1,0.0,-1,39,0.02564102564102564
2018-01-19,2018-01-19 01:00:00,1,4,weekday,normal,post_recovery,core_near,0,0,0,,0,39,0.0
2018-01-19,2018-01-19 02:00:00,2,4,weekday,normal,post_recovery,core_near,0,0,0,,0,39,0.0
2018-01-19,2018-01-19 03:00:00,3,4,weekday,normal,post_recovery,core_near,0,0,0,,0,39,0.0
2018-01-19,2018-01-19 04:00:00,4,4,weekday,normal,post_recovery,core_near,0,0,0,,0,39,0.0
2018-01-19,2018-01-19 05:00:00,5,4,weekday,normal,post_recovery,core_near,0,0,0,,0,39,0.0
2018-01-19,2018-01-19 06:00:00,6,4,weekday,normal,post_recovery,core_near,2,0,2,1.0,2,39,0.05128205128205128
2018-01-19,2018-01-19 07:00:00,7,4,weekday,normal,post_recovery,core_near,2,2,4,0.5,0,39,0.10256410256410256
2018-01-19,2018-01-19 08:00:00,8,4,weekday,normal,post_recovery,core_near,0,1,1,0.0,-1,39,0.02564102564102564
