pair,n_weekday,n_weekend,weekday_mean_X,weekend_mean_X,weekday_mean_r,weekend_mean_r,weekday_mean_T,weekend_mean_T
core_near,13,4,2.189710610932476,2.0833333333333335,0.46923930589184826,0.4758771929824561,52.38461538461539,50.0
near_outer,13,4,0.6881028938906752,0.9166666666666666,0.480324074074074,0.42934782608695654,16.46153846153846,22.0
core_outer,13,4,0.41479099678456594,0.3854166666666667,0.5381944444444444,0.5535714285714286,9.923076923076923,9.25
