date,hour,region,quality,N_ge1,N_ge2,N_ge3,N_ge4,N_ge5,N_ge6,N_eq1,N_eq2,N_eq3,N_eq4,active_rows,active_mmsi
2018-01-02,17,outer,normal,5,5,4,4,4,4,0,1,0,0,638,5
2018-01-02,18,core,normal,10,10,10,10,10,10,0,0,0,0,1217,10
2018-01-02,18,near,normal,4,4,4,4,4,4,0,0,0,0,467,4
2018-01-02,18,outer,normal,3,3,3,3,3,3,0,0,0,0,306,3
2018-01-02,19,core,normal,16,16,16,16,16,16,0,0,0,0,1591,16
2018-01-02,19,near,normal,7,7,7,7,7,7,0,0,0,0,575,7
2018-01-02,19,outer,normal,1,1,1,1,1,1,0,0,0,0,328,1
2018-01-02,20,core,normal,8,8,8,8,8,8,0,0,0,0,614,8
2018-01-02,20,near,normal,4,4,3,3,3,3,0,1,0,0,64,4
2018-01-02,20,outer,normal,2,2,2,2,2,2,0,0,0,0,228,2
2018-01-02,21,core,normal,4,4,4,4,4,4,0,0,0,0,445,4
2018-01-02,21,near,normal,4,4,4,4,4,4,0,0,0,0,277,4
2018-01-02,21,outer,normal,2,2,2,2,2,2,0,0,0,0,61,2
2018-01-02,22,core,normal,8,8,8,8,7,7,0,0,0,1,804,8
2018-01-02,22,near,normal,5,4,4,4,4,4,1,0,0,0,197,5
2018-01-02,22,outer,normal,1,0,0,0,0,0,1,0,0,0,1,1
2018-01-02,23,core,normal,7,6,6,6,6,6,1,0,0,0,301,7
2018-01-02,23,near,normal,4,4,3,3,3,3,0,1,0,0,317,4
2018-01-02,23,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-03,0,core,normal,1,1,1,1,1,1,0,0,0,0,63,1
2018-01-03,0,near,normal,2,2,2,2,2,2,0,0,0,0,81,2
2018-01-03,0,outer,normal,2,2,2,2,2,2,0,0,0,0,510,2
2018-01-03,1,core,normal,4,4,4,4,4,4,0,0,0,0,862,4
2018-01-03,1,near,normal,1,1,1,1,1,0,0,0,0,0,5,1
2018-01-03,1,outer,normal,2,2,2,2,2,2,0,0,0,0,256,2
2018-01-03,2,core,normal,6,6,6,6,6,6,0,0,0,0,449,6
