date,hour,region,quality,N_ge1,N_ge2,N_ge3,N_ge4,N_ge5,N_ge6,N_eq1,N_eq2,N_eq3,N_eq4,active_rows,active_mmsi
2018-01-05,21,outer,normal,3,3,3,3,3,3,0,0,0,0,557,3
2018-01-05,22,core,normal,7,7,7,7,7,7,0,0,0,0,1080,7
2018-01-05,22,near,normal,1,1,1,1,1,1,0,0,0,0,93,1
2018-01-05,22,outer,normal,1,1,1,1,1,1,0,0,0,0,10,1
2018-01-05,23,core,normal,3,3,3,3,3,3,0,0,0,0,335,3
2018-01-05,23,near,normal,3,3,3,3,3,3,0,0,0,0,402,3
2018-01-05,23,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-06,0,core,normal,2,2,2,2,2,2,0,0,0,0,146,2
2018-01-06,0,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-06,0,outer,normal,1,1,1,1,1,1,0,0,0,0,91,1
2018-01-06,1,core,normal,2,2,2,2,2,2,0,0,0,0,128,2
2018-01-06,1,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-06,1,outer,normal,1,1,1,1,1,1,0,0,0,0,180,1
2018-01-06,2,core,normal,8,8,8,8,8,8,0,0,0,0,642,8
2018-01-06,2,near,normal,4,3,3,3,3,3,1,0,0,0,523,4
2018-01-06,2,outer,normal,1,0,0,0,0,0,1,0,0,0,1,1
2018-01-06,3,core,normal,12,12,12,12,12,12,0,0,0,0,974,12
2018-01-06,3,near,normal,6,6,6,6,6,6,0,0,0,0,533,6
2018-01-06,3,outer,normal,1,1,1,1,1,1,0,0,0,0,55,1
2018-01-06,4,core,normal,5,5,5,5,5,5,0,0,0,0,347,5
2018-01-06,4,near,normal,1,1,1,1,1,1,0,0,0,0,32,1
2018-01-06,4,outer,normal,2,2,2,2,2,2,0,0,0,0,154,2
2018-01-06,5,core,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-06,5,near,normal,1,1,1,1,1,1,0,0,0,0,97,1
2018-01-06,5,outer,normal,2,2,2,2,2,2,0,0,0,0,314,2
2018-01-06,6,core,normal,11,11,11,11,11,11,0,0,0,0,1346,11
2018-01-06,6,near,normal,3,3,3,3,3,3,0,0,0,0,299,3
2018-01-06,6,outer,normal,1,1,1,1,1,1,0,0,0,0,101,1
2018-01-06,7,core,normal,11,11,11,11,11,11,0,0,0,0,839,11
2018-01-06,7,near,normal,8,8,8,8,8,8,0,0,0,0,750,8
2018-01-06,7,outer,normal,4,4,4,4,4,4,0,0,0,0,716,4
2018-01-06,8,core,normal,6,6,6,6,6,6,0,0,0,0,241,6
2018-01-06,8,near,normal,9,8,8,7,7,7,1,0,1,0,465,9
2018-01-06,8,outer,normal,5,3,3,3,3,3,2,0,0,0,238,5
2018-01-06,9,core,normal,3,3,2,2,2,2,0,1,0,0,101,3
2018-01-06,9,near,normal,8,7,7,7,7,7,1,0,0,0,210,8
2018-01-06,9,outer,normal,5,4,4,4,4,4,1,0,0,0,887,5
2018-01-06,10,core,normal,6,6,6,6,6,6,0,0,0,0,1173,6
2018-01-06,10,near,normal,8,8,8,8,8,8,0,0,0,0,698,8
2018-01-06,10,outer,normal,6,4,4,4,4,4,2,0,0,0,445,6
2018-01-06,11,core,normal,7,6,6,6,6,6,1,0,0,0,306,7
2018-01-06,11,near,normal,14,14,14,14,13,13,0,0,0,1,869,14
2018-01-06,11,outer,normal,2,2,2,2,2,2,0,0,0,0,176,2
2018-01-06,12,core,normal,3,3,3,3,3,3,0,0,0,0,185,3
2018-01-06,12,near,normal,7,7,7,7,7,7,0,0,0,0,392,7
2018-01-06,12,outer,normal,8,7,7,6,6,6,1,0,1,0,1197,8
2018-01-06,13,core,normal,4,4,4,4,4,4,0,0,0,0,389,4
2018-01-06,13,near,normal,4,4,4,4,4,4,0,0,0,0,128,4
2018-01-06,13,outer,normal,3,2,2,2,2,2,1,0,0,0,333,3
2018-01-06,14,core,normal,6,6,6,6,6,6,0,0,0,0,703,6
2018-01-06,14,near,normal,7,6,6,6,6,6,1,0,0,0,343,7
2018-01-06,14,outer,normal,2,2,2,2,2,2,0,0,0,0,147,2
2018-01-06,15,core,normal,8,8,7,7,7,7,0,1,0,0,496,8
2018-01-06,15,near,normal,7,7,7,6,6,6,0,0,1,0,423,7
2018-01-06,15,outer,normal,2,1,1,1,1,1,1,0,0,0,39,2
2018-01-06,16,core,normal,4,4,4,4,4,4,0,0,0,0,122,4
2018-01-06,16,near,normal,2,2,2,2,2,2,0,0,0,0,59,2
2018-01-06,16,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-06,17,core,normal,3,3,3,3,3,3,0,0,0,0,278,3
2018-01-06,17,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-06,17,outer,normal,1,1,1,1,1,1,0,0,0,0,15,1
2018-01-06,18,core,normal,9,9,8,8,8,8,0,1,0,0,869,9
2018-01-06,18,near,normal,9,9,8,8,8,7,0,1,0,0,436,9
2018-01-06,18,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-06,19,core,normal,11,11,11,11,11,11,0,0,0,0,603,11
2018-01-06,19,near,normal,5,4,4,4,4,4,1,0,0,0,624,5
2018-01-06,19,outer,normal,1,1,1,1,1,1,0,0,0,0,30,1
2018-01-06,20,core,normal,4,4,4,4,4,4,0,0,0,0,343,4
2018-01-06,20,near,normal,5,5,5,5,5,5,0,0,0,0,225,5
2018-01-06,20,outer,normal,2,2,2,2,2,2,0,0,0,0,178,2
2018-01-06,21,core,normal,6,6,5,5,5,5,0,1,0,0,539,6
2018-01-06,21,near,normal,2,2,2,2,2,2,0,0,0,0,215,2
2018-01-06,21,outer,normal,2,2,2,2,2,2,0,0,0,0,29,2
2018-01-06,22,core,normal,6,6,6,5,5,5,0,0,1,0,362,6
2018-01-06,22,near,normal,2,2,2,2,2,2,0,0,0,0,191,2
2018-01-06,22,outer,normal,1,1,1,1,1,1,0,0,0,0,117,1
2018-01-06,23,core,normal,16,16,16,16,16,16,0,0,0,0,1692,16
2018-01-06,23,near,normal,7,5,5,5,5,5,2,0,0,0,455,7
2018-01-06,23,outer,normal,2,1,1,1,1,1,1,0,0,0,18,2
2018-01-07,0,core,normal,12,12,12,12,12,12,0,0,0,0,671,12
2018-01-07,0,near,normal,2,2,2,2,2,2,0,0,0,0,42,2
2018-01-07,0,outer,normal,5,5,5,5,5,5,0,0,0,0,466,5
2018-01-07,1,core,normal,1,1,1,1,1,1,0,0,0,0,51,1
2018-01-07,1,near,normal,1,1,1,1,1,1,0,0,0,0,6,1
2018-01-07,1,outer,normal,4,4,4,4,4,4,0,0,0,0,283,4
2018-01-07,2,core,normal,12,12,12,12,12,12,0,0,0,0,824,12
2018-01-07,2,near,normal,3,2,2,2,2,2,1,0,0,0,21,3
2018-01-07,2,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-07,3,core,normal,14,13,13,13,13,13,1,0,0,0,488,14
2018-01-07,3,near,normal,10,10,10,10,10,9,0,0,0,0,446,10
2018-01-07,3,outer,normal,2,0,0,0,0,0,2,0,0,0,2,2
2018-01-07,4,core,normal,8,8,8,7,7,7,0,0,1,0,480,8
2018-01-07,4,near,normal,8,8,8,8,7,6,0,0,0,1,133,8
2018-01-07,4,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-07,5,core,normal,3,3,3,3,3,3,0,0,0,0,354,3
2018-01-07,5,near,normal,1,1,1,1,1,1,0,0,0,0,81,1
2018-01-07,5,outer,normal,1,1,1,1,0,0,0,0,0,1,4,1
2018-01-07,6,core,normal,9,9,9,9,9,9,0,0,0,0,1453,9
2018-01-07,6,near,normal,4,4,4,4,4,4,0,0,0,0,339,4
2018-01-07,6,outer,normal,1,1,1,0,0,0,0,0,1,0,3,1
2018-01-07,7,core,normal,11,11,11,11,11,11,0,0,0,0,539,11
2018-01-07,7,near,normal,2,2,2,2,2,2,0,0,0,0,141,2
2018-01-07,7,outer,normal,1,1,1,1,1,1,0,0,0,0,109,1
2018-01-07,8,core,normal,9,9,9,9,9,9,0,0,0,0,407,9
2018-01-07,8,near,normal,5,4,4,3,3,3,1,0,1,0,346,5
2018-01-07,8,outer,normal,4,2,2,2,2,2,2,0,0,0,234,4
2018-01-07,9,core,normal,6,6,6,5,5,5,0,0,1,0,430,6
2018-01-07,9,near,normal,7,7,7,6,6,6,0,0,1,0,323,7
2018-01-07,9,outer,normal,4,4,3,2,2,2,0,1,1,0,136,4
2018-01-07,10,core,normal,11,11,11,11,11,11,0,0,0,0,844,11
2018-01-07,10,near,normal,3,3,3,3,3,3,0,0,0,0,222,3
2018-01-07,10,outer,normal,4,4,4,3,3,2,0,0,1,0,306,4
2018-01-07,11,core,normal,13,10,10,10,10,10,3,0,0,0,527,13
2018-01-07,11,near,normal,3,3,3,3,2,2,0,0,0,1,86,3
2018-01-07,11,outer,normal,5,4,3,3,2,2,1,1,0,1,58,5
2018-01-07,12,core,normal,13,12,12,12,12,12,1,0,0,0,565,13
2018-01-07,12,near,normal,11,10,9,9,9,9,1,1,0,0,677,11
2018-01-07,12,outer,normal,3,3,2,2,2,2,0,1,0,0,364,3
2018-01-07,13,core,normal,11,11,11,10,10,10,0,0,1,0,465,11
2018-01-07,13,near,normal,12,10,9,9,9,9,2,1,0,0,583,12
2018-01-07,13,outer,normal,6,6,4,4,4,4,0,2,0,0,558,6
2018-01-07,14,core,normal,6,6,6,5,5,5,0,0,1,0,235,6
2018-01-07,14,near,normal,4,4,4,3,2,2,0,0,1,1,98,4
2018-01-07,14,outer,normal,5,5,5,4,4,4,0,0,1,0,711,5
2018-01-07,15,core,normal,5,5,4,4,4,4,0,1,0,0,405,5
2018-01-07,15,near,normal,2,1,1,1,1,1,1,0,0,0,23,2
2018-01-07,15,outer,normal,4,3,3,3,2,2,1,0,0,1,96,4
2018-01-07,16,core,normal,13,13,13,12,12,12,0,0,1,0,609,13
2018-01-07,16,near,normal,8,8,8,8,8,6,0,0,0,0,199,8
2018-01-07,16,outer,normal,4,4,3,3,3,3,0,1,0,0,345,4
2018-01-07,17,core,normal,7,7,7,7,7,7,0,0,0,0,542,7
2018-01-07,17,near,normal,7,7,7,7,7,7,0,0,0,0,631,7
2018-01-07,17,outer,normal,2,2,2,2,2,2,0,0,0,0,137,2
2018-01-07,18,core,normal,9,9,8,8,8,8,0,1,0,0,656,9
2018-01-07,18,near,normal,5,5,5,5,3,3,0,0,0,2,87,5
2018-01-07,18,outer,normal,1,1,1,1,1,1,0,0,0,0,14,1
2018-01-07,19,core,normal,12,12,12,12,12,12,0,0,0,0,399,12
2018-01-07,19,near,normal,7,7,7,7,7,7,0,0,0,0,234,7
2018-01-07,19,outer,normal,1,1,1,1,1,1,0,0,0,0,34,1
2018-01-07,20,core,normal,6,6,6,6,6,6,0,0,0,0,747,6
2018-01-07,20,near,normal,3,3,3,3,3,3,0,0,0,0,169,3
2018-01-07,20,outer,normal,2,2,2,2,2,2,0,0,0,0,180,2
2018-01-07,21,core,normal,5,5,5,5,5,5,0,0,0,0,309,5
2018-01-07,21,near,normal,3,3,3,3,3,3,0,0,0,0,89,3
2018-01-07,21,outer,normal,1,1,1,1,1,1,0,0,0,0,146,1
2018-01-07,22,core,normal,7,7,7,7,7,7,0,0,0,0,374,7
2018-01-07,22,near,normal,4,4,4,4,4,4,0,0,0,0,173,4
2018-01-07,22,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-07,23,core,normal,6,6,6,6,5,5,0,0,0,1,238,6
2018-01-07,23,near,normal,6,6,6,6,6,6,0,0,0,0,199,6
2018-01-07,23,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,0,core,normal,3,3,2,2,1,1,0,1,0,1,24,3
2018-01-08,0,near,normal,2,2,2,2,2,1,0,0,0,0,15,2
2018-01-08,0,outer,normal,1,1,1,1,1,1,0,0,0,0,42,1
2018-01-08,1,core,normal,2,2,2,2,2,2,0,0,0,0,340,2
2018-01-08,1,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,1,outer,normal,1,1,1,1,1,1,0,0,0,0,40,1
2018-01-08,2,core,normal,6,6,6,6,6,6,0,0,0,0,331,6
2018-01-08,2,near,normal,4,4,4,4,4,4,0,0,0,0,126,4
2018-01-08,2,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,3,core,normal,9,9,9,9,8,8,0,0,0,1,496,9
2018-01-08,3,near,normal,6,6,6,6,6,6,0,0,0,0,322,6
2018-01-08,3,outer,normal,3,2,2,2,2,2,1,0,0,0,345,3
2018-01-08,4,core,normal,5,5,4,4,4,4,0,1,0,0,280,5
2018-01-08,4,near,normal,2,2,2,2,2,2,0,0,0,0,204,2
2018-01-08,4,outer,normal,2,2,2,2,2,2,0,0,0,0,444,2
2018-01-08,5,core,normal,3,3,3,3,3,3,0,0,0,0,92,3
2018-01-08,5,near,normal,4,4,4,4,4,4,0,0,0,0,472,4
2018-01-08,5,outer,normal,1,1,1,1,1,1,0,0,0,0,148,1
2018-01-08,6,core,normal,8,8,8,8,8,8,0,0,0,0,626,8
2018-01-08,6,near,normal,3,3,3,3,3,3,0,0,0,0,333,3
2018-01-08,6,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,7,core,normal,15,15,15,15,15,15,0,0,0,0,1886,15
2018-01-08,7,near,normal,6,6,6,6,6,6,0,0,0,0,268,6
2018-01-08,7,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,8,core,normal,10,10,9,8,8,8,0,1,1,0,337,10
2018-01-08,8,near,normal,6,5,4,4,4,4,1,1,0,0,147,6
2018-01-08,8,outer,normal,2,2,2,2,2,2,0,0,0,0,64,2
2018-01-08,9,core,normal,3,3,3,3,3,3,0,0,0,0,147,3
2018-01-08,9,near,normal,4,4,4,4,3,2,0,0,0,1,71,4
2018-01-08,9,outer,normal,4,4,4,4,4,4,0,0,0,0,364,4
2018-01-08,10,core,normal,9,8,8,8,8,8,1,0,0,0,584,9
2018-01-08,10,near,normal,10,8,7,7,7,7,2,1,0,0,362,10
2018-01-08,10,outer,normal,3,3,3,3,3,3,0,0,0,0,286,3
2018-01-08,11,core,normal,14,14,14,14,14,14,0,0,0,0,850,14
2018-01-08,11,near,normal,11,10,10,10,10,10,1,0,0,0,404,11
2018-01-08,11,outer,normal,3,1,1,1,1,1,2,0,0,0,38,3
2018-01-08,12,core,normal,9,9,8,7,7,7,0,1,1,0,268,9
2018-01-08,12,near,normal,4,2,2,2,2,2,2,0,0,0,161,4
2018-01-08,12,outer,normal,4,4,4,4,4,4,0,0,0,0,375,4
2018-01-08,13,core,normal,2,2,2,1,0,0,0,0,1,1,7,2
2018-01-08,13,near,normal,4,3,3,2,2,2,1,0,1,0,97,4
2018-01-08,13,outer,normal,5,5,5,5,5,5,0,0,0,0,466,5
2018-01-08,14,core,normal,10,9,9,9,9,9,1,0,0,0,941,10
2018-01-08,14,near,normal,6,6,6,6,6,6,0,0,0,0,292,6
2018-01-08,14,outer,normal,6,4,4,3,3,3,2,0,1,0,377,6
2018-01-08,15,core,normal,12,12,12,12,12,12,0,0,0,0,1389,12
2018-01-08,15,near,normal,10,9,8,7,7,7,1,1,1,0,422,10
2018-01-08,15,outer,normal,1,0,0,0,0,0,1,0,0,0,1,1
2018-01-08,16,core,normal,10,9,9,9,9,9,1,0,0,0,674,10
2018-01-08,16,near,normal,6,6,6,6,6,6,0,0,0,0,395,6
2018-01-08,16,outer,normal,2,1,1,1,1,1,1,0,0,0,31,2
2018-01-08,17,core,normal,5,5,5,4,4,4,0,0,1,0,322,5
2018-01-08,17,near,normal,3,2,2,2,2,2,1,0,0,0,185,3
2018-01-08,17,outer,normal,3,2,2,2,2,2,1,0,0,0,489,3
2018-01-08,18,core,normal,2,2,2,1,1,1,0,0,1,0,20,2
2018-01-08,18,near,normal,1,0,0,0,0,0,1,0,0,0,1,1
2018-01-08,18,outer,normal,3,3,2,2,2,2,0,1,0,0,62,3
2018-01-08,19,core,normal,9,9,9,9,9,9,0,0,0,0,1029,9
2018-01-08,19,near,normal,4,4,4,4,4,4,0,0,0,0,281,4
2018-01-08,19,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,20,core,normal,11,11,11,11,11,11,0,0,0,0,731,11
2018-01-08,20,near,normal,7,7,7,7,7,7,0,0,0,0,816,7
2018-01-08,20,outer,normal,1,1,1,1,1,1,0,0,0,0,48,1
2018-01-08,21,core,normal,4,4,4,4,4,4,0,0,0,0,188,4
2018-01-08,21,near,normal,4,4,4,4,4,4,0,0,0,0,172,4
2018-01-08,21,outer,normal,2,1,1,1,1,1,1,0,0,0,300,2
2018-01-08,22,core,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,22,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-08,22,outer,normal,1,1,1,1,1,1,0,0,0,0,199,1
2018-01-08,23,core,normal,10,10,10,10,10,10,0,0,0,0,617,10
2018-01-08,23,near,normal,6,6,6,6,6,6,0,0,0,0,262,6
2018-01-08,23,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,0,core,normal,10,10,10,10,10,10,0,0,0,0,864,10
2018-01-09,0,near,normal,8,8,8,8,8,8,0,0,0,0,270,8
2018-01-09,0,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,1,core,normal,10,10,10,10,10,10,0,0,0,0,813,10
2018-01-09,1,near,normal,8,8,7,7,7,7,0,1,0,0,476,8
2018-01-09,1,outer,normal,1,1,1,1,1,1,0,0,0,0,132,1
2018-01-09,2,core,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,2,near,normal,3,3,3,3,3,3,0,0,0,0,344,3
2018-01-09,2,outer,normal,4,4,4,4,4,4,0,0,0,0,570,4
2018-01-09,3,core,normal,6,6,5,5,5,5,0,1,0,0,436,6
2018-01-09,3,near,normal,3,3,3,3,3,3,0,0,0,0,254,3
2018-01-09,3,outer,normal,3,3,3,3,3,3,0,0,0,0,111,3
2018-01-09,4,core,normal,15,15,13,13,13,13,0,2,0,0,1091,15
2018-01-09,4,near,normal,8,6,2,2,2,2,2,4,0,0,228,8
2018-01-09,4,outer,normal,1,1,1,1,1,1,0,0,0,0,148,1
2018-01-09,5,core,normal,11,7,3,0,0,0,4,4,3,0,21,11
2018-01-09,5,near,normal,7,6,2,1,0,0,1,4,1,1,16,7
2018-01-09,5,outer,normal,1,1,1,0,0,0,0,0,1,0,3,1
2018-01-09,6,core,normal,5,3,2,0,0,0,2,1,2,0,10,5
2018-01-09,6,near,normal,2,1,1,1,0,0,1,0,0,1,5,2
2018-01-09,6,outer,normal,1,1,1,1,1,1,0,0,0,0,12,1
2018-01-09,7,core,normal,1,1,0,0,0,0,0,1,0,0,2,1
2018-01-09,7,near,normal,4,3,2,2,1,1,1,1,0,1,15,4
2018-01-09,7,outer,normal,6,4,3,3,3,2,2,1,0,0,23,6
2018-01-09,8,core,normal,9,5,4,2,1,0,4,1,2,1,21,9
2018-01-09,8,near,normal,12,9,5,4,4,2,3,4,1,0,42,12
2018-01-09,8,outer,normal,5,3,3,2,1,0,2,0,1,1,14,5
2018-01-09,9,core,normal,9,8,7,7,6,6,1,1,0,1,440,9
2018-01-09,9,near,normal,6,5,5,4,3,3,1,0,1,1,63,6
2018-01-09,9,outer,normal,6,5,5,5,5,5,1,0,0,0,392,6
2018-01-09,10,core,normal,10,10,10,10,10,10,0,0,0,0,502,10
2018-01-09,10,near,normal,6,6,6,6,5,5,0,0,0,1,195,6
2018-01-09,10,outer,normal,3,3,3,2,2,2,0,0,1,0,196,3
2018-01-09,11,core,normal,11,11,11,11,10,9,0,0,0,1,668,11
2018-01-09,11,near,normal,9,8,7,7,6,5,1,1,0,1,161,9
2018-01-09,11,outer,normal,2,2,1,1,1,1,0,1,0,0,111,2
2018-01-09,12,core,normal,12,12,12,12,12,11,0,0,0,0,464,12
2018-01-09,12,near,normal,9,9,9,9,8,8,0,0,0,1,414,9
2018-01-09,12,outer,normal,3,2,2,2,2,2,1,0,0,0,87,3
2018-01-09,13,core,normal,4,4,4,4,4,4,0,0,0,0,116,4
2018-01-09,13,near,normal,2,2,2,2,2,1,0,0,0,0,67,2
2018-01-09,13,outer,normal,3,3,2,2,2,2,0,1,0,0,55,3
2018-01-09,14,core,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,14,near,normal,1,0,0,0,0,0,1,0,0,0,1,1
2018-01-09,14,outer,normal,1,1,1,1,1,1,0,0,0,0,21,1
2018-01-09,15,core,normal,11,11,11,11,11,11,0,0,0,0,447,11
2018-01-09,15,near,normal,7,7,7,7,7,6,0,0,0,0,372,7
2018-01-09,15,outer,normal,1,1,1,1,1,1,0,0,0,0,15,1
2018-01-09,16,core,normal,3,3,3,3,3,3,0,0,0,0,50,3
2018-01-09,16,near,normal,4,4,3,3,3,3,0,1,0,0,173,4
2018-01-09,16,outer,normal,3,3,3,3,3,3,0,0,0,0,597,3
2018-01-09,17,core,normal,3,3,3,3,3,3,0,0,0,0,107,3
2018-01-09,17,near,normal,1,1,1,1,1,1,0,0,0,0,11,1
2018-01-09,17,outer,normal,3,3,3,3,3,3,0,0,0,0,436,3
2018-01-09,18,core,normal,9,9,9,9,8,8,0,0,0,1,887,9
2018-01-09,18,near,normal,7,7,7,7,7,7,0,0,0,0,576,7
2018-01-09,18,outer,normal,3,2,2,2,2,2,1,0,0,0,656,3
2018-01-09,19,core,normal,10,10,10,10,9,8,0,0,0,1,411,10
2018-01-09,19,near,normal,9,9,9,9,9,9,0,0,0,0,575,9
2018-01-09,19,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,20,core,normal,13,13,12,12,12,12,0,1,0,0,396,13
2018-01-09,20,near,normal,11,11,10,10,10,10,0,1,0,0,381,11
2018-01-09,20,outer,normal,1,1,1,1,1,1,0,0,0,0,121,1
2018-01-09,21,core,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,21,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,21,outer,normal,2,2,2,2,2,2,0,0,0,0,300,2
2018-01-09,22,core,normal,1,1,1,1,1,0,0,0,0,0,5,1
2018-01-09,22,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,22,outer,normal,1,1,1,1,1,1,0,0,0,0,204,1
2018-01-09,23,core,normal,6,6,6,6,6,6,0,0,0,0,352,6
2018-01-09,23,near,normal,6,6,6,6,6,6,0,0,0,0,231,6
2018-01-09,23,outer,normal,1,1,1,1,1,1,0,0,0,0,200,1
2018-01-10,0,core,normal,7,7,7,7,7,7,0,0,0,0,225,7
2018-01-10,0,near,normal,1,1,1,1,1,1,0,0,0,0,16,1
2018-01-10,0,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,1,core,normal,1,1,1,1,1,1,0,0,0,0,8,1
2018-01-10,1,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,1,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,2,core,normal,6,6,6,6,6,6,0,0,0,0,256,6
2018-01-10,2,near,normal,2,2,2,2,2,2,0,0,0,0,51,2
2018-01-10,2,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,3,core,normal,12,11,9,9,9,9,1,2,0,0,834,12
2018-01-10,3,near,normal,8,5,4,4,4,4,3,1,0,0,54,8
2018-01-10,3,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,4,core,normal,12,9,7,3,2,1,3,2,4,1,34,12
2018-01-10,4,near,normal,6,3,2,2,0,0,3,1,0,2,13,6
2018-01-10,4,outer,normal,2,1,1,1,1,1,1,0,0,0,12,2
2018-01-10,5,core,normal,1,1,0,0,0,0,0,1,0,0,2,1
2018-01-10,5,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,5,outer,normal,2,2,2,2,2,2,0,0,0,0,21,2
2018-01-10,6,core,normal,2,1,1,1,0,0,1,0,0,1,5,2
2018-01-10,6,near,normal,4,4,0,0,0,0,0,4,0,0,8,4
2018-01-10,6,outer,normal,2,2,2,1,1,1,0,0,1,0,9,2
2018-01-10,7,core,normal,7,4,3,2,1,1,3,1,1,1,18,7
2018-01-10,7,near,normal,11,6,4,3,2,2,5,2,1,1,28,11
2018-01-10,7,outer,normal,4,3,3,3,3,3,1,0,0,0,24,4
2018-01-10,8,core,normal,6,3,1,1,1,0,3,2,0,0,12,6
2018-01-10,8,near,normal,14,12,8,7,6,6,2,4,1,1,74,14
2018-01-10,8,outer,normal,2,2,1,1,1,1,0,1,0,0,11,2
2018-01-10,9,core,normal,5,4,2,2,1,0,1,2,0,1,14,5
2018-01-10,9,near,normal,9,5,3,3,3,3,4,2,0,0,132,9
2018-01-10,9,outer,normal,2,1,1,1,1,1,1,0,0,0,22,2
2018-01-10,10,core,normal,7,7,7,6,5,5,0,0,1,1,139,7
2018-01-10,10,near,normal,6,6,6,5,5,5,0,0,1,0,153,6
2018-01-10,10,outer,normal,2,1,1,1,1,1,1,0,0,0,22,2
2018-01-10,11,core,normal,7,7,7,7,7,7,0,0,0,0,470,7
2018-01-10,11,near,normal,6,6,6,6,6,6,0,0,0,0,408,6
2018-01-10,11,outer,normal,3,2,2,2,2,2,1,0,0,0,58,3
2018-01-10,12,core,normal,11,11,11,11,11,11,0,0,0,0,836,11
2018-01-10,12,near,normal,7,7,7,7,7,6,0,0,0,0,471,7
2018-01-10,12,outer,normal,2,2,1,1,1,1,0,1,0,0,99,2
2018-01-10,13,core,normal,10,10,10,10,10,10,0,0,0,0,268,10
2018-01-10,13,near,normal,7,6,5,5,5,5,1,1,0,0,249,7
2018-01-10,13,outer,normal,3,1,1,1,1,1,2,0,0,0,133,3
2018-01-10,14,core,normal,5,5,4,4,4,4,0,1,0,0,262,5
2018-01-10,14,near,normal,3,3,2,2,2,2,0,1,0,0,69,3
2018-01-10,14,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,15,core,normal,9,9,9,9,9,8,0,0,0,0,440,9
2018-01-10,15,near,normal,5,5,5,5,4,3,0,0,0,1,150,5
2018-01-10,15,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,16,core,normal,7,7,4,4,4,4,0,3,0,0,49,7
2018-01-10,16,near,normal,6,5,4,4,4,2,1,1,0,0,53,6
2018-01-10,16,outer,normal,2,1,1,1,1,1,1,0,0,0,107,2
2018-01-10,17,core,normal,3,3,3,3,3,3,0,0,0,0,63,3
2018-01-10,17,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,17,outer,normal,2,2,2,2,2,2,0,0,0,0,217,2
2018-01-10,18,core,normal,6,6,6,5,5,5,0,0,1,0,607,6
2018-01-10,18,near,normal,5,5,5,5,5,5,0,0,0,0,54,5
2018-01-10,18,outer,normal,1,1,1,1,1,1,0,0,0,0,9,1
2018-01-10,19,core,normal,16,16,16,16,16,16,0,0,0,0,969,16
2018-01-10,19,near,normal,11,11,11,10,10,10,0,0,1,0,575,11
2018-01-10,19,outer,normal,1,0,0,0,0,0,1,0,0,0,1,1
2018-01-10,20,core,normal,12,11,11,11,11,11,1,0,0,0,513,12
2018-01-10,20,near,normal,8,8,8,8,8,7,0,0,0,0,337,8
2018-01-10,20,outer,normal,4,3,3,3,3,3,1,0,0,0,219,4
2018-01-10,21,core,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,21,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,21,outer,normal,4,4,4,4,4,4,0,0,0,0,470,4
2018-01-10,22,core,normal,9,9,9,9,9,9,0,0,0,0,526,9
