date,hour,region,raw_region_vessel_count,active_region_vessel_count,active_vessels_ge2,active_vessels_ge3,active_vessels_ge4,a_label,active_ais_record_count,median_active_records_per_vessel,china_coastal_active_record_count,e_globe_daily_active_record_count,f_globe_dynamic_active_record_count,active_source_count,ge3_rate_among_active
2018-01-09,21,near,27,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-09,21,outer,6,2,2,2,2,2,300,150.0,287,13,0,2,1.0
2018-01-09,22,core,13,1,1,1,1,1,5,5.0,4,1,0,2,1.0
2018-01-09,22,near,25,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-09,22,outer,5,1,1,1,1,1,204,204.0,197,7,0,2,1.0
2018-01-09,23,core,14,6,6,6,6,6,352,65.5,332,20,0,2,1.0
2018-01-09,23,near,28,6,6,6,6,6,231,31.5,216,15,0,2,1.0
2018-01-09,23,outer,5,1,1,1,1,1,200,200.0,195,5,0,2,1.0
2018-01-10,0,core,15,7,7,7,7,7,225,31.0,213,12,0,2,1.0
2018-01-10,0,near,26,1,1,1,1,1,16,16.0,15,1,0,2,1.0
2018-01-10,0,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,1,core,15,1,1,1,1,1,8,8.0,7,1,0,2,1.0
2018-01-10,1,near,25,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,1,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,2,core,15,6,6,6,6,6,256,36.5,246,10,0,2,1.0
2018-01-10,2,near,26,2,2,2,2,2,51,25.5,51,0,0,1,1.0
2018-01-10,2,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,3,core,15,12,11,9,9,9,834,47.0,796,38,0,2,0.75
2018-01-10,3,near,33,8,5,4,4,4,54,4.0,42,12,0,2,0.5
2018-01-10,3,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,4,core,16,12,9,7,3,7,34,3.0,0,34,0,1,0.5833333333333334
2018-01-10,4,near,33,6,3,2,2,2,13,1.5,0,13,0,1,0.3333333333333333
2018-01-10,4,outer,6,2,1,1,1,1,12,6.0,0,12,0,1,0.5
2018-01-10,5,core,13,1,1,0,0,0,2,2.0,0,2,0,1,0.0
2018-01-10,5,near,25,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,5,outer,6,2,2,2,2,2,21,10.5,0,21,0,1,1.0
2018-01-10,6,core,14,2,1,1,1,1,5,2.5,0,5,0,1,0.5
2018-01-10,6,near,24,4,4,0,0,0,8,2.0,0,8,0,1,0.0
2018-01-10,6,outer,6,2,2,2,1,2,9,4.5,0,9,0,1,1.0
2018-01-10,7,core,14,7,4,3,2,3,18,2.0,0,18,0,1,0.42857142857142855
2018-01-10,7,near,32,11,6,4,3,4,28,2.0,0,28,0,1,0.36363636363636365
2018-01-10,7,outer,8,4,3,3,3,3,24,6.5,0,24,0,1,0.75
2018-01-10,8,core,10,6,3,1,1,1,12,1.5,0,12,0,1,0.16666666666666666
2018-01-10,8,near,35,14,12,8,7,8,74,3.5,0,74,0,1,0.5714285714285714
2018-01-10,8,outer,8,2,2,1,1,1,11,5.5,0,11,0,1,0.5
2018-01-10,9,core,9,5,4,2,2,2,14,2.0,0,14,0,1,0.4
2018-01-10,9,near,35,9,5,3,3,3,132,2.0,112,20,0,2,0.3333333333333333
2018-01-10,9,outer,8,2,1,1,1,1,22,11.0,19,3,0,2,0.5
2018-01-10,10,core,11,7,7,7,6,7,139,17.0,124,15,0,2,1.0
2018-01-10,10,near,31,6,6,6,5,6,153,15.5,142,11,0,2,1.0
2018-01-10,10,outer,8,2,1,1,1,1,22,11.0,19,3,0,2,0.5
2018-01-10,11,core,14,7,7,7,7,7,470,62.0,443,27,0,2,1.0
2018-01-10,11,near,31,6,6,6,6,6,408,47.0,389,19,0,2,1.0
2018-01-10,11,outer,8,3,2,2,2,2,58,17.0,56,2,0,2,0.6666666666666666
2018-01-10,12,core,14,11,11,11,11,11,836,74.0,798,38,0,2,1.0
2018-01-10,12,near,33,7,7,7,7,7,471,53.0,450,21,0,2,1.0
2018-01-10,12,outer,8,2,2,1,1,1,99,49.5,91,8,0,2,0.5
2018-01-10,13,core,16,10,10,10,10,10,268,20.0,252,16,0,2,1.0
2018-01-10,13,near,31,7,6,5,5,5,249,19.0,233,16,0,2,0.7142857142857143
2018-01-10,13,outer,7,3,1,1,1,1,133,1.0,122,11,0,2,0.3333333333333333
2018-01-10,14,core,15,5,5,4,4,4,262,48.0,248,14,0,2,0.8
2018-01-10,14,near,28,3,3,2,2,2,69,15.0,62,7,0,2,0.6666666666666666
2018-01-10,14,outer,6,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,15,core,14,9,9,9,9,9,440,38.0,424,16,0,2,1.0
2018-01-10,15,near,30,5,5,5,5,5,150,12.0,138,12,0,2,1.0
2018-01-10,15,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,16,core,16,7,7,4,4,4,49,8.0,44,5,0,2,0.5714285714285714
2018-01-10,16,near,31,6,5,4,4,4,53,5.0,49,4,0,2,0.6666666666666666
2018-01-10,16,outer,8,2,1,1,1,1,107,53.5,103,4,0,2,0.5
2018-01-10,17,core,13,3,3,3,3,3,63,24.0,59,4,0,2,1.0
2018-01-10,17,near,26,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,17,outer,7,2,2,2,2,2,217,108.5,205,12,0,2,1.0
2018-01-10,18,core,14,6,6,6,5,6,607,86.0,571,36,0,2,1.0
2018-01-10,18,near,30,5,5,5,5,5,54,10.0,51,3,0,2,1.0
2018-01-10,18,outer,6,1,1,1,1,1,9,9.0,8,1,0,2,1.0
2018-01-10,19,core,17,16,16,16,16,16,969,59.0,921,48,0,2,1.0
2018-01-10,19,near,32,11,11,11,10,11,575,50.0,548,27,0,2,1.0
2018-01-10,19,outer,7,1,0,0,0,0,1,1.0,1,0,0,1,0.0
2018-01-10,20,core,13,12,11,11,11,11,513,35.5,491,22,0,2,0.9166666666666666
2018-01-10,20,near,31,8,8,8,8,8,337,36.0,321,16,0,2,1.0
2018-01-10,20,outer,9,4,3,3,3,3,219,58.0,208,11,0,2,0.75
2018-01-10,21,core,12,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,21,near,24,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-10,21,outer,8,4,4,4,4,4,470,114.5,442,28,0,2,1.0
2018-01-10,22,core,13,9,9,9,9,9,526,60.0,497,29,0,2,1.0
2018-01-10,22,near,26,3,2,2,2,2,111,55.0,103,8,0,2,0.6666666666666666
2018-01-10,22,outer,8,2,2,1,1,1,66,33.0,61,5,0,2,0.5
2018-01-10,23,core,11,11,11,11,10,11,288,18.0,260,28,0,2,1.0
2018-01-10,23,near,26,5,5,5,3,5,147,45.0,137,10,0,2,1.0
2018-01-10,23,outer,6,1,1,1,1,1,34,34.0,31,3,0,2,1.0
2018-01-11,0,core,13,8,7,5,5,5,157,10.5,148,9,0,2,0.625
2018-01-11,0,near,28,6,5,5,2,5,117,3.0,106,11,0,2,0.8333333333333334
2018-01-11,0,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-11,1,core,13,2,2,2,2,2,18,9.0,17,1,0,2,1.0
2018-01-11,1,near,25,2,1,1,1,1,14,7.0,13,1,0,2,0.5
2018-01-11,1,outer,6,1,1,1,1,1,93,93.0,86,7,0,2,1.0
2018-01-11,2,core,13,2,2,2,1,2,18,9.0,18,0,0,1,1.0
2018-01-11,2,near,23,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-11,2,outer,6,1,1,1,1,1,236,236.0,225,11,0,2,1.0
2018-01-11,3,core,14,6,6,6,6,6,759,130.5,729,30,0,2,1.0
2018-01-11,3,near,26,3,3,3,3,3,134,23.0,129,5,0,2,1.0
2018-01-11,3,outer,6,1,1,1,1,1,33,33.0,32,1,0,2,1.0
2018-01-11,4,core,13,3,3,3,3,3,138,58.0,129,9,0,2,1.0
2018-01-11,4,near,24,1,0,0,0,0,1,1.0,0,1,0,1,0.0
2018-01-11,4,outer,5,1,0,0,0,0,1,1.0,1,0,0,1,0.0
2018-01-11,5,core,13,1,1,1,1,1,91,91.0,91,0,0,1,1.0
2018-01-11,5,near,25,1,1,1,1,1,88,88.0,88,0,0,1,1.0
2018-01-11,5,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-11,6,core,12,5,5,5,5,5,184,17.0,179,5,0,2,1.0
2018-01-11,6,near,28,4,4,3,3,3,143,32.0,141,2,0,2,0.75
2018-01-11,6,outer,6,1,1,1,1,1,369,369.0,352,17,0,2,1.0
2018-01-11,7,core,10,7,7,6,6,6,445,40.0,426,19,0,2,0.8571428571428571
2018-01-11,7,near,31,4,4,4,4,4,456,92.5,439,17,0,2,1.0
2018-01-11,7,outer,8,3,3,3,3,3,231,7.0,211,20,0,2,1.0
2018-01-11,8,core,8,5,5,2,2,2,23,2.0,0,23,0,1,0.4
2018-01-11,8,near,26,2,1,0,0,0,3,1.5,0,3,0,1,0.0
2018-01-11,8,outer,9,3,3,3,3,3,14,4.0,0,14,0,1,1.0
2018-01-11,9,core,7,1,1,0,0,0,2,2.0,0,2,0,1,0.0
2018-01-11,9,near,25,1,0,0,0,0,1,1.0,0,1,0,1,0.0
2018-01-11,9,outer,10,4,4,3,3,3,27,5.5,0,27,0,1,0.75
2018-01-11,10,core,10,9,8,6,5,6,33,4.0,0,33,0,1,0.6666666666666666
2018-01-11,10,near,34,10,6,4,1,4,21,2.0,0,21,0,1,0.4
2018-01-11,10,outer,11,4,4,3,3,3,30,8.0,0,30,0,1,0.75
2018-01-11,11,core,8,7,7,6,5,6,32,5.0,0,32,0,1,0.8571428571428571
2018-01-11,11,near,32,9,5,5,3,5,29,3.0,0,29,0,1,0.5555555555555556
2018-01-11,11,outer,9,4,4,4,3,4,22,5.5,0,22,0,1,1.0
2018-01-11,12,core,7,4,2,2,1,2,9,2.0,0,9,0,1,0.5
2018-01-11,12,near,33,9,6,4,0,4,19,2.0,0,19,0,1,0.4444444444444444
2018-01-11,12,outer,13,7,6,5,3,5,24,3.0,0,24,0,1,0.7142857142857143
2018-01-11,13,core,10,5,3,2,2,2,18,2.0,0,18,0,1,0.4
2018-01-11,13,near,27,6,3,2,1,2,15,1.5,0,15,0,1,0.3333333333333333
2018-01-11,13,outer,13,8,7,7,7,7,55,7.5,0,55,0,1,0.875
2018-01-11,14,core,12,8,8,6,6,6,345,16.5,300,45,0,2,0.75
2018-01-11,14,near,30,5,5,4,4,4,295,75.0,266,29,0,2,0.8
2018-01-11,14,outer,11,6,5,4,2,4,93,3.0,72,21,0,2,0.6666666666666666
2018-01-11,15,core,15,9,9,9,8,9,222,13.0,208,14,0,2,1.0
2018-01-11,15,near,31,10,9,9,9,9,434,47.0,411,23,0,2,0.9
2018-01-11,15,outer,8,3,3,3,3,3,123,14.0,118,5,0,2,1.0
2018-01-11,16,core,14,7,7,7,7,7,302,23.0,283,19,0,2,1.0
2018-01-11,16,near,33,6,6,5,4,5,332,32.0,312,20,0,2,0.8333333333333334
2018-01-11,16,outer,8,2,2,2,2,2,181,90.5,169,12,0,2,1.0
2018-01-11,17,core,14,8,8,8,8,8,455,53.5,437,18,0,2,1.0
2018-01-11,17,near,33,8,8,8,8,8,524,74.5,502,22,0,2,1.0
2018-01-11,17,outer,8,3,3,3,3,3,232,15.0,222,10,0,2,1.0
2018-01-11,18,core,13,8,8,8,8,8,421,55.0,407,14,0,2,1.0
2018-01-11,18,near,31,2,2,2,2,2,147,73.5,142,5,0,2,1.0
2018-01-11,18,outer,8,4,4,4,4,4,488,84.0,472,16,0,2,1.0
2018-01-11,19,core,13,12,12,12,12,12,998,95.5,962,36,0,2,1.0
2018-01-11,19,near,33,6,6,6,6,6,257,50.0,246,11,0,2,1.0
2018-01-11,19,outer,6,1,1,1,1,1,172,172.0,168,4,0,2,1.0
2018-01-11,20,core,14,12,11,11,11,11,418,19.5,393,25,0,2,0.9166666666666666
2018-01-11,20,near,29,4,4,4,4,4,146,37.0,137,9,0,2,1.0
2018-01-11,20,outer,6,2,2,2,2,2,58,29.0,54,4,0,2,1.0
2018-01-11,21,core,13,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-11,21,near,28,2,1,1,1,1,14,7.0,12,2,0,2,0.5
2018-01-11,21,outer,7,3,3,3,3,3,256,38.0,241,15,0,2,1.0
2018-01-11,22,core,14,3,3,3,3,3,195,47.0,192,3,0,2,1.0
2018-01-11,22,near,25,3,2,2,2,2,151,62.0,146,5,0,2,0.6666666666666666
2018-01-11,22,outer,6,2,2,2,2,2,225,112.5,219,6,0,2,1.0
2018-01-11,23,core,16,14,14,14,14,14,1453,70.5,1414,39,0,2,1.0
2018-01-11,23,near,29,10,9,9,9,9,706,66.0,684,22,0,2,0.9
2018-01-11,23,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,0,core,16,13,13,13,13,13,408,37.0,389,19,0,2,1.0
2018-01-12,0,near,28,6,6,6,6,6,402,65.0,380,22,0,2,1.0
2018-01-12,0,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,1,core,15,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,1,near,23,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,1,outer,6,2,2,2,2,2,179,89.5,172,7,0,2,1.0
2018-01-12,2,core,17,9,9,9,8,9,377,23.0,360,17,0,2,1.0
2018-01-12,2,near,24,1,1,1,1,1,10,10.0,10,0,0,1,1.0
2018-01-12,2,outer,5,1,1,1,0,1,3,3.0,2,1,0,2,1.0
2018-01-12,3,core,16,14,14,14,14,14,764,29.0,729,35,0,2,1.0
2018-01-12,3,near,32,5,3,3,3,3,73,8.0,70,3,0,2,0.6
2018-01-12,3,outer,6,2,2,1,1,1,145,72.5,137,8,0,2,0.5
2018-01-12,4,core,13,9,9,9,9,9,351,38.0,336,15,0,2,1.0
2018-01-12,4,near,30,4,4,4,3,4,55,5.0,54,1,0,2,1.0
2018-01-12,4,outer,7,3,3,3,3,3,201,85.0,186,15,0,2,1.0
2018-01-12,5,core,14,5,3,3,3,3,114,12.0,106,8,0,2,0.6
2018-01-12,5,near,25,1,0,0,0,0,1,1.0,1,0,0,1,0.0
2018-01-12,5,outer,7,3,3,3,3,3,149,34.0,134,15,0,2,1.0
2018-01-12,6,core,16,14,12,12,11,12,612,30.5,592,20,0,2,0.8571428571428571
2018-01-12,6,near,27,4,4,4,4,4,185,46.5,177,8,0,2,1.0
2018-01-12,6,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,7,core,14,6,5,4,3,4,66,5.0,49,17,0,2,0.6666666666666666
2018-01-12,7,near,29,6,4,2,1,2,13,2.0,0,13,0,1,0.3333333333333333
2018-01-12,7,outer,8,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,8,core,12,3,1,0,0,0,4,1.0,0,4,0,1,0.0
2018-01-12,8,near,27,2,0,0,0,0,2,1.0,0,2,0,1,0.0
2018-01-12,8,outer,13,4,3,3,2,3,13,3.5,0,13,0,1,0.75
2018-01-12,9,core,13,3,1,1,1,1,11,1.0,0,11,0,1,0.3333333333333333
2018-01-12,9,near,25,3,1,0,0,0,4,1.0,0,4,0,1,0.0
2018-01-12,9,outer,11,6,6,5,4,5,33,4.5,0,33,0,1,0.8333333333333334
2018-01-12,10,core,15,10,9,8,7,8,54,6.5,0,54,0,1,0.8
2018-01-12,10,near,26,6,5,5,2,5,18,3.0,0,18,0,1,0.8333333333333334
2018-01-12,10,outer,8,5,4,3,2,3,24,3.0,0,24,0,1,0.6
2018-01-12,11,core,18,13,8,7,7,7,47,4.0,0,47,0,1,0.5384615384615384
2018-01-12,11,near,27,6,5,3,2,3,17,2.5,0,17,0,1,0.5
2018-01-12,11,outer,8,3,2,2,2,2,15,5.0,0,15,0,1,0.6666666666666666
2018-01-12,12,core,16,7,6,6,3,6,22,3.0,0,22,0,1,0.8571428571428571
2018-01-12,12,near,26,6,5,3,2,3,16,2.5,0,16,0,1,0.5
2018-01-12,12,outer,10,4,3,2,1,2,10,2.5,0,10,0,1,0.5
2018-01-12,13,core,15,5,2,0,0,0,7,1.0,0,7,0,1,0.0
2018-01-12,13,near,22,2,2,1,1,1,7,3.5,0,7,0,1,0.5
2018-01-12,13,outer,9,4,4,3,3,3,17,4.0,0,17,0,1,0.75
2018-01-12,14,core,18,12,9,6,6,6,49,3.0,0,49,0,1,0.5
2018-01-12,14,near,27,7,6,5,3,5,25,3.0,0,25,0,1,0.7142857142857143
2018-01-12,14,outer,6,2,1,1,1,1,6,3.0,0,6,0,1,0.5
2018-01-12,15,core,13,7,5,5,4,5,25,4.0,0,25,0,1,0.7142857142857143
2018-01-12,15,near,31,9,5,5,3,5,35,3.0,0,35,0,1,0.5555555555555556
2018-01-12,15,outer,6,2,2,2,1,2,12,6.0,0,12,0,1,1.0
2018-01-12,16,core,17,6,3,2,2,2,14,1.5,0,14,0,1,0.3333333333333333
2018-01-12,16,near,31,8,6,5,1,5,21,3.0,0,21,0,1,0.625
2018-01-12,16,outer,5,1,0,0,0,0,1,1.0,0,1,0,1,0.0
2018-01-12,17,core,13,3,3,3,3,3,19,6.0,0,19,0,1,1.0
2018-01-12,17,near,25,6,5,3,2,3,16,2.5,0,16,0,1,0.5
2018-01-12,17,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,18,core,18,7,6,5,4,5,30,4.0,0,30,0,1,0.7142857142857143
2018-01-12,18,near,26,5,2,1,1,1,9,1.0,0,9,0,1,0.2
2018-01-12,18,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,19,core,16,8,6,4,2,4,23,2.5,0,23,0,1,0.5
2018-01-12,19,near,27,6,5,3,2,3,17,2.5,0,17,0,1,0.5
2018-01-12,19,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,20,core,13,4,3,3,2,3,14,4.0,0,14,0,1,0.75
2018-01-12,20,near,28,2,2,2,2,2,10,5.0,0,10,0,1,1.0
2018-01-12,20,outer,7,2,2,2,2,2,20,10.0,0,20,0,1,1.0
2018-01-12,21,core,12,3,2,1,0,1,6,2.0,0,6,0,1,0.3333333333333333
2018-01-12,21,near,26,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,21,outer,7,3,3,3,3,3,19,7.0,0,19,0,1,1.0
2018-01-12,22,core,16,15,12,10,7,10,54,3.0,0,54,0,1,0.6666666666666666
2018-01-12,22,near,27,4,4,4,2,4,20,4.5,0,20,0,1,1.0
2018-01-12,22,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-12,23,core,14,13,9,6,6,6,45,2.0,0,45,0,1,0.46153846153846156
2018-01-12,23,near,29,7,5,4,2,4,18,3.0,0,18,0,1,0.5714285714285714
2018-01-12,23,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-13,0,core,14,1,1,0,0,0,2,2.0,0,2,0,1,0.0
2018-01-13,0,near,26,2,1,1,0,1,4,2.0,0,4,0,1,0.5
2018-01-13,0,outer,5,1,1,1,1,1,6,6.0,0,6,0,1,1.0
2018-01-13,1,core,15,5,3,2,2,2,16,2.0,0,16,0,1,0.4
2018-01-13,1,near,23,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-13,1,outer,5,1,0,0,0,0,1,1.0,0,1,0,1,0.0
2018-01-13,2,core,16,2,2,1,0,1,5,2.5,0,5,0,1,0.5
2018-01-13,2,near,28,2,2,2,2,2,8,4.0,0,8,0,1,1.0
2018-01-13,2,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-13,3,core,14,4,4,3,3,3,18,4.0,0,18,0,1,0.75
2018-01-13,3,near,27,1,0,0,0,0,1,1.0,0,1,0,1,0.0
2018-01-13,3,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-13,4,core,13,4,4,0,0,0,8,2.0,0,8,0,1,0.0
2018-01-13,4,near,27,2,1,0,0,0,3,1.5,0,3,0,1,0.0
2018-01-13,4,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-13,5,core,13,3,3,2,1,2,9,3.0,0,9,0,1,0.6666666666666666
2018-01-13,5,near,30,2,1,1,0,1,4,2.0,0,4,0,1,0.5
2018-01-13,5,outer,6,2,2,2,1,2,7,3.5,0,7,0,1,1.0
2018-01-13,6,core,11,5,5,3,2,3,17,3.0,0,17,0,1,0.6
2018-01-13,6,near,28,2,1,0,0,0,3,1.5,0,3,0,1,0.0
2018-01-13,6,outer,6,2,2,2,2,2,35,17.5,0,35,0,1,1.0
2018-01-13,7,core,10,5,5,4,4,4,23,5.0,0,23,0,1,0.8
2018-01-13,7,near,30,8,7,4,2,4,23,2.5,0,23,0,1,0.5
2018-01-13,7,outer,10,4,4,4,4,4,35,8.5,0,35,0,1,1.0
2018-01-13,8,core,14,7,2,1,1,1,12,1.0,0,12,0,1,0.14285714285714285
2018-01-13,8,near,32,9,7,7,6,7,33,4.0,0,33,0,1,0.7777777777777778
2018-01-13,8,outer,9,6,4,2,2,2,14,2.0,0,14,0,1,0.3333333333333333
2018-01-13,9,core,12,2,1,0,0,0,3,1.5,0,3,0,1,0.0
2018-01-13,9,near,24,3,1,0,0,0,4,1.0,0,4,0,1,0.0
2018-01-13,9,outer,13,7,5,4,4,4,38,5.0,0,38,0,1,0.5714285714285714
2018-01-13,10,core,14,6,5,4,4,4,26,4.5,0,26,0,1,0.6666666666666666
2018-01-13,10,near,23,4,3,2,1,2,11,2.5,0,11,0,1,0.5
2018-01-13,10,outer,10,8,6,4,2,4,27,2.5,0,27,0,1,0.5
2018-01-13,11,core,16,13,11,10,8,10,67,6.0,0,67,0,1,0.7692307692307693
2018-01-13,11,near,28,7,6,5,3,5,24,3.0,0,24,0,1,0.7142857142857143
2018-01-13,11,outer,9,4,3,3,3,3,28,8.0,0,28,0,1,0.75
2018-01-13,12,core,12,9,5,4,3,4,22,2.0,0,22,0,1,0.4444444444444444
2018-01-13,12,near,28,8,3,3,2,3,17,1.0,0,17,0,1,0.375
2018-01-13,12,outer,9,3,3,3,3,3,35,12.0,0,35,0,1,1.0
2018-01-13,13,core,11,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-13,13,near,24,2,2,2,1,2,7,3.5,0,7,0,1,1.0
2018-01-13,13,outer,10,4,4,3,1,3,14,3.0,0,14,0,1,0.75
2018-01-13,14,core,12,9,7,4,3,4,23,2.0,0,23,0,1,0.4444444444444444
2018-01-13,14,near,27,4,2,2,0,2,8,2.0,0,8,0,1,0.5
2018-01-13,14,outer,8,4,4,3,3,3,19,5.0,0,19,0,1,0.75
2018-01-13,15,core,11,7,6,4,4,4,28,5.0,0,28,0,1,0.5714285714285714
2018-01-13,15,near,33,12,9,9,9,9,65,5.5,0,65,0,1,0.75
2018-01-13,15,outer,9,2,1,1,1,1,8,4.0,0,8,0,1,0.5
2018-01-13,16,core,16,15,8,5,1,5,29,2.0,0,29,0,1,0.3333333333333333
2018-01-13,16,near,28,7,6,3,1,3,18,2.0,0,18,0,1,0.42857142857142855
2018-01-13,16,outer,8,4,2,0,0,0,6,1.5,0,6,0,1,0.0
2018-01-13,17,core,19,12,10,8,5,8,41,3.0,0,41,0,1,0.6666666666666666
2018-01-13,17,near,27,7,6,4,3,4,22,3.0,0,22,0,1,0.5714285714285714
2018-01-13,17,outer,7,3,3,0,0,0,6,2.0,0,6,0,1,0.0
2018-01-13,18,core,17,10,9,9,5,9,47,4.0,0,47,0,1,0.9
2018-01-13,18,near,31,8,5,3,2,3,18,2.0,0,18,0,1,0.375
2018-01-13,18,outer,7,1,1,1,1,1,7,7.0,0,7,0,1,1.0
2018-01-13,19,core,17,11,5,1,0,1,17,1.0,0,17,0,1,0.09090909090909091
2018-01-13,19,near,28,7,5,4,2,4,21,3.0,0,21,0,1,0.5714285714285714
2018-01-13,19,outer,7,2,1,1,1,1,10,5.0,0,10,0,1,0.5
2018-01-13,20,core,13,4,3,2,1,2,12,2.5,0,12,0,1,0.5
2018-01-13,20,near,26,4,3,2,0,2,9,2.5,0,9,0,1,0.5
2018-01-13,20,outer,9,3,2,2,2,2,18,4.0,0,18,0,1,0.6666666666666666
2018-01-13,21,core,14,1,0,0,0,0,1,1.0,0,1,0,1,0.0
2018-01-13,21,near,26,2,1,1,0,1,4,2.0,0,4,0,1,0.5
2018-01-13,21,outer,8,3,2,2,2,2,19,8.0,0,19,0,1,0.6666666666666666
2018-01-13,22,core,13,5,2,1,1,1,10,1.0,0,10,0,1,0.2
2018-01-13,22,near,26,1,1,1,1,1,4,4.0,0,4,0,1,1.0
2018-01-13,22,outer,7,1,1,0,0,0,2,2.0,0,2,0,1,0.0
2018-01-13,23,core,13,12,10,7,7,7,41,4.0,0,41,0,1,0.5833333333333334
2018-01-13,23,near,29,3,2,2,2,2,11,4.0,0,11,0,1,0.6666666666666666
2018-01-13,23,outer,10,2,2,2,2,2,10,5.0,0,10,0,1,1.0
2018-01-14,0,core,11,2,1,0,0,0,3,1.5,0,3,0,1,0.0
2018-01-14,0,near,27,1,0,0,0,0,1,1.0,0,1,0,1,0.0
2018-01-14,0,outer,11,6,6,5,4,5,40,7.0,0,40,0,1,0.8333333333333334
2018-01-14,1,core,13,3,2,1,0,1,6,2.0,0,6,0,1,0.3333333333333333
2018-01-14,1,near,29,3,3,3,1,3,10,3.0,0,10,0,1,1.0
2018-01-14,1,outer,9,2,2,1,1,1,6,3.0,0,6,0,1,0.5
2018-01-14,2,core,13,4,3,3,2,3,13,3.5,0,13,0,1,0.75
2018-01-14,2,near,29,2,1,1,1,1,5,2.5,0,5,0,1,0.5
2018-01-14,2,outer,7,2,2,1,1,1,7,3.5,0,7,0,1,0.5
2018-01-14,3,core,14,5,4,3,3,3,20,4.0,0,20,0,1,0.6
2018-01-14,3,near,30,2,2,2,2,2,11,5.5,0,11,0,1,1.0
2018-01-14,3,outer,6,1,1,1,1,1,7,7.0,0,7,0,1,1.0
2018-01-14,4,core,16,14,11,8,4,8,41,3.0,0,41,0,1,0.5714285714285714
2018-01-14,4,near,33,6,5,3,2,3,24,2.5,0,24,0,1,0.5
2018-01-14,4,outer,7,2,2,0,0,0,4,2.0,0,4,0,1,0.0
2018-01-14,5,core,16,9,8,3,2,3,26,2.0,0,26,0,1,0.3333333333333333
2018-01-14,5,near,29,2,1,1,0,1,4,2.0,0,4,0,1,0.5
2018-01-14,5,outer,8,1,1,1,1,1,7,7.0,0,7,0,1,1.0
2018-01-14,6,core,15,4,2,0,0,0,6,1.5,0,6,0,1,0.0
2018-01-14,6,near,27,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-14,6,outer,9,2,2,1,0,1,5,2.5,0,5,0,1,0.5
2018-01-14,7,core,15,10,9,6,3,6,29,3.0,0,29,0,1,0.6
2018-01-14,7,near,32,7,6,6,2,6,25,3.0,0,25,0,1,0.8571428571428571
2018-01-14,7,outer,11,3,3,3,1,3,12,3.0,0,12,0,1,1.0
2018-01-14,8,core,10,8,6,4,3,4,31,2.5,0,31,0,1,0.5
2018-01-14,8,near,37,9,6,2,1,2,20,2.0,0,20,0,1,0.2222222222222222
2018-01-14,8,outer,12,5,5,5,5,5,46,10.0,0,46,0,1,1.0
2018-01-14,9,core,9,4,2,1,1,1,10,1.5,0,10,0,1,0.25
2018-01-14,9,near,36,11,7,4,3,4,31,2.0,0,31,0,1,0.36363636363636365
2018-01-14,9,outer,12,6,6,5,3,5,31,4.5,0,31,0,1,0.8333333333333334
