date,hour,region,raw_region_vessel_count,active_region_vessel_count,active_vessels_ge2,active_vessels_ge3,active_vessels_ge4,a_label,active_ais_record_count,median_active_records_per_vessel,china_coastal_active_record_count,e_globe_daily_active_record_count,f_globe_dynamic_active_record_count,active_source_count,ge3_rate_among_active
2018-01-05,8,core,15,7,7,7,7,7,297,18.0,286,11,0,2,1.0
2018-01-05,8,near,32,6,6,6,6,6,357,54.5,338,19,0,2,1.0
2018-01-05,8,outer,5,3,2,2,2,2,372,11.0,357,15,0,2,0.6666666666666666
2018-01-05,9,core,16,6,5,4,4,4,295,32.5,280,15,0,2,0.6666666666666666
2018-01-05,9,near,30,5,4,4,2,4,72,3.0,63,9,0,2,0.8
2018-01-05,9,outer,6,3,2,2,2,2,261,82.0,252,9,0,2,0.6666666666666666
2018-01-05,10,core,19,17,17,17,17,17,1896,96.0,1806,90,0,2,1.0
2018-01-05,10,near,36,12,10,10,10,10,929,81.0,883,46,0,2,0.8333333333333334
2018-01-05,10,outer,7,1,1,1,1,1,10,10.0,0,10,0,1,1.0
2018-01-05,11,core,17,14,13,13,13,13,602,19.5,569,33,0,2,0.9285714285714286
2018-01-05,11,near,38,12,12,12,12,12,1352,110.0,1296,56,0,2,1.0
2018-01-05,11,outer,7,2,2,2,2,2,76,38.0,74,2,0,2,1.0
2018-01-05,12,core,14,6,6,6,6,6,212,29.0,194,18,0,2,1.0
2018-01-05,12,near,30,2,2,2,2,2,36,18.0,34,2,0,2,1.0
2018-01-05,12,outer,8,4,3,3,3,3,298,41.5,287,11,0,2,0.75
2018-01-05,13,core,15,7,7,7,7,7,419,53.0,405,14,0,2,1.0
2018-01-05,13,near,31,4,4,4,4,4,251,75.5,234,17,0,2,1.0
2018-01-05,13,outer,7,4,4,4,3,4,257,4.5,239,18,0,2,1.0
2018-01-05,14,core,18,11,11,11,11,11,1022,72.0,980,42,0,2,1.0
2018-01-05,14,near,29,5,5,5,5,5,663,134.0,639,24,0,2,1.0
2018-01-05,14,outer,6,3,3,2,2,2,350,4.0,332,18,0,2,0.6666666666666666
2018-01-05,15,core,19,13,13,13,13,13,1077,57.0,1031,46,0,2,1.0
2018-01-05,15,near,32,9,9,8,6,8,485,39.0,460,25,0,2,0.8888888888888888
2018-01-05,15,outer,6,4,3,3,3,3,31,5.0,19,12,0,2,0.75
2018-01-05,16,core,19,5,5,3,3,3,174,14.0,166,8,0,2,0.6
2018-01-05,16,near,31,7,6,6,6,6,370,66.0,347,23,0,2,0.8571428571428571
2018-01-05,16,outer,5,3,2,2,2,2,94,33.0,89,5,0,2,0.6666666666666666
2018-01-05,17,core,16,6,6,6,6,6,381,42.5,358,23,0,2,1.0
2018-01-05,17,near,30,3,2,2,2,2,156,67.0,151,5,0,2,0.6666666666666666
2018-01-05,17,outer,6,2,1,1,1,1,68,34.0,65,3,0,2,0.5
2018-01-05,18,core,16,12,12,12,12,12,1033,67.0,990,43,0,2,1.0
2018-01-05,18,near,31,7,7,7,7,7,1004,144.0,966,38,0,2,1.0
2018-01-05,18,outer,5,2,2,2,1,2,43,21.5,42,1,0,2,1.0
2018-01-05,19,core,14,12,12,12,12,12,966,74.5,916,50,0,2,1.0
2018-01-05,19,near,33,7,7,7,7,7,500,75.0,479,21,0,2,1.0
2018-01-05,19,outer,6,1,1,1,1,1,177,177.0,169,8,0,2,1.0
2018-01-05,20,core,13,5,5,5,5,5,342,61.0,329,13,0,2,1.0
2018-01-05,20,near,30,2,2,2,2,2,92,46.0,89,3,0,2,1.0
2018-01-05,20,outer,6,3,3,3,3,3,648,240.0,621,27,0,2,1.0
2018-01-05,21,core,14,3,3,3,3,3,354,100.0,339,15,0,2,1.0
2018-01-05,21,near,27,1,1,1,1,1,137,137.0,132,5,0,2,1.0
2018-01-05,21,outer,6,3,3,3,3,3,557,117.0,534,23,0,2,1.0
2018-01-05,22,core,15,7,7,7,7,7,1080,173.0,1041,39,0,2,1.0
2018-01-05,22,near,29,1,1,1,1,1,93,93.0,90,3,0,2,1.0
2018-01-05,22,outer,5,1,1,1,1,1,10,10.0,9,1,0,2,1.0
2018-01-05,23,core,14,3,3,3,3,3,335,139.0,322,13,0,2,1.0
2018-01-05,23,near,29,3,3,3,3,3,402,194.0,384,18,0,2,1.0
2018-01-05,23,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-06,0,core,14,2,2,2,2,2,146,73.0,136,10,0,2,1.0
2018-01-06,0,near,27,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-06,0,outer,5,1,1,1,1,1,91,91.0,87,4,0,2,1.0
2018-01-06,1,core,14,2,2,2,2,2,128,64.0,123,5,0,2,1.0
2018-01-06,1,near,28,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-06,1,outer,5,1,1,1,1,1,180,180.0,171,9,0,2,1.0
2018-01-06,2,core,18,8,8,8,8,8,642,82.5,611,31,0,2,1.0
2018-01-06,2,near,32,4,3,3,3,3,523,160.5,500,23,0,2,0.75
2018-01-06,2,outer,6,1,0,0,0,0,1,1.0,1,0,0,1,0.0
2018-01-06,3,core,16,12,12,12,12,12,974,56.5,933,41,0,2,1.0
2018-01-06,3,near,32,6,6,6,6,6,533,89.5,511,22,0,2,1.0
2018-01-06,3,outer,4,1,1,1,1,1,55,55.0,51,4,0,2,1.0
2018-01-06,4,core,15,5,5,5,5,5,347,59.0,331,16,0,2,1.0
2018-01-06,4,near,29,1,1,1,1,1,32,32.0,30,2,0,2,1.0
2018-01-06,4,outer,5,2,2,2,2,2,154,77.0,148,6,0,2,1.0
2018-01-06,5,core,16,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-06,5,near,29,1,1,1,1,1,97,97.0,94,3,0,2,1.0
2018-01-06,5,outer,5,2,2,2,2,2,314,157.0,300,14,0,2,1.0
2018-01-06,6,core,17,11,11,11,11,11,1346,97.0,1301,45,0,2,1.0
2018-01-06,6,near,33,3,3,3,3,3,299,100.0,286,13,0,2,1.0
2018-01-06,6,outer,5,1,1,1,1,1,101,101.0,95,6,0,2,1.0
2018-01-06,7,core,14,11,11,11,11,11,839,62.0,803,36,0,2,1.0
2018-01-06,7,near,37,8,8,8,8,8,750,102.0,717,33,0,2,1.0
2018-01-06,7,outer,7,4,4,4,4,4,716,157.5,689,27,0,2,1.0
2018-01-06,8,core,12,6,6,6,6,6,241,35.0,233,8,0,2,1.0
2018-01-06,8,near,36,9,8,8,7,8,465,35.0,442,23,0,2,0.8888888888888888
2018-01-06,8,outer,7,5,3,3,3,3,238,11.0,223,15,0,2,0.6
2018-01-06,9,core,10,3,3,2,2,2,101,32.0,98,3,0,2,0.6666666666666666
2018-01-06,9,near,34,8,7,7,7,7,210,19.0,191,19,0,2,0.875
2018-01-06,9,outer,7,5,4,4,4,4,887,175.0,846,41,0,2,0.8
2018-01-06,10,core,12,6,6,6,6,6,1173,180.5,1128,45,0,2,1.0
2018-01-06,10,near,39,8,8,8,8,8,698,44.0,664,34,0,2,1.0
2018-01-06,10,outer,9,6,4,4,4,4,445,106.0,421,24,0,2,0.6666666666666666
2018-01-06,11,core,11,7,6,6,6,6,306,19.0,295,11,0,2,0.8571428571428571
2018-01-06,11,near,39,14,14,14,14,14,869,69.5,828,41,0,2,1.0
2018-01-06,11,outer,4,2,2,2,2,2,176,88.0,166,10,0,2,1.0
2018-01-06,12,core,10,3,3,3,3,3,185,52.0,178,7,0,2,1.0
2018-01-06,12,near,36,7,7,7,7,7,392,46.0,376,16,0,2,1.0
2018-01-06,12,outer,10,8,7,7,6,7,1197,132.0,1141,56,0,2,0.875
2018-01-06,13,core,13,4,4,4,4,4,389,79.5,374,15,0,2,1.0
2018-01-06,13,near,33,4,4,4,4,4,128,18.5,122,6,0,2,1.0
2018-01-06,13,outer,6,3,2,2,2,2,333,74.0,320,13,0,2,0.6666666666666666
2018-01-06,14,core,12,6,6,6,6,6,703,116.5,675,28,0,2,1.0
2018-01-06,14,near,33,7,6,6,6,6,343,37.0,333,10,0,2,0.8571428571428571
2018-01-06,14,outer,5,2,2,2,2,2,147,73.5,141,6,0,2,1.0
2018-01-06,15,core,12,8,8,7,7,7,496,72.5,468,28,0,2,0.875
2018-01-06,15,near,34,7,7,7,6,7,423,61.0,403,20,0,2,1.0
2018-01-06,15,outer,7,2,1,1,1,1,39,19.5,37,2,0,2,0.5
2018-01-06,16,core,14,4,4,4,4,4,122,30.5,118,4,0,2,1.0
2018-01-06,16,near,32,2,2,2,2,2,59,29.5,55,4,0,2,1.0
2018-01-06,16,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-06,17,core,15,3,3,3,3,3,278,89.0,266,12,0,2,1.0
2018-01-06,17,near,31,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-06,17,outer,5,1,1,1,1,1,15,15.0,13,2,0,2,1.0
2018-01-06,18,core,16,9,9,8,8,8,869,71.0,836,33,0,2,0.8888888888888888
2018-01-06,18,near,36,9,9,8,8,8,436,65.0,412,24,0,2,0.8888888888888888
2018-01-06,18,outer,3,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-06,19,core,16,11,11,11,11,11,603,53.0,577,26,0,2,1.0
2018-01-06,19,near,33,5,4,4,4,4,624,128.0,597,27,0,2,0.8
2018-01-06,19,outer,4,1,1,1,1,1,30,30.0,29,1,0,2,1.0
2018-01-06,20,core,15,4,4,4,4,4,343,86.5,326,17,0,2,1.0
2018-01-06,20,near,32,5,5,5,5,5,225,38.0,215,10,0,2,1.0
2018-01-06,20,outer,6,2,2,2,2,2,178,89.0,171,7,0,2,1.0
2018-01-06,21,core,17,6,6,5,5,5,539,99.0,520,19,0,2,0.8333333333333334
2018-01-06,21,near,27,2,2,2,2,2,215,107.5,205,10,0,2,1.0
2018-01-06,21,outer,5,2,2,2,2,2,29,14.5,28,1,0,2,1.0
2018-01-06,22,core,17,6,6,6,5,6,362,62.0,343,19,0,2,1.0
2018-01-06,22,near,27,2,2,2,2,2,191,95.5,185,6,0,2,1.0
2018-01-06,22,outer,5,1,1,1,1,1,117,117.0,115,2,0,2,1.0
2018-01-06,23,core,18,16,16,16,16,16,1692,92.5,1614,78,0,2,1.0
2018-01-06,23,near,32,7,5,5,5,5,455,61.0,438,17,0,2,0.7142857142857143
2018-01-06,23,outer,7,2,1,1,1,1,18,9.0,17,1,0,2,0.5
2018-01-07,0,core,14,12,12,12,12,12,671,50.5,636,35,0,2,1.0
2018-01-07,0,near,28,2,2,2,2,2,42,21.0,40,2,0,2,1.0
2018-01-07,0,outer,9,5,5,5,5,5,466,84.0,437,29,0,2,1.0
2018-01-07,1,core,14,1,1,1,1,1,51,51.0,47,4,0,2,1.0
2018-01-07,1,near,25,1,1,1,1,1,6,6.0,5,1,0,2,1.0
2018-01-07,1,outer,8,4,4,4,4,4,283,67.5,262,21,0,2,1.0
2018-01-07,2,core,16,12,12,12,12,12,824,57.5,777,47,0,2,1.0
2018-01-07,2,near,28,3,2,2,2,2,21,8.0,20,1,0,2,0.6666666666666666
2018-01-07,2,outer,6,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-07,3,core,17,14,13,13,13,13,488,30.0,456,32,0,2,0.9285714285714286
2018-01-07,3,near,32,10,10,10,10,10,446,36.0,419,27,0,2,1.0
2018-01-07,3,outer,6,2,0,0,0,0,2,1.0,1,1,0,2,0.0
2018-01-07,4,core,15,8,8,8,7,8,480,46.0,457,23,0,2,1.0
2018-01-07,4,near,31,8,8,8,8,8,133,12.5,124,9,0,2,1.0
2018-01-07,4,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-07,5,core,15,3,3,3,3,3,354,69.0,343,11,0,2,1.0
2018-01-07,5,near,26,1,1,1,1,1,81,81.0,77,4,0,2,1.0
2018-01-07,5,outer,4,1,1,1,1,1,4,4.0,0,4,0,1,1.0
2018-01-07,6,core,15,9,9,9,9,9,1453,154.0,1388,65,0,2,1.0
2018-01-07,6,near,29,4,4,4,4,4,339,96.0,324,15,0,2,1.0
2018-01-07,6,outer,4,1,1,1,0,1,3,3.0,0,3,0,1,1.0
2018-01-07,7,core,16,11,11,11,11,11,539,45.0,510,29,0,2,1.0
2018-01-07,7,near,27,2,2,2,2,2,141,70.5,135,6,0,2,1.0
2018-01-07,7,outer,5,1,1,1,1,1,109,109.0,104,5,0,2,1.0
2018-01-07,8,core,16,9,9,9,9,9,407,47.0,375,32,0,2,1.0
2018-01-07,8,near,28,5,4,4,3,4,346,41.0,318,28,0,2,0.8
2018-01-07,8,outer,7,4,2,2,2,2,234,5.0,217,17,0,2,0.5
2018-01-07,9,core,19,6,6,6,5,6,430,83.5,400,30,0,2,1.0
2018-01-07,9,near,26,7,7,7,6,7,323,38.0,298,25,0,2,1.0
2018-01-07,9,outer,8,4,4,3,2,3,136,5.0,124,12,0,2,0.75
2018-01-07,10,core,18,11,11,11,11,11,844,53.0,791,53,0,2,1.0
2018-01-07,10,near,23,3,3,3,3,3,222,73.0,214,8,0,2,1.0
2018-01-07,10,outer,8,4,4,4,3,4,306,37.0,274,32,0,2,1.0
2018-01-07,11,core,17,13,10,10,10,10,527,34.0,482,45,0,2,0.7692307692307693
2018-01-07,11,near,24,3,3,3,3,3,86,30.0,74,12,0,2,1.0
2018-01-07,11,outer,8,5,4,3,3,3,58,4.0,46,12,0,2,0.6
2018-01-07,12,core,18,13,12,12,12,12,565,37.0,532,33,0,2,0.9230769230769231
2018-01-07,12,near,30,11,10,9,9,9,677,54.0,643,34,0,2,0.8181818181818182
2018-01-07,12,outer,8,3,3,2,2,2,364,38.0,348,16,0,2,0.6666666666666666
2018-01-07,13,core,18,11,11,11,10,11,465,39.0,440,25,0,2,1.0
2018-01-07,13,near,33,12,10,9,9,9,583,50.5,546,37,0,2,0.75
2018-01-07,13,outer,10,6,6,4,4,4,558,77.5,523,35,0,2,0.6666666666666666
2018-01-07,14,core,17,6,6,6,5,6,235,19.0,229,6,0,2,1.0
2018-01-07,14,near,25,4,4,4,3,4,98,5.0,92,6,0,2,1.0
2018-01-07,14,outer,9,5,5,5,4,5,711,210.0,681,30,0,2,1.0
2018-01-07,15,core,14,5,5,4,4,4,405,93.0,388,17,0,2,0.8
2018-01-07,15,near,25,2,1,1,1,1,23,11.5,22,1,0,2,0.5
2018-01-07,15,outer,9,4,3,3,3,3,96,6.5,88,8,0,2,0.75
2018-01-07,16,core,15,13,13,13,12,13,609,50.0,575,34,0,2,1.0
2018-01-07,16,near,28,8,8,8,8,8,199,8.0,187,12,0,2,1.0
2018-01-07,16,outer,9,4,4,3,3,3,345,84.5,328,17,0,2,0.75
2018-01-07,17,core,12,7,7,7,7,7,542,85.0,512,30,0,2,1.0
2018-01-07,17,near,30,7,7,7,7,7,631,70.0,603,28,0,2,1.0
2018-01-07,17,outer,9,2,2,2,2,2,137,68.5,130,7,0,2,1.0
2018-01-07,18,core,12,9,9,8,8,8,656,59.0,623,33,0,2,0.8888888888888888
2018-01-07,18,near,29,5,5,5,5,5,87,14.0,75,12,0,2,1.0
2018-01-07,18,outer,7,1,1,1,1,1,14,14.0,12,2,0,2,1.0
2018-01-07,19,core,14,12,12,12,12,12,399,27.5,377,22,0,2,1.0
2018-01-07,19,near,29,7,7,7,7,7,234,36.0,220,14,0,2,1.0
2018-01-07,19,outer,7,1,1,1,1,1,34,34.0,32,2,0,2,1.0
2018-01-07,20,core,16,6,6,6,6,6,747,136.0,716,31,0,2,1.0
2018-01-07,20,near,27,3,3,3,3,3,169,49.0,164,5,0,2,1.0
2018-01-07,20,outer,9,2,2,2,2,2,180,90.0,165,15,0,2,1.0
2018-01-07,21,core,16,5,5,5,5,5,309,53.0,291,18,0,2,1.0
2018-01-07,21,near,23,3,3,3,3,3,89,31.0,83,6,0,2,1.0
2018-01-07,21,outer,8,1,1,1,1,1,146,146.0,137,9,0,2,1.0
2018-01-07,22,core,17,7,7,7,7,7,374,62.0,353,21,0,2,1.0
2018-01-07,22,near,25,4,4,4,4,4,173,45.5,169,4,0,2,1.0
2018-01-07,22,outer,6,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-07,23,core,13,6,6,6,6,6,238,33.0,222,16,0,2,1.0
2018-01-07,23,near,29,6,6,6,6,6,199,27.5,184,15,0,2,1.0
2018-01-07,23,outer,7,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-08,0,core,13,3,3,2,2,2,24,4.0,22,2,0,2,0.6666666666666666
2018-01-08,0,near,27,2,2,2,2,2,15,7.5,14,1,0,2,1.0
2018-01-08,0,outer,7,1,1,1,1,1,42,42.0,39,3,0,2,1.0
2018-01-08,1,core,13,2,2,2,2,2,340,170.0,319,21,0,2,1.0
2018-01-08,1,near,26,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-08,1,outer,8,1,1,1,1,1,40,40.0,36,4,0,2,1.0
2018-01-08,2,core,16,6,6,6,6,6,331,52.0,315,16,0,2,1.0
2018-01-08,2,near,28,4,4,4,4,4,126,30.5,122,4,0,2,1.0
2018-01-08,2,outer,7,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-08,3,core,16,9,9,9,9,9,496,38.0,478,18,0,2,1.0
2018-01-08,3,near,27,6,6,6,6,6,322,65.5,312,10,0,2,1.0
2018-01-08,3,outer,9,3,2,2,2,2,345,167.0,335,10,0,2,0.6666666666666666
2018-01-08,4,core,15,5,5,4,4,4,280,60.0,273,7,0,2,0.8
2018-01-08,4,near,27,2,2,2,2,2,204,102.0,199,5,0,2,1.0
2018-01-08,4,outer,9,2,2,2,2,2,444,222.0,423,21,0,2,1.0
2018-01-08,5,core,17,3,3,3,3,3,92,28.0,88,4,0,2,1.0
2018-01-08,5,near,28,4,4,4,4,4,472,120.0,459,13,0,2,1.0
2018-01-08,5,outer,7,1,1,1,1,1,148,148.0,144,4,0,2,1.0
2018-01-08,6,core,17,8,8,8,8,8,626,64.0,609,17,0,2,1.0
2018-01-08,6,near,29,3,3,3,3,3,333,117.0,325,8,0,2,1.0
2018-01-08,6,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-08,7,core,15,15,15,15,15,15,1886,138.0,1828,58,0,2,1.0
2018-01-08,7,near,36,6,6,6,6,6,268,29.5,260,8,0,2,1.0
2018-01-08,7,outer,6,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-08,8,core,14,10,10,9,8,9,337,18.0,321,16,0,2,0.9
2018-01-08,8,near,36,6,5,4,4,4,147,7.5,139,8,0,2,0.6666666666666666
2018-01-08,8,outer,7,2,2,2,2,2,64,32.0,61,3,0,2,1.0
2018-01-08,9,core,14,3,3,3,3,3,147,44.0,143,4,0,2,1.0
2018-01-08,9,near,32,4,4,4,4,4,71,7.0,65,6,0,2,1.0
2018-01-08,9,outer,10,4,4,4,4,4,364,92.0,344,20,0,2,1.0
2018-01-08,10,core,15,9,8,8,8,8,584,40.0,556,28,0,2,0.8888888888888888
2018-01-08,10,near,36,10,8,7,7,7,362,33.5,348,14,0,2,0.7
2018-01-08,10,outer,9,3,3,3,3,3,286,102.0,271,15,0,2,1.0
2018-01-08,11,core,17,14,14,14,14,14,850,57.5,809,41,0,2,1.0
2018-01-08,11,near,36,11,10,10,10,10,404,28.0,380,24,0,2,0.9090909090909091
2018-01-08,11,outer,9,3,1,1,1,1,38,1.0,37,1,0,2,0.3333333333333333
2018-01-08,12,core,17,9,9,8,7,8,268,14.0,249,19,0,2,0.8888888888888888
2018-01-08,12,near,32,4,2,2,2,2,161,37.0,154,7,0,2,0.5
2018-01-08,12,outer,8,4,4,4,4,4,375,82.0,355,20,0,2,1.0
2018-01-08,13,core,17,2,2,2,1,2,7,3.5,2,5,0,2,1.0
2018-01-08,13,near,28,4,3,3,2,3,97,17.5,92,5,0,2,0.75
2018-01-08,13,outer,10,5,5,5,5,5,466,51.0,435,31,0,2,1.0
2018-01-08,14,core,17,10,9,9,9,9,941,90.0,903,38,0,2,0.9
2018-01-08,14,near,31,6,6,6,6,6,292,36.5,284,8,0,2,1.0
2018-01-08,14,outer,9,6,4,4,3,4,377,45.0,353,24,0,2,0.6666666666666666
2018-01-08,15,core,16,12,12,12,12,12,1389,106.5,1350,39,0,2,1.0
2018-01-08,15,near,34,10,9,8,7,8,422,39.5,408,14,0,2,0.8
2018-01-08,15,outer,5,1,0,0,0,0,1,1.0,0,1,0,1,0.0
2018-01-08,16,core,15,10,9,9,9,9,674,70.5,654,20,0,2,0.9
2018-01-08,16,near,33,6,6,6,6,6,395,44.5,382,13,0,2,1.0
2018-01-08,16,outer,7,2,1,1,1,1,31,15.5,29,2,0,2,0.5
2018-01-08,17,core,14,5,5,5,4,5,322,42.0,313,9,0,2,1.0
2018-01-08,17,near,29,3,2,2,2,2,185,77.0,179,6,0,2,0.6666666666666666
2018-01-08,17,outer,8,3,2,2,2,2,489,114.0,470,19,0,2,0.6666666666666666
2018-01-08,18,core,14,2,2,2,1,2,20,10.0,20,0,0,1,1.0
2018-01-08,18,near,30,1,0,0,0,0,1,1.0,0,1,0,1,0.0
2018-01-08,18,outer,7,3,3,2,2,2,62,12.0,55,7,0,2,0.6666666666666666
2018-01-08,19,core,15,9,9,9,9,9,1029,98.0,1000,29,0,2,1.0
2018-01-08,19,near,30,4,4,4,4,4,281,72.5,272,9,0,2,1.0
2018-01-08,19,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-08,20,core,15,11,11,11,11,11,731,67.0,706,25,0,2,1.0
2018-01-08,20,near,34,7,7,7,7,7,816,60.0,793,23,0,2,1.0
2018-01-08,20,outer,5,1,1,1,1,1,48,48.0,46,2,0,2,1.0
2018-01-08,21,core,14,4,4,4,4,4,188,54.5,182,6,0,2,1.0
2018-01-08,21,near,30,4,4,4,4,4,172,40.0,167,5,0,2,1.0
2018-01-08,21,outer,6,2,1,1,1,1,300,150.0,291,9,0,2,0.5
2018-01-08,22,core,14,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-08,22,near,28,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-08,22,outer,6,1,1,1,1,1,199,199.0,192,7,0,2,1.0
2018-01-08,23,core,15,10,10,10,10,10,617,60.5,595,22,0,2,1.0
2018-01-08,23,near,35,6,6,6,6,6,262,26.5,253,9,0,2,1.0
2018-01-08,23,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-09,0,core,13,10,10,10,10,10,864,84.5,831,33,0,2,1.0
2018-01-09,0,near,35,8,8,8,8,8,270,15.0,252,18,0,2,1.0
2018-01-09,0,outer,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-09,1,core,17,10,10,10,10,10,813,65.5,787,26,0,2,1.0
2018-01-09,1,near,31,8,8,7,7,7,476,29.0,463,13,0,2,0.875
2018-01-09,1,outer,5,1,1,1,1,1,132,132.0,130,2,0,2,1.0
2018-01-09,2,core,15,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-09,2,near,28,3,3,3,3,3,344,113.0,334,10,0,2,1.0
2018-01-09,2,outer,8,4,4,4,4,4,570,130.0,548,22,0,2,1.0
2018-01-09,3,core,15,6,6,5,5,5,436,67.0,422,14,0,2,0.8333333333333334
2018-01-09,3,near,27,3,3,3,3,3,254,67.0,246,8,0,2,1.0
2018-01-09,3,outer,9,3,3,3,3,3,111,34.0,105,6,0,2,1.0
2018-01-09,4,core,17,15,15,13,13,13,1091,48.0,1035,56,0,2,0.8666666666666667
2018-01-09,4,near,34,8,6,2,2,2,228,2.0,209,19,0,2,0.25
2018-01-09,4,outer,5,1,1,1,1,1,148,148.0,138,10,0,2,1.0
2018-01-09,5,core,14,11,7,3,0,3,21,2.0,1,20,0,2,0.2727272727272727
2018-01-09,5,near,34,7,6,2,1,2,16,2.0,1,15,0,2,0.2857142857142857
2018-01-09,5,outer,6,1,1,1,0,1,3,3.0,1,2,0,2,1.0
2018-01-09,6,core,14,5,3,2,0,2,10,2.0,0,10,0,1,0.4
2018-01-09,6,near,27,2,1,1,1,1,5,2.5,0,5,0,1,0.5
2018-01-09,6,outer,5,1,1,1,1,1,12,12.0,6,6,0,2,1.0
2018-01-09,7,core,10,1,1,0,0,0,2,2.0,0,2,0,1,0.0
2018-01-09,7,near,28,4,3,2,2,2,15,3.0,0,15,0,1,0.5
2018-01-09,7,outer,10,6,4,3,3,3,23,3.5,0,23,0,1,0.5
2018-01-09,8,core,13,9,5,4,2,4,21,2.0,0,21,0,1,0.4444444444444444
2018-01-09,8,near,38,12,9,5,4,5,42,2.0,0,42,0,1,0.4166666666666667
2018-01-09,8,outer,9,5,3,3,2,3,14,3.0,0,14,0,1,0.6
2018-01-09,9,core,12,9,8,7,7,7,440,44.0,410,30,0,2,0.7777777777777778
2018-01-09,9,near,31,6,5,5,4,5,63,7.5,48,15,0,2,0.8333333333333334
2018-01-09,9,outer,11,6,5,5,5,5,392,80.0,355,37,0,2,0.8333333333333334
2018-01-09,10,core,15,10,10,10,10,10,502,27.0,470,32,0,2,1.0
2018-01-09,10,near,28,6,6,6,6,6,195,25.5,181,14,0,2,1.0
2018-01-09,10,outer,7,3,3,3,2,3,196,63.0,182,14,0,2,1.0
2018-01-09,11,core,13,11,11,11,11,11,668,62.0,622,46,0,2,1.0
2018-01-09,11,near,34,9,8,7,7,7,161,9.0,140,21,0,2,0.7777777777777778
2018-01-09,11,outer,6,2,2,1,1,1,111,55.5,103,8,0,2,0.5
2018-01-09,12,core,14,12,12,12,12,12,464,38.5,439,25,0,2,1.0
2018-01-09,12,near,35,9,9,9,9,9,414,39.0,391,23,0,2,1.0
2018-01-09,12,outer,7,3,2,2,2,2,87,28.0,79,8,0,2,0.6666666666666666
2018-01-09,13,core,14,4,4,4,4,4,116,30.0,109,7,0,2,1.0
2018-01-09,13,near,26,2,2,2,2,2,67,33.5,64,3,0,2,1.0
2018-01-09,13,outer,7,3,3,2,2,2,55,7.0,50,5,0,2,0.6666666666666666
2018-01-09,14,core,13,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-09,14,near,27,1,0,0,0,0,1,1.0,1,0,0,1,0.0
2018-01-09,14,outer,5,1,1,1,1,1,21,21.0,21,0,0,1,1.0
2018-01-09,15,core,14,11,11,11,11,11,447,32.0,418,29,0,2,1.0
2018-01-09,15,near,33,7,7,7,7,7,372,50.0,354,18,0,2,1.0
2018-01-09,15,outer,7,1,1,1,1,1,15,15.0,13,2,0,2,1.0
2018-01-09,16,core,10,3,3,3,3,3,50,14.0,47,3,0,2,1.0
2018-01-09,16,near,28,4,4,3,3,3,173,47.0,162,11,0,2,0.75
2018-01-09,16,outer,7,3,3,3,3,3,597,279.0,562,35,0,2,1.0
2018-01-09,17,core,11,3,3,3,3,3,107,20.0,101,6,0,2,1.0
2018-01-09,17,near,27,1,1,1,1,1,11,11.0,10,1,0,2,1.0
2018-01-09,17,outer,7,3,3,3,3,3,436,163.0,406,30,0,2,1.0
2018-01-09,18,core,11,9,9,9,9,9,887,84.0,862,25,0,2,1.0
2018-01-09,18,near,31,7,7,7,7,7,576,80.0,556,20,0,2,1.0
2018-01-09,18,outer,8,3,2,2,2,2,656,247.0,638,18,0,2,0.6666666666666666
2018-01-09,19,core,11,10,10,10,10,10,411,35.5,383,28,0,2,1.0
2018-01-09,19,near,34,9,9,9,9,9,575,45.0,533,42,0,2,1.0
2018-01-09,19,outer,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0
2018-01-09,20,core,14,13,13,12,12,12,396,23.0,368,28,0,2,0.9230769230769231
2018-01-09,20,near,34,11,11,10,10,10,381,35.0,349,32,0,2,0.9090909090909091
2018-01-09,20,outer,7,1,1,1,1,1,121,121.0,116,5,0,2,1.0
2018-01-09,21,core,13,0,0,0,0,0,0,0.0,0,0,0,0,0.0
