block,date,hour,region,residual,stock_dev,a_true,bl_pred,stock_true,stock_mean
block_target_like,2018-01-10,0,outer,-2.0,-1.7777777777777777,0.0,2.0,4.0,5.777777777777778
block_target_like,2018-01-10,1,core,-2.0,0.8888888888888893,1.0,3.0,15.0,14.11111111111111
block_target_like,2018-01-10,1,near,-1.0,0.6666666666666679,0.0,1.0,25.0,24.333333333333332
block_target_like,2018-01-10,1,outer,-2.0,-1.666666666666667,0.0,2.0,4.0,5.666666666666667
block_target_like,2018-01-10,2,core,1.0,1.0,6.0,5.0,15.0,14.0
block_target_like,2018-01-10,2,near,0.0,-0.7777777777777786,2.0,2.0,24.0,24.77777777777778
block_target_like,2018-01-10,2,outer,-1.0,-1.1111111111111107,0.0,1.0,4.0,5.111111111111111
block_target_like,2018-01-10,3,core,-1.0,-0.7777777777777786,9.0,10.0,13.0,13.777777777777779
block_target_like,2018-01-10,3,near,-1.0,1.4444444444444429,4.0,5.0,27.0,25.555555555555557
block_target_like,2018-01-10,3,outer,-2.0,-1.2222222222222223,0.0,2.0,4.0,5.222222222222222
block_target_like,2018-01-10,4,core,0.0,-2.0,7.0,7.0,12.0,14.0
block_target_like,2018-01-10,4,near,0.0,1.1111111111111107,2.0,2.0,26.0,24.88888888888889
block_target_like,2018-01-10,4,outer,-1.0,0.666666666666667,1.0,2.0,6.0,5.333333333333333
block_target_like,2018-01-10,5,core,-4.0,-1.0,0.0,4.0,13.0,14.0
block_target_like,2018-01-10,5,near,-2.0,0.22222222222222143,0.0,2.0,25.0,24.77777777777778
block_target_like,2018-01-10,5,outer,0.0,1.0,2.0,2.0,6.0,5.0
block_target_like,2018-01-10,6,core,-9.0,-0.3333333333333339,1.0,10.0,14.0,14.333333333333334
block_target_like,2018-01-10,6,near,-4.0,-3.7777777777777786,0.0,4.0,22.0,25.77777777777778
block_target_like,2018-01-10,6,outer,1.0,2.3333333333333335,2.0,1.0,6.0,3.6666666666666665
block_target_like,2018-01-10,7,core,-7.0,1.1111111111111107,3.0,10.0,12.0,10.88888888888889
block_target_like,2018-01-10,7,near,-3.0,-4.333333333333332,4.0,7.0,24.0,28.333333333333332
block_target_like,2018-01-10,7,outer,1.0,2.666666666666667,3.0,2.0,8.0,5.333333333333333
block_target_like,2018-01-10,8,core,-6.0,-4.222222222222221,1.0,7.0,7.0,11.222222222222221
block_target_like,2018-01-10,8,near,2.0,1.8888888888888893,8.0,6.0,30.0,28.11111111111111
block_target_like,2018-01-10,8,outer,-2.0,0.22222222222222232,1.0,3.0,6.0,5.777777777777778
block_target_like,2018-01-10,9,core,-3.0,-6.444444444444445,2.0,5.0,6.0,12.444444444444445
block_target_like,2018-01-10,9,near,-1.0,5.333333333333332,3.0,4.0,32.0,26.666666666666668
block_target_like,2018-01-10,9,outer,-2.0,-0.33333333333333304,1.0,3.0,7.0,7.333333333333333
block_target_like,2018-01-10,10,core,-2.0,-4.111111111111111,7.0,9.0,8.0,12.11111111111111
block_target_like,2018-01-10,10,near,-1.0,4.0,6.0,7.0,31.0,27.0
block_target_like,2018-01-10,10,outer,-2.0,0.22222222222222232,1.0,3.0,7.0,6.777777777777778
block_target_like,2018-01-10,11,core,-4.0,1.666666666666666,7.0,11.0,13.0,11.333333333333334
block_target_like,2018-01-10,11,near,-3.0,-4.111111111111111,6.0,9.0,25.0,29.11111111111111
block_target_like,2018-01-10,11,outer,0.0,2.2222222222222223,2.0,2.0,8.0,5.777777777777778
block_target_like,2018-01-10,12,core,3.0,-2.0,11.0,8.0,10.0,12.0
block_target_like,2018-01-10,12,near,3.0,3.444444444444443,7.0,4.0,30.0,26.555555555555557
block_target_like,2018-01-10,12,outer,-3.0,-0.33333333333333304,1.0,4.0,7.0,7.333333333333333
block_target_like,2018-01-10,13,core,5.0,0.6666666666666661,10.0,5.0,13.0,12.333333333333334
block_target_like,2018-01-10,13,near,1.0,1.4444444444444429,5.0,4.0,28.0,26.555555555555557
block_target_like,2018-01-10,13,outer,-3.0,-1.2222222222222223,1.0,4.0,6.0,7.222222222222222
block_target_like,2018-01-10,14,core,-3.0,0.0,4.0,7.0,13.0,13.0
block_target_like,2018-01-10,14,near,-4.0,1.1111111111111107,2.0,6.0,28.0,26.88888888888889
block_target_like,2018-01-10,14,outer,-3.0,0.33333333333333304,0.0,3.0,6.0,5.666666666666667
block_target_like,2018-01-10,15,core,-1.0,-0.11111111111111072,9.0,10.0,12.0,12.11111111111111
block_target_like,2018-01-10,15,near,-3.0,0.22222222222222143,5.0,8.0,28.0,27.77777777777778
block_target_like,2018-01-10,15,outer,-2.0,-0.7777777777777777,0.0,2.0,5.0,5.777777777777778
block_target_like,2018-01-10,16,core,-4.0,0.22222222222222143,4.0,8.0,12.0,11.777777777777779
block_target_like,2018-01-10,16,near,-1.0,-1.1111111111111107,4.0,5.0,27.0,28.11111111111111
block_target_like,2018-01-10,16,outer,-1.0,2.333333333333333,1.0,2.0,8.0,5.666666666666667
block_target_like,2018-01-10,17,core,-1.0,-0.22222222222222143,3.0,4.0,13.0,13.222222222222221
block_target_like,2018-01-10,17,near,-2.0,-1.0,0.0,2.0,26.0,27.0
block_target_like,2018-01-10,17,outer,0.0,1.333333333333333,2.0,2.0,7.0,5.666666666666667
block_target_like,2018-01-10,18,core,-2.0,1.4444444444444446,6.0,8.0,14.0,12.555555555555555
block_target_like,2018-01-10,18,near,0.0,-3.8888888888888893,5.0,5.0,24.0,27.88888888888889
block_target_like,2018-01-10,18,outer,0.0,0.8888888888888893,1.0,1.0,6.0,5.111111111111111
block_target_like,2018-01-10,19,core,4.0,1.2222222222222214,16.0,12.0,12.0,10.777777777777779
block_target_like,2018-01-10,19,near,3.0,-4.222222222222221,11.0,8.0,26.0,30.22222222222222
block_target_like,2018-01-10,19,outer,-1.0,1.666666666666667,0.0,1.0,6.0,4.333333333333333
block_target_like,2018-01-10,20,core,4.0,-3.1111111111111107,11.0,7.0,10.0,13.11111111111111
block_target_like,2018-01-10,20,near,3.0,-0.6666666666666679,8.0,5.0,26.0,26.666666666666668
block_target_like,2018-01-10,20,outer,1.0,1.7777777777777777,3.0,2.0,8.0,6.222222222222222
block_target_like,2018-01-10,21,core,-3.0,-2.2222222222222214,0.0,3.0,12.0,14.222222222222221
block_target_like,2018-01-10,21,near,-3.0,-1.0,0.0,3.0,24.0,25.0
block_target_like,2018-01-10,21,outer,2.0,2.2222222222222223,4.0,2.0,8.0,5.777777777777778
block_target_like,2018-01-10,22,core,3.0,-3.8888888888888893,9.0,6.0,11.0,14.88888888888889
block_target_like,2018-01-10,22,near,0.0,-0.7777777777777786,2.0,2.0,24.0,24.77777777777778
block_target_like,2018-01-10,22,outer,0.0,3.5555555555555554,1.0,1.0,8.0,4.444444444444445
block_target_like,2018-01-10,23,core,2.0,-3.1111111111111107,11.0,9.0,10.0,13.11111111111111
block_target_like,2018-01-10,23,near,0.0,-1.6666666666666679,5.0,5.0,25.0,26.666666666666668
block_target_like,2018-01-10,23,outer,0.0,1.1111111111111107,1.0,1.0,6.0,4.888888888888889
block_target_like,2018-01-11,0,core,0.0,-2.6999999999999993,5.0,5.0,11.0,13.7
block_target_like,2018-01-11,0,near,2.0,1.1999999999999993,5.0,3.0,26.0,24.8
block_target_like,2018-01-11,0,outer,-1.0,-0.5999999999999996,0.0,1.0,5.0,5.6
block_target_like,2018-01-11,1,core,-1.0,-1.1999999999999993,2.0,3.0,13.0,14.2
block_target_like,2018-01-11,1,near,0.0,-0.3999999999999986,1.0,1.0,24.0,24.4
block_target_like,2018-01-11,1,outer,0.0,0.5,1.0,1.0,6.0,5.5
block_target_like,2018-01-11,2,core,-3.0,-1.0999999999999996,2.0,5.0,13.0,14.1
block_target_like,2018-01-11,2,near,-2.0,-1.6999999999999993,0.0,2.0,23.0,24.7
block_target_like,2018-01-11,2,outer,0.0,1.0,1.0,1.0,6.0,5.0
block_target_like,2018-01-11,3,core,-4.0,-0.6999999999999993,6.0,10.0,13.0,13.7
block_target_like,2018-01-11,3,near,-2.0,-1.6999999999999993,3.0,5.0,24.0,25.7
block_target_like,2018-01-11,3,outer,0.0,-0.09999999999999964,1.0,1.0,5.0,5.1
block_target_like,2018-01-11,4,core,-4.0,-0.8000000000000007,3.0,7.0,13.0,13.8
block_target_like,2018-01-11,4,near,-2.0,-1.0,0.0,2.0,24.0,25.0
block_target_like,2018-01-11,4,outer,-2.0,-0.40000000000000036,0.0,2.0,5.0,5.4
block_target_like,2018-01-11,5,core,-3.0,-0.9000000000000004,1.0,4.0,13.0,13.9
block_target_like,2018-01-11,5,near,-1.0,-0.8000000000000007,1.0,2.0,24.0,24.8
block_target_like,2018-01-11,5,outer,-2.0,-0.09999999999999964,0.0,2.0,5.0,5.1
block_target_like,2018-01-11,6,core,-4.0,-3.3000000000000007,5.0,9.0,11.0,14.3
block_target_like,2018-01-11,6,near,0.0,0.6000000000000014,3.0,3.0,26.0,25.4
block_target_like,2018-01-11,6,outer,0.0,2.1,1.0,1.0,6.0,3.9
block_target_like,2018-01-11,7,core,-3.0,-3.0,6.0,9.0,8.0,11.0
block_target_like,2018-01-11,7,near,-3.0,0.10000000000000142,4.0,7.0,28.0,27.9
block_target_like,2018-01-11,7,outer,1.0,0.40000000000000036,3.0,2.0,6.0,5.6
block_target_like,2018-01-11,8,core,-4.0,-2.8000000000000007,2.0,6.0,8.0,10.8
block_target_like,2018-01-11,8,near,-7.0,-6.300000000000001,0.0,7.0,22.0,28.3
block_target_like,2018-01-11,8,outer,1.0,3.2,3.0,2.0,9.0,5.8
block_target_like,2018-01-11,9,core,-4.0,-4.800000000000001,0.0,4.0,7.0,11.8
block_target_like,2018-01-11,9,near,-4.0,-2.1999999999999993,0.0,4.0,25.0,27.2
block_target_like,2018-01-11,9,outer,0.0,2.7,3.0,3.0,10.0,7.3
block_target_like,2018-01-11,10,core,-3.0,-3.6999999999999993,6.0,9.0,8.0,11.7
block_target_like,2018-01-11,10,near,-3.0,-1.3999999999999986,4.0,7.0,26.0,27.4
block_target_like,2018-01-11,10,outer,0.0,3.2,3.0,3.0,10.0,6.8
block_target_like,2018-01-11,11,core,-5.0,-5.5,6.0,11.0,6.0,11.5
block_target_like,2018-01-11,11,near,-3.0,-0.6999999999999993,5.0,8.0,28.0,28.7
block_target_like,2018-01-11,11,outer,2.0,3.0,4.0,2.0,9.0,6.0
block_target_like,2018-01-11,12,core,-6.0,-8.8,2.0,8.0,3.0,11.8
block_target_like,2018-01-11,12,near,-1.0,4.100000000000001,4.0,5.0,31.0,26.9
block_target_like,2018-01-11,12,outer,1.0,2.7,5.0,4.0,10.0,7.3
block_target_like,2018-01-11,13,core,-3.0,-4.4,2.0,5.0,8.0,12.4
block_target_like,2018-01-11,13,near,-2.0,-3.6999999999999993,2.0,4.0,23.0,26.7
block_target_like,2018-01-11,13,outer,4.0,4.9,7.0,3.0,12.0,7.1
block_target_like,2018-01-11,14,core,-1.0,-2.0,6.0,7.0,11.0,13.0
block_target_like,2018-01-11,14,near,-1.0,0.0,4.0,5.0,27.0,27.0
block_target_like,2018-01-11,14,outer,2.0,2.3,4.0,2.0,8.0,5.7
block_target_like,2018-01-11,15,core,-1.0,-0.09999999999999964,9.0,10.0,12.0,12.1
block_target_like,2018-01-11,15,near,2.0,-2.8000000000000007,9.0,7.0,25.0,27.8
block_target_like,2018-01-11,15,outer,1.0,2.3,3.0,2.0,8.0,5.7
block_target_like,2018-01-11,16,core,-1.0,-3.8000000000000007,7.0,8.0,8.0,11.8
block_target_like,2018-01-11,16,near,1.0,3.0,5.0,4.0,31.0,28.0
block_target_like,2018-01-11,16,outer,0.0,1.0999999999999996,2.0,2.0,7.0,5.9
block_target_like,2018-01-11,17,core,4.0,-5.199999999999999,8.0,4.0,8.0,13.2
block_target_like,2018-01-11,17,near,6.0,5.100000000000001,8.0,2.0,32.0,26.9
block_target_like,2018-01-11,17,outer,1.0,0.20000000000000018,3.0,2.0,6.0,5.8
block_target_like,2018-01-11,18,core,0.0,-2.6999999999999993,8.0,8.0,10.0,12.7
block_target_like,2018-01-11,18,near,-3.0,-0.5,2.0,5.0,27.0,27.5
block_target_like,2018-01-11,18,outer,3.0,2.8,4.0,1.0,8.0,5.2
block_target_like,2018-01-11,19,core,-1.0,-1.9000000000000004,12.0,13.0,9.0,10.9
block_target_like,2018-01-11,19,near,-3.0,-1.8000000000000007,6.0,9.0,28.0,29.8
block_target_like,2018-01-11,19,outer,0.0,1.5,1.0,1.0,6.0,4.5
block_target_like,2018-01-11,20,core,3.0,-0.8000000000000007,11.0,8.0,12.0,12.8
block_target_like,2018-01-11,20,near,-1.0,0.3999999999999986,4.0,5.0,27.0,26.6
block_target_like,2018-01-11,20,outer,0.0,-0.40000000000000036,2.0,2.0,6.0,6.4
block_target_like,2018-01-11,21,core,-3.0,-1.0,0.0,3.0,13.0,14.0
block_target_like,2018-01-11,21,near,-1.0,2.1000000000000014,1.0,2.0,27.0,24.9
block_target_like,2018-01-11,21,outer,1.0,1.0,3.0,2.0,7.0,6.0
block_target_like,2018-01-11,22,core,-3.0,-1.5,3.0,6.0,13.0,14.5
block_target_like,2018-01-11,22,near,0.0,-0.6999999999999993,2.0,2.0,24.0,24.7
block_target_like,2018-01-11,22,outer,1.0,1.2000000000000002,2.0,1.0,6.0,4.8
block_target_like,2018-01-11,23,core,5.0,1.1999999999999993,14.0,9.0,14.0,12.8
block_target_like,2018-01-11,23,near,4.0,-2.5,9.0,5.0,24.0,26.5
block_target_like,2018-01-11,23,outer,-1.0,-1.0,0.0,1.0,4.0,5.0
block_target_like,2018-01-19,0,core,-3.0,-4.454545454545455,3.0,6.0,9.0,13.454545454545455
block_target_like,2018-01-19,0,near,0.0,-6.90909090909091,3.0,3.0,18.0,24.90909090909091
block_target_like,2018-01-19,0,outer,0.0,-1.5454545454545459,1.0,1.0,4.0,5.545454545454546
block_target_like,2018-01-19,1,core,-2.0,-13.090909090909092,0.0,2.0,1.0,14.090909090909092
block_target_like,2018-01-19,1,near,-1.0,-19.363636363636363,0.0,1.0,5.0,24.363636363636363
block_target_like,2018-01-19,1,outer,0.0,-1.5454545454545459,1.0,1.0,4.0,5.545454545454546
block_target_like,2018-01-19,2,core,-5.0,-14.0,0.0,5.0,0.0,14.0
block_target_like,2018-01-19,2,near,-2.0,-20.545454545454547,0.0,2.0,4.0,24.545454545454547
block_target_like,2018-01-19,2,outer,-1.0,-2.090909090909091,0.0,1.0,3.0,5.090909090909091
block_target_like,2018-01-19,3,core,-10.0,-11.636363636363637,0.0,10.0,2.0,13.636363636363637
block_target_like,2018-01-19,3,near,-4.0,-24.545454545454547,0.0,4.0,1.0,25.545454545454547
block_target_like,2018-01-19,3,outer,-1.0,-3.090909090909091,0.0,1.0,2.0,5.090909090909091
block_target_like,2018-01-19,4,core,-7.0,-8.727272727272727,0.0,7.0,5.0,13.727272727272727
block_target_like,2018-01-19,4,near,-2.0,-20.90909090909091,0.0,2.0,4.0,24.90909090909091
block_target_like,2018-01-19,4,outer,-2.0,-3.3636363636363633,0.0,2.0,2.0,5.363636363636363
block_target_like,2018-01-19,5,core,-3.0,-11.818181818181818,0.0,3.0,2.0,13.818181818181818
block_target_like,2018-01-19,5,near,-2.0,-22.727272727272727,0.0,2.0,2.0,24.727272727272727
block_target_like,2018-01-19,5,outer,-2.0,-2.090909090909091,0.0,2.0,3.0,5.090909090909091
block_target_like,2018-01-19,6,core,-8.0,0.0,1.0,9.0,14.0,14.0
block_target_like,2018-01-19,6,near,-1.0,-13.454545454545453,3.0,4.0,12.0,25.454545454545453
block_target_like,2018-01-19,6,outer,0.0,-1.0909090909090908,1.0,1.0,3.0,4.090909090909091
block_target_like,2018-01-19,7,core,-1.0,1.2727272727272734,7.0,8.0,12.0,10.727272727272727
block_target_like,2018-01-19,7,near,-3.0,-9.90909090909091,3.0,6.0,18.0,27.90909090909091
block_target_like,2018-01-19,7,outer,-2.0,-0.6363636363636367,0.0,2.0,5.0,5.636363636363637
block_target_like,2018-01-19,8,core,-1.0,1.454545454545455,4.0,5.0,12.0,10.545454545454545
block_target_like,2018-01-19,8,near,-4.0,-6.727272727272727,1.0,5.0,21.0,27.727272727272727
block_target_like,2018-01-19,8,outer,-2.0,-3.090909090909091,0.0,2.0,3.0,6.090909090909091
block_target_like,2018-01-19,9,core,-1.0,1.6363636363636367,2.0,3.0,13.0,11.363636363636363
block_target_like,2018-01-19,9,near,-1.0,-7.0,2.0,3.0,20.0,27.0
block_target_like,2018-01-19,9,outer,-2.0,-3.545454545454546,1.0,3.0,4.0,7.545454545454546
block_target_like,2018-01-19,10,core,-5.0,1.6363636363636367,4.0,9.0,13.0,11.363636363636363
block_target_like,2018-01-19,10,near,1.0,-6.272727272727273,7.0,6.0,21.0,27.272727272727273
block_target_like,2018-01-19,10,outer,-2.0,-2.090909090909091,1.0,3.0,5.0,7.090909090909091
block_target_like,2018-01-19,11,core,3.0,4.0,13.0,10.0,15.0,11.0
block_target_like,2018-01-19,11,near,-1.0,-6.636363636363637,7.0,8.0,22.0,28.636363636363637
block_target_like,2018-01-19,11,outer,-1.0,-4.2727272727272725,1.0,2.0,2.0,6.2727272727272725
block_target_like,2018-01-19,12,core,-1.0,3.0,7.0,8.0,14.0,11.0
block_target_like,2018-01-19,12,near,-1.0,-7.272727272727273,3.0,4.0,20.0,27.272727272727273
block_target_like,2018-01-19,12,outer,-1.0,-2.545454545454546,3.0,4.0,5.0,7.545454545454546
block_target_like,2018-01-19,13,core,6.0,2.0,10.0,4.0,14.0,12.0
block_target_like,2018-01-19,13,near,0.0,-6.363636363636363,4.0,4.0,20.0,26.363636363636363
block_target_like,2018-01-19,13,outer,-2.0,-1.5454545454545459,2.0,4.0,6.0,7.545454545454546
block_target_like,2018-01-19,14,core,3.0,-1.8181818181818183,10.0,7.0,11.0,12.818181818181818
block_target_like,2018-01-19,14,near,2.0,-4.0,7.0,5.0,23.0,27.0
block_target_like,2018-01-19,14,outer,1.0,-0.9090909090909092,3.0,2.0,5.0,5.909090909090909
block_target_like,2018-01-19,15,core,2.0,-0.09090909090909172,12.0,10.0,12.0,12.090909090909092
block_target_like,2018-01-19,15,near,-4.0,-5.545454545454547,3.0,7.0,22.0,27.545454545454547
block_target_like,2018-01-19,15,outer,1.0,0.09090909090909083,3.0,2.0,6.0,5.909090909090909
block_target_like,2018-01-19,16,core,-2.0,1.545454545454545,5.0,7.0,13.0,11.454545454545455
block_target_like,2018-01-19,16,near,-4.0,-8.272727272727273,1.0,5.0,20.0,28.272727272727273
block_target_like,2018-01-19,16,outer,1.0,1.0,3.0,2.0,7.0,6.0
block_target_like,2018-01-19,17,core,-2.0,1.2727272727272734,3.0,5.0,14.0,12.727272727272727
block_target_like,2018-01-19,17,near,0.0,-8.363636363636363,3.0,3.0,19.0,27.363636363636363
block_target_like,2018-01-19,17,outer,2.0,1.1818181818181817,4.0,2.0,7.0,5.818181818181818
block_target_like,2018-01-19,18,core,0.0,1.545454545454545,8.0,8.0,14.0,12.454545454545455
block_target_like,2018-01-19,18,near,-1.0,-5.454545454545453,3.0,4.0,22.0,27.454545454545453
block_target_like,2018-01-19,18,outer,3.0,1.5454545454545459,4.0,1.0,7.0,5.454545454545454
block_target_like,2018-01-19,19,core,-1.0,3.2727272727272734,11.0,12.0,14.0,10.727272727272727
block_target_like,2018-01-19,19,near,0.0,-7.636363636363637,8.0,8.0,22.0,29.636363636363637
block_target_like,2018-01-19,19,outer,1.0,0.3636363636363633,2.0,1.0,5.0,4.636363636363637
block_target_like,2018-01-19,20,core,1.0,3.2727272727272734,9.0,8.0,16.0,12.727272727272727
block_target_like,2018-01-19,20,near,0.0,-7.636363636363637,5.0,5.0,19.0,26.636363636363637
block_target_like,2018-01-19,20,outer,0.0,-0.3636363636363633,2.0,2.0,6.0,6.363636363636363
block_target_like,2018-01-19,21,core,0.0,1.0909090909090917,2.0,2.0,15.0,13.909090909090908
block_target_like,2018-01-19,21,near,-2.0,-6.09090909090909,0.0,2.0,19.0,25.09090909090909
block_target_like,2018-01-19,21,outer,2.0,2.909090909090909,5.0,3.0,9.0,6.090909090909091
block_target_like,2018-01-19,22,core,1.0,-1.3636363636363633,7.0,6.0,13.0,14.363636363636363
block_target_like,2018-01-19,22,near,2.0,-3.6363636363636367,5.0,3.0,21.0,24.636363636363637
block_target_like,2018-01-19,22,outer,1.0,2.090909090909091,2.0,1.0,7.0,4.909090909090909
block_target_like,2018-01-19,23,core,2.0,-3.9090909090909083,12.0,10.0,9.0,12.909090909090908
block_target_like,2018-01-19,23,near,2.0,-1.2727272727272734,8.0,6.0,25.0,26.272727272727273
block_target_like,2018-01-19,23,outer,1.0,2.090909090909091,2.0,1.0,7.0,4.909090909090909
block_post_outage_stress,2018-01-07,0,core,8.0,0.0,12.0,4.0,14.0,14.0
block_post_outage_stress,2018-01-07,0,near,1.0,0.33333333333333215,2.0,1.0,24.0,23.666666666666668
block_post_outage_stress,2018-01-07,0,outer,3.0,3.666666666666667,5.0,2.0,9.0,5.333333333333333
block_post_outage_stress,2018-01-07,1,core,-1.0,-0.3333333333333339,1.0,2.0,14.0,14.333333333333334
block_post_outage_stress,2018-01-07,1,near,1.0,0.5,1.0,0.0,24.0,23.5
block_post_outage_stress,2018-01-07,1,outer,2.0,2.833333333333333,4.0,2.0,8.0,5.166666666666667
block_post_outage_stress,2018-01-07,2,core,6.0,-0.16666666666666607,12.0,6.0,14.0,14.166666666666666
block_post_outage_stress,2018-01-07,2,near,0.0,0.33333333333333215,2.0,2.0,25.0,24.666666666666668
block_post_outage_stress,2018-01-07,2,outer,-1.0,0.666666666666667,0.0,1.0,5.0,4.333333333333333
block_post_outage_stress,2018-01-07,3,core,1.0,-4.333333333333334,13.0,12.0,10.0,14.333333333333334
block_post_outage_stress,2018-01-07,3,near,5.0,5.0,10.0,5.0,30.0,25.0
block_post_outage_stress,2018-01-07,3,outer,-1.0,0.666666666666667,0.0,1.0,5.0,4.333333333333333
block_post_outage_stress,2018-01-07,4,core,2.0,1.166666666666666,8.0,6.0,15.0,13.833333333333334
block_post_outage_stress,2018-01-07,4,near,6.0,0.33333333333333215,8.0,2.0,25.0,24.666666666666668
block_post_outage_stress,2018-01-07,4,outer,-2.0,-1.0,0.0,2.0,4.0,5.0
block_post_outage_stress,2018-01-07,5,core,0.0,0.5,3.0,3.0,15.0,14.5
block_post_outage_stress,2018-01-07,5,near,-1.0,1.0,1.0,2.0,25.0,24.0
block_post_outage_stress,2018-01-07,5,outer,-1.0,-0.666666666666667,1.0,2.0,4.0,4.666666666666667
block_post_outage_stress,2018-01-07,6,core,-3.0,-1.833333333333334,9.0,12.0,13.0,14.833333333333334
block_post_outage_stress,2018-01-07,6,near,0.0,1.8333333333333321,4.0,4.0,27.0,25.166666666666668
block_post_outage_stress,2018-01-07,6,outer,0.0,0.6666666666666665,1.0,1.0,4.0,3.3333333333333335
block_post_outage_stress,2018-01-07,7,core,-1.0,3.666666666666666,11.0,12.0,14.0,10.333333333333334
block_post_outage_stress,2018-01-07,7,near,-7.0,-2.0,2.0,9.0,27.0,29.0
block_post_outage_stress,2018-01-07,7,outer,-2.0,0.33333333333333304,1.0,3.0,5.0,4.666666666666667
block_post_outage_stress,2018-01-07,8,core,2.0,1.5,9.0,7.0,13.0,11.5
block_post_outage_stress,2018-01-07,8,near,-3.0,-1.5,4.0,7.0,26.0,27.5
block_post_outage_stress,2018-01-07,8,outer,-1.0,1.5,2.0,3.0,7.0,5.5
block_post_outage_stress,2018-01-07,9,core,2.0,5.0,6.0,4.0,17.0,12.0
block_post_outage_stress,2018-01-07,9,near,2.0,-5.333333333333332,7.0,5.0,22.0,27.333333333333332
block_post_outage_stress,2018-01-07,9,outer,0.0,0.5,3.0,3.0,7.0,6.5
block_post_outage_stress,2018-01-07,10,core,2.0,4.333333333333334,11.0,9.0,16.0,11.666666666666666
block_post_outage_stress,2018-01-07,10,near,-4.0,-4.333333333333332,3.0,7.0,23.0,27.333333333333332
block_post_outage_stress,2018-01-07,10,outer,1.0,0.5,4.0,3.0,7.0,6.5
block_post_outage_stress,2018-01-07,11,core,0.0,6.333333333333334,10.0,10.0,16.0,9.666666666666666
block_post_outage_stress,2018-01-07,11,near,-7.0,-6.666666666666668,3.0,10.0,24.0,30.666666666666668
block_post_outage_stress,2018-01-07,11,outer,1.0,1.666666666666667,3.0,2.0,7.0,5.333333333333333
block_post_outage_stress,2018-01-07,12,core,6.0,2.833333333333334,12.0,6.0,14.0,11.166666666666666
block_post_outage_stress,2018-01-07,12,near,5.0,-0.8333333333333321,9.0,4.0,26.0,26.833333333333332
block_post_outage_stress,2018-01-07,12,outer,-3.0,0.666666666666667,2.0,5.0,8.0,7.333333333333333
block_post_outage_stress,2018-01-07,13,core,6.0,0.0,11.0,5.0,12.0,12.0
block_post_outage_stress,2018-01-07,13,near,5.0,0.16666666666666785,9.0,4.0,27.0,26.833333333333332
block_post_outage_stress,2018-01-07,13,outer,1.0,2.166666666666667,4.0,3.0,9.0,6.833333333333333
block_post_outage_stress,2018-01-07,14,core,-2.0,2.666666666666666,6.0,8.0,15.0,12.333333333333334
block_post_outage_stress,2018-01-07,14,near,-3.0,-4.666666666666668,4.0,7.0,23.0,27.666666666666668
block_post_outage_stress,2018-01-07,14,outer,3.0,2.833333333333333,5.0,2.0,8.0,5.166666666666667
block_post_outage_stress,2018-01-07,15,core,-6.0,2.166666666666666,4.0,10.0,14.0,11.833333333333334
block_post_outage_stress,2018-01-07,15,near,-7.0,-6.5,1.0,8.0,22.0,28.5
block_post_outage_stress,2018-01-07,15,outer,1.0,3.333333333333333,3.0,2.0,9.0,5.666666666666667
block_post_outage_stress,2018-01-07,16,core,6.0,0.8333333333333339,13.0,7.0,13.0,12.166666666666666
block_post_outage_stress,2018-01-07,16,near,4.0,-4.333333333333332,8.0,4.0,24.0,28.333333333333332
block_post_outage_stress,2018-01-07,16,outer,1.0,2.833333333333333,3.0,2.0,8.0,5.166666666666667
block_post_outage_stress,2018-01-07,17,core,3.0,-2.833333333333334,7.0,4.0,11.0,13.833333333333334
block_post_outage_stress,2018-01-07,17,near,6.0,-2.5,7.0,1.0,25.0,27.5
block_post_outage_stress,2018-01-07,17,outer,1.0,4.333333333333333,2.0,1.0,9.0,4.666666666666667
block_post_outage_stress,2018-01-07,18,core,-1.0,-1.833333333333334,8.0,9.0,11.0,12.833333333333334
block_post_outage_stress,2018-01-07,18,near,-1.0,-1.3333333333333321,5.0,6.0,27.0,28.333333333333332
block_post_outage_stress,2018-01-07,18,outer,0.0,2.833333333333333,1.0,1.0,7.0,4.166666666666667
block_post_outage_stress,2018-01-07,19,core,-1.0,0.16666666666666607,12.0,13.0,11.0,10.833333333333334
block_post_outage_stress,2018-01-07,19,near,-1.0,-3.833333333333332,7.0,8.0,27.0,30.833333333333332
block_post_outage_stress,2018-01-07,19,outer,0.0,3.1666666666666665,1.0,1.0,7.0,3.8333333333333335
block_post_outage_stress,2018-01-07,20,core,1.0,-0.5,6.0,5.0,13.0,13.5
block_post_outage_stress,2018-01-07,20,near,-1.0,-3.333333333333332,3.0,4.0,23.0,26.333333333333332
block_post_outage_stress,2018-01-07,20,outer,0.0,2.833333333333333,2.0,2.0,9.0,6.166666666666667
block_post_outage_stress,2018-01-07,21,core,1.0,1.666666666666666,5.0,4.0,16.0,14.333333333333334
block_post_outage_stress,2018-01-07,21,near,0.0,-5.166666666666668,3.0,3.0,20.0,25.166666666666668
block_post_outage_stress,2018-01-07,21,outer,-1.0,2.5,1.0,2.0,8.0,5.5
block_post_outage_stress,2018-01-07,22,core,-1.0,-0.3333333333333339,7.0,8.0,15.0,15.333333333333334
block_post_outage_stress,2018-01-07,22,near,1.0,-2.666666666666668,4.0,3.0,22.0,24.666666666666668
