date,hour,ais_record_count,unique_vessel_count,median_records_per_vessel,vessels_with_at_least_3_records,a_core,a_near,a_outer,a_total,b_core_to_near,b_core_to_outer,b_near_to_core,b_near_to_outer,b_outer_to_core,b_outer_to_near,b_total
2018-01-15,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-15,8,215,45,5.0,36,1,0,1,2,1,0,0,0,0,0,1
2018-01-15,9,417,43,9.0,43,1,2,3,6,0,0,3,0,2,1,6
2018-01-15,10,482,45,10.0,44,11,3,3,17,3,0,1,0,0,1,5
2018-01-15,11,474,45,9.0,42,5,2,1,8,2,0,1,0,0,0,3
2018-01-15,12,375,45,6.0,37,3,4,0,7,0,0,0,2,0,0,2
2018-01-15,13,425,45,8.0,42,0,1,1,2,2,0,1,0,0,1,4
2018-01-15,14,429,45,7.0,43,4,1,1,6,4,1,1,0,0,0,6
2018-01-15,15,442,43,9.0,39,7,5,1,13,0,0,5,1,0,0,6
2018-01-15,16,430,41,9.0,41,5,0,1,6,0,1,0,0,0,0,1
2018-01-15,17,428,43,9.0,41,0,0,2,2,0,0,0,0,0,2,2
2018-01-15,18,447,43,10.0,41,7,4,1,12,6,0,2,0,0,1,9
2018-01-15,19,442,43,8.0,40,6,5,0,11,4,0,3,0,0,0,7
2018-01-15,20,391,41,8.0,39,1,4,1,6,0,0,6,0,0,0,6
2018-01-15,21,367,43,7.0,38,1,1,1,3,1,0,2,0,0,0,3
2018-01-15,22,436,41,8.0,41,9,2,0,11,4,0,1,0,1,0,6
2018-01-15,23,404,42,8.5,41,1,2,0,3,0,0,2,0,0,0,2
2018-01-16,0,226,42,5.0,32,1,0,0,1,0,0,0,0,0,0,0
2018-01-16,1,146,38,2.5,19,1,0,0,1,2,0,0,0,0,0,2
2018-01-16,2,449,45,9.0,43,4,3,0,7,1,0,2,1,0,0,4
2018-01-16,3,435,45,9.0,43,6,1,1,8,1,0,0,0,0,0,1
2018-01-16,4,419,45,8.0,45,0,1,2,3,0,0,2,0,0,1,3
2018-01-16,5,379,46,8.0,41,0,1,1,2,0,0,0,0,0,0,0
2018-01-16,6,401,45,8.0,41,5,2,0,7,5,3,0,0,0,1,9
2018-01-16,7,453,46,8.0,45,3,6,3,12,0,1,1,1,0,4,7
2018-01-16,8,446,46,7.5,42,3,8,4,15,0,0,2,4,1,2,9
2018-01-16,9,419,47,8.0,43,0,6,5,11,1,1,1,2,2,0,7
2018-01-16,10,466,47,9.0,46,3,3,3,9,0,0,0,0,2,0,2
2018-01-16,11,504,46,9.0,44,9,4,2,15,1,0,0,1,0,0,2
2018-01-16,12,373,45,6.0,40,2,0,1,3,0,0,1,0,1,0,2
2018-01-16,13,373,46,7.0,39,0,0,0,0,1,0,2,0,0,0,3
2018-01-16,14,435,47,8.0,43,7,3,1,11,2,0,1,0,0,2,5
2018-01-16,15,513,47,8.0,43,14,3,0,17,3,0,1,0,1,0,5
2018-01-16,16,470,47,8.0,46,4,0,0,4,1,0,3,1,0,0,5
2018-01-16,17,403,45,8.0,43,1,2,0,3,1,0,2,0,0,0,3
2018-01-16,18,475,48,9.0,45,8,0,0,8,4,0,0,0,0,0,4
2018-01-16,19,513,46,10.0,43,5,8,1,14,0,0,2,4,0,0,6
2018-01-16,20,448,47,8.0,44,0,2,2,4,0,0,0,0,0,0,0
2018-01-16,21,413,46,9.0,42,0,0,0,0,0,0,0,0,0,1,1
2018-01-16,22,397,44,7.0,42,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,23,415,41,9.0,40,2,2,0,4,0,0,0,1,0,0,1
2018-01-17,0,424,41,8.0,39,2,0,1,3,0,0,0,0,0,0,0
2018-01-17,1,399,41,8.0,41,1,0,1,2,2,0,0,0,0,0,2
2018-01-17,2,428,43,8.0,40,6,2,1,9,0,0,2,0,0,1,3
2018-01-17,3,408,42,9.0,37,5,2,0,7,3,1,0,1,0,0,5
2018-01-17,4,395,40,8.0,38,2,2,1,5,0,0,2,0,0,0,2
2018-01-17,5,394,41,8.0,37,0,0,3,3,0,0,0,0,2,0,2
2018-01-17,6,390,40,9.0,36,3,2,0,5,2,0,1,0,0,0,3
2018-01-17,7,373,37,9.0,33,4,1,0,5,1,0,1,1,0,0,3
2018-01-17,8,645,38,10.0,37,0,1,1,2,0,0,0,0,0,0,0
2018-01-17,9,478,38,9.0,36,0,0,1,1,3,0,1,0,0,0,4
2018-01-17,10,442,40,9.5,37,9,6,1,16,5,0,1,1,0,0,7
2018-01-17,11,310,34,7.0,31,4,5,1,10,1,0,4,0,0,0,5
2018-01-17,12,173,32,4.0,20,0,0,0,0,0,0,2,0,0,0,2
2018-01-17,13,223,31,6.0,28,3,0,1,4,4,0,2,0,0,0,6
2018-01-17,14,267,33,7.0,25,4,4,1,9,4,0,0,0,0,1,5
2018-01-17,15,263,35,7.0,25,1,5,2,8,0,0,3,0,0,0,3
2018-01-17,16,229,32,6.5,20,1,2,1,4,0,0,4,0,0,2,6
2018-01-17,17,227,29,8.0,21,3,1,1,5,2,0,3,0,0,1,6
2018-01-17,18,206,30,5.0,22,5,2,0,7,4,0,2,0,0,1,7
2018-01-17,19,223,33,6.0,25,2,0,0,2,3,0,1,0,0,0,4
2018-01-17,20,150,27,4.0,16,1,1,0,2,0,0,1,3,0,0,4
2018-01-17,21,227,33,4.0,21,0,0,3,3,0,0,0,0,0,0,0
2018-01-17,22,229,34,6.0,27,1,1,2,4,4,1,0,0,1,0,6
2018-01-17,23,283,35,7.0,27,3,1,0,4,0,0,3,0,0,0,3
2018-01-18,0,330,38,7.0,31,4,1,0,5,0,0,2,0,0,0,2
2018-01-18,1,410,38,7.0,30,1,0,1,2,0,0,0,0,0,0,0
2018-01-18,2,228,33,5.0,25,1,0,2,3,4,0,0,0,2,0,6
2018-01-18,3,373,36,10.0,31,10,1,0,11,0,1,3,2,0,0,6
2018-01-18,4,313,38,6.0,31,3,1,2,6,0,0,0,0,0,1,1
2018-01-18,5,299,35,7.0,32,1,1,2,4,0,1,2,0,0,1,4
2018-01-18,6,351,39,9.0,34,4,1,3,8,3,0,0,0,0,1,4
2018-01-18,7,329,36,7.5,30,7,4,1,12,4,0,4,0,0,1,9
2018-01-18,8,293,33,7.0,27,6,6,1,13,2,1,4,0,0,0,7
2018-01-18,9,263,35,5.0,30,1,3,5,9,0,0,2,1,0,2,5
2018-01-18,10,276,32,8.0,25,4,2,5,11,1,0,0,0,0,0,1
2018-01-18,11,225,31,7.0,23,4,1,4,9,4,0,1,1,0,1,7
2018-01-18,12,241,36,6.0,26,3,2,2,7,0,0,2,0,0,0,2
2018-01-18,13,202,35,5.0,26,0,0,0,0,0,0,0,0,0,1,1
2018-01-18,14,292,37,6.0,32,3,7,0,10,3,0,1,0,0,0,4
2018-01-18,15,275,39,5.0,25,2,4,1,7,1,0,0,2,1,0,4
2018-01-18,16,310,39,6.0,29,0,3,2,5,0,0,1,0,2,0,3
2018-01-18,17,247,34,5.5,25,3,0,0,3,0,0,1,1,0,1,3
2018-01-18,18,1589,40,7.5,37,6,2,1,9,0,0,3,0,0,0,3
2018-01-18,19,2365,40,14.0,39,12,8,1,21,3,1,2,1,0,0,7
2018-01-18,20,203,31,4.0,23,1,0,1,2,0,0,0,0,0,0,0
2018-01-18,21,207,31,6.0,25,0,0,1,1,0,0,0,0,0,0,0
2018-01-18,22,285,32,8.0,29,1,2,0,3,4,0,0,0,0,0,4
2018-01-18,23,365,36,8.0,33,7,3,0,10,3,0,3,1,0,0,7
2018-01-19,0,206,33,7.0,23,3,3,1,7,0,0,1,1,0,0,2
2018-01-19,1,67,12,2.5,6,0,0,1,1,0,0,0,0,0,0,0
2018-01-19,2,49,9,3.0,7,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,3,26,9,2.0,4,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,4,32,13,1.0,3,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,5,24,7,1.0,3,0,0,0,0,0,0,0,0,0,1,1
2018-01-19,6,177,30,4.0,23,1,3,1,5,2,1,0,1,0,0,4
2018-01-19,7,363,36,10.5,31,7,3,0,10,2,0,2,0,0,0,4
2018-01-19,8,1767,39,9.0,38,4,1,0,5,0,0,1,0,0,0,1
2018-01-19,9,3155,39,14.0,38,2,2,1,5,2,0,1,0,0,0,3
2018-01-19,10,5660,41,24.0,40,4,7,1,12,2,0,2,0,2,1,7
2018-01-19,11,8254,41,27.0,41,13,7,1,21,1,0,0,2,0,0,3
2018-01-19,12,4405,40,19.5,39,7,3,3,13,0,0,0,1,0,0,1
2018-01-19,13,4893,41,21.0,40,10,4,2,16,4,0,1,0,0,0,5
2018-01-19,14,5259,40,21.5,39,10,7,3,20,1,0,2,1,0,0,4
2018-01-19,15,4243,41,18.0,39,12,3,3,18,0,1,2,0,0,1,4
2018-01-19,16,4358,41,20.0,40,5,1,3,9,0,0,1,0,0,0,1
2018-01-19,17,6548,41,28.0,41,3,3,4,10,0,0,0,0,0,1,1
2018-01-19,18,4276,44,20.0,41,8,3,4,15,0,0,0,0,0,2,2
2018-01-19,19,4563,42,23.0,42,11,8,2,21,0,0,1,2,1,1,5
2018-01-19,20,5715,43,26.0,42,9,5,2,16,0,1,0,0,0,0,1
2018-01-19,21,5729,45,23.0,45,2,0,5,7,2,0,0,0,0,0,2
2018-01-19,22,5766,44,26.0,44,7,5,2,14,4,0,0,0,0,0,4
2018-01-19,23,5612,43,24.0,43,12,8,2,22,0,1,5,0,0,0,6
2018-01-20,0,4192,45,23.0,45,4,2,4,10,0,0,1,0,0,0,1
2018-01-20,1,4935,45,22.0,44,1,1,5,7,0,0,1,0,1,4,6
2018-01-20,2,4760,45,20.0,45,15,6,0,21,2,0,1,0,0,0,3
2018-01-20,3,6049,46,22.5,46,14,9,1,24,0,0,1,0,0,0,1
2018-01-20,4,6638,46,25.5,45,11,5,1,17,0,0,0,0,0,1,1
2018-01-20,5,6633,46,26.0,46,1,2,4,7,0,0,0,0,0,2,2
2018-01-20,6,7291,48,25.0,48,12,6,2,20,2,3,1,0,0,1,7
2018-01-20,7,7465,48,24.5,48,10,8,6,24,1,1,2,1,0,3,8
2018-01-20,8,4925,48,21.0,48,8,6,5,19,0,0,0,3,0,2,5
2018-01-20,9,5293,49,22.0,46,3,8,5,16,0,0,3,0,0,3,6
2018-01-20,10,4983,47,19.0,46,13,9,1,23,5,1,0,0,0,0,6
2018-01-20,11,5293,47,20.0,47,14,13,2,29,2,0,4,2,1,0,9
2018-01-20,12,5485,49,21.0,47,10,8,5,23,0,1,1,0,0,0,2
2018-01-20,13,4363,49,19.0,48,2,1,4,7,0,0,0,0,0,0,0
2018-01-20,14,5039,49,20.0,48,8,4,4,16,1,0,0,0,0,2,3
2018-01-20,15,6183,49,20.0,48,16,11,1,28,2,0,3,0,0,0,5
2018-01-20,16,5201,49,19.0,48,13,7,3,23,2,0,2,0,0,0,4
2018-01-20,17,5018,48,20.0,47,2,1,4,7,1,0,2,1,0,0,4
2018-01-20,18,4150,48,20.5,48,7,5,3,15,1,0,2,0,2,0,5
2018-01-20,19,5201,49,20.0,48,15,5,1,21,3,1,1,0,1,0,6
2018-01-20,20,4376,49,21.0,48,4,3,1,8,1,0,0,0,0,0,1
2018-01-20,21,5777,47,25.0,47,2,0,1,3,3,0,0,0,0,0,3
2018-01-20,22,5385,47,23.0,47,10,7,1,18,2,0,1,0,0,0,3
2018-01-20,23,4841,47,22.0,47,8,5,1,14,2,0,0,0,0,0,2
2018-01-21,0,4821,48,19.5,46,13,9,1,23,0,0,4,2,0,0,6
2018-01-21,1,4736,47,20.0,47,5,3,4,12,0,0,0,1,0,0,1
2018-01-21,2,4505,49,21.0,48,5,2,4,11,1,0,2,0,1,0,4
2018-01-21,3,6425,48,23.0,48,15,8,2,25,2,1,1,0,0,0,4
2018-01-21,4,6587,46,24.0,44,14,6,3,23,1,0,1,1,0,0,3
2018-01-21,5,6103,45,25.0,45,4,2,3,9,0,0,1,0,1,2,4
2018-01-21,6,5569,45,24.0,44,4,2,1,7,0,0,1,0,0,0,1
2018-01-21,7,5656,46,23.5,45,6,3,0,9,0,0,1,0,0,0,1
2018-01-21,8,5318,47,21.0,46,10,4,1,15,2,0,0,0,0,1,3
2018-01-21,9,3830,45,17.0,45,5,2,2,9,1,0,0,0,1,0,2
2018-01-21,10,4809,46,23.0,45,7,5,1,13,1,1,1,0,0,0,3
2018-01-21,11,3711,44,19.0,43,6,2,0,8,1,0,0,0,0,0,1
2018-01-21,12,3711,45,16.0,44,5,2,2,9,0,0,2,1,0,0,3
2018-01-21,13,5277,45,23.0,43,14,8,2,24,0,3,0,0,0,0,3
2018-01-21,14,5005,45,19.0,45,9,8,4,21,2,1,0,0,0,0,3
2018-01-21,15,4867,45,19.0,44,3,6,6,15,1,0,3,2,0,3,9
2018-01-21,16,5254,45,19.0,45,9,9,9,27,1,0,1,0,1,1,4
2018-01-21,17,8249,44,28.0,44,12,9,2,23,0,0,1,3,0,1,5
2018-01-21,18,7601,44,27.0,44,12,14,4,30,0,0,3,0,0,3,6
2018-01-21,19,8182,44,26.5,44,15,9,3,27,4,1,1,1,0,0,7
2018-01-21,20,8019,45,27.0,45,13,10,3,26,3,0,2,0,0,0,5
2018-01-21,21,7067,45,23.0,45,4,5,2,11,0,0,2,0,0,0,2
2018-01-21,22,6564,45,25.0,45,5,4,2,11,0,0,4,0,1,1,6
2018-01-21,23,7719,43,26.0,43,14,4,1,19,2,0,1,0,0,0,3
2018-01-22,0,6428,44,24.5,43,8,2,0,10,0,0,0,0,0,0,0
2018-01-22,1,5712,43,26.0,43,1,0,0,1,0,0,0,0,0,0,0
2018-01-22,2,5942,43,26.0,43,1,2,1,4,0,1,0,0,0,0,1
2018-01-22,3,6638,44,24.5,43,4,2,1,7,0,0,0,1,0,0,1
2018-01-22,4,6543,43,26.0,43,2,1,2,5,0,0,0,0,0,0,0
2018-01-22,5,6357,43,25.0,42,0,0,2,2,0,0,0,0,0,0,0
2018-01-22,6,6665,43,27.0,43,2,4,1,7,1,0,0,0,2,0,3
2018-01-22,7,6864,43,27.0,43,13,6,0,19,3,0,0,0,0,0,3
2018-01-22,8,5570,44,25.0,42,7,6,1,14,0,1,3,0,0,0,4
2018-01-22,9,5610,44,24.0,43,6,4,2,12,0,0,0,0,0,1,1
2018-01-22,10,5458,44,25.0,44,3,2,1,6,1,0,1,0,0,0,2
2018-01-22,11,6073,46,25.0,45,7,4,1,12,3,1,0,0,0,0,4
2018-01-22,12,6072,46,23.5,44,6,10,1,17,1,1,3,0,0,0,5
2018-01-22,13,6070,45,25.0,45,3,5,2,10,0,0,0,0,0,0,0
2018-01-22,14,5982,45,25.0,44,1,2,2,5,0,0,1,0,0,0,1
2018-01-22,15,6122,44,23.0,44,3,1,4,8,0,0,0,0,0,0,0
2018-01-22,16,5665,45,24.0,43,6,3,3,12,3,0,0,0,2,1,6
2018-01-22,17,6520,44,24.0,42,11,6,1,18,0,0,1,0,0,0,1
2018-01-22,18,5532,44,25.0,42,9,6,0,15,3,0,4,0,0,0,7
2018-01-22,19,6098,45,27.0,42,13,7,1,21,0,1,2,1,0,0,4
2018-01-22,20,3875,46,17.0,43,7,4,2,13,0,0,1,0,0,0,1
2018-01-22,21,2846,45,17.0,45,4,0,2,6,0,0,0,0,0,0,0
2018-01-22,22,4654,45,24.0,43,12,7,2,21,1,0,1,0,1,0,3
2018-01-22,23,3662,45,21.0,43,9,7,0,16,2,1,1,1,0,0,5
2018-01-23,0,3426,44,21.5,42,5,4,4,13,0,0,2,0,0,0,2
2018-01-23,1,3202,43,19.0,43,3,0,4,7,0,0,0,0,1,0,1
2018-01-23,2,3562,43,19.0,42,6,0,0,6,3,0,0,0,0,0,3
2018-01-23,3,4635,42,23.0,41,8,5,0,13,0,1,3,0,0,0,4
2018-01-23,4,4715,42,25.0,41,3,1,1,5,0,0,0,0,0,0,0
2018-01-23,5,4968,42,25.0,42,0,0,1,1,0,0,0,0,0,0,0
2018-01-23,6,5087,43,25.0,42,10,4,1,15,4,3,0,0,1,0,8
2018-01-23,7,5200,42,23.5,42,10,8,3,21,0,2,4,0,0,3,9
2018-01-23,8,4239,43,20.0,42,10,7,4,21,2,0,1,0,0,0,3
2018-01-23,9,3258,43,16.0,41,4,3,3,10,1,0,0,1,1,0,3
2018-01-23,10,2773,42,17.0,41,6,3,1,10,4,0,0,3,1,0,8
2018-01-23,11,3563,42,19.5,40,7,8,4,19,0,1,3,0,1,1,6
2018-01-23,12,3486,42,15.0,42,6,6,5,17,1,0,1,1,0,0,3
2018-01-23,13,3013,42,17.0,41,1,1,4,6,0,0,1,0,0,0,1
2018-01-23,14,4748,41,21.0,39,7,6,2,15,2,0,1,0,1,0,4
2018-01-23,15,4088,43,17.0,40,11,13,0,24,1,2,2,0,0,0,5
2018-01-23,16,4057,44,19.0,42,0,2,4,6,2,0,1,0,0,0,3
2018-01-23,17,3566,42,21.0,41,5,4,4,13,0,0,1,0,1,1,3
2018-01-23,18,3705,41,22.0,39,9,11,0,20,2,0,1,0,0,0,3
2018-01-23,19,5043,41,25.0,40,12,10,0,22,3,0,1,1,0,0,5
2018-01-23,20,4699,41,45.0,41,13,11,2,26,0,0,4,1,0,0,5
2018-01-23,21,4638,42,22.0,41,11,3,3,17,0,0,1,0,0,0,1
2018-01-23,22,3279,41,17.0,40,2,0,2,4,2,0,0,0,0,1,3
2018-01-23,23,3984,39,21.0,38,9,3,2,14,2,0,1,0,1,0,4
2018-01-24,0,2357,39,16.0,38,9,4,0,13,0,0,2,0,0,0,2
2018-01-24,1,3022,39,20.0,38,7,4,0,11,0,0,2,0,0,0,2
2018-01-24,2,3302,39,21.0,38,4,2,0,6,0,0,2,0,0,0,2
2018-01-24,3,4574,38,24.5,38,5,0,0,5,1,0,0,0,0,0,1
2018-01-24,4,4569,40,27.5,38,11,3,0,14,2,0,0,1,0,0,3
2018-01-24,5,4851,40,33.0,39,9,4,1,14,0,0,0,1,0,0,1
2018-01-24,6,4994,41,25.0,40,0,1,2,3,0,0,0,0,0,0,0
2018-01-24,7,5899,41,25.0,41,3,2,2,7,1,0,0,0,0,1,2
2018-01-24,8,5137,43,20.0,41,6,5,3,14,0,0,1,2,1,1,5
2018-01-24,9,3705,41,18.0,40,9,6,2,17,2,0,2,1,0,0,5
2018-01-24,10,4009,42,22.5,42,7,5,4,16,1,0,2,1,0,1,5
2018-01-24,11,3927,42,19.5,41,13,6,6,25,1,1,1,0,0,1,4
2018-01-24,12,3635,43,16.0,41,9,3,3,15,1,0,0,1,0,0,2
2018-01-24,13,3859,44,20.5,42,6,5,4,15,0,0,1,0,0,1,2
2018-01-24,14,4309,42,23.5,40,14,5,2,21,7,0,1,0,1,1,10
2018-01-24,15,4628,42,50.0,42,16,13,2,31,2,0,4,0,0,0,6
2018-01-24,16,4995,44,25.0,42,14,12,2,28,2,0,4,0,0,0,6
2018-01-24,17,2846,42,16.0,42,3,1,2,6,2,0,1,0,0,0,3
2018-01-24,18,3027,42,21.0,40,7,3,1,11,4,0,1,0,1,0,6
2018-01-24,19,5717,41,33.0,41,15,12,0,27,6,1,0,1,0,0,8
2018-01-24,20,4280,41,18.0,40,8,9,2,19,0,0,9,0,0,0,9
2018-01-24,21,6475,42,27.0,40,10,6,2,18,0,0,0,0,0,0,0
2018-01-24,22,5914,42,27.5,41,6,7,1,14,2,0,0,0,0,0,2
2018-01-24,23,5830,41,28.0,39,8,6,2,16,0,0,0,0,0,0,0
