date,hour,region,quality_regime,period,day_type,dayofweek,unique_vessel_count,y_true,daily_total,profile_share
2018-01-03,4,core,normal,pre_outage,weekday,2,58,5,192,0.026041666666666668
2018-01-03,5,core,normal,pre_outage,weekday,2,58,5,192,0.026041666666666668
2018-01-03,6,core,normal,pre_outage,weekday,2,58,15,192,0.078125
2018-01-03,7,core,normal,pre_outage,weekday,2,58,12,192,0.0625
2018-01-03,8,core,normal,pre_outage,weekday,2,58,6,192,0.03125
2018-01-03,9,core,normal,pre_outage,weekday,2,58,5,192,0.026041666666666668
2018-01-03,10,core,normal,pre_outage,weekday,2,58,12,192,0.0625
2018-01-03,11,core,normal,pre_outage,weekday,2,58,9,192,0.046875
2018-01-03,12,core,normal,pre_outage,weekday,2,58,5,192,0.026041666666666668
2018-01-03,13,core,normal,pre_outage,weekday,2,58,4,192,0.020833333333333332
2018-01-03,14,core,normal,pre_outage,weekday,2,58,6,192,0.03125
2018-01-03,15,core,normal,pre_outage,weekday,2,58,9,192,0.046875
2018-01-03,16,core,normal,pre_outage,weekday,2,58,11,192,0.057291666666666664
2018-01-03,17,core,normal,pre_outage,weekday,2,58,8,192,0.041666666666666664
2018-01-03,18,core,normal,pre_outage,weekday,2,58,8,192,0.041666666666666664
2018-01-03,19,core,normal,pre_outage,weekday,2,58,15,192,0.078125
2018-01-03,20,core,normal,pre_outage,weekday,2,58,7,192,0.036458333333333336
2018-01-03,21,core,normal,pre_outage,weekday,2,58,3,192,0.015625
2018-01-03,22,core,normal,pre_outage,weekday,2,58,14,192,0.07291666666666667
2018-01-03,23,core,normal,pre_outage,weekday,2,58,11,192,0.057291666666666664
2018-01-03,0,near,normal,pre_outage,weekday,2,58,2,124,0.016129032258064516
2018-01-03,1,near,normal,pre_outage,weekday,2,58,1,124,0.008064516129032258
2018-01-03,2,near,normal,pre_outage,weekday,2,58,2,124,0.016129032258064516
2018-01-03,3,near,normal,pre_outage,weekday,2,58,3,124,0.024193548387096774
2018-01-03,4,near,normal,pre_outage,weekday,2,58,0,124,0.0
2018-01-03,5,near,normal,pre_outage,weekday,2,58,1,124,0.008064516129032258
2018-01-03,6,near,normal,pre_outage,weekday,2,58,3,124,0.024193548387096774
2018-01-03,7,near,normal,pre_outage,weekday,2,58,6,124,0.04838709677419355
2018-01-03,8,near,normal,pre_outage,weekday,2,58,7,124,0.056451612903225805
2018-01-03,9,near,normal,pre_outage,weekday,2,58,5,124,0.04032258064516129
2018-01-03,10,near,normal,pre_outage,weekday,2,58,7,124,0.056451612903225805
2018-01-03,11,near,normal,pre_outage,weekday,2,58,9,124,0.07258064516129033
2018-01-03,12,near,normal,pre_outage,weekday,2,58,3,124,0.024193548387096774
2018-01-03,13,near,normal,pre_outage,weekday,2,58,5,124,0.04032258064516129
2018-01-03,14,near,normal,pre_outage,weekday,2,58,10,124,0.08064516129032258
2018-01-03,15,near,normal,pre_outage,weekday,2,58,11,124,0.08870967741935484
2018-01-03,16,near,normal,pre_outage,weekday,2,58,3,124,0.024193548387096774
2018-01-03,17,near,normal,pre_outage,weekday,2,58,3,124,0.024193548387096774
2018-01-03,18,near,normal,pre_outage,weekday,2,58,6,124,0.04838709677419355
2018-01-03,19,near,normal,pre_outage,weekday,2,58,13,124,0.10483870967741936
2018-01-03,20,near,normal,pre_outage,weekday,2,58,5,124,0.04032258064516129
2018-01-03,21,near,normal,pre_outage,weekday,2,58,3,124,0.024193548387096774
2018-01-03,22,near,normal,pre_outage,weekday,2,58,7,124,0.056451612903225805
2018-01-03,23,near,normal,pre_outage,weekday,2,58,9,124,0.07258064516129033
2018-01-03,0,outer,normal,pre_outage,weekday,2,58,2,48,0.041666666666666664
2018-01-03,1,outer,normal,pre_outage,weekday,2,58,2,48,0.041666666666666664
2018-01-03,2,outer,normal,pre_outage,weekday,2,58,0,48,0.0
2018-01-03,3,outer,normal,pre_outage,weekday,2,58,2,48,0.041666666666666664
2018-01-03,4,outer,normal,pre_outage,weekday,2,58,3,48,0.0625
2018-01-03,5,outer,normal,pre_outage,weekday,2,58,2,48,0.041666666666666664
2018-01-03,6,outer,normal,pre_outage,weekday,2,58,0,48,0.0
2018-01-03,7,outer,normal,pre_outage,weekday,2,58,1,48,0.020833333333333332
2018-01-03,8,outer,normal,pre_outage,weekday,2,58,2,48,0.041666666666666664
2018-01-03,9,outer,normal,pre_outage,weekday,2,58,1,48,0.020833333333333332
2018-01-03,10,outer,normal,pre_outage,weekday,2,58,2,48,0.041666666666666664
2018-01-03,11,outer,normal,pre_outage,weekday,2,58,3,48,0.0625
2018-01-03,12,outer,normal,pre_outage,weekday,2,58,5,48,0.10416666666666667
2018-01-03,13,outer,normal,pre_outage,weekday,2,58,4,48,0.08333333333333333
2018-01-03,14,outer,normal,pre_outage,weekday,2,58,4,48,0.08333333333333333
2018-01-03,15,outer,normal,pre_outage,weekday,2,58,1,48,0.020833333333333332
2018-01-03,16,outer,normal,pre_outage,weekday,2,58,1,48,0.020833333333333332
2018-01-03,17,outer,normal,pre_outage,weekday,2,58,1,48,0.020833333333333332
2018-01-03,18,outer,normal,pre_outage,weekday,2,58,1,48,0.020833333333333332
2018-01-03,19,outer,normal,pre_outage,weekday,2,58,1,48,0.020833333333333332
2018-01-03,20,outer,normal,pre_outage,weekday,2,58,3,48,0.0625
2018-01-03,21,outer,normal,pre_outage,weekday,2,58,3,48,0.0625
2018-01-03,22,outer,normal,pre_outage,weekday,2,58,1,48,0.020833333333333332
2018-01-03,23,outer,normal,pre_outage,weekday,2,58,3,48,0.0625
2018-01-04,0,core,normal,pre_outage,weekday,3,55,5,160,0.03125
2018-01-04,1,core,normal,pre_outage,weekday,3,55,0,160,0.0
2018-01-04,2,core,normal,pre_outage,weekday,3,55,1,160,0.00625
2018-01-04,3,core,normal,pre_outage,weekday,3,55,7,160,0.04375
2018-01-04,4,core,normal,pre_outage,weekday,3,55,9,160,0.05625
2018-01-04,5,core,normal,pre_outage,weekday,3,55,9,160,0.05625
2018-01-04,6,core,normal,pre_outage,weekday,3,55,12,160,0.075
2018-01-04,7,core,normal,pre_outage,weekday,3,55,11,160,0.06875
2018-01-04,8,core,normal,pre_outage,weekday,3,55,9,160,0.05625
