group,region,hour,n_days,mean_profile_share,median_profile_share,std_profile_share,q25_profile_share,q75_profile_share,mean_hourly_count,median_hourly_count
normal_all,outer,10,17,0.054282080322424105,0.05357142857142857,0.029801258278032344,0.02631578947368421,0.08333333333333333,2.588235294117647,3.0
normal_all,outer,11,17,0.05002866154972602,0.044444444444444446,0.03152533751485745,0.027777777777777776,0.06666666666666667,2.2941176470588234,2.0
normal_all,outer,12,17,0.07589562502380776,0.07692307692307693,0.0359337712093589,0.0425531914893617,0.09259259259259259,3.6470588235294117,3.0
normal_all,outer,13,17,0.07087624819755939,0.06944444444444445,0.031785363355236684,0.044444444444444446,0.08888888888888889,3.3529411764705883,4.0
normal_all,outer,14,17,0.05425075177213511,0.05263157894736842,0.02864380577566054,0.037037037037037035,0.07142857142857142,2.588235294117647,2.0
normal_all,outer,15,17,0.04572371929124265,0.027777777777777776,0.039689040012057177,0.020833333333333332,0.07317073170731707,2.1176470588235294,2.0
normal_all,outer,16,17,0.056400437593672526,0.05263157894736842,0.03436290015789515,0.03571428571428571,0.07317073170731707,2.764705882352941,3.0
normal_all,outer,17,17,0.045609506603269144,0.046511627906976744,0.02461043639164335,0.02631578947368421,0.06153846153846154,2.176470588235294,2.0
normal_all,outer,18,17,0.03493486939923192,0.03571428571428571,0.028056793139310563,0.020833333333333332,0.05263157894736842,1.7058823529411764,1.0
normal_all,outer,19,17,0.02080565720491996,0.020833333333333332,0.019427002702505834,0.0,0.02631578947368421,1.0,1.0
normal_all,outer,20,17,0.046607641923793984,0.044444444444444446,0.022107298990172008,0.03571428571428571,0.04878048780487805,2.0588235294117645,2.0
normal_all,outer,21,17,0.0517265664803343,0.044444444444444446,0.0353834525691015,0.02631578947368421,0.0625,2.235294117647059,2.0
normal_all,outer,22,17,0.025339774651299277,0.023255813953488372,0.016604649709673985,0.020833333333333332,0.03571428571428571,1.1176470588235294,1.0
normal_all,outer,23,17,0.021895445337613367,0.02127659574468085,0.02070458803036194,0.0,0.037037037037037035,1.0,1.0
normal_pre_outage,core,0,11,0.0325744678801952,0.03125,0.020994323380238714,0.012854317732366513,0.04508033941144611,5.363636363636363,5.0
normal_pre_outage,core,1,11,0.014954028414949022,0.012195121951219513,0.019476742908170752,0.0024752475247524753,0.0183531746031746,2.3636363636363638,2.0
normal_pre_outage,core,2,11,0.030735361824486555,0.033707865168539325,0.021202007599028638,0.011061507936507935,0.04771668219944082,5.2727272727272725,6.0
normal_pre_outage,core,3,11,0.05824874380252823,0.057291666666666664,0.013471925842746162,0.050983436853002065,0.06620963143434763,9.818181818181818,10.0
normal_pre_outage,core,4,11,0.03886138079439023,0.033783783783783786,0.02041968901963665,0.025215955284552845,0.04508033941144611,6.363636363636363,5.0
normal_pre_outage,core,5,11,0.017932384163965462,0.016304347826086956,0.016215918219629408,0.006777242732298912,0.02329480593607306,3.090909090909091,3.0
normal_pre_outage,core,6,11,0.051898942978870634,0.05434782608695652,0.024351154782353338,0.042118497564042116,0.07119357577472761,8.909090909090908,10.0
normal_pre_outage,core,7,11,0.05494478807721926,0.0625,0.025339899346901545,0.050983436853002065,0.06808286516853933,9.363636363636363,11.0
normal_pre_outage,core,8,11,0.03618555787733381,0.03804347826086957,0.016481523375057743,0.026787635372588395,0.04971625211301618,6.181818181818182,6.0
normal_pre_outage,core,9,11,0.022450603290881162,0.020942408376963352,0.014049279525761708,0.013653308480894688,0.027872318481848186,3.8181818181818183,4.0
