region,date_i,date_j,period_i,period_j,period_pair,day_type_i,day_type_j,same_day_type,pearson_profile,cosine_similarity,l1_distance,rmse_profile
core,2018-01-19,2018-01-23,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,0.3503346463619717,0.7872262202961281,0.6514118792599806,0.033423656782292234
core,2018-01-19,2018-01-24,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,0.470074501927515,0.8312720595606574,0.6081175106300735,0.029708486795407895
core,2018-01-20,2018-01-21,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekend,True,-0.04063913357571649,0.7725131777173057,0.6390741744643741,0.031864912904803956
core,2018-01-20,2018-01-22,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.06943727971812708,0.7364373068011856,0.7439851502820019,0.03578681504135296
core,2018-01-20,2018-01-23,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.2777609123896289,0.8206643678491454,0.539502400698385,0.028782595573686613
core,2018-01-20,2018-01-24,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.22566142784260085,0.8286837438651282,0.5116716587865435,0.027692806923966837
core,2018-01-21,2018-01-22,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.315783607384647,0.8249011433150382,0.5254143263296581,0.028783932248081415
core,2018-01-21,2018-01-23,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.10006387885531763,0.8068223322482959,0.5499969717158257,0.02927535415791371
core,2018-01-21,2018-01-24,post_recovery,post_recovery,post_recovery__post_recovery,weekend,weekday,False,0.035668381015831585,0.8214797215499208,0.5596403067971436,0.027580618108210792
core,2018-01-22,2018-01-23,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,0.28883613649027845,0.8007169922165254,0.6066776738213172,0.03106717176801307
core,2018-01-22,2018-01-24,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,-0.0629034683163553,0.7325911782763342,0.6732940062632,0.03546859453218999
core,2018-01-23,2018-01-24,post_recovery,post_recovery,post_recovery__post_recovery,weekday,weekday,True,0.0053726550671486396,0.785205972979689,0.6159277399656511,0.03088972378630849
near,2018-01-01,2018-01-02,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.7161349025301934,0.9101970277451154,0.42307692307692313,0.021402116660111648
near,2018-01-01,2018-01-03,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.6931166830960995,0.9005525720268379,0.41577060931899645,0.022623681803429833
near,2018-01-01,2018-01-04,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.508781953818999,0.8497428967949338,0.54570166496772,0.027508107514489916
near,2018-01-01,2018-01-05,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.5163589861366824,0.8364472121046548,0.5533769063180828,0.029295120241710076
near,2018-01-01,2018-01-06,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekend,False,0.5366011357396928,0.8398877529163805,0.5215215215215214,0.029145202484793235
near,2018-01-01,2018-01-07,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekend,False,-0.12312226531932093,0.6626745939923017,0.7936742051786299,0.041060120591256945
near,2018-01-01,2018-01-08,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.3159280855788397,0.7874398657874477,0.6325925925925926,0.03279643048818494
near,2018-01-01,2018-01-09,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.15054394660186401,0.7118790607179255,0.6904761904761905,0.03891130321432724
near,2018-01-01,2018-01-10,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.5567112005113769,0.8389301575575601,0.5444444444444445,0.029653732480462932
near,2018-01-01,2018-01-11,pre_outage,pre_outage,pre_outage__pre_outage,weekday,weekday,True,0.22540648594437113,0.7199214625562821,0.7168021680216803,0.039046651614855966
near,2018-01-01,2018-01-19,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekday,True,0.3506159337115771,0.7524094053244522,0.7387914230019492,0.03734806011694376
near,2018-01-01,2018-01-20,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.3565998619439743,0.8020172431504758,0.6346801346801346,0.03159837436461634
near,2018-01-01,2018-01-21,pre_outage,post_recovery,post_recovery__pre_outage,weekday,weekend,False,0.07460835241445826,0.723898085895713,0.6938997821350762,0.03711321808717438
