evaluation_id,evaluation_type,training_policy,method,selected_alpha,train_start,train_end,valid_start,valid_end,n_valid_days,n_rows,sse_float,sse_rounded,mse_rounded,mae_rounded,mean_bias_rounded,actual_total,predicted_total_rounded,core_sse_rounded,near_sse_rounded,outer_sse_rounded
fold_01,rolling_7d,exclude_outage_severe,decomp_ridge_calendar_vessel_mean,0.1,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3343.8538623814948,3420.0,6.785714285714286,1.9722222222222223,0.8928571428571429,1173.0,1623.0,2189.0,943.0,288.0
fold_01,rolling_7d,exclude_outage_severe,hour_mean,,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,6270.45,6188.0,12.277777777777779,2.6865079365079363,2.130952380952381,1173.0,2247.0,4174.0,1655.0,359.0
fold_01,rolling_7d,exclude_outage_severe,poisson_direct_calendar,0.01,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3770.393395798516,3763.0,7.466269841269841,2.0892857142857144,1.2321428571428572,1173.0,1794.0,2371.0,1096.0,296.0
fold_01,rolling_7d,exclude_outage_severe,poisson_direct_calendar_vessel,0.01,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3537.5111965185156,3545.0,7.033730158730159,2.013888888888889,1.0337301587301588,1173.0,1694.0,2330.0,940.0,275.0
fold_01,rolling_7d,exclude_outage_severe,ridge_direct_calendar,1.0,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3910.820816676341,4002.0,7.940476190476191,2.0833333333333335,1.1388888888888888,1173.0,1747.0,2535.0,1205.0,262.0
fold_01,rolling_7d,exclude_outage_severe,ridge_direct_calendar_vessel,1.0,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3570.3789069653685,3643.0,7.228174603174603,1.9781746031746033,0.878968253968254,1173.0,1616.0,2332.0,1012.0,299.0
fold_01,rolling_7d,quality_weighted,decomp_ewm7_daytype_shrunk,,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,6039.176847987559,5954.0,11.813492063492063,2.626984126984127,2.0436507936507935,1173.0,2203.0,4002.0,1638.0,314.0
fold_01,rolling_7d,quality_weighted,decomp_mean_daytype_shrunk,,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,6313.18081222535,6328.0,12.555555555555555,2.7103174603174605,2.1507936507936507,1173.0,2257.0,4259.0,1732.0,337.0
fold_01,rolling_7d,quality_weighted,decomp_mean_mean,,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,6286.400756831987,6281.0,12.462301587301587,2.7003968253968256,2.1448412698412698,1173.0,2254.0,4233.0,1700.0,348.0
fold_01,rolling_7d,quality_weighted,decomp_poisson_calendar_daytype,1.0,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,4007.912978972381,4068.0,8.071428571428571,2.1706349206349205,1.2896825396825398,1173.0,1823.0,2550.0,1253.0,265.0
fold_01,rolling_7d,quality_weighted,decomp_poisson_calendar_mean,1.0,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3994.8678061839473,4061.0,8.057539682539682,2.1726190476190474,1.3035714285714286,1173.0,1830.0,2549.0,1238.0,274.0
fold_01,rolling_7d,quality_weighted,decomp_poisson_calendar_vessel_daytype,1.0,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3572.114735321031,3622.0,7.186507936507937,2.0396825396825395,1.0634920634920635,1173.0,1709.0,2284.0,1068.0,270.0
fold_01,rolling_7d,quality_weighted,decomp_poisson_calendar_vessel_mean,1.0,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3559.760330619114,3627.0,7.196428571428571,2.0297619047619047,1.0773809523809523,1173.0,1716.0,2324.0,1040.0,263.0
fold_01,rolling_7d,quality_weighted,decomp_ridge_calendar_daytype,0.1,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3944.6674774151775,4020.0,7.976190476190476,2.130952380952381,1.1666666666666667,1173.0,1761.0,2538.0,1205.0,277.0
fold_01,rolling_7d,quality_weighted,decomp_ridge_calendar_mean,0.1,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3931.3645208333405,4032.0,8.0,2.130952380952381,1.1785714285714286,1173.0,1767.0,2551.0,1196.0,285.0
fold_01,rolling_7d,quality_weighted,decomp_ridge_calendar_vessel_daytype,0.1,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3355.9760332718315,3434.0,6.813492063492063,1.9642857142857142,0.8849206349206349,1173.0,1619.0,2172.0,979.0,283.0
fold_01,rolling_7d,quality_weighted,decomp_ridge_calendar_vessel_mean,0.1,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3343.8538623814948,3420.0,6.785714285714286,1.9722222222222223,0.8928571428571429,1173.0,1623.0,2189.0,943.0,288.0
fold_01,rolling_7d,quality_weighted,hour_mean,,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,6270.45,6188.0,12.277777777777779,2.6865079365079363,2.130952380952381,1173.0,2247.0,4174.0,1655.0,359.0
fold_01,rolling_7d,quality_weighted,poisson_direct_calendar,0.01,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3770.393395798516,3763.0,7.466269841269841,2.0892857142857144,1.2321428571428572,1173.0,1794.0,2371.0,1096.0,296.0
fold_01,rolling_7d,quality_weighted,poisson_direct_calendar_vessel,0.01,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3537.5111965185156,3545.0,7.033730158730159,2.013888888888889,1.0337301587301588,1173.0,1694.0,2330.0,940.0,275.0
fold_01,rolling_7d,quality_weighted,ridge_direct_calendar,1.0,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3910.820816676341,4002.0,7.940476190476191,2.0833333333333335,1.1388888888888888,1173.0,1747.0,2535.0,1205.0,262.0
fold_01,rolling_7d,quality_weighted,ridge_direct_calendar_vessel,1.0,2018-01-01,2018-01-10,2018-01-11,2018-01-17,7,504,3570.3789069653685,3643.0,7.228174603174603,1.9781746031746033,0.878968253968254,1173.0,1616.0,2332.0,1012.0,299.0
fold_02,rolling_7d,all,decomp_ewm7_daytype_shrunk,,2018-01-01,2018-01-11,2018-01-12,2018-01-18,7,504,5808.154945132355,5770.0,11.448412698412698,2.6031746031746033,2.134920634920635,1080.0,2156.0,3918.0,1482.0,370.0
fold_02,rolling_7d,all,decomp_mean_daytype_shrunk,,2018-01-01,2018-01-11,2018-01-12,2018-01-18,7,504,6230.077160532519,6381.0,12.660714285714286,2.744047619047619,2.3035714285714284,1080.0,2241.0,4280.0,1731.0,370.0
fold_02,rolling_7d,all,decomp_mean_mean,,2018-01-01,2018-01-11,2018-01-12,2018-01-18,7,504,6195.818575965255,6255.0,12.410714285714286,2.7162698412698414,2.2876984126984126,1080.0,2233.0,4207.0,1655.0,393.0
fold_02,rolling_7d,all,decomp_poisson_calendar_daytype,1.0,2018-01-01,2018-01-11,2018-01-12,2018-01-18,7,504,3595.9869373302317,3626.0,7.194444444444445,2.0674603174603177,1.3174603174603174,1080.0,1744.0,2318.0,1004.0,304.0
fold_02,rolling_7d,all,decomp_poisson_calendar_mean,1.0,2018-01-01,2018-01-11,2018-01-12,2018-01-18,7,504,3583.719583466055,3574.0,7.091269841269841,2.0555555555555554,1.3015873015873016,1080.0,1736.0,2235.0,1032.0,307.0
fold_02,rolling_7d,all,decomp_poisson_calendar_vessel_daytype,1.0,2018-01-01,2018-01-11,2018-01-12,2018-01-18,7,504,3166.025283112409,3218.0,6.384920634920635,1.9444444444444444,1.0992063492063493,1080.0,1634.0,2065.0,850.0,303.0
