fold_id,training_policy,method,component_type,component,n_rows,sse_float,sse_rounded,mae_rounded,mean_bias_rounded
fold_04,all,recent_14d_hour,region,outer,168,410.1301775147929,409.0,1.244047619047619,0.3869047619047619
fold_04,all,recent_14d_hour,validation_quality,normal,144,1163.3905325443786,1197.0,2.1875,-0.3541666666666667
fold_04,all,recent_14d_hour,validation_quality,severe,144,1365.8520710059172,1371.0,2.4097222222222223,2.1180555555555554
fold_04,all,recent_14d_hour,validation_quality,outage,216,2721.431952662722,2757.0,2.7731481481481484,2.3564814814814814
fold_04,all,mixed_075_hour_dow,region,core,168,3754.5963387573966,3739.0,3.9464285714285716,2.6011904761904763
fold_04,all,mixed_075_hour_dow,region,near,168,1466.8084319526629,1491.0,2.4345238095238093,1.5892857142857142
fold_04,all,mixed_075_hour_dow,region,outer,168,407.0924556213018,438.0,1.3095238095238095,0.4523809523809524
fold_04,all,mixed_075_hour_dow,validation_quality,normal,144,1277.8326553254437,1295.0,2.2152777777777777,-0.4930555555555556
fold_04,all,mixed_075_hour_dow,validation_quality,severe,144,1406.8939534023668,1433.0,2.451388888888889,2.1458333333333335
fold_04,all,mixed_075_hour_dow,validation_quality,outage,216,2943.77061760355,2940.0,2.8703703703703702,2.509259259259259
fold_04,all,hour_scale_p025,region,core,168,3248.392784073546,3207.0,3.6607142857142856,2.4107142857142856
fold_04,all,hour_scale_p025,region,near,168,1332.9970171580903,1329.0,2.3273809523809526,1.4464285714285714
fold_04,all,hour_scale_p025,region,outer,168,396.8244076511967,406.0,1.2380952380952381,0.36904761904761907
fold_04,all,hour_scale_p025,validation_quality,normal,144,1157.1497316950622,1163.0,2.1458333333333335,-0.3958333333333333
fold_04,all,hour_scale_p025,validation_quality,severe,144,1228.1712728777397,1189.0,2.2569444444444446,1.9375
fold_04,all,hour_scale_p025,validation_quality,outage,216,2592.893204310032,2590.0,2.685185185185185,2.259259259259259
fold_04,all,hour_scale_p05,region,core,168,3084.617688553763,3095.0,3.6011904761904763,2.2916666666666665
fold_04,all,hour_scale_p05,region,near,168,1264.594127824947,1268.0,2.261904761904762,1.369047619047619
fold_04,all,hour_scale_p05,region,outer,168,385.1074383511253,394.0,1.2261904761904763,0.34523809523809523
fold_04,all,hour_scale_p05,validation_quality,normal,144,1152.0315853558,1176.0,2.1805555555555554,-0.4444444444444444
fold_04,all,hour_scale_p05,validation_quality,severe,144,1107.435640666909,1116.0,2.1666666666666665,1.8333333333333333
fold_04,all,hour_scale_p05,validation_quality,outage,216,2474.8520287071265,2465.0,2.615740740740741,2.189814814814815
fold_04,exclude_outage_severe,global_mean,region,core,168,4261.300636574074,4431.0,4.601190476190476,3.0535714285714284
fold_04,exclude_outage_severe,global_mean,region,near,168,1714.5159143518522,1578.0,2.7023809523809526,1.4761904761904763
fold_04,exclude_outage_severe,global_mean,region,outer,168,434.98958333333337,454.0,1.4404761904761905,0.5952380952380952
fold_04,exclude_outage_severe,global_mean,validation_quality,normal,144,1776.945601851852,1779.0,2.798611111111111,-0.1597222222222222
fold_04,exclude_outage_severe,global_mean,validation_quality,severe,144,1626.2442129629628,1643.0,2.7847222222222223,2.3125
fold_04,exclude_outage_severe,global_mean,validation_quality,outage,216,3007.6163194444443,3041.0,3.0787037037037037,2.550925925925926
fold_04,exclude_outage_severe,hour_mean,region,core,168,3729.0902777777774,3794.0,4.0,2.9285714285714284
fold_04,exclude_outage_severe,hour_mean,region,near,168,1488.2430555555557,1550.0,2.5476190476190474,1.8095238095238095
fold_04,exclude_outage_severe,hour_mean,region,outer,168,414.9861111111111,453.0,1.3392857142857142,0.5535714285714286
fold_04,exclude_outage_severe,hour_mean,validation_quality,normal,144,1142.9722222222222,1141.0,2.1875,-0.10416666666666667
fold_04,exclude_outage_severe,hour_mean,validation_quality,severe,144,1511.1388888888891,1557.0,2.576388888888889,2.3680555555555554
fold_04,exclude_outage_severe,hour_mean,validation_quality,outage,216,2978.208333333333,3099.0,2.9583333333333335,2.6064814814814814
fold_04,exclude_outage_severe,dow_hour_mean,region,core,168,5228.25,5292.0,4.511904761904762,2.9404761904761907
fold_04,exclude_outage_severe,dow_hour_mean,region,near,168,1932.75,1938.0,2.7023809523809526,1.7976190476190477
fold_04,exclude_outage_severe,dow_hour_mean,region,outer,168,508.25,524.0,1.3571428571428572,0.5119047619047619
fold_04,exclude_outage_severe,dow_hour_mean,validation_quality,normal,144,1627.25,1651.0,2.4375,-0.4930555555555556
fold_04,exclude_outage_severe,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_04,exclude_outage_severe,dow_hour_mean,validation_quality,outage,216,4324.75,4319.0,3.3564814814814814,2.9212962962962963
fold_04,exclude_outage_severe,recent_7d_hour,region,core,168,3529.2777777777774,3432.0,3.7857142857142856,2.261904761904762
fold_04,exclude_outage_severe,recent_7d_hour,region,near,168,1440.7222222222222,1520.0,2.5,1.3928571428571428
fold_04,exclude_outage_severe,recent_7d_hour,region,outer,168,394.47222222222223,425.0,1.2678571428571428,0.3869047619047619
fold_04,exclude_outage_severe,recent_7d_hour,validation_quality,normal,144,1328.611111111111,1365.0,2.3958333333333335,-0.5208333333333334
fold_04,exclude_outage_severe,recent_7d_hour,validation_quality,severe,144,1358.9444444444446,1347.0,2.3680555555555554,1.9513888888888888
fold_04,exclude_outage_severe,recent_7d_hour,validation_quality,outage,216,2676.916666666667,2665.0,2.699074074074074,2.189814814814815
fold_04,exclude_outage_severe,recent_14d_hour,region,core,168,3729.0902777777774,3794.0,4.0,2.9285714285714284
fold_04,exclude_outage_severe,recent_14d_hour,region,near,168,1488.2430555555557,1550.0,2.5476190476190474,1.8095238095238095
fold_04,exclude_outage_severe,recent_14d_hour,region,outer,168,414.9861111111111,453.0,1.3392857142857142,0.5535714285714286
fold_04,exclude_outage_severe,recent_14d_hour,validation_quality,normal,144,1142.9722222222222,1141.0,2.1875,-0.10416666666666667
fold_04,exclude_outage_severe,recent_14d_hour,validation_quality,severe,144,1511.1388888888891,1557.0,2.576388888888889,2.3680555555555554
fold_04,exclude_outage_severe,recent_14d_hour,validation_quality,outage,216,2978.208333333333,3099.0,2.9583333333333335,2.6064814814814814
fold_04,exclude_outage_severe,mixed_075_hour_dow,region,core,168,3924.42578125,3992.0,4.035714285714286,2.892857142857143
fold_04,exclude_outage_severe,mixed_075_hour_dow,region,near,168,1494.69921875,1562.0,2.5,1.75
fold_04,exclude_outage_severe,mixed_075_hour_dow,region,outer,168,409.3203125,449.0,1.3154761904761905,0.5297619047619048
fold_04,exclude_outage_severe,mixed_075_hour_dow,validation_quality,normal,144,1167.1875,1231.0,2.173611111111111,-0.24305555555555555
fold_04,exclude_outage_severe,mixed_075_hour_dow,validation_quality,severe,144,1515.484375,1573.0,2.5347222222222223,2.298611111111111
fold_04,exclude_outage_severe,mixed_075_hour_dow,validation_quality,outage,216,3145.7734375,3199.0,2.9675925925925926,2.6527777777777777
fold_04,exclude_outage_severe,hour_scale_p025,region,core,168,3519.247333112786,3510.0,3.857142857142857,2.7142857142857144
fold_04,exclude_outage_severe,hour_scale_p025,region,near,168,1403.7712244252618,1419.0,2.3988095238095237,1.6369047619047619
fold_04,exclude_outage_severe,hour_scale_p025,region,outer,168,401.2656861745613,421.0,1.2916666666666667,0.47023809523809523
fold_04,exclude_outage_severe,hour_scale_p025,validation_quality,normal,144,1133.9089726075808,1124.0,2.1666666666666665,-0.18055555555555555
fold_04,exclude_outage_severe,hour_scale_p025,validation_quality,severe,144,1356.2013967518456,1336.0,2.375,2.0972222222222223
fold_04,exclude_outage_severe,hour_scale_p025,validation_quality,outage,216,2834.1738743531823,2890.0,2.8425925925925926,2.4722222222222223
fold_04,exclude_outage_severe,hour_scale_p05,region,core,168,3330.6851256645477,3284.0,3.7261904761904763,2.5238095238095237
fold_04,exclude_outage_severe,hour_scale_p05,region,near,168,1327.9446183846158,1329.0,2.3273809523809526,1.5178571428571428
fold_04,exclude_outage_severe,hour_scale_p05,region,outer,168,389.1790712109517,396.0,1.25,0.4166666666666667
fold_04,exclude_outage_severe,hour_scale_p05,validation_quality,normal,144,1126.124848302526,1116.0,2.1666666666666665,-0.25
fold_04,exclude_outage_severe,hour_scale_p05,validation_quality,severe,144,1219.951440963951,1221.0,2.2430555555555554,1.9375
fold_04,exclude_outage_severe,hour_scale_p05,validation_quality,outage,216,2701.732525993639,2672.0,2.740740740740741,2.3425925925925926
fold_04,quality_weighted,global_mean,region,core,168,4319.671156269691,4431.0,4.601190476190476,3.0535714285714284
fold_04,quality_weighted,global_mean,region,near,168,1755.411153119093,1578.0,2.7023809523809526,1.4761904761904763
fold_04,quality_weighted,global_mean,region,outer,168,437.87901701323256,454.0,1.4404761904761905,0.5952380952380952
fold_04,quality_weighted,global_mean,validation_quality,normal,144,1775.6975425330813,1779.0,2.798611111111111,-0.1597222222222222
fold_04,quality_weighted,global_mean,validation_quality,severe,144,1665.505513547574,1643.0,2.7847222222222223,2.3125
fold_04,quality_weighted,global_mean,validation_quality,outage,216,3071.758270321361,3041.0,3.0787037037037037,2.550925925925926
fold_04,quality_weighted,hour_mean,region,core,168,3784.820415879017,3790.0,4.011904761904762,2.9285714285714284
fold_04,quality_weighted,hour_mean,region,near,168,1539.2854442344046,1591.0,2.5535714285714284,1.8511904761904763
fold_04,quality_weighted,hour_mean,region,outer,168,419.22117202268436,453.0,1.3392857142857142,0.5535714285714286
fold_04,quality_weighted,hour_mean,validation_quality,normal,144,1131.9754253308129,1157.0,2.1875,-0.09027777777777778
fold_04,quality_weighted,hour_mean,validation_quality,severe,144,1564.5841209829869,1567.0,2.5902777777777777,2.3819444444444446
fold_04,quality_weighted,hour_mean,validation_quality,outage,216,3046.7674858223063,3110.0,2.962962962962963,2.6203703703703702
fold_04,quality_weighted,dow_hour_mean,region,core,168,5190.722222222223,5264.0,4.511904761904762,3.011904761904762
fold_04,quality_weighted,dow_hour_mean,region,near,168,1953.4166666666665,1958.0,2.7261904761904763,1.8333333333333333
fold_04,quality_weighted,dow_hour_mean,region,outer,168,496.75,504.0,1.3214285714285714,0.5476190476190477
fold_04,quality_weighted,dow_hour_mean,validation_quality,normal,144,1598.888888888889,1623.0,2.423611111111111,-0.3263888888888889
fold_04,quality_weighted,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_04,quality_weighted,dow_hour_mean,validation_quality,outage,216,4324.75,4319.0,3.3564814814814814,2.9212962962962963
fold_04,quality_weighted,recent_7d_hour,region,core,168,3612.743801652892,3707.0,3.9107142857142856,2.5535714285714284
fold_04,quality_weighted,recent_7d_hour,region,near,168,1505.7355371900826,1540.0,2.5238095238095237,1.3928571428571428
fold_04,quality_weighted,recent_7d_hour,region,outer,168,401.02479338842977,433.0,1.244047619047619,0.30357142857142855
fold_04,quality_weighted,recent_7d_hour,validation_quality,normal,144,1307.4297520661157,1329.0,2.3680555555555554,-0.4513888888888889
fold_04,quality_weighted,recent_7d_hour,validation_quality,severe,144,1441.793388429752,1503.0,2.451388888888889,2.0208333333333335
fold_04,quality_weighted,recent_7d_hour,validation_quality,outage,216,2770.280991735537,2848.0,2.759259259259259,2.259259259259259
fold_04,quality_weighted,recent_14d_hour,region,core,168,3784.820415879017,3790.0,4.011904761904762,2.9285714285714284
fold_04,quality_weighted,recent_14d_hour,region,near,168,1539.2854442344046,1591.0,2.5535714285714284,1.8511904761904763
fold_04,quality_weighted,recent_14d_hour,region,outer,168,419.22117202268436,453.0,1.3392857142857142,0.5535714285714286
fold_04,quality_weighted,recent_14d_hour,validation_quality,normal,144,1131.9754253308129,1157.0,2.1875,-0.09027777777777778
fold_04,quality_weighted,recent_14d_hour,validation_quality,severe,144,1564.5841209829869,1567.0,2.5902777777777777,2.3819444444444446
fold_04,quality_weighted,recent_14d_hour,validation_quality,outage,216,3046.7674858223063,3110.0,2.962962962962963,2.6203703703703702
fold_04,quality_weighted,mixed_075_hour_dow,region,core,168,3956.5473836904016,3931.0,4.029761904761905,2.9345238095238093
fold_04,quality_weighted,mixed_075_hour_dow,region,near,168,1540.0018214398233,1580.0,2.511904761904762,1.7976190476190477
fold_04,quality_weighted,mixed_075_hour_dow,region,outer,168,409.8913929584121,440.0,1.3095238095238095,0.5357142857142857
fold_04,quality_weighted,mixed_075_hour_dow,validation_quality,normal,144,1151.2591236084857,1154.0,2.138888888888889,-0.16666666666666666
fold_04,quality_weighted,mixed_075_hour_dow,validation_quality,severe,144,1556.0371278355387,1573.0,2.5347222222222223,2.298611111111111
fold_04,quality_weighted,mixed_075_hour_dow,validation_quality,outage,216,3199.1443466446126,3224.0,2.990740740740741,2.675925925925926
fold_04,quality_weighted,hour_scale_p025,region,core,168,3571.287309884659,3643.0,3.9226190476190474,2.767857142857143
fold_04,quality_weighted,hour_scale_p025,region,near,168,1450.8434390968914,1497.0,2.4583333333333335,1.7202380952380953
fold_04,quality_weighted,hour_scale_p025,region,outer,168,405.1794015317355,409.0,1.2797619047619047,0.48214285714285715
fold_04,quality_weighted,hour_scale_p025,validation_quality,normal,144,1122.0953829187092,1149.0,2.173611111111111,-0.14583333333333334
fold_04,quality_weighted,hour_scale_p025,validation_quality,severe,144,1405.052581522705,1421.0,2.4375,2.173611111111111
fold_04,quality_weighted,hour_scale_p025,validation_quality,outage,216,2900.1621860718715,2979.0,2.884259259259259,2.513888888888889
fold_04,quality_weighted,hour_scale_p05,region,core,168,3379.166768888557,3416.0,3.8095238095238093,2.619047619047619
fold_04,quality_weighted,hour_scale_p05,region,near,168,1371.288586809998,1355.0,2.3392857142857144,1.5654761904761905
fold_04,quality_weighted,hour_scale_p05,region,outer,168,392.7793630584267,397.0,1.255952380952381,0.4226190476190476
fold_04,quality_weighted,hour_scale_p05,validation_quality,normal,144,1113.4874927484682,1145.0,2.1875,-0.1736111111111111
fold_04,quality_weighted,hour_scale_p05,validation_quality,severe,144,1264.496585550768,1265.0,2.298611111111111,1.9652777777777777
fold_04,quality_weighted,hour_scale_p05,validation_quality,outage,216,2765.2506404577452,2758.0,2.7685185185185186,2.388888888888889
fold_05,all,global_mean,region,core,168,3655.714285714286,3570.0,4.011904761904762,1.0833333333333333
fold_05,all,global_mean,region,near,168,1645.2559523809523,1667.0,2.7083333333333335,0.875
fold_05,all,global_mean,region,outer,168,450.0,468.0,1.380952380952381,0.40476190476190477
fold_05,all,global_mean,validation_quality,normal,216,2799.2610544217687,2824.0,2.787037037037037,-0.8796296296296297
fold_05,all,global_mean,validation_quality,severe,144,1343.753401360544,1307.0,2.5208333333333335,1.9791666666666667
fold_05,all,global_mean,validation_quality,outage,144,1607.9557823129253,1574.0,2.75,2.0972222222222223
fold_05,all,hour_mean,region,core,168,3002.785714285714,2982.0,3.5357142857142856,1.25
fold_05,all,hour_mean,region,near,168,1400.5,1414.0,2.3333333333333335,0.75
fold_05,all,hour_mean,region,outer,168,467.2142857142857,483.0,1.3392857142857142,0.27976190476190477
fold_05,all,hour_mean,validation_quality,normal,216,2264.030612244898,2292.0,2.4722222222222223,-0.9074074074074074
fold_05,all,hour_mean,validation_quality,severe,144,1204.1632653061224,1201.0,2.2569444444444446,1.9513888888888888
fold_05,all,hour_mean,validation_quality,outage,144,1402.3061224489795,1386.0,2.4444444444444446,2.0694444444444446
fold_05,all,dow_hour_mean,region,core,168,4892.5,4937.0,4.363095238095238,1.2916666666666667
fold_05,all,dow_hour_mean,region,near,168,1987.5,1991.0,2.6964285714285716,0.8392857142857143
fold_05,all,dow_hour_mean,region,outer,168,592.0,638.0,1.5,0.2261904761904762
fold_05,all,dow_hour_mean,validation_quality,normal,216,3380.0,3413.0,2.939814814814815,-1.412037037037037
fold_05,all,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_05,all,dow_hour_mean,validation_quality,outage,144,2374.75,2369.0,3.048611111111111,2.6319444444444446
fold_05,all,recent_7d_hour,region,core,168,2908.4285714285716,2899.0,3.3392857142857144,-0.041666666666666664
fold_05,all,recent_7d_hour,region,near,168,1358.4285714285713,1365.0,2.232142857142857,0.125
fold_05,all,recent_7d_hour,region,outer,168,468.1428571428571,491.0,1.3035714285714286,0.02976190476190476
fold_05,all,recent_7d_hour,validation_quality,normal,216,2861.1428571428573,2888.0,2.740740740740741,-1.6296296296296295
fold_05,all,recent_7d_hour,validation_quality,severe,144,854.4285714285716,847.0,1.8958333333333333,1.2291666666666667
fold_05,all,recent_7d_hour,validation_quality,outage,144,1019.4285714285714,1020.0,2.013888888888889,1.3472222222222223
fold_05,all,recent_14d_hour,region,core,168,3002.785714285714,2982.0,3.5357142857142856,1.25
fold_05,all,recent_14d_hour,region,near,168,1400.5,1414.0,2.3333333333333335,0.75
fold_05,all,recent_14d_hour,region,outer,168,467.2142857142857,483.0,1.3392857142857142,0.27976190476190477
fold_05,all,recent_14d_hour,validation_quality,normal,216,2264.030612244898,2292.0,2.4722222222222223,-0.9074074074074074
fold_05,all,recent_14d_hour,validation_quality,severe,144,1204.1632653061224,1201.0,2.2569444444444446,1.9513888888888888
fold_05,all,recent_14d_hour,validation_quality,outage,144,1402.3061224489795,1386.0,2.4444444444444446,2.0694444444444446
fold_05,all,mixed_075_hour_dow,region,core,168,3311.3928571428573,3348.0,3.7142857142857144,1.2857142857142858
fold_05,all,mixed_075_hour_dow,region,near,168,1476.830357142857,1501.0,2.3988095238095237,0.7797619047619048
fold_05,all,mixed_075_hour_dow,region,outer,168,473.54017857142856,484.0,1.3452380952380953,0.27380952380952384
fold_05,all,mixed_075_hour_dow,validation_quality,normal,216,2412.9725765306125,2442.0,2.509259259259259,-1.0185185185185186
fold_05,all,mixed_075_hour_dow,validation_quality,severe,144,1280.138711734694,1258.0,2.3194444444444446,2.0
fold_05,all,mixed_075_hour_dow,validation_quality,outage,144,1568.6521045918366,1633.0,2.6180555555555554,2.2569444444444446
fold_05,all,hour_scale_p025,region,core,168,2871.6041087747644,2885.0,3.4702380952380953,1.1369047619047619
fold_05,all,hour_scale_p025,region,near,168,1344.081706802297,1371.0,2.2797619047619047,0.6726190476190477
fold_05,all,hour_scale_p025,region,outer,168,455.9969679421406,457.0,1.3035714285714286,0.22023809523809523
fold_05,all,hour_scale_p025,validation_quality,normal,216,2265.8329700827317,2291.0,2.4675925925925926,-0.9398148148148148
fold_05,all,hour_scale_p025,validation_quality,severe,144,1088.3552083609618,1090.0,2.1527777777777777,1.8055555555555556
fold_05,all,hour_scale_p025,validation_quality,outage,144,1317.4946050755084,1332.0,2.375,1.9722222222222223
fold_05,all,hour_scale_p05,region,core,168,2756.1180630554773,2792.0,3.4166666666666665,1.0238095238095237
fold_05,all,hour_scale_p05,region,near,168,1294.2883403737046,1312.0,2.2261904761904763,0.5833333333333334
fold_05,all,hour_scale_p05,region,outer,168,446.1907498211642,447.0,1.2916666666666667,0.17261904761904762
fold_05,all,hour_scale_p05,validation_quality,normal,216,2268.6139161864207,2297.0,2.4675925925925926,-0.9768518518518519
fold_05,all,hour_scale_p05,validation_quality,severe,144,987.0430988262187,1016.0,2.0972222222222223,1.6666666666666667
fold_05,all,hour_scale_p05,validation_quality,outage,144,1240.940138237706,1238.0,2.2916666666666665,1.875
fold_05,exclude_outage_severe,global_mean,region,core,168,3987.7659143518513,4102.0,4.380952380952381,2.0833333333333335
fold_05,exclude_outage_severe,global_mean,region,near,168,1752.314525462963,1667.0,2.7083333333333335,0.875
fold_05,exclude_outage_severe,global_mean,region,outer,168,455.65625,468.0,1.380952380952381,0.40476190476190477
fold_05,exclude_outage_severe,global_mean,validation_quality,normal,216,2673.0329861111113,2676.0,2.75,-0.5462962962962963
fold_05,exclude_outage_severe,global_mean,validation_quality,severe,144,1626.2442129629628,1643.0,2.7847222222222223,2.3125
fold_05,exclude_outage_severe,global_mean,validation_quality,outage,144,1896.4594907407404,1918.0,2.9722222222222223,2.4305555555555554
fold_05,exclude_outage_severe,hour_mean,region,core,168,3350.5902777777774,3391.0,3.8035714285714284,1.9583333333333333
fold_05,exclude_outage_severe,hour_mean,region,near,168,1512.9097222222222,1559.0,2.5297619047619047,1.2083333333333333
fold_05,exclude_outage_severe,hour_mean,region,outer,168,469.31944444444446,493.0,1.3630952380952381,0.3630952380952381
fold_05,exclude_outage_severe,hour_mean,validation_quality,normal,216,2101.5416666666665,2082.0,2.4074074074074074,-0.49074074074074076
fold_05,exclude_outage_severe,hour_mean,validation_quality,severe,144,1511.1388888888891,1557.0,2.576388888888889,2.3680555555555554
fold_05,exclude_outage_severe,hour_mean,validation_quality,outage,144,1720.138888888889,1804.0,2.7916666666666665,2.486111111111111
fold_05,exclude_outage_severe,dow_hour_mean,region,core,168,4327.25,4391.0,4.113095238095238,1.9702380952380953
fold_05,exclude_outage_severe,dow_hour_mean,region,near,168,1761.75,1767.0,2.5416666666666665,1.1964285714285714
fold_05,exclude_outage_severe,dow_hour_mean,region,outer,168,548.25,564.0,1.4166666666666667,0.32142857142857145
fold_05,exclude_outage_severe,dow_hour_mean,validation_quality,normal,216,2545.25,2569.0,2.560185185185185,-0.5324074074074074
fold_05,exclude_outage_severe,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_05,exclude_outage_severe,dow_hour_mean,validation_quality,outage,144,2374.75,2369.0,3.048611111111111,2.6319444444444446
fold_05,exclude_outage_severe,recent_7d_hour,region,core,168,3170.3999999999996,3196.0,3.5952380952380953,1.0833333333333333
fold_05,exclude_outage_severe,recent_7d_hour,region,near,168,1471.1200000000001,1498.0,2.4166666666666665,0.5833333333333334
fold_05,exclude_outage_severe,recent_7d_hour,region,outer,168,469.72,518.0,1.3333333333333333,0.07142857142857142
fold_05,exclude_outage_severe,recent_7d_hour,validation_quality,normal,216,2418.96,2435.0,2.5972222222222223,-1.087962962962963
fold_05,exclude_outage_severe,recent_7d_hour,validation_quality,severe,144,1257.24,1299.0,2.2708333333333335,1.7708333333333333
fold_05,exclude_outage_severe,recent_7d_hour,validation_quality,outage,144,1435.04,1478.0,2.4027777777777777,1.8888888888888888
fold_05,exclude_outage_severe,recent_14d_hour,region,core,168,3350.5902777777774,3391.0,3.8035714285714284,1.9583333333333333
fold_05,exclude_outage_severe,recent_14d_hour,region,near,168,1512.9097222222222,1559.0,2.5297619047619047,1.2083333333333333
fold_05,exclude_outage_severe,recent_14d_hour,region,outer,168,469.31944444444446,493.0,1.3630952380952381,0.3630952380952381
fold_05,exclude_outage_severe,recent_14d_hour,validation_quality,normal,216,2101.5416666666665,2082.0,2.4074074074074074,-0.49074074074074076
fold_05,exclude_outage_severe,recent_14d_hour,validation_quality,severe,144,1511.1388888888891,1557.0,2.576388888888889,2.3680555555555554
fold_05,exclude_outage_severe,recent_14d_hour,validation_quality,outage,144,1720.138888888889,1804.0,2.7916666666666665,2.486111111111111
fold_05,exclude_outage_severe,mixed_075_hour_dow,region,core,168,3415.30078125,3461.0,3.7916666666666665,1.9226190476190477
fold_05,exclude_outage_severe,mixed_075_hour_dow,region,near,168,1470.44921875,1521.0,2.4345238095238093,1.1488095238095237
fold_05,exclude_outage_severe,mixed_075_hour_dow,region,outer,168,460.0703125,489.0,1.3392857142857142,0.3392857142857143
fold_05,exclude_outage_severe,mixed_075_hour_dow,validation_quality,normal,216,2014.7578125,2065.0,2.3472222222222223,-0.5416666666666666
fold_05,exclude_outage_severe,mixed_075_hour_dow,validation_quality,severe,144,1515.484375,1573.0,2.5347222222222223,2.298611111111111
fold_05,exclude_outage_severe,mixed_075_hour_dow,validation_quality,outage,144,1815.578125,1833.0,2.7708333333333335,2.4930555555555554
fold_05,exclude_outage_severe,hour_scale_p025,region,core,168,3166.8918478552114,3165.0,3.6845238095238093,1.744047619047619
fold_05,exclude_outage_severe,hour_scale_p025,region,near,168,1438.2302156221447,1432.0,2.380952380952381,1.0357142857142858
fold_05,exclude_outage_severe,hour_scale_p025,region,outer,168,456.57769330560376,457.0,1.3035714285714286,0.27976190476190477
fold_05,exclude_outage_severe,hour_scale_p025,validation_quality,normal,216,2097.593220992182,2074.0,2.388888888888889,-0.5648148148148148
fold_05,exclude_outage_severe,hour_scale_p025,validation_quality,severe,144,1356.2013967518456,1336.0,2.375,2.0972222222222223
fold_05,exclude_outage_severe,hour_scale_p025,validation_quality,outage,144,1607.9051390389313,1644.0,2.638888888888889,2.3194444444444446
fold_05,exclude_outage_severe,hour_scale_p05,region,core,168,3003.9458751245593,2990.0,3.5714285714285716,1.5714285714285714
fold_05,exclude_outage_severe,hour_scale_p05,region,near,168,1371.9908413568508,1371.0,2.3273809523809526,0.9345238095238095
fold_05,exclude_outage_severe,hour_scale_p05,region,outer,168,445.4398187508203,432.0,1.2619047619047619,0.2261904761904762
fold_05,exclude_outage_severe,hour_scale_p05,validation_quality,normal,216,2095.098584228863,2080.0,2.388888888888889,-0.6203703703703703
fold_05,exclude_outage_severe,hour_scale_p05,validation_quality,severe,144,1219.951440963951,1221.0,2.2430555555555554,1.9375
fold_05,exclude_outage_severe,hour_scale_p05,validation_quality,outage,144,1506.3265100394174,1492.0,2.5277777777777777,2.1805555555555554
fold_05,quality_weighted,global_mean,region,core,168,4026.696518588532,4102.0,4.380952380952381,2.0833333333333335
fold_05,quality_weighted,global_mean,region,near,168,1779.2734719596724,1667.0,2.7083333333333335,0.875
fold_05,quality_weighted,global_mean,region,outer,168,457.44423440453687,468.0,1.380952380952381,0.40476190476190477
fold_05,quality_weighted,global_mean,validation_quality,normal,216,2661.366965973535,2676.0,2.75,-0.5462962962962963
fold_05,quality_weighted,global_mean,validation_quality,severe,144,1665.505513547574,1643.0,2.7847222222222223,2.3125
fold_05,quality_weighted,global_mean,validation_quality,outage,144,1936.541745431632,1918.0,2.9722222222222223,2.4305555555555554
fold_05,quality_weighted,hour_mean,region,core,168,3383.298676748582,3361.0,3.7916666666666665,1.9583333333333333
fold_05,quality_weighted,hour_mean,region,near,168,1554.3724007561436,1580.0,2.5238095238095237,1.25
fold_05,quality_weighted,hour_mean,region,outer,168,471.65595463138,493.0,1.3630952380952381,0.3630952380952381
fold_05,quality_weighted,hour_mean,validation_quality,normal,216,2086.2022684310023,2081.0,2.3935185185185186,-0.47685185185185186
fold_05,quality_weighted,hour_mean,validation_quality,severe,144,1564.5841209829869,1567.0,2.5902777777777777,2.3819444444444446
fold_05,quality_weighted,hour_mean,validation_quality,outage,144,1758.5406427221171,1786.0,2.7777777777777777,2.5
fold_05,quality_weighted,dow_hour_mean,region,core,168,4289.722222222223,4363.0,4.113095238095238,2.0416666666666665
fold_05,quality_weighted,dow_hour_mean,region,near,168,1782.4166666666665,1787.0,2.5654761904761907,1.2321428571428572
fold_05,quality_weighted,dow_hour_mean,region,outer,168,536.75,544.0,1.380952380952381,0.35714285714285715
fold_05,quality_weighted,dow_hour_mean,validation_quality,normal,216,2516.8888888888887,2541.0,2.550925925925926,-0.4212962962962963
fold_05,quality_weighted,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_05,quality_weighted,dow_hour_mean,validation_quality,outage,144,2374.75,2369.0,3.048611111111111,2.6319444444444446
fold_05,quality_weighted,recent_7d_hour,region,core,168,3231.9135802469136,3237.0,3.6011904761904763,1.125
fold_05,quality_weighted,recent_7d_hour,region,near,168,1526.6543209876545,1578.0,2.5,0.75
fold_05,quality_weighted,recent_7d_hour,region,outer,168,473.90123456790116,496.0,1.3214285714285714,0.07142857142857142
fold_05,quality_weighted,recent_7d_hour,validation_quality,normal,216,2393.740740740741,2394.0,2.574074074074074,-1.0185185185185186
fold_05,quality_weighted,recent_7d_hour,validation_quality,severe,144,1351.4197530864196,1385.0,2.326388888888889,1.8402777777777777
fold_05,quality_weighted,recent_7d_hour,validation_quality,outage,144,1487.3086419753085,1532.0,2.4722222222222223,1.9583333333333333
