fold_id,training_policy,method,component_type,component,n_rows,sse_float,sse_rounded,mae_rounded,mean_bias_rounded
fold_02,exclude_outage_severe,recent_14d_hour,region,outer,168,358.3801652892562,399.0,1.255952380952381,0.7321428571428571
fold_02,exclude_outage_severe,recent_14d_hour,validation_quality,reduced,72,647.2892561983472,653.0,2.3472222222222223,1.2083333333333333
fold_02,exclude_outage_severe,recent_14d_hour,validation_quality,severe,144,1627.5785123966944,1641.0,2.6180555555555554,2.3958333333333335
fold_02,exclude_outage_severe,recent_14d_hour,validation_quality,outage,288,3881.1570247933882,3864.0,2.8402777777777777,2.4791666666666665
fold_02,exclude_outage_severe,mixed_075_hour_dow,region,core,168,4233.965134297521,4234.0,4.321428571428571,3.7738095238095237
fold_02,exclude_outage_severe,mixed_075_hour_dow,region,near,168,1700.299457644628,1703.0,2.6607142857142856,2.363095238095238
fold_02,exclude_outage_severe,mixed_075_hour_dow,region,outer,168,345.061854338843,385.0,1.2202380952380953,0.7083333333333334
fold_02,exclude_outage_severe,mixed_075_hour_dow,validation_quality,reduced,72,663.2536157024794,689.0,2.4305555555555554,1.2361111111111112
fold_02,exclude_outage_severe,mixed_075_hour_dow,validation_quality,severe,144,1602.9149018595042,1640.0,2.611111111111111,2.3472222222222223
fold_02,exclude_outage_severe,mixed_075_hour_dow,validation_quality,outage,288,4013.157928719008,3993.0,2.8715277777777777,2.5104166666666665
fold_02,exclude_outage_severe,hour_scale_p025,region,core,168,3937.3858463444303,3914.0,4.166666666666667,3.5833333333333335
fold_02,exclude_outage_severe,hour_scale_p025,region,near,168,1562.3323065507175,1545.0,2.517857142857143,2.255952380952381
fold_02,exclude_outage_severe,hour_scale_p025,region,outer,168,344.7287352342388,373.0,1.2083333333333333,0.6607142857142857
fold_02,exclude_outage_severe,hour_scale_p025,validation_quality,reduced,72,654.8754586826949,653.0,2.3472222222222223,1.2083333333333333
fold_02,exclude_outage_severe,hour_scale_p025,validation_quality,severe,144,1462.7364746114772,1458.0,2.4583333333333335,2.1805555555555554
fold_02,exclude_outage_severe,hour_scale_p025,validation_quality,outage,288,3726.8349548352144,3721.0,2.7881944444444446,2.3993055555555554
fold_02,exclude_outage_severe,hour_scale_p05,region,core,168,3747.335257391699,3801.0,4.101190476190476,3.505952380952381
fold_02,exclude_outage_severe,hour_scale_p05,region,near,168,1484.2336155814448,1441.0,2.4345238095238093,2.1488095238095237
fold_02,exclude_outage_severe,hour_scale_p05,region,outer,168,332.6729948135253,356.0,1.1904761904761905,0.6428571428571429
fold_02,exclude_outage_severe,hour_scale_p05,validation_quality,reduced,72,662.6784966785121,656.0,2.361111111111111,1.2222222222222223
fold_02,exclude_outage_severe,hour_scale_p05,validation_quality,severe,144,1317.2023670190315,1329.0,2.3680555555555554,2.048611111111111
fold_02,exclude_outage_severe,hour_scale_p05,validation_quality,outage,288,3584.3610040891263,3613.0,2.732638888888889,2.34375
fold_02,quality_weighted,global_mean,region,core,168,4240.165289256198,4298.0,4.535714285714286,3.8095238095238093
fold_02,quality_weighted,global_mean,region,near,168,1676.2572314049585,1384.0,2.5238095238095237,1.9880952380952381
fold_02,quality_weighted,global_mean,region,outer,168,401.05371900826447,418.0,1.380952380952381,0.7738095238095238
fold_02,quality_weighted,global_mean,validation_quality,reduced,72,655.4121900826447,631.0,2.263888888888889,1.125
fold_02,quality_weighted,global_mean,validation_quality,severe,144,1709.2789256198344,1643.0,2.7847222222222223,2.3125
fold_02,quality_weighted,global_mean,validation_quality,outage,288,3952.7851239669417,3826.0,2.9652777777777777,2.3958333333333335
fold_02,quality_weighted,hour_mean,region,core,168,4148.347107438016,4153.0,4.279761904761905,3.767857142857143
fold_02,quality_weighted,hour_mean,region,near,168,1649.297520661157,1606.0,2.5833333333333335,2.3214285714285716
fold_02,quality_weighted,hour_mean,region,outer,168,358.3801652892562,399.0,1.255952380952381,0.7321428571428571
fold_02,quality_weighted,hour_mean,validation_quality,reduced,72,647.2892561983472,653.0,2.3472222222222223,1.2083333333333333
fold_02,quality_weighted,hour_mean,validation_quality,severe,144,1627.5785123966944,1641.0,2.6180555555555554,2.3958333333333335
fold_02,quality_weighted,hour_mean,validation_quality,outage,288,3881.1570247933882,3864.0,2.8402777777777777,2.4791666666666665
fold_02,quality_weighted,dow_hour_mean,region,core,168,5282.5,5342.0,4.654761904761905,3.869047619047619
fold_02,quality_weighted,dow_hour_mean,region,near,168,2282.75,2279.0,2.9226190476190474,2.4226190476190474
fold_02,quality_weighted,dow_hour_mean,region,outer,168,422.75,428.0,1.1785714285714286,0.7142857142857143
fold_02,quality_weighted,dow_hour_mean,validation_quality,reduced,72,965.0,965.0,2.7083333333333335,1.2916666666666667
fold_02,quality_weighted,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_02,quality_weighted,dow_hour_mean,validation_quality,outage,288,5305.75,5300.0,3.1666666666666665,2.6458333333333335
fold_02,quality_weighted,recent_7d_hour,region,core,168,3775.2857142857147,3795.0,4.041666666666667,3.4345238095238093
fold_02,quality_weighted,recent_7d_hour,region,near,168,1548.4285714285713,1583.0,2.5892857142857144,2.1964285714285716
fold_02,quality_weighted,recent_7d_hour,region,outer,168,339.42857142857144,371.0,1.1607142857142858,0.5654761904761905
fold_02,quality_weighted,recent_7d_hour,validation_quality,reduced,72,613.408163265306,626.0,2.3333333333333335,1.0
fold_02,quality_weighted,recent_7d_hour,validation_quality,severe,144,1482.9591836734694,1513.0,2.4930555555555554,2.1875
fold_02,quality_weighted,recent_7d_hour,validation_quality,outage,288,3566.775510204082,3610.0,2.7152777777777777,2.2708333333333335
fold_02,quality_weighted,recent_14d_hour,region,core,168,4148.347107438016,4153.0,4.279761904761905,3.767857142857143
fold_02,quality_weighted,recent_14d_hour,region,near,168,1649.297520661157,1606.0,2.5833333333333335,2.3214285714285716
fold_02,quality_weighted,recent_14d_hour,region,outer,168,358.3801652892562,399.0,1.255952380952381,0.7321428571428571
fold_02,quality_weighted,recent_14d_hour,validation_quality,reduced,72,647.2892561983472,653.0,2.3472222222222223,1.2083333333333333
fold_02,quality_weighted,recent_14d_hour,validation_quality,severe,144,1627.5785123966944,1641.0,2.6180555555555554,2.3958333333333335
fold_02,quality_weighted,recent_14d_hour,validation_quality,outage,288,3881.1570247933882,3864.0,2.8402777777777777,2.4791666666666665
fold_02,quality_weighted,mixed_075_hour_dow,region,core,168,4233.965134297521,4234.0,4.321428571428571,3.7738095238095237
fold_02,quality_weighted,mixed_075_hour_dow,region,near,168,1700.299457644628,1703.0,2.6607142857142856,2.363095238095238
fold_02,quality_weighted,mixed_075_hour_dow,region,outer,168,345.061854338843,385.0,1.2202380952380953,0.7083333333333334
fold_02,quality_weighted,mixed_075_hour_dow,validation_quality,reduced,72,663.2536157024794,689.0,2.4305555555555554,1.2361111111111112
fold_02,quality_weighted,mixed_075_hour_dow,validation_quality,severe,144,1602.9149018595042,1640.0,2.611111111111111,2.3472222222222223
fold_02,quality_weighted,mixed_075_hour_dow,validation_quality,outage,288,4013.157928719008,3993.0,2.8715277777777777,2.5104166666666665
fold_02,quality_weighted,hour_scale_p025,region,core,168,3937.3858463444303,3914.0,4.166666666666667,3.5833333333333335
fold_02,quality_weighted,hour_scale_p025,region,near,168,1562.3323065507175,1545.0,2.517857142857143,2.255952380952381
fold_02,quality_weighted,hour_scale_p025,region,outer,168,344.7287352342388,373.0,1.2083333333333333,0.6607142857142857
fold_02,quality_weighted,hour_scale_p025,validation_quality,reduced,72,654.8754586826949,653.0,2.3472222222222223,1.2083333333333333
fold_02,quality_weighted,hour_scale_p025,validation_quality,severe,144,1462.7364746114772,1458.0,2.4583333333333335,2.1805555555555554
fold_02,quality_weighted,hour_scale_p025,validation_quality,outage,288,3726.8349548352144,3721.0,2.7881944444444446,2.3993055555555554
fold_02,quality_weighted,hour_scale_p05,region,core,168,3747.335257391699,3801.0,4.101190476190476,3.505952380952381
fold_02,quality_weighted,hour_scale_p05,region,near,168,1484.2336155814448,1441.0,2.4345238095238093,2.1488095238095237
fold_02,quality_weighted,hour_scale_p05,region,outer,168,332.6729948135253,356.0,1.1904761904761905,0.6428571428571429
fold_02,quality_weighted,hour_scale_p05,validation_quality,reduced,72,662.6784966785121,656.0,2.361111111111111,1.2222222222222223
fold_02,quality_weighted,hour_scale_p05,validation_quality,severe,144,1317.2023670190315,1329.0,2.3680555555555554,2.048611111111111
fold_02,quality_weighted,hour_scale_p05,validation_quality,outage,288,3584.3610040891263,3613.0,2.732638888888889,2.34375
fold_03,all,global_mean,region,core,168,4145.745081018518,4359.0,4.5773809523809526,3.8154761904761907
fold_03,all,global_mean,region,near,168,1616.0298032407409,1442.0,2.607142857142857,1.9166666666666667
fold_03,all,global_mean,region,outer,168,390.78125,415.0,1.375,0.7440476190476191
fold_03,all,global_mean,validation_quality,normal,72,745.2471064814815,747.0,2.5416666666666665,0.9027777777777778
fold_03,all,global_mean,validation_quality,severe,144,1626.2442129629628,1643.0,2.7847222222222223,2.3125
fold_03,all,global_mean,validation_quality,outage,288,3781.064814814815,3826.0,2.9652777777777777,2.3958333333333335
fold_03,all,hour_mean,region,core,168,3943.756944444444,4034.0,4.154761904761905,3.6904761904761907
fold_03,all,hour_mean,region,near,168,1455.576388888889,1540.0,2.5595238095238093,2.25
fold_03,all,hour_mean,region,outer,168,367.98611111111114,416.0,1.2857142857142858,0.7023809523809523
fold_03,all,hour_mean,validation_quality,normal,72,559.4027777777777,577.0,2.1527777777777777,0.9583333333333334
fold_03,all,hour_mean,validation_quality,severe,144,1511.1388888888891,1557.0,2.576388888888889,2.3680555555555554
fold_03,all,hour_mean,validation_quality,outage,288,3696.777777777778,3856.0,2.8402777777777777,2.451388888888889
fold_03,all,dow_hour_mean,region,core,168,5304.25,5368.0,4.583333333333333,3.7023809523809526
fold_03,all,dow_hour_mean,region,near,168,2110.75,2116.0,2.8095238095238093,2.238095238095238
fold_03,all,dow_hour_mean,region,outer,168,449.25,465.0,1.244047619047619,0.6607142857142857
fold_03,all,dow_hour_mean,validation_quality,normal,72,841.25,865.0,2.4305555555555554,0.3472222222222222
fold_03,all,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_03,all,dow_hour_mean,validation_quality,outage,288,5305.75,5300.0,3.1666666666666665,2.6458333333333335
fold_03,all,recent_7d_hour,region,core,168,3485.5714285714284,3542.0,3.8214285714285716,3.1904761904761907
fold_03,all,recent_7d_hour,region,near,168,1336.7142857142858,1406.0,2.392857142857143,1.9166666666666667
fold_03,all,recent_7d_hour,region,outer,168,339.2857142857143,313.0,1.0535714285714286,0.3273809523809524
fold_03,all,recent_7d_hour,validation_quality,normal,72,536.530612244898,550.0,2.0277777777777777,0.5555555555555556
fold_03,all,recent_7d_hour,validation_quality,severe,144,1318.0612244897961,1343.0,2.3541666666666665,1.9652777777777777
fold_03,all,recent_7d_hour,validation_quality,outage,288,3306.9795918367345,3368.0,2.5555555555555554,2.048611111111111
fold_03,all,recent_14d_hour,region,core,168,3943.756944444444,4034.0,4.154761904761905,3.6904761904761907
fold_03,all,recent_14d_hour,region,near,168,1455.576388888889,1540.0,2.5595238095238093,2.25
fold_03,all,recent_14d_hour,region,outer,168,367.98611111111114,416.0,1.2857142857142858,0.7023809523809523
fold_03,all,recent_14d_hour,validation_quality,normal,72,559.4027777777777,577.0,2.1527777777777777,0.9583333333333334
fold_03,all,recent_14d_hour,validation_quality,severe,144,1511.1388888888891,1557.0,2.576388888888889,2.3680555555555554
fold_03,all,recent_14d_hour,validation_quality,outage,288,3696.777777777778,3856.0,2.8402777777777777,2.451388888888889
fold_03,all,mixed_075_hour_dow,region,core,168,4104.42578125,4154.0,4.154761904761905,3.6547619047619047
fold_03,all,mixed_075_hour_dow,region,near,168,1514.69921875,1556.0,2.511904761904762,2.1904761904761907
fold_03,all,mixed_075_hour_dow,region,outer,168,359.3203125,400.0,1.2380952380952381,0.6785714285714286
fold_03,all,mixed_075_hour_dow,validation_quality,normal,72,592.1171875,626.0,2.111111111111111,0.8055555555555556
fold_03,all,mixed_075_hour_dow,validation_quality,severe,144,1515.484375,1573.0,2.5347222222222223,2.298611111111111
fold_03,all,mixed_075_hour_dow,validation_quality,outage,288,3870.84375,3911.0,2.8159722222222223,2.454861111111111
fold_03,all,hour_scale_p025,region,core,168,3727.662299915039,3748.0,4.011904761904762,3.4761904761904763
fold_03,all,hour_scale_p025,region,near,168,1369.013306007927,1397.0,2.3988095238095237,2.0773809523809526
fold_03,all,hour_scale_p025,region,outer,168,353.98899131205684,376.0,1.2142857142857142,0.6190476190476191
fold_03,all,hour_scale_p025,validation_quality,normal,72,547.1123501401976,552.0,2.0833333333333335,0.8611111111111112
fold_03,all,hour_scale_p025,validation_quality,severe,144,1356.2013967518456,1336.0,2.375,2.0972222222222223
fold_03,all,hour_scale_p025,validation_quality,outage,288,3547.3508503429794,3633.0,2.7395833333333335,2.3368055555555554
fold_03,all,hour_scale_p05,region,core,168,3532.867194920153,3522.0,3.880952380952381,3.2857142857142856
fold_03,all,hour_scale_p05,region,near,168,1291.1017377667827,1307.0,2.3273809523809526,1.9583333333333333
fold_03,all,hour_scale_p05,region,outer,168,341.6265136603659,351.0,1.1726190476190477,0.5654761904761905
fold_03,all,hour_scale_p05,validation_quality,normal,72,536.0768411147496,544.0,2.0833333333333335,0.7222222222222222
fold_03,all,hour_scale_p05,validation_quality,severe,144,1219.951440963951,1221.0,2.2430555555555554,1.9375
fold_03,all,hour_scale_p05,validation_quality,outage,288,3409.567164268601,3415.0,2.6631944444444446,2.2395833333333335
fold_03,exclude_outage_severe,global_mean,region,core,168,4145.745081018518,4359.0,4.5773809523809526,3.8154761904761907
fold_03,exclude_outage_severe,global_mean,region,near,168,1616.0298032407409,1442.0,2.607142857142857,1.9166666666666667
fold_03,exclude_outage_severe,global_mean,region,outer,168,390.78125,415.0,1.375,0.7440476190476191
fold_03,exclude_outage_severe,global_mean,validation_quality,normal,72,745.2471064814815,747.0,2.5416666666666665,0.9027777777777778
fold_03,exclude_outage_severe,global_mean,validation_quality,severe,144,1626.2442129629628,1643.0,2.7847222222222223,2.3125
fold_03,exclude_outage_severe,global_mean,validation_quality,outage,288,3781.064814814815,3826.0,2.9652777777777777,2.3958333333333335
fold_03,exclude_outage_severe,hour_mean,region,core,168,3943.756944444444,4034.0,4.154761904761905,3.6904761904761907
fold_03,exclude_outage_severe,hour_mean,region,near,168,1455.576388888889,1540.0,2.5595238095238093,2.25
fold_03,exclude_outage_severe,hour_mean,region,outer,168,367.98611111111114,416.0,1.2857142857142858,0.7023809523809523
fold_03,exclude_outage_severe,hour_mean,validation_quality,normal,72,559.4027777777777,577.0,2.1527777777777777,0.9583333333333334
fold_03,exclude_outage_severe,hour_mean,validation_quality,severe,144,1511.1388888888891,1557.0,2.576388888888889,2.3680555555555554
fold_03,exclude_outage_severe,hour_mean,validation_quality,outage,288,3696.777777777778,3856.0,2.8402777777777777,2.451388888888889
fold_03,exclude_outage_severe,dow_hour_mean,region,core,168,5304.25,5368.0,4.583333333333333,3.7023809523809526
fold_03,exclude_outage_severe,dow_hour_mean,region,near,168,2110.75,2116.0,2.8095238095238093,2.238095238095238
fold_03,exclude_outage_severe,dow_hour_mean,region,outer,168,449.25,465.0,1.244047619047619,0.6607142857142857
fold_03,exclude_outage_severe,dow_hour_mean,validation_quality,normal,72,841.25,865.0,2.4305555555555554,0.3472222222222222
fold_03,exclude_outage_severe,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_03,exclude_outage_severe,dow_hour_mean,validation_quality,outage,288,5305.75,5300.0,3.1666666666666665,2.6458333333333335
fold_03,exclude_outage_severe,recent_7d_hour,region,core,168,3485.5714285714284,3542.0,3.8214285714285716,3.1904761904761907
fold_03,exclude_outage_severe,recent_7d_hour,region,near,168,1336.7142857142858,1406.0,2.392857142857143,1.9166666666666667
fold_03,exclude_outage_severe,recent_7d_hour,region,outer,168,339.2857142857143,313.0,1.0535714285714286,0.3273809523809524
fold_03,exclude_outage_severe,recent_7d_hour,validation_quality,normal,72,536.530612244898,550.0,2.0277777777777777,0.5555555555555556
fold_03,exclude_outage_severe,recent_7d_hour,validation_quality,severe,144,1318.0612244897961,1343.0,2.3541666666666665,1.9652777777777777
fold_03,exclude_outage_severe,recent_7d_hour,validation_quality,outage,288,3306.9795918367345,3368.0,2.5555555555555554,2.048611111111111
fold_03,exclude_outage_severe,recent_14d_hour,region,core,168,3943.756944444444,4034.0,4.154761904761905,3.6904761904761907
fold_03,exclude_outage_severe,recent_14d_hour,region,near,168,1455.576388888889,1540.0,2.5595238095238093,2.25
fold_03,exclude_outage_severe,recent_14d_hour,region,outer,168,367.98611111111114,416.0,1.2857142857142858,0.7023809523809523
fold_03,exclude_outage_severe,recent_14d_hour,validation_quality,normal,72,559.4027777777777,577.0,2.1527777777777777,0.9583333333333334
fold_03,exclude_outage_severe,recent_14d_hour,validation_quality,severe,144,1511.1388888888891,1557.0,2.576388888888889,2.3680555555555554
fold_03,exclude_outage_severe,recent_14d_hour,validation_quality,outage,288,3696.777777777778,3856.0,2.8402777777777777,2.451388888888889
fold_03,exclude_outage_severe,mixed_075_hour_dow,region,core,168,4104.42578125,4154.0,4.154761904761905,3.6547619047619047
fold_03,exclude_outage_severe,mixed_075_hour_dow,region,near,168,1514.69921875,1556.0,2.511904761904762,2.1904761904761907
fold_03,exclude_outage_severe,mixed_075_hour_dow,region,outer,168,359.3203125,400.0,1.2380952380952381,0.6785714285714286
fold_03,exclude_outage_severe,mixed_075_hour_dow,validation_quality,normal,72,592.1171875,626.0,2.111111111111111,0.8055555555555556
fold_03,exclude_outage_severe,mixed_075_hour_dow,validation_quality,severe,144,1515.484375,1573.0,2.5347222222222223,2.298611111111111
fold_03,exclude_outage_severe,mixed_075_hour_dow,validation_quality,outage,288,3870.84375,3911.0,2.8159722222222223,2.454861111111111
fold_03,exclude_outage_severe,hour_scale_p025,region,core,168,3727.662299915039,3748.0,4.011904761904762,3.4761904761904763
fold_03,exclude_outage_severe,hour_scale_p025,region,near,168,1369.013306007927,1397.0,2.3988095238095237,2.0773809523809526
fold_03,exclude_outage_severe,hour_scale_p025,region,outer,168,353.98899131205684,376.0,1.2142857142857142,0.6190476190476191
fold_03,exclude_outage_severe,hour_scale_p025,validation_quality,normal,72,547.1123501401976,552.0,2.0833333333333335,0.8611111111111112
fold_03,exclude_outage_severe,hour_scale_p025,validation_quality,severe,144,1356.2013967518456,1336.0,2.375,2.0972222222222223
fold_03,exclude_outage_severe,hour_scale_p025,validation_quality,outage,288,3547.3508503429794,3633.0,2.7395833333333335,2.3368055555555554
fold_03,exclude_outage_severe,hour_scale_p05,region,core,168,3532.867194920153,3522.0,3.880952380952381,3.2857142857142856
fold_03,exclude_outage_severe,hour_scale_p05,region,near,168,1291.1017377667827,1307.0,2.3273809523809526,1.9583333333333333
fold_03,exclude_outage_severe,hour_scale_p05,region,outer,168,341.6265136603659,351.0,1.1726190476190477,0.5654761904761905
fold_03,exclude_outage_severe,hour_scale_p05,validation_quality,normal,72,536.0768411147496,544.0,2.0833333333333335,0.7222222222222222
fold_03,exclude_outage_severe,hour_scale_p05,validation_quality,severe,144,1219.951440963951,1221.0,2.2430555555555554,1.9375
fold_03,exclude_outage_severe,hour_scale_p05,validation_quality,outage,288,3409.567164268601,3415.0,2.6631944444444446,2.2395833333333335
fold_03,quality_weighted,global_mean,region,core,168,4219.381301197227,4359.0,4.5773809523809526,3.8154761904761907
fold_03,quality_weighted,global_mean,region,near,168,1667.1357908002524,1442.0,2.607142857142857,1.9166666666666667
fold_03,quality_weighted,global_mean,region,outer,168,394.531190926276,415.0,1.375,0.7440476190476191
fold_03,quality_weighted,global_mean,validation_quality,normal,72,753.252756773787,747.0,2.5416666666666665,0.9027777777777778
fold_03,quality_weighted,global_mean,validation_quality,severe,144,1665.505513547574,1643.0,2.7847222222222223,2.3125
fold_03,quality_weighted,global_mean,validation_quality,outage,288,3862.2900126023947,3826.0,2.9652777777777777,2.3958333333333335
fold_03,quality_weighted,hour_mean,region,core,168,4008.9073724007567,3976.0,4.142857142857143,3.6904761904761907
fold_03,quality_weighted,hour_mean,region,near,168,1516.3289224952741,1569.0,2.5535714285714284,2.2916666666666665
fold_03,quality_weighted,hour_mean,region,outer,168,373.9603024574669,416.0,1.2857142857142858,0.7023809523809523
fold_03,quality_weighted,hour_mean,validation_quality,normal,72,554.1398865784499,556.0,2.111111111111111,0.9722222222222222
fold_03,quality_weighted,hour_mean,validation_quality,severe,144,1564.5841209829869,1567.0,2.5902777777777777,2.3819444444444446
fold_03,quality_weighted,hour_mean,validation_quality,outage,288,3780.4725897920607,3838.0,2.8333333333333335,2.4652777777777777
fold_03,quality_weighted,dow_hour_mean,region,core,168,5266.722222222223,5340.0,4.583333333333333,3.7738095238095237
fold_03,quality_weighted,dow_hour_mean,region,near,168,2131.416666666667,2136.0,2.8333333333333335,2.2738095238095237
fold_03,quality_weighted,dow_hour_mean,region,outer,168,437.75,445.0,1.2083333333333333,0.6964285714285714
fold_03,quality_weighted,dow_hour_mean,validation_quality,normal,72,812.8888888888889,837.0,2.4027777777777777,0.6805555555555556
fold_03,quality_weighted,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_03,quality_weighted,dow_hour_mean,validation_quality,outage,288,5305.75,5300.0,3.1666666666666665,2.6458333333333335
fold_03,quality_weighted,recent_7d_hour,region,core,168,3545.680473372781,3520.0,3.8095238095238093,3.1904761904761907
fold_03,quality_weighted,recent_7d_hour,region,near,168,1415.751479289941,1429.0,2.4107142857142856,1.9583333333333333
fold_03,quality_weighted,recent_7d_hour,region,outer,168,346.6568047337278,343.0,1.125,0.4107142857142857
fold_03,quality_weighted,recent_7d_hour,validation_quality,normal,72,519.7159763313609,507.0,1.9583333333333333,0.5972222222222222
fold_03,quality_weighted,recent_7d_hour,validation_quality,severe,144,1386.2781065088757,1381.0,2.3819444444444446,2.0069444444444446
fold_03,quality_weighted,recent_7d_hour,validation_quality,outage,288,3402.0946745562123,3404.0,2.6041666666666665,2.0902777777777777
fold_03,quality_weighted,recent_14d_hour,region,core,168,4008.9073724007567,3976.0,4.142857142857143,3.6904761904761907
fold_03,quality_weighted,recent_14d_hour,region,near,168,1516.3289224952741,1569.0,2.5535714285714284,2.2916666666666665
fold_03,quality_weighted,recent_14d_hour,region,outer,168,373.9603024574669,416.0,1.2857142857142858,0.7023809523809523
fold_03,quality_weighted,recent_14d_hour,validation_quality,normal,72,554.1398865784499,556.0,2.111111111111111,0.9722222222222222
fold_03,quality_weighted,recent_14d_hour,validation_quality,severe,144,1564.5841209829869,1567.0,2.5902777777777777,2.3819444444444446
fold_03,quality_weighted,recent_14d_hour,validation_quality,outage,288,3780.4725897920607,3838.0,2.8333333333333335,2.4652777777777777
fold_03,quality_weighted,mixed_075_hour_dow,region,core,168,4143.612601081705,4127.0,4.1726190476190474,3.6964285714285716
fold_03,quality_weighted,mixed_075_hour_dow,region,near,168,1567.2844301354758,1598.0,2.5476190476190474,2.238095238095238
fold_03,quality_weighted,mixed_075_hour_dow,region,outer,168,361.1957407844991,401.0,1.244047619047619,0.6845238095238095
fold_03,quality_weighted,mixed_075_hour_dow,validation_quality,normal,72,579.6722852341945,583.0,2.125,0.875
fold_03,quality_weighted,mixed_075_hour_dow,validation_quality,severe,144,1556.0371278355387,1573.0,2.5347222222222223,2.298611111111111
fold_03,quality_weighted,mixed_075_hour_dow,validation_quality,outage,288,3936.383358931947,3970.0,2.8472222222222223,2.4930555555555554
fold_03,quality_weighted,hour_scale_p025,region,core,168,3789.6365836434225,3829.0,4.053571428571429,3.5297619047619047
fold_03,quality_weighted,hour_scale_p025,region,near,168,1425.949586252018,1475.0,2.4583333333333335,2.1607142857142856
fold_03,quality_weighted,hour_scale_p025,region,outer,168,359.660953903865,372.0,1.2261904761904763,0.6309523809523809
fold_03,quality_weighted,hour_scale_p025,validation_quality,normal,72,541.4143851434555,548.0,2.0833333333333335,0.8611111111111112
fold_03,quality_weighted,hour_scale_p025,validation_quality,severe,144,1405.052581522705,1421.0,2.4375,2.173611111111111
fold_03,quality_weighted,hour_scale_p025,validation_quality,outage,288,3628.780157133145,3707.0,2.7743055555555554,2.3854166666666665
fold_03,quality_weighted,hour_scale_p05,region,core,168,3591.7941259918753,3594.0,3.9285714285714284,3.380952380952381
fold_03,quality_weighted,hour_scale_p05,region,near,168,1344.462726292516,1333.0,2.3392857142857144,2.005952380952381
fold_03,quality_weighted,hour_scale_p05,region,outer,168,347.0040451455202,360.0,1.2023809523809523,0.5714285714285714
fold_03,quality_weighted,hour_scale_p05,validation_quality,normal,72,529.9398911490803,541.0,2.0972222222222223,0.8194444444444444
fold_03,quality_weighted,hour_scale_p05,validation_quality,severe,144,1264.496585550768,1265.0,2.298611111111111,1.9652777777777777
fold_03,quality_weighted,hour_scale_p05,validation_quality,outage,288,3488.8244207300622,3481.0,2.6840277777777777,2.2881944444444446
fold_04,all,global_mean,region,core,168,3998.8382642998026,4431.0,4.601190476190476,3.0535714285714284
fold_04,all,global_mean,region,near,168,1635.755177514793,1578.0,2.7023809523809526,1.4761904761904763
fold_04,all,global_mean,region,outer,168,432.13313609467457,454.0,1.4404761904761905,0.5952380952380952
fold_04,all,global_mean,validation_quality,normal,144,1786.3742603550295,1779.0,2.798611111111111,-0.1597222222222222
fold_04,all,global_mean,validation_quality,severe,144,1492.8742603550295,1643.0,2.7847222222222223,2.3125
fold_04,all,global_mean,validation_quality,outage,216,2787.478057199211,3041.0,3.0787037037037037,2.550925925925926
fold_04,all,hour_mean,region,core,168,3431.201183431953,3525.0,3.863095238095238,2.636904761904762
fold_04,all,hour_mean,region,near,168,1409.3431952662722,1391.0,2.3988095238095237,1.5178571428571428
fold_04,all,hour_mean,region,outer,168,410.1301775147929,409.0,1.244047619047619,0.3869047619047619
fold_04,all,hour_mean,validation_quality,normal,144,1163.3905325443786,1197.0,2.1875,-0.3541666666666667
fold_04,all,hour_mean,validation_quality,severe,144,1365.8520710059172,1371.0,2.4097222222222223,2.1180555555555554
fold_04,all,hour_mean,validation_quality,outage,216,2721.431952662722,2757.0,2.7731481481481484,2.3564814814814814
fold_04,all,dow_hour_mean,region,core,168,5462.5,5525.0,4.636904761904762,2.732142857142857
fold_04,all,dow_hour_mean,region,near,168,2005.0,2012.0,2.7738095238095237,1.6547619047619047
fold_04,all,dow_hour_mean,region,outer,168,507.0,542.0,1.369047619047619,0.47619047619047616
fold_04,all,dow_hour_mean,validation_quality,normal,144,1932.5,1976.0,2.6805555555555554,-0.9444444444444444
fold_04,all,dow_hour_mean,validation_quality,severe,144,1717.25,1784.0,2.5277777777777777,2.236111111111111
fold_04,all,dow_hour_mean,validation_quality,outage,216,4324.75,4319.0,3.3564814814814814,2.9212962962962963
fold_04,all,recent_7d_hour,region,core,168,3086.8571428571427,3090.0,3.5952380952380953,1.9285714285714286
fold_04,all,recent_7d_hour,region,near,168,1316.5714285714284,1302.0,2.3095238095238093,1.0595238095238095
fold_04,all,recent_7d_hour,region,outer,168,387.8571428571429,432.0,1.25,0.34523809523809523
fold_04,all,recent_7d_hour,validation_quality,normal,144,1367.816326530612,1377.0,2.3819444444444446,-0.7569444444444444
fold_04,all,recent_7d_hour,validation_quality,severe,144,1138.6734693877552,1155.0,2.2430555555555554,1.7152777777777777
fold_04,all,recent_7d_hour,validation_quality,outage,216,2284.795918367347,2292.0,2.4814814814814814,1.9537037037037037
fold_04,all,recent_14d_hour,region,core,168,3431.201183431953,3525.0,3.863095238095238,2.636904761904762
fold_04,all,recent_14d_hour,region,near,168,1409.3431952662722,1391.0,2.3988095238095237,1.5178571428571428
