fold_id,training_policy,method,train_day_count_used,excluded_train_day_count,effective_train_day_weight,sse_float,sse_rounded,mae_rounded,mean_bias_rounded,actual_total,predicted_total_rounded
fold_08,exclude_outage_severe,hour_scale_p05,12,5,12.0,4447.912976980412,4428.0,2.2182539682539684,-0.1984126984126984,2177.0,2077.0
fold_08,exclude_outage_severe,mixed_075_hour_dow,12,5,12.0,4456.3203125,4577.0,2.263888888888889,0.02976190476190476,2177.0,2192.0
fold_08,exclude_outage_severe,recent_14d_hour,12,5,12.0,4631.0370370370365,4684.0,2.3015873015873014,-0.2222222222222222,2177.0,2065.0
fold_08,exclude_outage_severe,recent_7d_hour,12,5,12.0,6292.75,6462.0,2.7103174603174605,-0.9166666666666666,2177.0,1715.0
fold_08,quality_weighted,dow_hour_mean,13,4,11.6,5385.167233560091,5457.0,2.4424603174603177,0.061507936507936505,2177.0,2208.0
fold_08,quality_weighted,global_mean,13,4,11.6,5567.072145635157,5595.0,2.5615079365079363,0.013888888888888888,2177.0,2184.0
fold_08,quality_weighted,hour_mean,13,4,11.6,4536.616007728894,4494.0,2.253968253968254,0.08333333333333333,2177.0,2219.0
fold_08,quality_weighted,hour_scale_p025,13,4,11.6,4467.9512521108645,4466.0,2.234126984126984,-0.06349206349206349,2177.0,2145.0
fold_08,quality_weighted,hour_scale_p05,13,4,11.6,4421.230342899067,4482.0,2.246031746031746,-0.1746031746031746,2177.0,2089.0
fold_08,quality_weighted,mixed_075_hour_dow,13,4,11.6,4440.570780336635,4516.0,2.261904761904762,0.03571428571428571,2177.0,2195.0
fold_08,quality_weighted,recent_14d_hour,13,4,11.6,4590.519875608437,4587.0,2.2837301587301586,-0.20833333333333334,2177.0,2072.0
fold_08,quality_weighted,recent_7d_hour,13,4,11.6,6090.64453125,6195.0,2.625,-0.9583333333333334,2177.0,1694.0
